fold_id,candidate,family,train_runs,validation_run,test_run,selected_config_id,selected_q_threshold,selected_hi_value,selected_lo_value,validation_score,validation_return,validation_trades,validation_fill_rate,delay_seconds,max_spread,max_overround,min_depth,max_adverse_slippage,fixed_slippage,fraction
54,btc2_path_eff,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1",28369678027_attempt1,28442123818_attempt1,d8_sp40_ov30_dep300_adv15_fix25_f100,0.9,0.3761121413366805,-0.39242835829105394,0.7959635416666666,0.012671851021268443,17,0.3877551020408163,8,0.04,0.03,300.0,0.015,0.0025,0.01
54,size_imbalance_uncertainty,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1",28369678027_attempt1,28442123818_attempt1,d8_sp40_ov30_dep300_adv15_fix25_f100,0.95,0.6998679652042006,-0.701271429439155,0.8728515625,0.024164482968271006,9,0.5217391304347826,8,0.04,0.03,300.0,0.015,0.0025,0.01
55,classic_early_drop_down,classic_microstructure,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1",28442123818_attempt1,28515647330_attempt1,d4_sp60_ov30_dep100_adv15_fix25_f100,,,,0.8589843749999999,0.013533015055241515,19,0.5070422535211268,4,0.06,0.03,100.0,0.015,0.0025,0.01
55,btc2_path_eff,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1",28442123818_attempt1,28515647330_attempt1,d4_sp40_ov30_dep100_adv15_fix25_f100,0.85,0.2450445875964438,-0.2581195064979968,0.8876302083333333,0.01962268399679923,20,0.5205479452054794,4,0.04,0.03,100.0,0.015,0.0025,0.01
55,size_imbalance_uncertainty,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1",28442123818_attempt1,28515647330_attempt1,d8_sp40_ov30_dep100_adv15_fix25_f100,0.95,0.6996549467897452,-0.7010347758704054,0.9392578125000001,-0.03247135562618653,7,0.6,8,0.04,0.03,100.0,0.015,0.0025,0.01
56,classic_early_drop_down,classic_microstructure,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1",28515647330_attempt1,28588281394_attempt1,d8_sp40_ov30_dep300_adv15_fix25_f100,,,,0.841015625,0.024160399576804048,15,0.21621621621621623,8,0.04,0.03,300.0,0.015,0.0025,0.01
56,btc2_path_eff,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1",28515647330_attempt1,28588281394_attempt1,d4_sp40_ov30_dep300_adv15_fix25_f200,0.85,0.24422481186753028,-0.25816072133493645,0.7860677083333333,0.021197108880215865,20,0.37037037037037035,4,0.04,0.03,300.0,0.015,0.0025,0.02
56,size_imbalance_uncertainty,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1",28515647330_attempt1,28588281394_attempt1,d4_sp40_ov30_dep300_adv5_fix25_f100,0.95,0.6998128209956905,-0.6987115710133073,0.9611328124999999,-0.0038733268790154263,14,0.6774193548387096,4,0.04,0.03,300.0,0.005,0.0025,0.01
57,classic_early_drop_down,classic_microstructure,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1",28588281394_attempt1,28659365605_attempt1,d8_sp60_ov30_dep300_adv15_fix25_f100,,,,0.875390625,0.03522108110757949,17,0.25333333333333335,8,0.06,0.03,300.0,0.015,0.0025,0.01
57,btc2_path_eff,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1",28588281394_attempt1,28659365605_attempt1,d4_sp40_ov30_dep300_adv15_fix25_f100,0.85,0.2440132282117323,-0.2589993127012909,0.9438802083333333,0.000613279270338607,17,0.34065934065934067,4,0.04,0.03,300.0,0.015,0.0025,0.01
57,size_imbalance_uncertainty,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1",28588281394_attempt1,28659365605_attempt1,d4_sp40_ov30_dep100_adv5_fix25_f200,0.95,0.6994559963641868,-0.7009561898535788,0.8732421874999999,0.16370582769965258,13,0.5862068965517241,4,0.04,0.03,100.0,0.005,0.0025,0.02
58,classic_early_drop_down,classic_microstructure,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1,28588281394_attempt1",28659365605_attempt1,28705739897_attempt1,d8_sp40_ov30_dep100_adv15_fix25_f100,,,,0.857421875,0.015337342569782697,14,0.46875,8,0.04,0.03,100.0,0.015,0.0025,0.01
58,btc2_path_eff,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1,28588281394_attempt1",28659365605_attempt1,28705739897_attempt1,d8_sp40_ov30_dep100_adv5_fix25_f200,0.85,0.24418654683907778,-0.25999927065595085,0.7394531249999999,0.05430693972545009,15,0.29411764705882354,8,0.04,0.03,100.0,0.005,0.0025,0.02
58,size_imbalance_uncertainty,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1,28588281394_attempt1",28659365605_attempt1,28705739897_attempt1,d8_sp40_ov30_dep100_adv5_fix25_f100,0.9,0.5684576326820593,-0.5680764342442218,0.8095703124999999,0.1122389935281276,18,0.5,8,0.04,0.03,100.0,0.005,0.0025,0.01
59,classic_early_drop_down,classic_microstructure,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1,28588281394_attempt1,28659365605_attempt1",28705739897_attempt1,28740396418_attempt1,d8_sp40_ov30_dep100_adv5_fix25_f200,,,,0.841015625,0.033679142875228996,11,0.2558139534883721,8,0.04,0.03,100.0,0.005,0.0025,0.02
59,btc2_path_eff,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1,28588281394_attempt1,28659365605_attempt1",28705739897_attempt1,28740396418_attempt1,d8_sp60_ov30_dep100_adv15_fix25_f200,0.9,0.37493550769880535,-0.3930054751640095,0.7858695652173913,0.02967358027152156,15,0.3404255319148936,8,0.06,0.03,100.0,0.015,0.0025,0.02
59,size_imbalance_uncertainty,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1,28588281394_attempt1,28659365605_attempt1",28705739897_attempt1,28740396418_attempt1,d4_sp40_ov30_dep100_adv15_fix25_f100,0.95,0.6998498074497049,-0.7019388545118143,0.9267578125,-0.0037787292358142377,13,0.42857142857142855,4,0.04,0.03,100.0,0.015,0.0025,0.01
60,classic_early_drop_down,classic_microstructure,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1,28588281394_attempt1,28659365605_attempt1,28705739897_attempt1",28740396418_attempt1,28847404575_attempt1,d4_sp40_ov30_dep100_adv15_fix25_f100,,,,0.936328125,0.004127885236864692,17,0.5681818181818182,4,0.04,0.03,100.0,0.015,0.0025,0.01
60,btc2_path_eff,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1,28588281394_attempt1,28659365605_attempt1,28705739897_attempt1",28740396418_attempt1,28847404575_attempt1,d8_sp40_ov30_dep100_adv15_fix75_f100,0.95,0.6034783483106134,-0.6677308538797895,0.8959635416666666,-0.004131408933488068,10,0.5,8,0.04,0.03,100.0,0.015,0.0075,0.01
