candidate,family,folds_tested,avg_test_return,median_test_return,min_test_return,pct_positive_test,avg_test_drawdown,max_test_drawdown,avg_test_trades,avg_test_fill_rate,avg_test_trade_rate,avg_test_win_rate,avg_profit_factor,selected_count,execution_wf_score
classic_early_drop_down,classic_microstructure,78,-1.1882681275723965e-06,-0.00020307083749404597,-0.07947585198592222,0.5,0.02944399592421755,0.08667389859264578,14.26923076923077,0.3567937698020437,0.2434701605959775,0.7176917606112057,1.2846464155896617,78,0.8333333333333333
btc2_path_eff,alphaforge_interaction,78,0.002842077855077645,-0.0020201883155375744,-0.06276534040019888,0.4358974358974359,0.022152680498469596,0.08936628860283505,15.666666666666666,0.3688183780159143,0.258417014612736,0.8573535839849248,1.0918284190763223,78,0.7666666666666666
size_imbalance_uncertainty,alphaforge_interaction,78,-0.007482688670183466,-0.017305390951098787,-0.10223897285421868,0.38461538461538464,0.040062275958159754,0.1186619549617605,10.666666666666666,0.4407174073217709,0.2817634453849014,0.4055942925852428,1.021623471094957,78,0.4
