candidate,family,entry_minute,config_id,q_threshold,hi_value,lo_value,signals,eligible_fills,trades,fill_rate_vs_signals,trade_rate_vs_signals,ending_bankroll,total_return,max_drawdown,win_rate,avg_pnl,profit_factor,delay_seconds,max_spread,max_overround,min_depth,max_adverse_slippage,fixed_slippage,fraction,worst_144_return,median_144_return,positive_144_rate,active_144_rate,split,fold_id,run_label
size_imbalance_uncertainty,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv5_fix25_f100,0.9,0.5490438771897402,-0.5538719142674738,63,34,20,0.5396825396825397,0.31746031746031744,96.91009967097433,-0.030899003290256633,0.03839765376182683,0.4,-0.1544950164512821,0.74595916569436,4,0.04,0.03,100.0,0.005,0.0025,0.01,-0.02847231689114693,-0.002497804685651528,0.44680851063829785,1.0,test,30,27059341408_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep300_adv5_fix25_f100,,,,2056,369,301,0.17947470817120623,0.14640077821011674,125.67872669988567,0.2567872669988567,0.05421198265043597,0.7541528239202658,0.08531138438500241,1.3047453717313628,4,0.04,0.03,300.0,0.005,0.0025,0.01,-0.036527137724974845,0.0019123907649098992,0.5833233497064814,0.9462082185216245,train,31,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1+26156603287_attempt1+26221008452_attempt1+26357456273_attempt1+26709070227_attempt1+26709294970_attempt1+26755468029_attempt1+26832707302_attempt1+26944523023_attempt1+27008365180_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep300_adv5_fix25_f100,,,,103,30,20,0.2912621359223301,0.1941747572815534,100.13937150712917,0.0013937150712917123,0.02634891201621986,0.75,0.006968575356457935,1.0275443130761532,4,0.04,0.03,300.0,0.005,0.0025,0.01,-0.008291537160625695,0.008219607248500793,0.8581560283687943,1.0,validation,31,27059341408_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep300_adv5_fix25_f100,,,,93,34,20,0.3655913978494624,0.21505376344086022,101.30834618151209,0.01308346181512099,0.022971036981693692,0.7,0.06541730907560381,1.213110251950993,4,0.04,0.03,300.0,0.005,0.0025,0.01,-0.01746886250331814,0.0041707246100799455,0.6272727272727273,1.0,test,31,27089462916_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov50_dep100_adv5_fix25_f100,0.9,0.3950832111400499,-0.40906495871088305,1698,513,405,0.30212014134275617,0.23851590106007067,120.01725576787625,0.20017255767876252,0.06858405129416971,0.8790123456790123,0.04942532288364475,1.3658106581490186,4,0.04,0.05,100.0,0.005,0.0025,0.01,-0.03866016486754209,0.0029153575771541096,0.607284054151192,0.9952078591110579,train,31,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1+26156603287_attempt1+26221008452_attempt1+26357456273_attempt1+26709070227_attempt1+26709294970_attempt1+26755468029_attempt1+26832707302_attempt1+26944523023_attempt1+27008365180_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov50_dep100_adv5_fix25_f100,0.9,0.3950832111400499,-0.40906495871088305,53,24,20,0.4528301886792453,0.37735849056603776,101.48676583191946,0.014867658319194454,0.010123076923076941,0.95,0.07433829159597402,2.445323154616954,4,0.04,0.05,100.0,0.005,0.0025,0.01,-0.004534424601937981,0.0006704758832698499,0.6453900709219859,1.0,validation,31,27059341408_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov50_dep100_adv5_fix25_f100,0.9,0.3950832111400499,-0.40906495871088305,64,22,16,0.34375,0.25,100.482114493334,0.00482114493333996,0.010112044817927237,0.9375,0.03013215583337535,1.4738408830304701,4,0.04,0.05,100.0,0.005,0.0025,0.01,-0.004167794884546661,0.0009817938340039856,0.6181818181818182,1.0,test,31,27089462916_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d4_sp40_ov30_dep300_adv5_fix25_f100,0.95,0.6878100905808051,-0.693439231547259,848,206,157,0.2429245283018868,0.18514150943396226,94.55321352076956,-0.054467864792304366,0.17916759623164671,0.445859872611465,-0.03469290751102133,0.9405792569359035,4,0.04,0.03,300.0,0.005,0.0025,0.01,-0.040218428539262385,-0.004220339591836653,0.39127830358212534,0.9550736791661675,train,31,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1+26156603287_attempt1+26221008452_attempt1+26357456273_attempt1+26709070227_attempt1+26709294970_attempt1+26755468029_attempt1+26832707302_attempt1+26944523023_attempt1+27008365180_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d4_sp40_ov30_dep300_adv5_fix25_f100,0.95,0.6878100905808051,-0.693439231547259,25,9,8,0.36,0.32,100.6411142448268,0.006411142448268015,0.030376969366907643,0.5,0.08013928060335124,1.158478553596704,4,0.04,0.03,300.0,0.005,0.0025,0.01,-0.020368845682256054,-0.0033696022828644256,0.46808510638297873,1.0,validation,31,27059341408_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d4_sp40_ov30_dep300_adv5_fix25_f100,0.95,0.6878100905808051,-0.693439231547259,39,13,11,0.3333333333333333,0.28205128205128205,102.39191557747623,0.023919155774762224,0.02047553986928108,0.5454545454545454,0.2174468706796563,1.4572934312473285,4,0.04,0.03,300.0,0.005,0.0025,0.01,0.011096122023076305,0.05618417086876604,1.0,1.0,test,31,27089462916_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep100_adv15_fix25_f100,,,,2159,850,496,0.3937007874015748,0.22973598888374247,140.55507617011867,0.40555076170118665,0.07903547405628122,0.7701612903225806,0.08176426647201339,1.3100673452809966,4,0.04,0.03,100.0,0.015,0.0025,0.01,-0.04780665224348957,0.006987017723094624,0.6444212721584984,1.0,train,32,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1+26156603287_attempt1+26221008452_attempt1+26357456273_attempt1+26709070227_attempt1+26709294970_attempt1+26755468029_attempt1+26832707302_attempt1+26944523023_attempt1+27008365180_attempt1+27059341408_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep100_adv15_fix25_f100,,,,93,49,20,0.5268817204301075,0.21505376344086022,102.92531564578407,0.029253156457840657,0.016186885702958193,0.75,0.14626578228920264,1.5644470302363531,4,0.04,0.03,100.0,0.015,0.0025,0.01,-0.007348661047657745,0.020438643847102256,0.9636363636363636,1.0,validation,32,27089462916_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep100_adv15_fix25_f100,,,,71,38,20,0.5352112676056338,0.28169014084507044,100.4861368140824,0.004861368140824052,0.01751933803926142,0.75,0.024306840704118947,1.0946425707708756,4,0.04,0.03,100.0,0.015,0.0025,0.01,-0.001840831441838886,0.00957782375601468,0.6896551724137931,1.0,test,32,27130700451_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep300_adv15_fix75_f100,0.85,0.25607354592196563,-0.27045355852923175,2632,621,458,0.23594224924012158,0.17401215805471124,100.20157398218423,0.002015739821842333,0.1287671296564979,0.8602620087336245,0.0004401178650310402,1.0030152410612794,4,0.04,0.03,300.0,0.015,0.0075,0.01,-0.033954572246061576,-0.00024355977494050496,0.4928745220716024,1.0,train,32,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1+26156603287_attempt1+26221008452_attempt1+26357456273_attempt1+26709070227_attempt1+26709294970_attempt1+26755468029_attempt1+26832707302_attempt1+26944523023_attempt1+27008365180_attempt1+27059341408_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep300_adv15_fix75_f100,0.85,0.25607354592196563,-0.27045355852923175,88,36,17,0.4090909090909091,0.19318181818181818,102.10315458053591,0.021031545805359153,0.010105540897097611,0.9411764705882353,0.12371497532563944,3.034256728042716,4,0.04,0.03,300.0,0.015,0.0075,0.01,0.002836956153946746,0.010135291245391809,1.0,1.0,validation,32,27089462916_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep300_adv15_fix75_f100,0.85,0.25607354592196563,-0.27045355852923175,80,36,20,0.45,0.25,101.66282409041536,0.0166282409041536,0.01012232415902136,0.95,0.08314120452076854,2.6258201707296513,4,0.04,0.03,300.0,0.015,0.0075,0.01,-0.0009510618245609503,0.006076179333656562,0.8793103448275862,1.0,test,32,27130700451_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv5_fix25_f100,0.9,0.5491776812377351,-0.5546767097066847,1752,834,460,0.476027397260274,0.2625570776255708,109.69611141488502,0.09696111414885022,0.19143164434096988,0.4673913043478261,0.021078503075836825,1.0403229317923182,4,0.04,0.03,100.0,0.005,0.0025,0.01,-0.06967028706803569,-0.0010153298523898346,0.48661800486618007,1.0,train,32,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1+26156603287_attempt1+26221008452_attempt1+26357456273_attempt1+26709070227_attempt1+26709294970_attempt1+26755468029_attempt1+26832707302_attempt1+26944523023_attempt1+27008365180_attempt1+27059341408_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv5_fix25_f100,0.9,0.5491776812377351,-0.5546767097066847,62,31,16,0.5,0.25806451612903225,102.35760595610782,0.02357605956107811,0.030548515641423538,0.5,0.14735037225673797,1.2797696968952692,4,0.04,0.03,100.0,0.005,0.0025,0.01,-0.02263207659528854,0.0329251736276599,0.7363636363636363,1.0,validation,32,27089462916_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv5_fix25_f100,0.9,0.5491776812377351,-0.5546767097066847,37,19,13,0.5135135135135135,0.35135135135135137,101.45017075632424,0.014501707563242316,0.04062676280130688,0.46153846153846156,0.11155159664032707,1.2037588492972509,4,0.04,0.03,100.0,0.005,0.0025,0.01,-0.02554916634368931,0.005288165010977508,0.603448275862069,1.0,test,32,27130700451_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep300_adv5_fix25_f100,,,,2252,433,334,0.1922735346358792,0.1483126110124334,129.13626019066353,0.2913626019066353,0.05421198265043597,0.7544910179640718,0.08723431194809465,1.3073892759075163,4,0.04,0.03,300.0,0.005,0.0025,0.01,-0.036527137724974845,0.002654543296277012,0.59984241332733,0.9494597028365601,train,33,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1+26156603287_attempt1+26221008452_attempt1+26357456273_attempt1+26709070227_attempt1+26709294970_attempt1+26755468029_attempt1+26832707302_attempt1+26944523023_attempt1+27008365180_attempt1+27059341408_attempt1+27089462916_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep300_adv5_fix25_f100,,,,71,24,16,0.3380281690140845,0.22535211267605634,101.1027735425344,0.011027735425343854,0.012108676046801008,0.75,0.06892334640840041,1.2669652874665216,4,0.04,0.03,300.0,0.005,0.0025,0.01,-0.007616659435722983,-0.0006742352077410141,0.4827586206896552,1.0,validation,33,27130700451_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep300_adv5_fix25_f100,,,,95,36,19,0.37894736842105264,0.2,102.95314048773771,0.029531404877377154,0.02902090922119722,0.7894736842105263,0.155428446723037,1.7028129464456887,4,0.04,0.03,300.0,0.005,0.0025,0.01,-0.012086506158640153,0.021694374755958812,0.6722689075630253,1.0,test,33,27199408085_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix25_f100,0.85,0.25788510732695635,-0.2715460988733111,2708,1145,568,0.422821270310192,0.20974889217134415,100.66653813316645,0.0066653813316646104,0.1537979510304153,0.8380281690140845,0.0011734826288142372,1.0071187364430996,4,0.04,0.03,100.0,0.015,0.0025,0.01,-0.05405989524569388,0.00024350668390993313,0.510355695632598,1.0,train,33,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1+26156603287_attempt1+26221008452_attempt1+26357456273_attempt1+26709070227_attempt1+26709294970_attempt1+26755468029_attempt1+26832707302_attempt1+26944523023_attempt1+27008365180_attempt1+27059341408_attempt1+27089462916_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix25_f100,0.85,0.25788510732695635,-0.2715460988733111,79,47,20,0.5949367088607594,0.25316455696202533,101.9304853992677,0.019304853992677007,0.010123076923076966,0.95,0.09652426996338484,2.8826746783533435,4,0.04,0.03,100.0,0.015,0.0025,0.01,0.0001700574161929147,0.010966756158244939,1.0,1.0,validation,33,27130700451_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix25_f100,0.85,0.25788510732695635,-0.2715460988733111,81,44,20,0.5432098765432098,0.24691358024691357,97.301156715902,-0.02698843284098007,0.03271341713988287,0.65,-0.13494216420489855,0.616175218720452,4,0.04,0.03,100.0,0.015,0.0025,0.01,-0.02340240765993562,-0.008573845634235133,0.4117647058823529,1.0,test,33,27199408085_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix75_f100,0.95,0.6896397737922801,-0.6936365381542615,902,456,301,0.5055432372505543,0.33370288248337027,92.30078191995538,-0.07699218080044612,0.2885291690357335,0.4684385382059801,-0.025578797608121602,0.9538781039783809,4,0.04,0.03,100.0,0.015,0.0075,0.01,-0.05005356150222995,-0.0066029079151822545,0.3936289959477713,0.9959477712742009,train,33,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1+26156603287_attempt1+26221008452_attempt1+26357456273_attempt1+26709070227_attempt1+26709294970_attempt1+26755468029_attempt1+26832707302_attempt1+26944523023_attempt1+27008365180_attempt1+27059341408_attempt1+27089462916_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix75_f100,0.95,0.6896397737922801,-0.6936365381542615,18,10,9,0.5555555555555556,0.5,102.41548619318007,0.02415486193180083,0.020396349477682745,0.5555555555555556,0.2683873547977854,1.5842259050784637,4,0.04,0.03,100.0,0.015,0.0075,0.01,-0.020396349477682763,-0.010504907633552718,0.16379310344827586,1.0,validation,33,27130700451_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix75_f100,0.95,0.6896397737922801,-0.6936365381542615,26,16,9,0.6153846153846154,0.34615384615384615,96.6195939576603,-0.03380406042339701,0.03383610481769395,0.3333333333333333,-0.3756006713710772,0.43964649589127136,4,0.04,0.03,100.0,0.015,0.0075,0.01,-0.033836104817693835,-0.013769070143596074,0.04201680672268908,1.0,test,33,27199408085_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep300_adv15_fix25_f100,,,,2323,553,387,0.23805424020662935,0.16659492036160137,143.9552015263162,0.4395520152631618,0.04140459249151303,0.7777777777777778,0.11357933210934419,1.4224423868549452,4,0.04,0.03,300.0,0.015,0.0025,0.01,-0.027737204553774486,0.005335173631836776,0.6591928251121076,0.98260964672427,train,34,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1+26156603287_attempt1+26221008452_attempt1+26357456273_attempt1+26709070227_attempt1+26709294970_attempt1+26755468029_attempt1+26832707302_attempt1+26944523023_attempt1+27008365180_attempt1+27059341408_attempt1+27089462916_attempt1+27130700451_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep300_adv15_fix25_f100,,,,95,43,19,0.45263157894736844,0.2,103.42363483851824,0.034236348385182414,0.02902090922119701,0.7894736842105263,0.18019130729043378,1.8119752399571454,4,0.04,0.03,300.0,0.015,0.0025,0.01,-0.012086506158640153,0.018300041285008728,0.6638655462184874,1.0,validation,34,27199408085_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep300_adv15_fix25_f100,,,,86,29,15,0.3372093023255814,0.1744186046511628,102.88836256031935,0.028883625603193464,0.020210735662958387,0.8,0.19255750402129024,1.9088353583245157,4,0.04,0.03,300.0,0.015,0.0025,0.01,-0.007857361329509316,0.011427999202779149,0.7372881355932204,1.0,test,34,27269618919_attempt1
btc2_path_eff,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv15_fix25_f200,0.95,0.6301912417399801,-0.6904096193375259,930,300,283,0.3225806451612903,0.3043010752688172,131.4460104921788,0.3144601049217881,0.05354872277885332,0.9257950530035336,0.11111664484868784,1.5982563181305187,8,0.04,0.03,100.0,0.015,0.0025,0.02,-0.03842377840009081,0.004509317165963145,0.7224105873345729,0.9820627802690582,train,34,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1+26156603287_attempt1+26221008452_attempt1+26357456273_attempt1+26709070227_attempt1+26709294970_attempt1+26755468029_attempt1+26832707302_attempt1+26944523023_attempt1+27008365180_attempt1+27059341408_attempt1+27089462916_attempt1+27130700451_attempt1
btc2_path_eff,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv15_fix25_f200,0.95,0.6301912417399801,-0.6904096193375259,28,12,12,0.42857142857142855,0.42857142857142855,103.49652400618957,0.03496524006189583,0.020216802168021672,0.9166666666666666,0.29137700051579757,2.7295138850991303,8,0.04,0.03,100.0,0.015,0.0025,0.02,-0.017029898167220114,0.03182730538364842,0.6134453781512605,1.0,validation,34,27199408085_attempt1
btc2_path_eff,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv15_fix25_f200,0.95,0.6301912417399801,-0.6904096193375259,40,24,16,0.6,0.4,94.2169266022354,-0.05783073397764593,0.0732379982829861,0.75,-0.3614420873602881,0.2715448536097593,8,0.04,0.03,100.0,0.015,0.0025,0.02,-0.07323799828298638,-0.021997833875383066,0.0,1.0,test,34,27269618919_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix25_f100,0.9,0.5483666872656434,-0.5547138848189519,1856,943,500,0.5080818965517241,0.26939655172413796,110.78140972892888,0.1078140972892887,0.22631993979881238,0.474,0.021562819457857915,1.0402721964122656,4,0.04,0.03,100.0,0.015,0.0025,0.01,-0.07008422283913596,0.00035862532913166767,0.5078201903095264,1.0,train,34,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1+26156603287_attempt1+26221008452_attempt1+26357456273_attempt1+26709070227_attempt1+26709294970_attempt1+26755468029_attempt1+26832707302_attempt1+26944523023_attempt1+27008365180_attempt1+27059341408_attempt1+27089462916_attempt1+27130700451_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix25_f100,0.9,0.5483666872656434,-0.5547138848189519,53,25,15,0.4716981132075472,0.2830188679245283,99.51721271113766,-0.004827872888623408,0.03688021401174467,0.4666666666666667,-0.032185819257488486,0.9404869229993544,4,0.04,0.03,100.0,0.015,0.0025,0.01,-0.036880214011744794,0.0037830984001834267,0.6386554621848739,1.0,validation,34,27199408085_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix25_f100,0.9,0.5483666872656434,-0.5547138848189519,49,24,14,0.4897959183673469,0.2857142857142857,95.05311403928411,-0.049468859607158855,0.05015075167425465,0.21428571428571427,-0.3533489971939928,0.5517773897600433,4,0.04,0.03,100.0,0.015,0.0025,0.01,-0.04258559820356356,0.0006872395417576449,0.5169491525423728,1.0,test,34,27269618919_attempt1
classic_early_drop_down,classic_microstructure,1,d8_sp40_ov30_dep100_adv15_fix25_f200,,,,2418,886,519,0.3664185277088503,0.21464019851116625,88.86952896833927,-0.11130471031660738,0.2379577945251384,0.6936416184971098,-0.021445994280656376,0.9641151704941957,8,0.04,0.03,100.0,0.015,0.0025,0.02,-0.0881822875173992,-0.002259588745124108,0.4802764486975013,1.0,train,35,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1+26156603287_attempt1+26221008452_attempt1+26357456273_attempt1+26709070227_attempt1+26709294970_attempt1+26755468029_attempt1+26832707302_attempt1+26944523023_attempt1+27008365180_attempt1+27059341408_attempt1+27089462916_attempt1+27130700451_attempt1+27199408085_attempt1
classic_early_drop_down,classic_microstructure,1,d8_sp40_ov30_dep100_adv15_fix25_f200,,,,86,39,16,0.45348837209302323,0.18604651162790697,104.37741541533914,0.043774154153391365,0.02785470587758746,0.75,0.2735884634586955,1.5240438772127054,8,0.04,0.03,100.0,0.015,0.0025,0.02,0.005754994514960865,0.03067286985734352,1.0,1.0,validation,35,27269618919_attempt1
classic_early_drop_down,classic_microstructure,1,d8_sp40_ov30_dep100_adv15_fix25_f200,,,,69,32,18,0.463768115942029,0.2608695652173913,92.05241480140778,-0.07947585198592222,0.08667389859264578,0.5555555555555556,-0.44153251103290103,0.501777512941624,8,0.04,0.03,100.0,0.015,0.0025,0.02,-0.07764403298627898,-0.04214880112485031,0.14414414414414414,1.0,test,35,27340390720_attempt1
btc2_path_eff,alphaforge_interaction,2,d8_sp40_ov30_dep300_adv5_fix25_f100,0.95,0.629374630672788,-0.6941041578338537,956,146,145,0.15271966527196654,0.151673640167364,104.7413545397323,0.04741354539732301,0.030345458843628482,0.9172413793103448,0.032698996825739846,1.375786373228372,8,0.04,0.03,300.0,0.005,0.0025,0.01,-0.020128297043356946,0.0007317073170731714,0.6173312068048911,0.7699096225412015,train,35,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1+26156603287_attempt1+26221008452_attempt1+26357456273_attempt1+26709070227_attempt1+26709294970_attempt1+26755468029_attempt1+26832707302_attempt1+26944523023_attempt1+27008365180_attempt1+27059341408_attempt1+27089462916_attempt1+27130700451_attempt1+27199408085_attempt1
btc2_path_eff,alphaforge_interaction,2,d8_sp40_ov30_dep300_adv5_fix25_f100,0.95,0.629374630672788,-0.6941041578338537,39,17,15,0.4358974358974359,0.38461538461538464,100.3068232448314,0.003068232448314001,0.010110803324099695,0.9333333333333333,0.020454882988758822,1.3020731429585908,8,0.04,0.03,300.0,0.005,0.0025,0.01,-0.005166856521029439,0.006919949405549408,0.576271186440678,1.0,validation,35,27269618919_attempt1
