source_layer,strategy,sizing,run_name,market_id,slug,first_quote_ts,regime,entry_minute,side,target_cost,shares,entry_price,pnl_usd,bankroll_after,fair_prob,market_price,edge,support,sim_max_drawdown
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777227900,btc-updown-5m-1777227900,2026-04-26 18:25:01+00:00,early_drop,1,buy_down,7.9074,11.46,0.69,3.4380000000000006,93.99593039006838,,,,,0.12038007332982957
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777230000,btc-updown-5m-1777230000,2026-04-26 19:00:02+00:00,early_drop,1,buy_down,9.399593039006838,11.324810890369685,0.83,1.8119697424591499,95.80790013252754,,,,,0.12038007332982957
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777231200,btc-updown-5m-1777231200,2026-04-26 19:20:02+00:00,early_drop,1,buy_down,9.580790013252754,14.089397078312873,0.68,4.36771309427699,100.17561322680453,,,,,0.12038007332982957
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777231500,btc-updown-5m-1777231500,2026-04-26 19:25:02+00:00,early_drop,1,buy_down,10.017561322680454,10.656980130511121,0.94,0.5328490065255566,100.70846223333008,,,,,0.12038007332982957
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777236900,btc-updown-5m-1777236900,2026-04-26 20:55:02+00:00,early_drop,1,buy_down,10.070846223333008,13.251113451753959,0.76,3.0477560939034105,103.7562183272335,,,,,0.12038007332982957
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777239900,btc-updown-5m-1777239900,2026-04-26 21:45:02+00:00,early_drop,1,buy_down,10.05,15.0,0.67,4.799999999999999,108.5562183272335,,,,,0.12038007332982957
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777240500,btc-updown-5m-1777240500,2026-04-26 21:55:01+00:00,early_drop,1,buy_down,2.3499999999999996,4.999999999999999,0.47,2.5999999999999996,111.15621832723349,,,,,0.12038007332982957
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777242000,btc-updown-5m-1777242000,2026-04-26 22:20:02+00:00,early_drop,1,buy_down,11.115621832723349,20.584484875413608,0.54,9.263018193936123,120.41923652116961,,,,,0.12038007332982957
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777243800,btc-updown-5m-1777243800,2026-04-26 22:50:01+00:00,early_drop,1,buy_down,12.041923652116962,16.72489396127356,0.72,4.515721369543861,124.93495789071346,,,,,0.12038007332982957
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777244100,btc-updown-5m-1777244100,2026-04-26 22:55:00+00:00,early_drop,1,buy_down,12.493495789071346,17.84785112724478,0.7,5.175876826900987,130.11083471761444,,,,,0.12038007332982957
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777244400,btc-updown-5m-1777244400,2026-04-26 23:00:01+00:00,early_drop,1,buy_down,13.011083471761445,19.71376283600219,0.66,-13.208221100121468,116.90261361749297,,,,,0.12038007332982957
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777246200,btc-updown-5m-1777246200,2026-04-26 23:30:00+00:00,early_drop,1,buy_down,11.690261361749299,15.381922844406972,0.76,-11.84408059019337,105.0585330272996,,,,,0.1925458532695375
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777247400,btc-updown-5m-1777247400,2026-04-26 23:50:02+00:00,early_drop,1,buy_down,10.50585330272996,14.591462920458278,0.72,3.9396949885237356,108.99822801582334,,,,,0.1925458532695375
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777248300,btc-updown-5m-1777248300,2026-04-27 00:05:02+00:00,early_drop,1,buy_down,10.899822801582335,18.79279793376265,0.58,7.7050471528426865,116.70327516866602,,,,,0.1925458532695375
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777249500,btc-updown-5m-1777249500,2026-04-27 00:25:00+00:00,early_drop,1,buy_down,11.670327516866603,14.407811749218027,0.81,2.5934061148592438,119.29668128352527,,,,,0.1925458532695375
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777249800,btc-updown-5m-1777249800,2026-04-27 00:30:01+00:00,early_drop,1,buy_down,11.929668128352528,18.640106450550824,0.64,-12.116069192858037,107.18061209066724,,,,,0.1925458532695375
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777252500,btc-updown-5m-1777252500,2026-04-27 01:15:01+00:00,early_drop,1,buy_down,10.718061209066725,13.567166087426234,0.79,2.713433217485246,109.89404530815249,,,,,0.1925458532695375
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777253100,btc-updown-5m-1777253100,2026-04-27 01:25:02+00:00,early_drop,1,buy_down,6.697,9.05,0.74,2.2625,112.15654530815249,,,,,0.1925458532695375
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777254600,btc-updown-5m-1777254600,2026-04-27 01:50:01+00:00,early_drop,1,buy_down,11.21565453081525,15.156289906507094,0.74,3.7890724766267736,115.94561778477926,,,,,0.1925458532695375
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777254900,btc-updown-5m-1777254900,2026-04-27 01:55:02+00:00,early_drop,1,buy_down,11.594561778477926,15.668326727672873,0.74,-11.751245045754654,104.1943727390246,,,,,0.1991875775360102
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777255200,btc-updown-5m-1777255200,2026-04-27 02:00:00+00:00,early_drop,1,buy_down,3.55,5.0,0.71,1.4000000000000001,105.5943727390246,,,,,0.1991875775360102
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777255500,btc-updown-5m-1777255500,2026-04-27 02:05:00+00:00,early_drop,1,buy_down,10.55943727390246,14.872446864651353,0.71,4.164285122102379,109.75865786112699,,,,,0.1991875775360102
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777255800,btc-updown-5m-1777255800,2026-04-27 02:10:01+00:00,early_drop,1,buy_down,10.9758657861127,16.63009967592833,0.66,-11.142166782871982,98.61649107825501,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777258500,btc-updown-5m-1777258500,2026-04-27 02:55:01+00:00,early_drop,1,buy_down,9.861649107825501,15.171767858193078,0.65,5.158401071785646,103.77489215004066,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777260300,btc-updown-5m-1777260300,2026-04-27 03:25:02+00:00,early_drop,1,buy_down,10.377489215004067,14.824984592862954,0.7,4.299245531930257,108.07413768197091,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777260900,btc-updown-5m-1777260900,2026-04-27 03:35:00+00:00,early_drop,1,buy_down,10.807413768197092,16.13046831074193,0.67,5.161749859437417,113.23588754140833,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777262700,btc-updown-5m-1777262700,2026-04-27 04:05:02+00:00,early_drop,1,buy_down,11.323588754140834,14.333656650811182,0.79,2.866731330162236,116.10261887157057,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777263000,btc-updown-5m-1777263000,2026-04-27 04:10:01+00:00,early_drop,1,buy_down,11.610261887157058,17.328749085309042,0.67,5.5451997072988926,121.64781857886946,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777265700,btc-updown-5m-1777265700,2026-04-27 04:55:02+00:00,early_drop,1,buy_down,12.164781857886947,13.080410599878437,0.93,0.7848246359927056,122.43264321486217,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777266000,btc-updown-5m-1777266000,2026-04-27 05:00:01+00:00,early_drop,1,buy_down,12.243264321486217,15.900343274657425,0.77,3.498075520424633,125.9307187352868,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777266300,btc-updown-5m-1777266300,2026-04-27 05:05:01+00:00,early_drop,1,buy_down,12.59307187352868,20.311406247626905,0.62,7.515220311621955,133.44593904690876,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777266900,btc-updown-5m-1777266900,2026-04-27 05:15:01+00:00,early_drop,1,buy_down,13.344593904690877,14.66438890625371,0.91,1.1731511125002962,134.61909015940907,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777267500,btc-updown-5m-1777267500,2026-04-27 05:25:02+00:00,early_drop,1,buy_down,13.461909015940908,17.713038178869613,0.76,4.073998781140011,138.69308894054907,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777267800,btc-updown-5m-1777267800,2026-04-27 05:30:01+00:00,early_drop,1,buy_down,13.869308894054909,20.396042491257216,0.68,-14.07326931896748,124.6198196215816,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,24949259015_attempt1::btc-updown-5m-1777268100,btc-updown-5m-1777268100,2026-04-27 05:35:01+00:00,early_drop,1,buy_down,12.461981962158161,15.19753897824166,0.82,2.5835816263010827,127.20340124788268,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777268700,btc-updown-5m-1777268700,2026-04-27 05:45:01+00:00,early_drop,1,buy_down,12.720340124788269,19.273242613315556,0.66,6.360170062394133,133.5635713102768,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777269000,btc-updown-5m-1777269000,2026-04-27 05:50:00+00:00,early_drop,1,buy_down,13.356357131027682,22.26059521837947,0.6,-13.578963083211477,119.98460822706534,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777271400,btc-updown-5m-1777271400,2026-04-27 06:30:02+00:00,early_drop,1,buy_down,11.998460822706534,13.481416654726441,0.89,1.348141665472644,121.33274989253798,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777273500,btc-updown-5m-1777273500,2026-04-27 07:05:01+00:00,early_drop,1,buy_down,12.133274989253799,14.618403601510602,0.83,2.3389445762416967,123.67169446877968,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777274400,btc-updown-5m-1777274400,2026-04-27 07:20:02+00:00,early_drop,1,buy_down,12.367169446877968,18.45846186101189,0.67,-12.551754065488087,111.1199404032916,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777275000,btc-updown-5m-1777275000,2026-04-27 07:30:00+00:00,early_drop,1,buy_down,11.11199404032916,16.585065731834565,0.67,5.30722103418706,116.42716143747866,,,,,0.24205780946462344
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777275900,btc-updown-5m-1777275900,2026-04-27 07:45:01+00:00,early_drop,1,buy_down,11.642716143747867,15.733400194253875,0.74,-11.800050145690406,104.62711129178825,,,,,0.24562130607216653
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777278300,btc-updown-5m-1777278300,2026-04-27 08:25:02+00:00,early_drop,1,buy_down,10.462711129178826,15.16334946257801,0.69,4.549004838773404,109.17611613056165,,,,,0.24562130607216653
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777279200,btc-updown-5m-1777279200,2026-04-27 08:40:01+00:00,early_drop,1,buy_down,10.917611613056167,13.647014516320208,0.8,2.592932758100839,111.7690488886625,,,,,0.24562130607216653
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777282500,btc-updown-5m-1777282500,2026-04-27 09:35:01+00:00,early_drop,1,buy_down,11.17690488886625,15.310828614885274,0.73,3.9808154398701716,115.74986432853267,,,,,0.24562130607216653
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777283700,btc-updown-5m-1777283700,2026-04-27 09:55:01+00:00,early_drop,1,buy_down,0.5544,0.88,0.63,0.31679999999999997,116.06666432853267,,,,,0.24562130607216653
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777284300,btc-updown-5m-1777284300,2026-04-27 10:05:02+00:00,early_drop,1,buy_down,11.606666432853267,13.654901685709726,0.85,1.9116862359993618,117.97835056453204,,,,,0.24562130607216653
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777290600,btc-updown-5m-1777290600,2026-04-27 11:50:02+00:00,early_drop,1,buy_down,11.797835056453204,16.616669093596062,0.71,-11.964001747389165,106.01434881714287,,,,,0.24562130607216653
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777291200,btc-updown-5m-1777291200,2026-04-27 12:00:02+00:00,early_drop,1,buy_down,10.601434881714288,12.772813110499143,0.83,2.0436500976798633,108.05799891482273,,,,,0.24562130607216653
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777293900,btc-updown-5m-1777293900,2026-04-27 12:45:01+00:00,early_drop,1,buy_down,10.805799891482273,14.802465604770237,0.73,-10.953824547529976,97.10417436729276,,,,,0.299862919565397
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777297500,btc-updown-5m-1777297500,2026-04-27 13:45:01+00:00,early_drop,1,buy_down,9.710417436729276,12.947223248972369,0.75,3.1073335797533685,100.21150794704613,,,,,0.299862919565397
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777299000,btc-updown-5m-1777299000,2026-04-27 14:10:01+00:00,early_drop,1,buy_down,10.021150794704614,14.736986462800902,0.68,-10.168520659332623,90.0429872877135,,,,,0.3507752406732356
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777299600,btc-updown-5m-1777299600,2026-04-27 14:20:01+00:00,early_drop,1,buy_down,8.5952,13.43,0.64,-8.7295,81.3134872877135,,,,,0.4137163725398848
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777301700,btc-updown-5m-1777301700,2026-04-27 14:55:01+00:00,early_drop,1,buy_down,6.6000000000000005,10.0,0.66,3.3,84.6134872877135,,,,,0.4137163725398848
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777302900,btc-updown-5m-1777302900,2026-04-27 15:15:01+00:00,early_drop,1,buy_down,8.46134872877135,12.26282424459616,0.69,3.6788472733788486,88.29233456109235,,,,,0.4137163725398848
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777305300,btc-updown-5m-1777305300,2026-04-27 15:55:01+00:00,early_drop,1,buy_down,8.829233456109234,11.617412442248993,0.76,2.672004861717268,90.96433942280962,,,,,0.4137163725398848
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777305600,btc-updown-5m-1777305600,2026-04-27 16:00:02+00:00,early_drop,1,buy_down,9.096433942280962,12.811878791945018,0.71,3.5873260617446054,94.55166548455422,,,,,0.4137163725398848
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777307700,btc-updown-5m-1777307700,2026-04-27 16:35:02+00:00,early_drop,1,buy_down,9.455166548455422,12.279437075916132,0.77,2.7014761567015486,97.25314164125577,,,,,0.4137163725398848
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777308000,btc-updown-5m-1777308000,2026-04-27 16:40:01+00:00,early_drop,1,buy_down,9.725314164125578,12.796466005428393,0.76,2.94318718124853,100.1963288225043,,,,,0.4137163725398848
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777309500,btc-updown-5m-1777309500,2026-04-27 17:05:01+00:00,early_drop,1,buy_down,10.01963288225043,14.112158989085113,0.71,3.9514045169438323,104.14773333944814,,,,,0.4137163725398848
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777309800,btc-updown-5m-1777309800,2026-04-27 17:10:01+00:00,early_drop,1,buy_down,7.38,10.25,0.72,-7.4825,96.66523333944814,,,,,0.4137163725398848
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777310400,btc-updown-5m-1777310400,2026-04-27 17:20:01+00:00,early_drop,1,buy_down,9.666523333944815,13.241812786225774,0.73,-9.798941461807072,86.86629187764106,,,,,0.4137163725398848
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777311900,btc-updown-5m-1777311900,2026-04-27 17:45:01+00:00,early_drop,1,buy_down,7.058400000000001,10.38,0.68,3.2177999999999995,90.08409187764106,,,,,0.4137163725398848
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777314300,btc-updown-5m-1777314300,2026-04-27 18:25:01+00:00,early_drop,1,buy_down,9.008409187764107,10.598128456193066,0.85,1.4837379838670295,91.56782986150809,,,,,0.4137163725398848
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777316700,btc-updown-5m-1777316700,2026-04-27 19:05:01+00:00,early_drop,1,buy_down,9.156782986150809,10.772685866059776,0.85,1.5081760212483688,93.07600588275646,,,,,0.4137163725398848
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777318200,btc-updown-5m-1777318200,2026-04-27 19:30:01+00:00,early_drop,1,buy_down,9.307600588275646,10.950118339147819,0.85,1.5330165674806948,94.60902245023716,,,,,0.4137163725398848
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777321500,btc-updown-5m-1777321500,2026-04-27 20:25:02+00:00,early_drop,1,buy_down,9.460902245023716,13.140142006977383,0.72,-9.592303665093489,85.01671878514367,,,,,0.4137163725398848
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777322400,btc-updown-5m-1777322400,2026-04-27 20:40:01+00:00,early_drop,1,buy_down,8.501671878514367,10.627089848142958,0.8,2.0191470711471613,87.03586585629083,,,,,0.4137163725398848
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777323600,btc-updown-5m-1777323600,2026-04-27 21:00:01+00:00,early_drop,1,buy_down,8.703586585629083,12.088314702262615,0.72,3.263844969610906,90.29971082590173,,,,,0.4137163725398848
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777323900,btc-updown-5m-1777323900,2026-04-27 21:05:01+00:00,early_drop,1,buy_down,9.029971082590173,11.287463853237716,0.8,-9.14284572112255,81.15686510477917,,,,,0.4148456442586902
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777324200,btc-updown-5m-1777324200,2026-04-27 21:10:01+00:00,early_drop,1,buy_down,5.8656,7.52,0.78,1.5791999999999997,82.73606510477917,,,,,0.4148456442586902
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777330200,btc-updown-5m-1777330200,2026-04-27 22:50:02+00:00,early_drop,1,buy_down,8.273606510477917,11.81943787211131,0.7,-8.391800889199029,74.34426421558014,,,,,0.4639656180168582
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777334100,btc-updown-5m-1777334100,2026-04-27 23:55:01+00:00,early_drop,1,buy_down,7.4344264215580145,9.912568562077352,0.75,2.3790164548985646,76.7232806704787,,,,,0.4639656180168582
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777334400,btc-updown-5m-1777334400,2026-04-28 00:00:02+00:00,early_drop,1,buy_down,7.672328067047871,8.921311705869616,0.86,1.15977052176305,77.88305119224175,,,,,0.4639656180168582
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777337400,btc-updown-5m-1777337400,2026-04-28 00:50:02+00:00,early_drop,1,buy_down,7.788305119224176,9.735381399030219,0.8,1.8497224658157412,79.7327736580575,,,,,0.4639656180168582
all_monthly_history,hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,24952032748_attempt1::btc-updown-5m-1777338000,btc-updown-5m-1777338000,2026-04-28 01:00:01+00:00,early_drop,1,buy_down,2.5772999999999997,3.63,0.71,1.0164,80.7491736580575,,,,,0.4639656180168582
