strategy,sizing,run_name,trades,avg_pnl_usd,total_pnl_usd,avg_edge,win_rate
hist_m1_drop20_down,fixed_10pct,24949259015_attempt1,48,0.5667375259975554,27.20340124788266,,0.7916666666666666
hist_m1_drop20_down,fixed_10pct,24952032748_attempt1,50,-1.3327850016743203,-66.63925008371602,,0.68
hist_m1_drop20_down,fixed_10pct,24986940107_attempt1,17,0.29698395087916346,5.048727164945779,,0.7647058823529411
hist_m1_drop20_down,fixed_15pct,24949259015_attempt1,48,0.6274729145656415,30.11869989915079,,0.7916666666666666
hist_m1_drop20_down,fixed_15pct,24952032748_attempt1,50,-1.787476042399225,-89.37380211996125,,0.68
hist_m1_drop20_down,fixed_15pct,24986940107_attempt1,17,0.23318095472511793,3.964076230327005,,0.7647058823529411
hist_m2_sharpdrop_reversal_up,fixed_10pct,24949259015_attempt1,19,2.2766895029295227,43.257100555660934,,0.3684210526315789
hist_m2_sharpdrop_reversal_up,fixed_10pct,24952032748_attempt1,23,7.527563214796756,173.1339539403254,,0.34782608695652173
hist_m2_sharpdrop_reversal_up,fixed_10pct,24986940107_attempt1,9,-15.575850637923224,-140.18265574130902,,0.1111111111111111
hist_m2_sharpdrop_reversal_up,fixed_15pct,24949259015_attempt1,19,2.1883217227676575,41.578112732585495,,0.3684210526315789
hist_m2_sharpdrop_reversal_up,fixed_15pct,24952032748_attempt1,23,9.764873929330985,224.59210037461267,,0.34782608695652173
hist_m2_sharpdrop_reversal_up,fixed_15pct,24986940107_attempt1,9,-24.04846958614534,-216.43622627530806,,0.1111111111111111
hist_m2_sharpdrop_reversal_up,fixed_20pct,24949259015_attempt1,19,1.5080989513359335,28.653880075382737,,0.3684210526315789
hist_m2_sharpdrop_reversal_up,fixed_20pct,24952032748_attempt1,23,11.185223230840906,257.26013430934086,,0.34782608695652173
hist_m2_sharpdrop_reversal_up,fixed_20pct,24986940107_attempt1,9,-28.608415255517382,-257.47573729965643,,0.1111111111111111
hist_m2_sharpdrop_reversal_up,fixed_25pct,24949259015_attempt1,19,0.83915224189219,15.94389259595161,,0.3684210526315789
hist_m2_sharpdrop_reversal_up,fixed_25pct,24952032748_attempt1,23,12.148310676887332,279.41114556840864,,0.34782608695652173
hist_m2_sharpdrop_reversal_up,fixed_25pct,24986940107_attempt1,9,-29.908705078857047,-269.1783457097134,,0.1111111111111111
hist_m4_rise30to50_up,fixed_10pct,24949259015_attempt1,20,1.2271832801442024,24.543665602884047,,0.95
hist_m4_rise30to50_up,fixed_10pct,24952032748_attempt1,23,-0.1593842176572362,-3.6658370061164325,,0.8260869565217391
hist_m4_rise30to50_up,fixed_10pct,24986940107_attempt1,7,0.7511162976514381,5.257814083560066,,1.0
hist_m4_rise30to50_up,fixed_15pct,24949259015_attempt1,20,2.127284303118823,42.54568606237646,,0.95
hist_m4_rise30to50_up,fixed_15pct,24952032748_attempt1,23,-0.4904058626891743,-11.279334841851009,,0.8260869565217391
hist_m4_rise30to50_up,fixed_15pct,24986940107_attempt1,7,1.0738063661374746,7.5166445629623215,,1.0
hist_m4_rise30to50_up,fixed_20pct,24949259015_attempt1,20,3.3035473548885816,66.07094709777164,,0.95
hist_m4_rise30to50_up,fixed_20pct,24952032748_attempt1,23,-0.7050660006627776,-16.216518015243885,,0.8260869565217391
hist_m4_rise30to50_up,fixed_20pct,24986940107_attempt1,7,1.5134897709826158,10.59442839687831,,1.0
hist_m4_rise30to50_up,fixed_25pct,24949259015_attempt1,20,4.633273373599883,92.66546747199766,,0.95
hist_m4_rise30to50_up,fixed_25pct,24952032748_attempt1,23,-1.1941042240679383,-27.46439715356258,,0.8260869565217391
hist_m4_rise30to50_up,fixed_25pct,24986940107_attempt1,7,2.0027669612573695,14.019368728801588,,1.0
hist_switch_conservative,fixed_10pct,24949259015_attempt1,52,0.9461512104577001,49.199862943800404,,0.6538461538461539
hist_switch_conservative,fixed_10pct,24952032748_attempt1,60,1.9689804036458738,118.13882421875243,,0.55
hist_switch_conservative,fixed_10pct,24986940107_attempt1,21,-5.4983930938329975,-115.46625497049294,,0.47619047619047616
hist_switch_conservative,fixed_15pct,24949259015_attempt1,52,0.8619670050341927,44.822284261778016,,0.6538461538461539
hist_switch_conservative,fixed_15pct,24952032748_attempt1,60,1.9395896145904923,116.37537687542954,,0.55
hist_switch_conservative,fixed_15pct,24986940107_attempt1,21,-7.3312968329768005,-153.9572334925128,,0.47619047619047616
hist_switch_v1,fixed_10pct,24949259015_attempt1,95,3.0164805912974986,286.56565617326237,,0.6631578947368421
hist_switch_v1,fixed_10pct,24952032748_attempt1,113,0.01813721727971904,2.0495055526082515,,0.5752212389380531
hist_switch_v1,fixed_10pct,24986940107_attempt1,34,-6.801036541373198,-231.2352424066887,,0.5
