selected_strategy,strategy,trades,ending_bankroll,total_return,max_drawdown,win_rate,profit_factor,worst_144_return,median_144_return,positive_144_rate,active_144_rate,worst_864_return,median_864_return,positive_864_rate,active_864_rate,split,fold_id,run_label,family
game_pm_squeeze_fade_down,game_pm_squeeze_fade_down,167,36.863491969078055,-0.6313650803092195,0.7588739701391437,0.30538922155688625,0.7832866994846006,-0.30932581177955654,-0.052324976965234304,0.3407385169618733,0.9984989492644851,-0.5894422522740852,-0.29876121447785176,0.010340865568747606,1.0,train,10,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1,game_theory
game_pm_squeeze_fade_down,game_pm_squeeze_fade_down,20,236.82482137946278,1.3682482137946277,0.10527134655172413,0.6,3.3792120779496373,0.03468798700291709,0.14582637563711587,1.0,1.0,,,,,validation,10,25487949887_attempt1,game_theory
game_pm_squeeze_fade_down,game_pm_squeeze_fade_down,20,64.35051346669975,-0.35649486533300245,0.35649486533300245,0.15,0.29029168402097477,-0.2595237668833468,-0.06973911789658982,0.04081632653061224,1.0,,,,,test,10,25545252940_attempt1,game_theory
timeseries_momentum_up,timeseries_momentum_up,12,98.74996444396038,-0.012500355560396192,0.07949173053650656,0.6666666666666666,0.9228359214437177,-0.07949173053650671,0.0,0.21623860811930407,0.3217343275338304,-0.07949173053650671,0.005266556302521153,0.5570492933471217,0.8548776284039986,train,11,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1,time_series
timeseries_momentum_up,timeseries_momentum_up,4,104.03926464214047,0.04039264642140461,0.040579710144927575,0.75,1.9485176819120598,-0.008599033816425239,0.006831593311036777,0.673469387755102,1.0,,,,,validation,11,25545252940_attempt1,time_series
timeseries_momentum_up,timeseries_momentum_up,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,test,11,25596809734_attempt1,time_series
game_pm_squeeze_fade_down,game_pm_squeeze_fade_down,204,40.23969409538472,-0.5976030590461527,0.7588739701391437,0.3137254901960784,0.8226655996728287,-0.30932581177955654,-0.038226919036990936,0.3738174379953976,0.998721554589619,-0.5894422522740852,-0.278168368217767,0.1864619241617048,1.0,train,12,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1,game_theory
game_pm_squeeze_fade_down,game_pm_squeeze_fade_down,15,151.87301005379013,0.5187301005379013,0.03705882352941174,0.6,2.7889205953659295,-0.03600000000000003,0.10793415830734321,0.9387755102040817,1.0,,,,,validation,12,25596809734_attempt1,game_theory
game_pm_squeeze_fade_down,game_pm_squeeze_fade_down,13,120.0511329916716,0.20051132991671583,0.104544131850329,0.46153846153846156,1.6538369517385676,0.00850857065336097,0.11398524131048404,1.0,1.0,,,,,test,12,25624592440_attempt1,game_theory
game_pm_squeeze_fade_down,game_pm_squeeze_fade_down,217,51.30163638319773,-0.48698363616802265,0.7588739701391437,0.3271889400921659,0.8596696177205438,-0.30932581177955654,-0.037324218765483086,0.38800285646274696,0.9988098071887646,-0.5894422522740852,-0.23976280449642218,0.2542372881355932,1.0,train,13,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1,game_theory
game_pm_squeeze_fade_down,game_pm_squeeze_fade_down,13,120.0511329916716,0.20051132991671583,0.104544131850329,0.46153846153846156,1.6538369517385676,0.00850857065336097,0.11398524131048404,1.0,1.0,,,,,validation,13,25624592440_attempt1,game_theory
game_pm_squeeze_fade_down,game_pm_squeeze_fade_down,14,104.63196317207282,0.04631963172072817,0.13746649847447603,0.42857142857142855,1.157455733629002,-0.05800833659010507,0.04977447848191874,0.8163265306122449,1.0,,,,,test,13,25665168591_attempt1,game_theory
classic_sharpdrop_reversal_up,classic_sharpdrop_reversal_up,260,13.707146214490754,-0.8629285378550925,0.9322907095799065,0.20384615384615384,0.8420130055752809,-0.35072260732848526,-0.06821957655943611,0.348920062346916,1.0,-0.6368269890528272,-0.4184354853408033,0.09944311853619729,1.0,train,14,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1,classic_quant
classic_sharpdrop_reversal_up,classic_sharpdrop_reversal_up,17,215.55382370080525,1.1555382370080527,0.11940109041835363,0.4117647058823529,3.091616090365513,0.31128583718904923,0.5343266565122997,1.0,1.0,,,,,validation,14,25665168591_attempt1,classic_quant
classic_sharpdrop_reversal_up,classic_sharpdrop_reversal_up,13,163.02714938580834,0.6302714938580833,0.195893889842555,0.3076923076923077,2.260437803209514,-0.14760844525585048,0.1981510518638412,0.7123287671232876,1.0,,,,,test,14,25791429807_attempt1,classic_quant
classic_early_drop_down,classic_early_drop_down,323,186.59600566635697,0.8659600566635697,0.39464565917384303,0.7708978328173375,1.1991009806246706,-0.2381412579678217,0.01698571172944563,0.5733110227985777,1.0,-0.3896256475669916,0.11499600009115918,0.7702536321103176,1.0,train,15,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1,classic_quant
classic_early_drop_down,classic_early_drop_down,20,119.49253616988987,0.19492536169889885,0.07936766011414081,0.9,3.076756554919324,-0.021505464277738362,0.0739245609355268,0.8904109589041096,1.0,,,,,validation,15,25791429807_attempt1,classic_quant
classic_early_drop_down,classic_early_drop_down,20,93.53552877635285,-0.0646447122364715,0.12144244263159068,0.7,0.7328184356963207,-0.06379653059845469,-0.04450180571736406,0.07482993197278912,1.0,,,,,test,15,25852951350_attempt1,classic_quant
v1_active_fill_mix,v1_active_fill_mix,200,74.36941894006702,-0.2563058105993298,0.7409294236586857,0.7,0.9583711550784662,-0.3293474528461784,0.0,0.48994082840236686,0.9629191321499014,-0.5241456673615685,-0.13431409971086017,0.33425287356321837,1.0,train,16,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1,previous_v1
v1_active_fill_mix,v1_active_fill_mix,9,113.85032756076268,0.13850327560762676,0.060952380952380904,0.7777777777777778,2.046733408817671,-0.04647068273092381,0.007901249982478653,0.7210884353741497,1.0,,,,,validation,16,25852951350_attempt1,previous_v1
v1_active_fill_mix,v1_active_fill_mix,16,114.14316304870097,0.1414316304870098,0.14221329542164454,0.75,1.5082924722598285,-0.07218989096626838,0.02665006493209554,0.6870748299319728,1.0,,,,,test,16,25911485679_attempt1,previous_v1
v1_active_fill_mix,v1_active_fill_mix,209,84.6698270683022,-0.15330172931697805,0.7409294236586857,0.7033492822966507,0.9754926369148114,-0.3293474528461784,0.0,0.48600746268656714,0.9649253731343284,-0.5241456673615685,-0.12995543092989914,0.3461206896551724,1.0,train,17,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1,previous_v1
v1_active_fill_mix,v1_active_fill_mix,16,114.14316304870097,0.1414316304870098,0.14221329542164454,0.75,1.5082924722598285,-0.07218989096626838,0.02665006493209554,0.6870748299319728,1.0,,,,,validation,17,25911485679_attempt1,previous_v1
v1_active_fill_mix,v1_active_fill_mix,11,94.43003056683933,-0.0556996943316066,0.09651184852460562,0.7272727272727273,0.6991241730132315,-0.07525330378400774,-0.05569969433160615,0.2925170068027211,1.0,,,,,test,17,25957739510_attempt1,previous_v1
classic_sharpdrop_reversal_up,classic_sharpdrop_reversal_up,324,21.847722612280123,-0.7815227738771988,0.9322907095799065,0.21296296296296297,0.8713242031025233,-0.351677084393642,-0.06872542365532275,0.3700884955752212,1.0,-0.6368269890528272,-0.3669273400240164,0.278498985801217,1.0,train,18,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1,classic_quant
classic_sharpdrop_reversal_up,classic_sharpdrop_reversal_up,16,160.5032626645172,0.605032626645172,0.14401897469175393,0.375,2.3478469555446693,0.09168856064565056,0.19199638050562173,1.0,1.0,,,,,validation,18,25957739510_attempt1,classic_quant
classic_sharpdrop_reversal_up,classic_sharpdrop_reversal_up,15,89.38065867320087,-0.10619341326799125,0.2686384504473705,0.26666666666666666,0.7811985478752567,-0.20413388044097824,-0.07109723349564057,0.07482993197278912,1.0,,,,,test,18,25986690554_attempt1,classic_quant
classic_breakout_up,classic_breakout_up,109,85.97593891942773,-0.1402406108057227,0.40941229596665724,0.7614678899082569,0.9042934175353664,-0.1444582576495953,0.0006627232716183151,0.5005050505050505,0.8705387205387205,-0.2600170620094422,0.018468457077293277,0.5365900383141763,1.0,train,19,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1,classic_quant
classic_breakout_up,classic_breakout_up,6,108.70773541684781,0.08707735416847817,0.050909090909090876,0.8333333333333334,2.528890556235976,-0.04710127350583271,0.0,0.3673469387755102,0.5578231292517006,,,,,validation,19,25986690554_attempt1,classic_quant
classic_breakout_up,classic_breakout_up,9,105.3970057642316,0.05397005764231588,0.050588235294117594,0.8888888888888888,2.0302723984775497,-0.026325490196078438,-0.002836886968013097,0.4178082191780822,1.0,,,,,test,19,26029755017_attempt1,classic_quant
classic_breakout_up,classic_breakout_up,115,93.5776030388455,-0.06422396961154508,0.40941229596665724,0.7652173913043478,0.9575887396229209,-0.1444582576495953,0.004109103725588037,0.5075441412520064,0.866131621187801,-0.2600170620094422,0.005457431952729186,0.5134301270417423,1.0,train,20,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1,classic_quant
classic_breakout_up,classic_breakout_up,9,105.3970057642316,0.05397005764231588,0.050588235294117594,0.8888888888888888,2.0302723984775497,-0.026325490196078438,-0.002836886968013097,0.4178082191780822,1.0,,,,,validation,20,26029755017_attempt1,classic_quant
classic_breakout_up,classic_breakout_up,3,97.69231998219209,-0.023076800178079115,0.05078125,0.6666666666666666,0.5455645503393665,-0.05078125,-0.05078125,0.061224489795918366,1.0,,,,,test,20,26091905404_attempt1,classic_quant
classic_early_drop_down,classic_early_drop_down,435,187.036143944388,0.8703614394438799,0.39464565917384303,0.7609195402298851,1.134263686858613,-0.2381412579678217,0.008846478196783636,0.5456358337168278,1.0,-0.3896256475669916,0.11495749806241262,0.7540955337127091,1.0,train,21,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1,classic_quant
classic_early_drop_down,classic_early_drop_down,20,115.22376939149845,0.15223769391498454,0.04063492063492064,0.85,2.5586267982483135,0.03554376564477946,0.06926074869738419,1.0,1.0,,,,,validation,21,26091905404_attempt1,classic_quant
classic_early_drop_down,classic_early_drop_down,21,91.43234945078632,-0.08567650549213679,0.17974098320775292,0.6666666666666666,0.6756265463549089,-0.12128837398081649,0.03167420696518808,0.5578231292517006,1.0,,,,,test,21,26156603287_attempt1,classic_quant
portfolio_micro_ts_mix,portfolio_micro_ts_mix,423,18.095352518827436,-0.8190464748117257,0.87035107377729,0.3120567375886525,0.7341195380177767,-0.2744551539713358,-0.03900622287856126,0.38199441915112353,1.0,-0.4837358191703739,-0.2247389785470435,0.15749712596485466,1.0,train,22,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1,portfolio
portfolio_micro_ts_mix,portfolio_micro_ts_mix,19,134.12757614983167,0.3412757614983166,0.10396628552841929,0.5263157894736842,2.039565521927473,0.10133808238647757,0.15437620582772116,1.0,1.0,,,,,validation,22,26156603287_attempt1,portfolio
portfolio_micro_ts_mix,portfolio_micro_ts_mix,18,82.20274709344713,-0.17797252906552874,0.18757886011150746,0.2777777777777778,0.49724821893239957,-0.13279745515311958,-0.03662536538460359,0.3945578231292517,1.0,,,,,test,22,26221008452_attempt1,portfolio
v1_active_fill_mix,v1_active_fill_mix,287,61.86646064686484,-0.3813353935313516,0.7848237853448126,0.6898954703832753,0.9495427876380212,-0.3293474528461784,-0.007157506738860286,0.45020425412029863,0.959994365403578,-0.5241456673615685,-0.11745878485776928,0.3864242044207556,1.0,train,23,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1+26156603287_attempt1,previous_v1
v1_active_fill_mix,v1_active_fill_mix,8,110.15483849728385,0.10154838497283847,0.09909792843691151,0.75,1.9298522271275338,-0.007176393906311196,0.05733921948605847,0.7006802721088435,1.0,,,,,validation,23,26221008452_attempt1,previous_v1
v1_active_fill_mix,v1_active_fill_mix,3,97.63535197324416,-0.023646480267558445,0.06086956521739129,0.6666666666666666,0.6263326730851448,-0.053356521739130414,0.008000000000000007,0.7414965986394558,0.9591836734693877,,,,,test,23,26357456273_attempt1,previous_v1
portfolio_micro_ts_mix,portfolio_micro_ts_mix,458,23.651109738268943,-0.7634889026173106,0.87035107377729,0.32096069868995636,0.7653280480602429,-0.2744551539713358,-0.03877112308999908,0.3934226552984166,1.0,-0.4837358191703739,-0.20898024310785035,0.23076923076923078,1.0,train,24,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1+26156603287_attempt1+26221008452_attempt1,portfolio
portfolio_micro_ts_mix,portfolio_micro_ts_mix,20,120.99938450315904,0.20999384503159035,0.13794760665853628,0.4,1.4634992208352795,-0.10021270976807095,-0.02601113965814328,0.16326530612244897,1.0,,,,,validation,24,26357456273_attempt1,portfolio
portfolio_micro_ts_mix,portfolio_micro_ts_mix,20,110.2570548239935,0.10257054823993506,0.11832420681081086,0.45,1.2702579412093749,-0.0630001417997178,-0.0023000785805591395,0.48299319727891155,1.0,,,,,test,24,26709070227_attempt1,portfolio
classic_early_drop_down,classic_early_drop_down,512,111.22176350361721,0.1122176350361721,0.4950565563119801,0.744140625,1.0137485677518236,-0.2381412579678217,-0.0013767885794703227,0.4914702435212918,1.0,-0.44548161140337506,0.07789105374052463,0.6367294151458542,1.0,train,25,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1+25311264469_attempt1+25367630341_attempt1+25427145257_attempt1+25487949887_attempt1+25545252940_attempt1+25596809734_attempt1+25624592440_attempt1+25665168591_attempt1+25791429807_attempt1+25852951350_attempt1+25911485679_attempt1+25957739510_attempt1+25986690554_attempt1+26029755017_attempt1+26091905404_attempt1+26156603287_attempt1+26221008452_attempt1+26357456273_attempt1,classic_quant
classic_early_drop_down,classic_early_drop_down,20,113.98552577012879,0.13985525770128793,0.04071428571428573,0.85,2.09114255331432,0.004493505541397047,0.08316300346712202,1.0,1.0,,,,,validation,25,26709070227_attempt1,classic_quant
classic_early_drop_down,classic_early_drop_down,20,116.34016490095979,0.16340164900959797,0.04065573770491809,0.85,2.2244811232539656,0.007412334075475924,0.06272264640513314,1.0,1.0,,,,,test,25,26709294970_attempt1,classic_quant
