strategy,trades,ending_bankroll,total_return,max_drawdown,win_rate,profit_factor,worst_144_return,median_144_return,positive_144_rate,active_144_rate,worst_864_return,median_864_return,positive_864_rate,active_864_rate,split,fold_id,run_label,family
v1_adaptive_mix,6,83.2933096587475,-0.16706690341252495,0.25390849067301374,0.5,0.3959696464137248,-0.2539084906730137,-0.235362341630999,0.0,1.0,,,,,validation,1,25044896828_attempt1,previous_v1
v1_logit_overlay_mix,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,validation,1,25044896828_attempt1,previous_v1
classic_milddrop_down,12,86.03523213296573,-0.13964767867034267,0.24997237116980905,0.5,0.5129751609058416,-0.24997237116980886,-0.2095066396269002,0.0,1.0,,,,,validation,1,25044896828_attempt1,classic_quant
classic_breakout_up,4,104.42382382443138,0.04423823824431383,0.0,1.0,,0.021807692307692417,0.02195182724252498,1.0,1.0,,,,,validation,1,25044896828_attempt1,classic_quant
classic_early_drop_down,20,93.97568744531581,-0.06024312554684186,0.16374325395863265,0.65,0.7979462752801297,-0.14290538094252003,-0.08865252625289477,0.38095238095238093,1.0,,,,,validation,1,25044896828_attempt1,classic_quant
classic_sharpdrop_reversal_up,15,78.36259292523846,-0.2163740707476154,0.22905137958784438,0.2,0.5372559084032869,-0.21841226715627293,-0.03640926519923782,0.2653061224489796,1.0,,,,,validation,1,25044896828_attempt1,classic_quant
classic_extremeup_fade_down,18,44.78918930997321,-0.5521081069002679,0.5521081069002679,0.0,0.0,-0.36250028347272256,-0.3039241047343253,0.0,1.0,,,,,validation,1,25044896828_attempt1,classic_quant
micro_book_consensus_down,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,validation,1,25044896828_attempt1,microstructure
micro_book_consensus_up,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,validation,1,25044896828_attempt1,microstructure
game_pm_overshoot_fade_up,9,95.91363960783083,-0.04086360392169164,0.1371151728845512,0.3333333333333333,0.812194837134546,-0.08863467009793313,0.05229411249782667,0.7482993197278912,1.0,,,,,validation,1,25044896828_attempt1,game_theory
game_pm_squeeze_fade_down,16,109.18842237822061,0.09188422378220618,0.10460002915431568,0.4375,1.2770642795994895,-0.03450052060711328,0.06039847664672071,0.8775510204081632,1.0,,,,,validation,1,25044896828_attempt1,game_theory
timeseries_momentum_up,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,validation,1,25044896828_attempt1,time_series
timeseries_momentum_down,1,95.93650793650794,-0.04063492063492058,0.040634920634920635,0.0,0.0,-0.04063492063492058,0.0,0.0,0.12244897959183673,,,,,validation,1,25044896828_attempt1,time_series
timeseries_reversion_down,18,49.618117463930034,-0.5038188253606997,0.5038188253606997,0.0,0.0,-0.3248377387912148,-0.2710128839546142,0.0,1.0,,,,,validation,1,25044896828_attempt1,time_series
ml_logit_edge_06,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,validation,1,25044896828_attempt1,ml_value
ml_logit_edge_10,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,validation,1,25044896828_attempt1,ml_value
portfolio_micro_ts_mix,15,88.04134863828124,-0.11958651361718764,0.17108957169365444,0.26666666666666666,0.6342331980575524,-0.13117099054100667,-0.04827695990937508,0.3673469387755102,1.0,,,,,validation,1,25044896828_attempt1,portfolio
portfolio_conservative_v2,4,87.84140883755376,-0.12158591162446242,0.13094496583850926,0.25,0.07147318840488359,-0.13094496583850923,-0.1215859116244623,0.0,1.0,,,,,validation,1,25044896828_attempt1,portfolio
v1_active_fill_mix,16,84.6472404074116,-0.15352759592588394,0.26046378350198546,0.625,0.6868100796252861,-0.2604637835019855,-0.12353352719966149,0.1360544217687075,1.0,,,,,test,1,25100490855_attempt1,previous_v1
v1_conservative_mix,14,78.15110797725623,-0.2184889202274377,0.30847883778414303,0.5714285714285714,0.5334158457131689,-0.3084788377841431,-0.1804389015804877,0.0,1.0,,,,,test,1,25100490855_attempt1,previous_v1
v1_balanced_mix,14,73.45887122018391,-0.2654112877981609,0.3732678016280265,0.5714285714285714,0.5531253783746038,-0.3732678016280264,-0.2231730236060624,0.0,1.0,,,,,test,1,25100490855_attempt1,previous_v1
v1_adaptive_mix,14,76.64198675052259,-0.23358013249477405,0.3456171923600845,0.5714285714285714,0.5826075137160601,-0.34561719236008437,-0.20979603591007479,0.0,1.0,,,,,test,1,25100490855_attempt1,previous_v1
v1_logit_overlay_mix,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,test,1,25100490855_attempt1,previous_v1
classic_milddrop_down,18,90.28337330283692,-0.09716626697163078,0.2101956956519918,0.6111111111111112,0.7284835346983249,-0.19755882678242376,-0.14245942365341935,0.0,1.0,,,,,test,1,25100490855_attempt1,classic_quant
classic_breakout_up,4,98.23800429123573,-0.017619957087642746,0.05064102564102572,0.75,0.6549035774158559,-0.025644064789377308,0.0,0.4489795918367347,0.8299319727891157,,,,,test,1,25100490855_attempt1,classic_quant
classic_early_drop_down,20,101.41209370473169,0.014120937047316984,0.11684079165320935,0.75,1.0726252708779842,-0.08317424852161881,0.08923858721242639,0.8367346938775511,1.0,,,,,test,1,25100490855_attempt1,classic_quant
classic_sharpdrop_reversal_up,17,79.360895528151,-0.2063910447184899,0.3495546395523935,0.11764705882352941,0.5723231373561669,-0.2920041850463252,-0.22431342413057775,0.14965986394557823,1.0,,,,,test,1,25100490855_attempt1,classic_quant
classic_extremeup_fade_down,15,97.2627995316972,-0.02737200468302803,0.2742669465110928,0.2,0.9471811072601841,-0.27426694651109274,0.22229288223826038,0.7619047619047619,1.0,,,,,test,1,25100490855_attempt1,classic_quant
micro_book_consensus_down,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,test,1,25100490855_attempt1,microstructure
micro_book_consensus_up,7,102.87243234211812,0.02872432342118114,0.040606060606060604,0.7142857142857143,1.3443020032463224,-0.040597014925373154,-0.004104219310007484,0.4489795918367347,1.0,,,,,test,1,25100490855_attempt1,microstructure
game_pm_overshoot_fade_up,16,66.72710974800223,-0.33272890251997767,0.33272890251997767,0.125,0.21873864401556048,-0.23617641286649382,-0.1363480056985411,0.0,1.0,,,,,test,1,25100490855_attempt1,game_theory
game_pm_squeeze_fade_down,18,85.51378531140658,-0.14486214688593424,0.15854490864743645,0.2777777777777778,0.676508589524624,-0.13461537327212014,-0.01705841119995355,0.2789115646258503,1.0,,,,,test,1,25100490855_attempt1,game_theory
timeseries_momentum_up,1,95.94029850746269,-0.040597014925373154,0.04059701492537315,0.0,0.0,-0.040597014925373154,-0.040597014925373154,0.0,0.673469387755102,,,,,test,1,25100490855_attempt1,time_series
timeseries_momentum_down,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,test,1,25100490855_attempt1,time_series
timeseries_reversion_down,15,97.74861910818296,-0.02251380891817034,0.24398034520926085,0.2,0.9501098117936333,-0.24398034520926093,0.19312051530637597,0.7619047619047619,1.0,,,,,test,1,25100490855_attempt1,time_series
ml_logit_edge_06,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,test,1,25100490855_attempt1,ml_value
ml_logit_edge_10,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,test,1,25100490855_attempt1,ml_value
portfolio_micro_ts_mix,20,80.29213854419386,-0.19707861455806142,0.20482786501428,0.2,0.5566210760220227,-0.17954910779499067,-0.09719056839297402,0.0,1.0,,,,,test,1,25100490855_attempt1,portfolio
portfolio_conservative_v2,5,90.12197440188116,-0.09878025598118834,0.11157359619596645,0.4,0.2626206970030016,-0.1115735961959663,-0.09878025598118834,0.0,1.0,,,,,test,1,25100490855_attempt1,portfolio
v1_active_fill_mix,52,189.40091201946097,0.8940091201946097,0.2244923278889655,0.8653846153846154,2.1167544559663245,-0.21562938306483959,0.13604107459515968,0.7864173228346457,1.0,0.7264249458231724,1.1685556773233103,1.0,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,previous_v1
v1_conservative_mix,42,153.41279895989368,0.5341279895989368,0.22449232788896567,0.8333333333333334,1.7724264682728508,-0.22449232788896567,0.10494413621334808,0.7765748031496063,1.0,0.45743923306735623,0.7765822649413532,1.0,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,previous_v1
v1_balanced_mix,45,177.7144538620394,0.7771445386203939,0.2748030059044552,0.8444444444444444,1.774754827306782,-0.26237105743424594,0.1399410419842746,0.7765748031496063,1.0,0.6803913330964326,1.0925738063214174,1.0,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,previous_v1
v1_adaptive_mix,42,169.95986055395412,0.6995986055395411,0.2539084906730136,0.8333333333333334,1.7595474658543078,-0.2539084906730137,0.12904014370378558,0.7765748031496063,1.0,0.6318116248580044,0.9812582200968802,1.0,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,previous_v1
v1_logit_overlay_mix,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,previous_v1
classic_milddrop_down,55,110.8696706686768,0.10869670668676812,0.24997237116980867,0.7090909090909091,1.119681603921639,-0.24997237116980886,0.052084409293588374,0.6240157480314961,1.0,0.010522184738714468,0.2886542863896704,1.0,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,classic_quant
classic_breakout_up,24,112.1364154910047,0.12136415491004704,0.0810673049200502,0.875,1.7394298470671008,-0.05072266496867228,0.00841912381825205,0.7598425196850394,0.9143700787401575,0.018946649195603182,0.07385854476599718,1.0,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,classic_quant
classic_early_drop_down,79,119.78017827216863,0.19780178272168625,0.15705661301915427,0.7974683544303798,1.285032967275179,-0.10371205724554466,0.023537550504449833,0.5816929133858267,1.0,0.031265582548367865,0.08803572807679005,1.0,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,classic_quant
classic_sharpdrop_reversal_up,65,108.75145737739042,0.08751457377390426,0.42596533533547704,0.26153846153846155,1.0332134410903941,-0.21841226715627293,-0.037164237060335004,0.3937007874015748,1.0,-0.2297719037805912,0.1477894060262328,0.8513513513513513,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,classic_quant
classic_extremeup_fade_down,65,35.67209557700197,-0.6432790442299803,0.7858911661700878,0.1076923076923077,0.7219564955285531,-0.36892822275453263,-0.18607097329155586,0.33366141732283466,1.0,-0.7858911661700878,-0.3964779953983788,0.0,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,classic_quant
micro_book_consensus_down,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,microstructure
micro_book_consensus_up,11,104.69067538599484,0.04690675385994836,0.06788213937967907,0.7272727272727273,1.351778601227495,-0.04072727272727272,0.0,0.29133858267716534,0.5748031496062992,-0.06788213937967913,0.0009752201362185353,0.6554054054054054,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,microstructure
game_pm_overshoot_fade_up,50,51.91333306255444,-0.48086666937445555,0.5067227966082937,0.26,0.4839771780871133,-0.254668685970744,-0.05465328829894944,0.3218503937007874,1.0,-0.4587492115322045,-0.3121944543790055,0.0,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,game_theory
game_pm_squeeze_fade_down,51,86.58239572809698,-0.13417604271903016,0.4303256481119542,0.3333333333333333,0.8892841158992403,-0.2265770714041796,-0.06625599453406505,0.3218503937007874,0.9950787401574803,-0.3810096433655158,-0.33287041969148556,0.0,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,game_theory
timeseries_momentum_up,4,100.18761558407897,0.001876155840789595,0.040579710144927505,0.75,1.046233840362315,-0.028299130434782716,0.0,0.20374015748031496,0.27165354330708663,0.001876155840789373,0.03105409001956949,1.0,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,time_series
timeseries_momentum_down,4,94.90489933513427,-0.05095100664865726,0.0795352033050664,0.5,0.3786848779071262,-0.04063492063492058,0.0,0.0,0.23818897637795275,-0.07953520330506625,-0.04063492063492058,0.0,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,time_series
timeseries_reversion_down,65,35.91855229592531,-0.6408144770407469,0.7746805412002368,0.09230769230769231,0.6841056635844638,-0.3379582265982022,-0.19696847010767926,0.33366141732283466,1.0,-0.7746805412002367,-0.43221047590156925,0.0,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,time_series
ml_logit_edge_06,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,ml_value
ml_logit_edge_10,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,ml_value
portfolio_micro_ts_mix,64,55.22492188678829,-0.4477507811321171,0.47720421700014043,0.296875,0.5394036611440787,-0.2744551539713358,-0.01965686034661296,0.4340551181102362,1.0,-0.43493541877795894,-0.23298331395556782,0.0,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,portfolio
portfolio_conservative_v2,20,104.82820993575065,0.0482820993575066,0.13094496583850934,0.8,1.244510368657889,-0.13094496583850923,0.010929093425005476,0.6190944881889764,0.8169291338582677,0.027336179738800315,0.13889992873157042,1.0,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1,portfolio
v1_active_fill_mix,16,84.6472404074116,-0.15352759592588394,0.26046378350198546,0.625,0.6868100796252861,-0.2604637835019855,-0.12353352719966149,0.1360544217687075,1.0,,,,,validation,2,25100490855_attempt1,previous_v1
v1_conservative_mix,14,78.15110797725623,-0.2184889202274377,0.30847883778414303,0.5714285714285714,0.5334158457131689,-0.3084788377841431,-0.1804389015804877,0.0,1.0,,,,,validation,2,25100490855_attempt1,previous_v1
v1_balanced_mix,14,73.45887122018391,-0.2654112877981609,0.3732678016280265,0.5714285714285714,0.5531253783746038,-0.3732678016280264,-0.2231730236060624,0.0,1.0,,,,,validation,2,25100490855_attempt1,previous_v1
v1_adaptive_mix,14,76.64198675052259,-0.23358013249477405,0.3456171923600845,0.5714285714285714,0.5826075137160601,-0.34561719236008437,-0.20979603591007479,0.0,1.0,,,,,validation,2,25100490855_attempt1,previous_v1
v1_logit_overlay_mix,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,validation,2,25100490855_attempt1,previous_v1
classic_milddrop_down,18,90.28337330283692,-0.09716626697163078,0.2101956956519918,0.6111111111111112,0.7284835346983249,-0.19755882678242376,-0.14245942365341935,0.0,1.0,,,,,validation,2,25100490855_attempt1,classic_quant
classic_breakout_up,4,98.23800429123573,-0.017619957087642746,0.05064102564102572,0.75,0.6549035774158559,-0.025644064789377308,0.0,0.4489795918367347,0.8299319727891157,,,,,validation,2,25100490855_attempt1,classic_quant
classic_early_drop_down,20,101.41209370473169,0.014120937047316984,0.11684079165320935,0.75,1.0726252708779842,-0.08317424852161881,0.08923858721242639,0.8367346938775511,1.0,,,,,validation,2,25100490855_attempt1,classic_quant
classic_sharpdrop_reversal_up,17,79.360895528151,-0.2063910447184899,0.3495546395523935,0.11764705882352941,0.5723231373561669,-0.2920041850463252,-0.22431342413057775,0.14965986394557823,1.0,,,,,validation,2,25100490855_attempt1,classic_quant
classic_extremeup_fade_down,15,97.2627995316972,-0.02737200468302803,0.2742669465110928,0.2,0.9471811072601841,-0.27426694651109274,0.22229288223826038,0.7619047619047619,1.0,,,,,validation,2,25100490855_attempt1,classic_quant
micro_book_consensus_down,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,validation,2,25100490855_attempt1,microstructure
micro_book_consensus_up,7,102.87243234211812,0.02872432342118114,0.040606060606060604,0.7142857142857143,1.3443020032463224,-0.040597014925373154,-0.004104219310007484,0.4489795918367347,1.0,,,,,validation,2,25100490855_attempt1,microstructure
game_pm_overshoot_fade_up,16,66.72710974800223,-0.33272890251997767,0.33272890251997767,0.125,0.21873864401556048,-0.23617641286649382,-0.1363480056985411,0.0,1.0,,,,,validation,2,25100490855_attempt1,game_theory
game_pm_squeeze_fade_down,18,85.51378531140658,-0.14486214688593424,0.15854490864743645,0.2777777777777778,0.676508589524624,-0.13461537327212014,-0.01705841119995355,0.2789115646258503,1.0,,,,,validation,2,25100490855_attempt1,game_theory
timeseries_momentum_up,1,95.94029850746269,-0.040597014925373154,0.04059701492537315,0.0,0.0,-0.040597014925373154,-0.040597014925373154,0.0,0.673469387755102,,,,,validation,2,25100490855_attempt1,time_series
timeseries_momentum_down,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,validation,2,25100490855_attempt1,time_series
timeseries_reversion_down,15,97.74861910818296,-0.02251380891817034,0.24398034520926085,0.2,0.9501098117936333,-0.24398034520926093,0.19312051530637597,0.7619047619047619,1.0,,,,,validation,2,25100490855_attempt1,time_series
ml_logit_edge_06,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,validation,2,25100490855_attempt1,ml_value
ml_logit_edge_10,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,validation,2,25100490855_attempt1,ml_value
portfolio_micro_ts_mix,20,80.29213854419386,-0.19707861455806142,0.20482786501428,0.2,0.5566210760220227,-0.17954910779499067,-0.09719056839297402,0.0,1.0,,,,,validation,2,25100490855_attempt1,portfolio
portfolio_conservative_v2,5,90.12197440188116,-0.09878025598118834,0.11157359619596645,0.4,0.2626206970030016,-0.1115735961959663,-0.09878025598118834,0.0,1.0,,,,,validation,2,25100490855_attempt1,portfolio
v1_active_fill_mix,14,142.63020189762946,0.4263020189762947,0.07771242138450532,0.8571428571428571,5.245583339728287,0.18220586467213784,0.22602683520934796,1.0,1.0,,,,,test,2,25157440693_attempt1,previous_v1
v1_conservative_mix,10,143.63696669499342,0.4363696669499342,0.06077922077922085,0.9,8.01363008321012,0.1705871010556208,0.19828550006651424,1.0,1.0,,,,,test,2,25157440693_attempt1,previous_v1
v1_balanced_mix,11,158.47131506277174,0.5847131506277174,0.08103896103896101,0.9090909090909091,7.994537616235634,0.2285552680037899,0.2673153215295432,1.0,1.0,,,,,test,2,25157440693_attempt1,previous_v1
v1_adaptive_mix,10,151.8233059134334,0.5182330591343338,0.08466801862370266,0.9,6.932144294666143,0.19297853819634203,0.23091096888915974,1.0,1.0,,,,,test,2,25157440693_attempt1,previous_v1
v1_logit_overlay_mix,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,test,2,25157440693_attempt1,previous_v1
classic_milddrop_down,15,91.92811547412451,-0.08071884525875495,0.133651311017326,0.6,0.7298283012170377,-0.13242228366434095,-0.05984303660603352,0.0,1.0,,,,,test,2,25157440693_attempt1,classic_quant
classic_breakout_up,11,110.9047077863946,0.10904707786394585,0.05084745762711863,0.8181818181818182,1.9614958534821716,0.009638554216867545,0.0782402145899479,1.0,1.0,,,,,test,2,25157440693_attempt1,classic_quant
classic_early_drop_down,20,110.61593285978344,0.10615932859783439,0.07936766011414065,0.85,1.8429054927664372,0.019403523544545997,0.09744893943172839,1.0,1.0,,,,,test,2,25157440693_attempt1,classic_quant
classic_sharpdrop_reversal_up,18,107.07942471196964,0.07079424711969629,0.19202711509140877,0.2777777777777778,1.1300378995716784,-0.12434488475301397,0.042759120967016395,0.5958904109589042,1.0,,,,,test,2,25157440693_attempt1,classic_quant
classic_extremeup_fade_down,14,100.93376283021371,0.009337628302137135,0.22831314868398733,0.14285714285714285,1.0165396040854429,-0.1942944707837455,-0.10380754211792004,0.4589041095890411,1.0,,,,,test,2,25157440693_attempt1,classic_quant
micro_book_consensus_down,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,test,2,25157440693_attempt1,microstructure
micro_book_consensus_up,7,92.22945567549786,-0.07770544324502138,0.10518892622524596,0.42857142857142855,0.5207678705443638,-0.07770544324502138,-0.011111801242236097,0.13013698630136986,0.636986301369863,,,,,test,2,25157440693_attempt1,microstructure
