fold_id,train_runs,validation_run,test_run,selected_strategy,selected_family,validation_score,validation_return,validation_drawdown
45,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1",27869277828_attempt1,27902430728_attempt1,classic_milddrop_down,classic_quant,0.819047619047619,0.21778220973633378,0.06491133649316845
46,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1",27902430728_attempt1,27948683312_attempt1,classic_early_drop_down,classic_quant,0.8,0.03641808956096204,0.05099497376260155
47,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1",27948683312_attempt1,28022420503_attempt1,v1_active_fill_mix,previous_v1,0.8273809523809524,0.12701298712250697,0.06090909090909089
48,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1",28022420503_attempt1,28095005508_attempt1,portfolio_conservative_v2,portfolio,0.7666666666666666,0.08269430850022452,0.0457627118644068
49,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1",28095005508_attempt1,28166886036_attempt1,classic_sharpdrop_reversal_up,classic_quant,0.8690476190476191,0.997804118565994,0.12055244040404035
50,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1",28166886036_attempt1,28235383560_attempt1,classic_milddrop_down,classic_quant,0.8928571428571428,0.2686381357976575,0.07332880562060894
51,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1",28235383560_attempt1,28288053257_attempt1,game_pm_overshoot_fade_up,game_theory,0.9047619047619049,0.19272858067600618,0.10567993208828522
52,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1",28288053257_attempt1,28321073325_attempt1,portfolio_micro_ts_mix,portfolio,0.7833333333333334,0.6273628077918176,0.09029783022110205
53,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1",28321073325_attempt1,28369678027_attempt1,v1_adaptive_mix,previous_v1,0.7440476190476191,0.1629334399661022,0.0
54,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1",28369678027_attempt1,28442123818_attempt1,classic_breakout_up,classic_quant,0.7642857142857142,0.07370746744441425,0.0
55,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1",28442123818_attempt1,28515647330_attempt1,classic_early_drop_down,classic_quant,0.8142857142857143,0.08035798289194052,0.07433790373865692
56,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1",28515647330_attempt1,28588281394_attempt1,portfolio_micro_ts_mix,portfolio,0.8595238095238097,0.11490665475960316,0.0893967648190243
57,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1",28588281394_attempt1,28659365605_attempt1,classic_milddrop_down,classic_quant,0.8809523809523809,0.2596433131741305,0.09893299549549539
58,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1,28588281394_attempt1",28659365605_attempt1,28705739897_attempt1,classic_early_drop_down,classic_quant,0.8380952380952381,0.0943597346279188,0.040689655172413845
59,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1,28588281394_attempt1,28659365605_attempt1",28705739897_attempt1,28740396418_attempt1,portfolio_micro_ts_mix,portfolio,0.8928571428571428,0.6029850937787145,0.06107133333333338
60,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1,28588281394_attempt1,28659365605_attempt1,28705739897_attempt1",28740396418_attempt1,28847404575_attempt1,game_pm_squeeze_fade_down,game_theory,0.7404761904761905,0.1675013560495211,0.13714454031933576
61,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1,28588281394_attempt1,28659365605_attempt1,28705739897_attempt1,28740396418_attempt1",28847404575_attempt1,28923778969_attempt1,classic_early_drop_down,classic_quant,0.8,0.07138493901893495,0.043850536249451094
62,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1,28588281394_attempt1,28659365605_attempt1,28705739897_attempt1,28740396418_attempt1,28847404575_attempt1",28923778969_attempt1,29000291038_attempt1,v1_active_fill_mix,previous_v1,0.7654761904761906,0.2648356607047202,0.09710027083242494
63,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1,28588281394_attempt1,28659365605_attempt1,28705739897_attempt1,28740396418_attempt1,28847404575_attempt1,28923778969_attempt1",29000291038_attempt1,29075660007_attempt1,classic_breakout_up,classic_quant,0.8119047619047619,0.04918881813062881,0.0
64,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1,28588281394_attempt1,28659365605_attempt1,28705739897_attempt1,28740396418_attempt1,28847404575_attempt1,28923778969_attempt1,29000291038_attempt1",29075660007_attempt1,29144058049_attempt1,timeseries_reversion_down,time_series,0.7428571428571429,0.38944206244329105,0.21509613997812507
65,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1,27683808024_attempt1,27754758156_attempt1,27821835753_attempt1,27869277828_attempt1,27902430728_attempt1,27948683312_attempt1,28022420503_attempt1,28095005508_attempt1,28166886036_attempt1,28235383560_attempt1,28288053257_attempt1,28321073325_attempt1,28369678027_attempt1,28442123818_attempt1,28515647330_attempt1,28588281394_attempt1,28659365605_attempt1,28705739897_attempt1,28740396418_attempt1,28847404575_attempt1,28923778969_attempt1,29000291038_attempt1,29075660007_attempt1",29144058049_attempt1,29183942155_attempt1,classic_early_drop_down,classic_quant,0.8404761904761905,0.08580709738783199,0.04051282051282047
