strategy,factor,family,entry_minute,q_threshold,trades,ending_bankroll,total_return,max_drawdown,win_rate,avg_pnl,profit_factor,worst_144_return,median_144_return,positive_144_rate,active_144_rate,split,hi_value,lo_value,selection_rank
expr_btc_4mx_low_cost__q80,expr_btc_4mx_low_cost,alphaforge_interaction,4,0.8,897,170.86253781654617,0.7086253781654617,0.1682443931167395,0.927536231884058,0.07899948474531411,1.6293843528180438,-0.09376828756209765,0.009778402202758052,0.7493328885923949,1.0,validation,0.923159999999916,-0.9872400000001075,12
expr_btc_4mx_tight_spread__q85,expr_btc_4mx_tight_spread,alphaforge_interaction,4,0.85,1963,9182.06466403986,90.8206466403986,0.4646823907307954,0.9077941925624045,4.626624892531826,1.3668314546886495,-0.13468976066350236,0.0025020788004999073,0.6693429460920859,0.9721858102572505,full,1.0616025000000582,-1.1350500000000103,13
expr_btc_4mx_tight_spread__q85,expr_btc_4mx_tight_spread,alphaforge_interaction,4,0.85,28,97.17435166110705,-0.0282564833889295,0.04040404040404039,0.8571428571428571,-0.10091601210331967,0.3198482281201233,-0.0395126161413738,0.0,0.43411927877947293,0.840499306518724,latest72h,1.0616025000000582,-1.1350500000000103,13
expr_btc_4mx_tight_spread__q85,expr_btc_4mx_tight_spread,alphaforge_interaction,4,0.85,293,86.91048817724591,-0.13089511822754085,0.20402559634312722,0.8327645051194539,-0.04467410178414296,0.6033794874651395,-0.11433553432923649,0.001441195960466768,0.6447631754503002,0.9106070713809206,test,1.0616025000000582,-1.1350500000000103,13
expr_btc_4mx_tight_spread__q85,expr_btc_4mx_tight_spread,alphaforge_interaction,4,0.85,1210,8008.521954640694,79.08521954640695,0.42999769680189526,0.9297520661157025,6.5359685575543525,1.4243113804236989,-0.13468976066350236,0.002597952324270514,0.6466952365254657,0.9991758694577221,train,1.0616025000000582,-1.1350500000000103,13
expr_btc_4mx_tight_spread__q85,expr_btc_4mx_tight_spread,alphaforge_interaction,4,0.85,460,131.921562666163,0.31921562666162995,0.07807214285714292,0.8978260869565218,0.06939470144818144,1.9709474349024694,-0.06690393351425383,0.004226791137569297,0.7368245496997998,0.9778185456971314,validation,1.0616025000000582,-1.1350500000000103,13
expr_btc_4m__q85,expr_btc_4m,alphaforge_primitive,4,0.85,1959,9560.871527153799,94.60871527153799,0.4646823907307953,0.9081163859111792,4.829439268582894,1.3883001321721553,-0.13468976066350236,0.002536691272253755,0.6752416844174995,0.9721858102572505,full,1.2132600000000666,-1.2982000000000697,14
expr_btc_4m__q85,expr_btc_4m,alphaforge_primitive,4,0.85,26,101.26590330999574,0.012659033099957417,0.0006808860965175288,0.8846153846153846,0.048688588845991074,13.528941182149122,-0.00032064128256514834,0.0022111046238413312,0.5839112343966713,0.840499306518724,latest72h,1.2132600000000666,-1.2982000000000697,14
expr_btc_4m__q85,expr_btc_4m,alphaforge_primitive,4,0.85,290,90.53292493886917,-0.09467075061130825,0.17433920917515142,0.8344827586206897,-0.032645086417691774,0.6777063023259912,-0.11433553432923649,0.0016501647358910798,0.6687791861240827,0.9106070713809206,test,1.2132600000000666,-1.2982000000000697,14
expr_btc_4m__q85,expr_btc_4m,alphaforge_primitive,4,0.85,1209,8005.254503822832,79.05254503822832,0.4299976968018952,0.9296939619520265,6.5386720461727785,1.4243091526866367,-0.13468976066350236,0.002597952324270514,0.6466952365254657,0.9991758694577221,train,1.2132600000000666,-1.2982000000000697,14
expr_btc_4m__q85,expr_btc_4m,alphaforge_primitive,4,0.85,460,131.921562666163,0.31921562666162995,0.07807214285714292,0.8978260869565218,0.06939470144818144,1.9709474349024694,-0.06690393351425383,0.004226791137569297,0.7368245496997998,0.9778185456971314,validation,1.2132600000000666,-1.2982000000000697,14
expr_btc_4mx_low_cost__q85,expr_btc_4mx_low_cost,alphaforge_interaction,4,0.85,1959,9560.871527153799,94.60871527153799,0.4646823907307953,0.9081163859111792,4.829439268582894,1.3883001321721553,-0.13468976066350236,0.002536691272253755,0.6752416844174995,0.9721858102572505,full,1.2132600000000666,-1.2982000000000697,15
expr_btc_4mx_low_cost__q85,expr_btc_4mx_low_cost,alphaforge_interaction,4,0.85,26,101.26590330999574,0.012659033099957417,0.0006808860965175288,0.8846153846153846,0.048688588845991074,13.528941182149122,-0.00032064128256514834,0.0022111046238413312,0.5839112343966713,0.840499306518724,latest72h,1.2132600000000666,-1.2982000000000697,15
expr_btc_4mx_low_cost__q85,expr_btc_4mx_low_cost,alphaforge_interaction,4,0.85,290,90.53292493886917,-0.09467075061130825,0.17433920917515142,0.8344827586206897,-0.032645086417691774,0.6777063023259912,-0.11433553432923649,0.0016501647358910798,0.6687791861240827,0.9106070713809206,test,1.2132600000000666,-1.2982000000000697,15
expr_btc_4mx_low_cost__q85,expr_btc_4mx_low_cost,alphaforge_interaction,4,0.85,1209,8005.254503822832,79.05254503822832,0.4299976968018952,0.9296939619520265,6.5386720461727785,1.4243091526866367,-0.13468976066350236,0.002597952324270514,0.6466952365254657,0.9991758694577221,train,1.2132600000000666,-1.2982000000000697,15
expr_btc_4mx_low_cost__q85,expr_btc_4mx_low_cost,alphaforge_interaction,4,0.85,460,131.921562666163,0.31921562666162995,0.07807214285714292,0.8978260869565218,0.06939470144818144,1.9709474349024694,-0.06690393351425383,0.004226791137569297,0.7368245496997998,0.9778185456971314,validation,1.2132600000000666,-1.2982000000000697,15
expr_btc_4m_signed_log__q90,expr_btc_4m_signed_log,alphaforge_unary,4,0.9,1127,14777.682316864979,146.7768231686498,0.21349560107779486,0.8881987577639752,13.023675525168624,2.2066142494521443,-0.11584184317226853,0.0008641878575965656,0.6115025397345568,0.8927576601671309,full,0.9171543557743982,-0.9559882480284693,16
expr_btc_4m_signed_log__q90,expr_btc_4m_signed_log,alphaforge_unary,4,0.9,8,100.21465725849995,0.0021465725849996176,0.0003206412825650723,0.875,0.026832157312495032,7.6863773270311295,-0.00032064128256514834,0.0,0.3536754507628294,0.4576976421636616,latest72h,0.9171543557743982,-0.9559882480284693,16
expr_btc_4m_signed_log__q90,expr_btc_4m_signed_log,alphaforge_unary,4,0.9,132,97.44111329340527,-0.02558886706594732,0.06554913382942414,0.7575757575757576,-0.01938550535298991,0.7257165986279118,-0.040416666666666656,0.0,0.47781854569713145,0.7883589059372915,test,0.9171543557743982,-0.9559882480284693,16
expr_btc_4m_signed_log__q90,expr_btc_4m_signed_log,alphaforge_unary,4,0.9,742,12774.00944007174,126.74009440071741,0.21349560107779486,0.9272237196765498,17.080875256161438,2.324431151103679,-0.11584184317226853,0.0016842105263157325,0.6571616944123949,0.9418987967694082,train,0.9171543557743982,-0.9559882480284693,16
expr_btc_4m_signed_log__q90,expr_btc_4m_signed_log,alphaforge_unary,4,0.9,253,118.72354505512146,0.1872354505512146,0.07807214285714292,0.841897233201581,0.07400610693723957,3.0267533484501254,-0.07457816337891643,0.0008247422680411898,0.6470980653769179,0.8925950633755837,validation,0.9171543557743982,-0.9559882480284693,16
expr_btc_4m_tanh__q70,expr_btc_4m_tanh,alphaforge_unary,4,0.7,6602,942.5171023437354,8.425171023437354,0.9424115354114699,0.9029082096334444,0.127615435071771,1.0133915271297689,-0.24750897553109008,-0.014952786748176572,0.4188923480255612,1.0,full,0.4895132542126568,-0.5199709600267519,17
expr_btc_4m_tanh__q70,expr_btc_4m_tanh,alphaforge_unary,4,0.7,169,101.10184831611686,0.011018483161168602,0.139903428594693,0.9230769230769231,0.0065198125214027585,1.0310391776232009,-0.09224468927794904,-0.006222790923833044,0.43273231622746183,1.0,latest72h,0.4895132542126568,-0.5199709600267519,17
expr_btc_4m_tanh__q70,expr_btc_4m_tanh,alphaforge_unary,4,0.7,1444,28.793623467472056,-0.7120637653252795,0.766192368652697,0.8947368421052632,-0.04931189510562854,0.684470293896845,-0.24750897553109008,-0.0250042260893798,0.3402268178785857,1.0,test,0.4895132542126568,-0.5199709600267519,17
expr_btc_4m_tanh__q70,expr_btc_4m_tanh,alphaforge_unary,4,0.7,3380,1865.0833320560428,17.650833320560427,0.8717554466967413,0.8994082840236687,0.522214003566895,1.0382374943058754,-0.2357908923359261,-0.01846646394686957,0.39088511620240646,1.0,train,0.4895132542126568,-0.5199709600267519,17
expr_btc_4m_tanh__q70,expr_btc_4m_tanh,alphaforge_unary,4,0.7,1778,175.50709482832175,0.7550709482832176,0.33244263632385324,0.9161979752530933,0.04246743241188043,1.1503586959792242,-0.22310731648660387,0.010571854120950075,0.5446964643095397,1.0,validation,0.4895132542126568,-0.5199709600267519,17
expr_btc_4m_signed_log__q70,expr_btc_4m_signed_log,alphaforge_unary,4,0.7,7709,321.52310695760445,2.2152310695760447,0.9699477706170608,0.8899987028148917,0.028735647549311405,1.0050727665368744,-0.28612788817693346,-0.019305054475276306,0.4312633131246928,1.0,full,0.3563308784814953,-0.3869752055142152,18
