strategy,factor,family,entry_minute,q_threshold,trades,ending_bankroll,total_return,max_drawdown,win_rate,avg_pnl,profit_factor,worst_144_return,median_144_return,positive_144_rate,active_144_rate,split,hi_value,lo_value,selection_rank
expr_btc_4m_signed_log__q80,expr_btc_4m_signed_log,alphaforge_unary,4,0.8,4172,6835.90808971355,67.3590808971355,0.6572812137263944,0.9211409395973155,1.614551315847007,1.1195652558069302,-0.25733427976276546,0.0020548718811415068,0.520358839914796,0.9975012289038178,full,0.5955784434012593,-0.6260239877886218,1
expr_btc_4m_signed_log__q80,expr_btc_4m_signed_log,alphaforge_unary,4,0.8,90,95.61859168677826,-0.04381408313221735,0.09527433428347622,0.9222222222222223,-0.048682314591351646,0.6335382446648894,-0.07600645581479082,0.0009289579158315853,0.5478502080443828,1.0,latest72h,0.5955784434012593,-0.6260239877886218,1
expr_btc_4m_signed_log__q80,expr_btc_4m_signed_log,alphaforge_unary,4,0.8,794,58.90569017220234,-0.4109430982779766,0.48665956153319834,0.8979848866498741,-0.0517560577176286,0.6409652260543794,-0.14913548278851863,0.0,0.4878252168112075,0.9898265510340227,test,0.5955784434012593,-0.6260239877886218,1
expr_btc_4m_signed_log__q80,expr_btc_4m_signed_log,alphaforge_unary,4,0.8,2263,6169.19017644521,60.691901764452105,0.6572812137263944,0.9244365885992046,2.681922305101756,1.1866256082025477,-0.25733427976276546,-0.007644021263036982,0.4648096258447338,1.0,train,0.5955784434012593,-0.6260239877886218,1
expr_btc_4m_signed_log__q80,expr_btc_4m_signed_log,alphaforge_unary,4,0.8,1115,188.1095340811978,0.8810953408119782,0.23082044231297588,0.9309417040358744,0.07902200366026853,1.516040730931615,-0.10236644974995102,0.013720499312953383,0.6662775183455637,1.0,validation,0.5955784434012593,-0.6260239877886218,1
expr_btc_4m_tanh__q75,expr_btc_4m_tanh,alphaforge_unary,4,0.75,5009,6615.742392133352,65.15742392133352,0.7542493166684512,0.9189458973847076,1.300807025780305,1.088180750067409,-0.24515875582788338,-0.0003926014699472402,0.49479764050466984,1.0,full,0.6089809299355297,-0.640576018222651,2
expr_btc_4m_tanh__q75,expr_btc_4m_tanh,alphaforge_unary,4,0.75,117,99.61365547161616,-0.003863445283838418,0.0857022527718449,0.9401709401709402,-0.0033020899861852236,0.968299013676529,-0.07324384285871988,0.003441631751716079,0.5547850208044383,1.0,latest72h,0.6089809299355297,-0.640576018222651,2
expr_btc_4m_tanh__q75,expr_btc_4m_tanh,alphaforge_unary,4,0.75,1021,63.40320289858662,-0.3659679710141338,0.46069262830833657,0.9079333986287953,-0.035844071597857886,0.7807903181208545,-0.13931300940653069,-0.008149582173455627,0.4246164109406271,1.0,test,0.6089809299355297,-0.640576018222651,2
expr_btc_4m_tanh__q75,expr_btc_4m_tanh,alphaforge_unary,4,0.75,2641,5477.693244515646,53.77693244515646,0.7542493166684512,0.9178341537296478,2.036233716211937,1.1273793890002666,-0.24515875582788338,-0.009069914527799261,0.43654194824460196,1.0,train,0.6089809299355297,-0.640576018222651,2
expr_btc_4m_tanh__q75,expr_btc_4m_tanh,alphaforge_unary,4,0.75,1347,190.48890305829514,0.9048890305829513,0.2603883427613074,0.9294729027468448,0.06717810175077696,1.3477722771621485,-0.14095389747130793,0.02102367816059969,0.6821214142761841,1.0,validation,0.6089809299355297,-0.640576018222651,2
expr_btc_4m_tanh__q80,expr_btc_4m_tanh,alphaforge_unary,4,0.8,3414,5834.232236220286,57.34232236220286,0.4884857970862356,0.9206209724663151,1.6796227991272477,1.1483730491368245,-0.188588967809466,0.004130772296076168,0.5505489103719482,0.9969687039161068,full,0.7273888860117488,-0.7561829636792459,3
expr_btc_4m_tanh__q80,expr_btc_4m_tanh,alphaforge_unary,4,0.8,62,92.50946564733415,-0.07490534352665845,0.0986664847263528,0.8870967741935484,-0.1208150702042868,0.37062930917840464,-0.07676788436376902,-0.00032064128256514834,0.3897364771151179,0.9902912621359223,latest72h,0.7273888860117488,-0.7561829636792459,3
expr_btc_4m_tanh__q80,expr_btc_4m_tanh,alphaforge_unary,4,0.8,591,56.21955615642158,-0.4378044384357842,0.4725869996594314,0.8764805414551607,-0.07407858518371936,0.5178042850691851,-0.11346953652189762,-0.0003603603603603567,0.42628418945963975,0.9876584389593062,test,0.7273888860117488,-0.7561829636792459,3
expr_btc_4m_tanh__q80,expr_btc_4m_tanh,alphaforge_unary,4,0.8,1926,6073.645603916982,59.736456039169816,0.4884857970862356,0.930944963655244,3.1015813104449763,1.2668372784206354,-0.188588967809466,0.0022798880743055694,0.5149167628152299,1.0,train,0.7273888860117488,-0.7561829636792459,3
expr_btc_4m_tanh__q80,expr_btc_4m_tanh,alphaforge_unary,4,0.8,897,170.86253781654617,0.7086253781654617,0.1682443931167395,0.927536231884058,0.07899948474531411,1.6293843528180438,-0.09376828756209765,0.009778402202758052,0.7493328885923949,1.0,validation,0.7273888860117488,-0.7561829636792459,3
expr_btc_4mx_tight_spread__q75,expr_btc_4mx_tight_spread,alphaforge_interaction,4,0.75,5015,6852.400965607525,67.52400965607525,0.7497696280605781,0.9190428713858425,1.346440870510024,1.0894859925204847,-0.24515875582788338,-0.00034519352989448304,0.495657873177126,1.0,full,0.6186250000001019,-0.6639062500000636,4
expr_btc_4mx_tight_spread__q75,expr_btc_4mx_tight_spread,alphaforge_interaction,4,0.75,117,99.61365547161616,-0.003863445283838418,0.0857022527718449,0.9401709401709402,-0.0033020899861852236,0.968299013676529,-0.07324384285871988,0.003441631751716079,0.5547850208044383,1.0,latest72h,0.6186250000001019,-0.6639062500000636,4
expr_btc_4mx_tight_spread__q75,expr_btc_4mx_tight_spread,alphaforge_interaction,4,0.75,1021,63.40320289858662,-0.3659679710141338,0.46069262830833657,0.9079333986287953,-0.035844071597857886,0.7807903181208545,-0.13931300940653069,-0.008149582173455627,0.4246164109406271,1.0,test,0.6186250000001019,-0.6639062500000636,4
expr_btc_4mx_tight_spread__q75,expr_btc_4mx_tight_spread,alphaforge_interaction,4,0.75,2645,5630.530539151714,55.30530539151714,0.7497696280605781,0.9179584120982986,2.0909378219855554,1.1293332580135753,-0.24515875582788338,-0.00899361123858422,0.43802538322070217,1.0,train,0.6186250000001019,-0.6639062500000636,4
expr_btc_4mx_tight_spread__q75,expr_btc_4mx_tight_spread,alphaforge_interaction,4,0.75,1349,191.94740796828518,0.9194740796828518,0.2603883427613074,0.9295774647887324,0.06815967973927839,1.353326835205032,-0.14095389747130793,0.021209418895643095,0.6826217478318879,1.0,validation,0.6186250000001019,-0.6639062500000636,4
expr_btc_4mx_tight_spread__q80,expr_btc_4mx_tight_spread,alphaforge_interaction,4,0.8,3419,5884.716330403379,57.84716330403379,0.48848579708623563,0.9207370576191869,1.6919322405391963,1.1486534285117065,-0.188588967809466,0.004182765080255724,0.5505489103719482,0.9969687039161068,full,0.8075199999999532,-0.863064999999988,5
expr_btc_4mx_tight_spread__q80,expr_btc_4mx_tight_spread,alphaforge_interaction,4,0.8,62,92.50946564733415,-0.07490534352665845,0.0986664847263528,0.8870967741935484,-0.1208150702042868,0.37062930917840464,-0.07676788436376902,-0.00032064128256514834,0.3897364771151179,0.9902912621359223,latest72h,0.8075199999999532,-0.863064999999988,5
expr_btc_4mx_tight_spread__q80,expr_btc_4mx_tight_spread,alphaforge_interaction,4,0.8,592,56.21955615642158,-0.4378044384357842,0.4725869996594314,0.8766891891891891,-0.07395345243847659,0.5178042850691851,-0.11346953652189762,-0.0003603603603603567,0.42628418945963975,0.9876584389593062,test,0.8075199999999532,-0.863064999999988,5
expr_btc_4mx_tight_spread__q80,expr_btc_4mx_tight_spread,alphaforge_interaction,4,0.8,1929,6118.553170313583,60.18553170313583,0.48848579708623563,0.931052358735096,3.1200379317333486,1.2673226911518893,-0.188588967809466,0.0022798880743055694,0.5149167628152299,1.0,train,0.8075199999999532,-0.863064999999988,5
expr_btc_4mx_tight_spread__q80,expr_btc_4mx_tight_spread,alphaforge_interaction,4,0.8,898,171.0761159888169,0.7107611598881689,0.1682443931167394,0.9276169265033407,0.07914934965347153,1.6306145874062579,-0.09376828756209765,0.009778402202758052,0.7493328885923949,1.0,validation,0.8075199999999532,-0.863064999999988,5
expr_btc_4m_signed_log__q75,expr_btc_4m_signed_log,alphaforge_unary,4,0.75,5984,1528.822318442781,14.288223184427808,0.8946546919479798,0.9082553475935828,0.2387737831622515,1.0216772431328054,-0.237592987288749,-0.013945266569425185,0.42753563821071605,1.0,full,0.4710031295786592,-0.49408629976165713,6
expr_btc_4m_signed_log__q75,expr_btc_4m_signed_log,alphaforge_unary,4,0.75,145,93.32761150134128,-0.06672388498658721,0.1456930749041171,0.9310344827586207,-0.04601647240454173,0.7112180334203065,-0.10121396649331338,0.007201206300275986,0.5409153952843273,1.0,latest72h,0.4710031295786592,-0.49408629976165713,6
expr_btc_4m_signed_log__q75,expr_btc_4m_signed_log,alphaforge_unary,4,0.75,1273,28.890843880244926,-0.7110915611975508,0.7431755768385474,0.8963079340141398,-0.0558595099133973,0.6421423932023429,-0.19488135122727257,-0.0293687036713145,0.32921947965310205,1.0,test,0.4710031295786592,-0.49408629976165713,6
expr_btc_4m_signed_log__q75,expr_btc_4m_signed_log,alphaforge_unary,4,0.75,3090,2790.039759544232,26.900397595442318,0.8007999643077072,0.9064724919093851,0.8705630289787358,1.0622636233238725,-0.237592987288749,-0.01600248326533804,0.40283500906543596,1.0,train,0.4710031295786592,-0.49408629976165713,6
expr_btc_4m_signed_log__q75,expr_btc_4m_signed_log,alphaforge_unary,4,0.75,1621,189.66465021554936,0.8966465021554937,0.2765096978395465,0.9210363972856261,0.05531440482143781,1.205150395749886,-0.170231686066868,0.01580765358379388,0.5707138092061375,1.0,validation,0.4710031295786592,-0.49408629976165713,6
expr_btc_4m_signed_log__q85,expr_btc_4m_signed_log,alphaforge_unary,4,0.85,2442,9564.135474053852,94.64135474053852,0.47020554595008063,0.9135954135954136,3.8755673521924505,1.2507042964391093,-0.15634792334735303,0.003167691439783904,0.6495166311650008,0.9838603965262985,full,0.7423372114552722,-0.7730113279087798,7
expr_btc_4m_signed_log__q85,expr_btc_4m_signed_log,alphaforge_unary,4,0.85,43,93.96158538861738,-0.060384146113826254,0.07834082953140326,0.8604651162790697,-0.1404282467763391,0.25306587989494217,-0.04042553191489362,-0.00032064128256514834,0.3828016643550624,0.9833564493758669,latest72h,0.7423372114552722,-0.7730113279087798,7
expr_btc_4m_signed_log__q85,expr_btc_4m_signed_log,alphaforge_unary,4,0.85,386,70.88807951873497,-0.2911192048126503,0.34390427520622374,0.844559585492228,-0.07541948311208474,0.4928497782849524,-0.10544663377955199,0.0008247422680411898,0.5500333555703802,0.9414609739826552,test,0.7423372114552722,-0.7730113279087798,7
expr_btc_4m_signed_log__q85,expr_btc_4m_signed_log,alphaforge_unary,4,0.85,1449,9456.62228977475,93.56622289774751,0.4469951244916491,0.9323671497584541,6.457296266235204,1.375047197858133,-0.15634792334735303,0.0033635256568080862,0.6405966705126092,1.0,train,0.7423372114552722,-0.7730113279087798,7
expr_btc_4m_signed_log__q85,expr_btc_4m_signed_log,alphaforge_unary,4,0.85,607,142.6712497038976,0.42671249703897596,0.0854634693470847,0.9126853377265239,0.07029859918269805,1.7978601906191805,-0.07210897055646837,0.005925585247272602,0.7631754503002002,0.9928285523682455,validation,0.7423372114552722,-0.7730113279087798,7
expr_btc_4m__q75,expr_btc_4m,alphaforge_primitive,4,0.75,5009,6615.742392133352,65.15742392133352,0.7542493166684512,0.9189458973847076,1.300807025780305,1.088180750067409,-0.24515875582788338,-0.0003926014699472402,0.49479764050466984,1.0,full,0.7072999999999593,-0.7591499999999723,8
expr_btc_4m__q75,expr_btc_4m,alphaforge_primitive,4,0.75,117,99.61365547161616,-0.003863445283838418,0.0857022527718449,0.9401709401709402,-0.0033020899861852236,0.968299013676529,-0.07324384285871988,0.003441631751716079,0.5547850208044383,1.0,latest72h,0.7072999999999593,-0.7591499999999723,8
expr_btc_4m__q75,expr_btc_4m,alphaforge_primitive,4,0.75,1021,63.40320289858662,-0.3659679710141338,0.46069262830833657,0.9079333986287953,-0.035844071597857886,0.7807903181208545,-0.13931300940653069,-0.008149582173455627,0.4246164109406271,1.0,test,0.7072999999999593,-0.7591499999999723,8
expr_btc_4m__q75,expr_btc_4m,alphaforge_primitive,4,0.75,2641,5477.693244515646,53.77693244515646,0.7542493166684512,0.9178341537296478,2.036233716211937,1.1273793890002666,-0.24515875582788338,-0.009069914527799261,0.43654194824460196,1.0,train,0.7072999999999593,-0.7591499999999723,8
expr_btc_4m__q75,expr_btc_4m,alphaforge_primitive,4,0.75,1347,190.48890305829514,0.9048890305829513,0.2603883427613074,0.9294729027468448,0.06717810175077696,1.3477722771621485,-0.14095389747130793,0.02102367816059969,0.6821214142761841,1.0,validation,0.7072999999999593,-0.7591499999999723,8
expr_btc_4mx_low_cost__q75,expr_btc_4mx_low_cost,alphaforge_interaction,4,0.75,5009,6615.742392133352,65.15742392133352,0.7542493166684512,0.9189458973847076,1.300807025780305,1.088180750067409,-0.24515875582788338,-0.0003926014699472402,0.49479764050466984,1.0,full,0.7072999999999593,-0.7591499999999723,9
expr_btc_4mx_low_cost__q75,expr_btc_4mx_low_cost,alphaforge_interaction,4,0.75,117,99.61365547161616,-0.003863445283838418,0.0857022527718449,0.9401709401709402,-0.0033020899861852236,0.968299013676529,-0.07324384285871988,0.003441631751716079,0.5547850208044383,1.0,latest72h,0.7072999999999593,-0.7591499999999723,9
expr_btc_4mx_low_cost__q75,expr_btc_4mx_low_cost,alphaforge_interaction,4,0.75,1021,63.40320289858662,-0.3659679710141338,0.46069262830833657,0.9079333986287953,-0.035844071597857886,0.7807903181208545,-0.13931300940653069,-0.008149582173455627,0.4246164109406271,1.0,test,0.7072999999999593,-0.7591499999999723,9
expr_btc_4mx_low_cost__q75,expr_btc_4mx_low_cost,alphaforge_interaction,4,0.75,2641,5477.693244515646,53.77693244515646,0.7542493166684512,0.9178341537296478,2.036233716211937,1.1273793890002666,-0.24515875582788338,-0.009069914527799261,0.43654194824460196,1.0,train,0.7072999999999593,-0.7591499999999723,9
expr_btc_4mx_low_cost__q75,expr_btc_4mx_low_cost,alphaforge_interaction,4,0.75,1347,190.48890305829514,0.9048890305829513,0.2603883427613074,0.9294729027468448,0.06717810175077696,1.3477722771621485,-0.14095389747130793,0.02102367816059969,0.6821214142761841,1.0,validation,0.7072999999999593,-0.7591499999999723,9
expr_btc_4m_tanh__q85,expr_btc_4m_tanh,alphaforge_unary,4,0.85,1959,9560.871527153799,94.60871527153799,0.4646823907307953,0.9081163859111792,4.829439268582894,1.3883001321721553,-0.13468976066350236,0.002536691272253755,0.6752416844174995,0.9721858102572505,full,0.8376547023529665,-0.8612590601955613,10
expr_btc_4m_tanh__q85,expr_btc_4m_tanh,alphaforge_unary,4,0.85,26,101.26590330999574,0.012659033099957417,0.0006808860965175288,0.8846153846153846,0.048688588845991074,13.528941182149122,-0.00032064128256514834,0.0022111046238413312,0.5839112343966713,0.840499306518724,latest72h,0.8376547023529665,-0.8612590601955613,10
expr_btc_4m_tanh__q85,expr_btc_4m_tanh,alphaforge_unary,4,0.85,290,90.53292493886917,-0.09467075061130825,0.17433920917515142,0.8344827586206897,-0.032645086417691774,0.6777063023259912,-0.11433553432923649,0.0016501647358910798,0.6687791861240827,0.9106070713809206,test,0.8376547023529665,-0.8612590601955613,10
expr_btc_4m_tanh__q85,expr_btc_4m_tanh,alphaforge_unary,4,0.85,1209,8005.254503822832,79.05254503822832,0.4299976968018952,0.9296939619520265,6.5386720461727785,1.4243091526866367,-0.13468976066350236,0.002597952324270514,0.6466952365254657,0.9991758694577221,train,0.8376547023529665,-0.8612590601955613,10
expr_btc_4m_tanh__q85,expr_btc_4m_tanh,alphaforge_unary,4,0.85,460,131.921562666163,0.31921562666162995,0.07807214285714292,0.8978260869565218,0.06939470144818144,1.9709474349024694,-0.06690393351425383,0.004226791137569297,0.7368245496997998,0.9778185456971314,validation,0.8376547023529665,-0.8612590601955613,10
expr_btc_4m__q80,expr_btc_4m,alphaforge_primitive,4,0.8,3414,5834.232236220286,57.34232236220286,0.4884857970862356,0.9206209724663151,1.6796227991272477,1.1483730491368245,-0.188588967809466,0.004130772296076168,0.5505489103719482,0.9969687039161068,full,0.923159999999916,-0.9872400000001075,11
expr_btc_4m__q80,expr_btc_4m,alphaforge_primitive,4,0.8,62,92.50946564733415,-0.07490534352665845,0.0986664847263528,0.8870967741935484,-0.1208150702042868,0.37062930917840464,-0.07676788436376902,-0.00032064128256514834,0.3897364771151179,0.9902912621359223,latest72h,0.923159999999916,-0.9872400000001075,11
expr_btc_4m__q80,expr_btc_4m,alphaforge_primitive,4,0.8,591,56.21955615642158,-0.4378044384357842,0.4725869996594314,0.8764805414551607,-0.07407858518371936,0.5178042850691851,-0.11346953652189762,-0.0003603603603603567,0.42628418945963975,0.9876584389593062,test,0.923159999999916,-0.9872400000001075,11
expr_btc_4m__q80,expr_btc_4m,alphaforge_primitive,4,0.8,1926,6073.645603916982,59.736456039169816,0.4884857970862356,0.930944963655244,3.1015813104449763,1.2668372784206354,-0.188588967809466,0.0022798880743055694,0.5149167628152299,1.0,train,0.923159999999916,-0.9872400000001075,11
expr_btc_4m__q80,expr_btc_4m,alphaforge_primitive,4,0.8,897,170.86253781654617,0.7086253781654617,0.1682443931167395,0.927536231884058,0.07899948474531411,1.6293843528180438,-0.09376828756209765,0.009778402202758052,0.7493328885923949,1.0,validation,0.923159999999916,-0.9872400000001075,11
expr_btc_4mx_low_cost__q80,expr_btc_4mx_low_cost,alphaforge_interaction,4,0.8,3414,5834.232236220286,57.34232236220286,0.4884857970862356,0.9206209724663151,1.6796227991272477,1.1483730491368245,-0.188588967809466,0.004130772296076168,0.5505489103719482,0.9969687039161068,full,0.923159999999916,-0.9872400000001075,12
expr_btc_4mx_low_cost__q80,expr_btc_4mx_low_cost,alphaforge_interaction,4,0.8,62,92.50946564733415,-0.07490534352665845,0.0986664847263528,0.8870967741935484,-0.1208150702042868,0.37062930917840464,-0.07676788436376902,-0.00032064128256514834,0.3897364771151179,0.9902912621359223,latest72h,0.923159999999916,-0.9872400000001075,12
expr_btc_4mx_low_cost__q80,expr_btc_4mx_low_cost,alphaforge_interaction,4,0.8,591,56.21955615642158,-0.4378044384357842,0.4725869996594314,0.8764805414551607,-0.07407858518371936,0.5178042850691851,-0.11346953652189762,-0.0003603603603603567,0.42628418945963975,0.9876584389593062,test,0.923159999999916,-0.9872400000001075,12
expr_btc_4mx_low_cost__q80,expr_btc_4mx_low_cost,alphaforge_interaction,4,0.8,1926,6073.645603916982,59.736456039169816,0.4884857970862356,0.930944963655244,3.1015813104449763,1.2668372784206354,-0.188588967809466,0.0022798880743055694,0.5149167628152299,1.0,train,0.923159999999916,-0.9872400000001075,12
