strategy,factor,family,entry_minute,q_threshold,trades,ending_bankroll,total_return,max_drawdown,win_rate,avg_pnl,profit_factor,worst_144_return,median_144_return,positive_144_rate,active_144_rate,split,hi_value,lo_value
skill_mean_reversion_5__q80,skill_mean_reversion_5,quantml_skill,2,0.8,3073,2.473739808455858,-0.9752626019154415,0.9873294301512621,0.792385291246339,-0.0317364985979642,0.8857367723256353,-0.41166554998599736,-0.043396144725348085,0.39113235536508983,1.0,train,0.7142517954058603,-0.7230809967781808
skill_mean_reversion_5__q80,skill_mean_reversion_5,quantml_skill,2,0.8,1806,16.59872414565761,-0.8340127585434239,0.8518982823253671,0.7884828349944629,-0.04618010844647971,0.8996309701605121,-0.3832846846088861,-0.0248854968461647,0.42378252168112074,1.0,validation,0.7142517954058603,-0.7230809967781808
skill_mean_reversion_5__q80,skill_mean_reversion_5,quantml_skill,2,0.8,1704,15.85555769190576,-0.8414444230809424,0.845435492352355,0.7916666666666666,-0.049380541260618575,0.8920842207968908,-0.3282309588207648,-0.034807251712689835,0.39976651100733823,1.0,test,0.7142517954058603,-0.7230809967781808
skill_mean_reversion_5__q80,skill_mean_reversion_5,quantml_skill,2,0.8,237,50.040647585574895,-0.49959352414425107,0.546277407725148,0.7510548523206751,-0.2107989553351271,0.7325681331155,-0.3013628794187895,-0.1309106074774964,0.11927877947295423,1.0,latest72h,0.7142517954058603,-0.7230809967781808
skill_mean_reversion_5__q80,skill_mean_reversion_5,quantml_skill,2,0.8,6583,0.06510438602845378,-0.9993489561397154,0.9995218847509043,0.7911286647425186,-0.015180752789605257,0.8860854906995909,-0.41166554998599736,-0.03598403949179174,0.4022202195641488,1.0,full,0.7142517954058603,-0.7230809967781808
skill_mean_reversion_5__q85,skill_mean_reversion_5,quantml_skill,2,0.85,2303,17.495848743663625,-0.8250415125633638,0.8765986584626315,0.8254450716456796,-0.03582464231712378,0.8822038923460909,-0.33581663419382257,-0.009559798031351818,0.45953519037415524,1.0,train,0.9219844072870994,-0.9488625745461053
skill_mean_reversion_5__q85,skill_mean_reversion_5,quantml_skill,2,0.85,1355,29.746329420103297,-0.7025367057989671,0.7746570044929527,0.8140221402214022,-0.05184772736523761,0.8914038654697272,-0.30443656780628114,-0.025723900145024847,0.4177785190126751,1.0,validation,0.9219844072870994,-0.9488625745461053
skill_mean_reversion_5__q85,skill_mean_reversion_5,quantml_skill,2,0.85,1304,10.456368253235741,-0.8954363174676426,0.9004344772291376,0.803680981595092,-0.06866842925365346,0.8116315050621123,-0.29305081993147153,-0.043436175946910294,0.3075383589059373,1.0,test,0.9219844072870994,-0.9488625745461053
skill_mean_reversion_5__q85,skill_mean_reversion_5,quantml_skill,2,0.85,181,61.75543626936015,-0.38244563730639847,0.4713330628163016,0.7790055248618785,-0.2112959322134804,0.7227544620928978,-0.26685985303524873,-0.09450123994080606,0.15950069348127602,1.0,latest72h,0.9219844072870994,-0.9488625745461053
skill_mean_reversion_5__q85,skill_mean_reversion_5,quantml_skill,2,0.85,4962,0.5441883854622892,-0.9945581161453771,0.9949676317584711,0.8166062071745264,-0.02004349286870968,0.8813633564520658,-0.33581663419382257,-0.021992047260717795,0.41242012125184335,1.0,full,0.9219844072870994,-0.9488625745461053
skill_mean_reversion_5__q90,skill_mean_reversion_5,quantml_skill,2,0.9,1533,48.60701622100353,-0.5139298377899646,0.7067089367345731,0.8558382257012394,-0.033524451258314505,0.9081320712699562,-0.2161316488250289,0.002326827057671288,0.510960936212296,1.0,train,1.1994380752642857,-1.2122177790243487
skill_mean_reversion_5__q90,skill_mean_reversion_5,quantml_skill,2,0.9,891,50.30734115111043,-0.4969265884888957,0.6166589127461122,0.8439955106621774,-0.05577178321985365,0.8806166996330739,-0.34414789292555337,-0.007738896990299504,0.466977985323549,1.0,validation,1.1994380752642857,-1.2122177790243487
skill_mean_reversion_5__q90,skill_mean_reversion_5,quantml_skill,2,0.9,856,38.09431075323212,-0.6190568924676787,0.6286457720275875,0.8411214953271028,-0.07231973042846691,0.8186253364724776,-0.22607786030502763,-0.008215400524010708,0.4548032021347565,1.0,test,1.1994380752642857,-1.2122177790243487
skill_mean_reversion_5__q90,skill_mean_reversion_5,quantml_skill,2,0.9,115,91.5657767927917,-0.08434223207208302,0.26371747170935717,0.8347826086956521,-0.0733410713670286,0.8989036471373603,-0.13310846949142008,-0.02107704559555923,0.3841886269070735,1.0,latest72h,1.1994380752642857,-1.2122177790243487
skill_mean_reversion_5__q90,skill_mean_reversion_5,quantml_skill,2,0.9,3280,9.315162751791297,-0.906848372482087,0.9178104603688723,0.848780487804878,-0.02764781623420984,0.892707038890739,-0.34414789292555337,-0.002458048543800828,0.4870555464525643,1.0,full,1.1994380752642857,-1.2122177790243487
skill_mean_reversion_5__q95,skill_mean_reversion_5,quantml_skill,2,0.95,741,113.9739585572987,0.13973958557298705,0.26471538751302814,0.893387314439946,0.01885824366706974,1.0420461193300163,-0.13566792691524532,0.0013371826942325526,0.5135981539475853,1.0,train,1.5366908654994402,-1.5439929732016497
skill_mean_reversion_5__q95,skill_mean_reversion_5,quantml_skill,2,0.95,412,85.54773924882609,-0.14452260751173907,0.33715443323909494,0.8737864077669902,-0.0350783027941115,0.9314891267926985,-0.133321785975405,0.0007110703489091597,0.5046697798532355,1.0,validation,1.5366908654994402,-1.5439929732016497
skill_mean_reversion_5__q95,skill_mean_reversion_5,quantml_skill,2,0.95,406,101.66689696699882,0.01666896966998821,0.32841826845376515,0.8891625615763546,0.004105657554185161,1.0076955001612924,-0.12253385752869461,0.006296043278868568,0.5393595730486991,1.0,test,1.5366908654994402,-1.5439929732016497
skill_mean_reversion_5__q95,skill_mean_reversion_5,quantml_skill,2,0.95,61,93.45945149921407,-0.06540548500785937,0.19095346545762726,0.8524590163934426,-0.10722210657026036,0.8304715661906008,-0.10759148601339474,-0.010925369935401275,0.44382801664355065,1.0,latest72h,1.5366908654994402,-1.5439929732016497
skill_mean_reversion_5__q95,skill_mean_reversion_5,quantml_skill,2,0.95,1559,99.12740517389594,-0.008725948261040672,0.38457599788114927,0.8871071199486851,-0.0005597144490723471,0.9988869549562668,-0.13566792691524532,0.0026788950707261616,0.5208504014419139,1.0,full,1.5366908654994402,-1.5439929732016497
skill_composite_20_5_60__q70,skill_composite_20_5_60,quantml_skill,2,0.7,4967,0.02214960184927339,-0.9997785039815072,0.9998313142252694,0.7185423797060599,-0.020128417636027903,0.8831655542936432,-0.5878601150142466,-0.08505175194120296,0.3458051755398055,1.0,train,0.06837142145015583,-0.06530722320155494
skill_composite_20_5_60__q70,skill_composite_20_5_60,quantml_skill,2,0.7,2956,1.5233110352621175,-0.9847668896473788,0.9911975153831678,0.7182002706359946,-0.03331417082704266,0.9439198805701619,-0.5611247691143837,-0.07807221337164966,0.36107404936624415,1.0,validation,0.06837142145015583,-0.06530722320155494
skill_composite_20_5_60__q70,skill_composite_20_5_60,quantml_skill,2,0.7,2766,1.1628906337690028,-0.98837109366231,0.9903413778111975,0.7169197396963124,-0.0357328667267647,0.8915837938347142,-0.47673482030380676,-0.0915215613767752,0.3305537024683122,1.0,test,0.06837142145015583,-0.06530722320155494
skill_composite_20_5_60__q70,skill_composite_20_5_60,quantml_skill,2,0.7,354,47.00828191269659,-0.5299171808730341,0.6249987655693523,0.6977401129943502,-0.14969411889068798,0.8373234156306656,-0.43707081760844413,-0.14975834617047457,0.15811373092926492,1.0,latest72h,0.06837142145015583,-0.06530722320155494
skill_composite_20_5_60__q70,skill_composite_20_5_60,quantml_skill,2,0.7,10689,3.923678229342615e-06,-0.9999999607632177,0.9999999682930589,0.7180278791280756,-0.009355411738826983,0.8831931862400692,-0.5878601150142466,-0.08405317497363418,0.34659184007864985,1.0,full,0.06837142145015583,-0.06530722320155494
skill_composite_20_5_60__q75,skill_composite_20_5_60,quantml_skill,2,0.75,4135,0.966235351313105,-0.990337646486869,0.9938773593015834,0.7557436517533253,-0.023950124461592923,0.9080320200631121,-0.49261905793024063,-0.03806961325974928,0.41750453271798255,1.0,train,0.14355754082405298,-0.14367246890883603
skill_composite_20_5_60__q75,skill_composite_20_5_60,quantml_skill,2,0.75,2467,3.1504672305681507,-0.9684953276943185,0.974923136847518,0.7458451560599919,-0.039258018958018566,0.8914681633725627,-0.47070101385579655,-0.07137243296560297,0.3617411607738492,1.0,validation,0.14355754082405298,-0.14367246890883603
skill_composite_20_5_60__q75,skill_composite_20_5_60,quantml_skill,2,0.75,2308,5.4992165439142395,-0.9450078345608576,0.9500932157940736,0.7512998266897747,-0.040944880180279836,0.8974260666221344,-0.3852583857077867,-0.0775911434808863,0.34372915276851235,1.0,test,0.14355754082405298,-0.14367246890883603
skill_composite_20_5_60__q75,skill_composite_20_5_60,quantml_skill,2,0.75,298,45.05317491812377,-0.5494682508187623,0.585893275559726,0.7214765100671141,-0.18438531906669917,0.7677705530072616,-0.3423153136759829,-0.114279934766647,0.11095700416088766,1.0,latest72h,0.14355754082405298,-0.14367246890883603
skill_composite_20_5_60__q75,skill_composite_20_5_60,quantml_skill,2,0.75,8910,0.0016740125549267867,-0.9999832598744507,0.9999866402512967,0.7518518518518519,-0.01122315667648091,0.9078977391262758,-0.49261905793024063,-0.05659859626831176,0.3847288218908733,1.0,full,0.14355754082405298,-0.14367246890883603
skill_composite_20_5_60__q80,skill_composite_20_5_60,quantml_skill,2,0.8,3342,3.12509331801675,-0.9687490668198325,0.9838735072502605,0.7854578096947935,-0.02898710553021634,0.8986230257840301,-0.3913507686374823,-0.033926143495244865,0.40852150980715346,1.0,train,0.22091876737694963,-0.2208865038645818
skill_composite_20_5_60__q80,skill_composite_20_5_60,quantml_skill,2,0.8,2000,12.366476286911285,-0.8763352371308871,0.8911560137256919,0.7775,-0.04381676185654437,0.9017353580992166,-0.3744986034033142,-0.03539090133039646,0.41260840560373585,1.0,validation,0.22091876737694963,-0.2208865038645818
skill_composite_20_5_60__q80,skill_composite_20_5_60,quantml_skill,2,0.8,1885,15.191885898937537,-0.8480811410106246,0.8512395598465532,0.7819628647214855,-0.04499104196342825,0.9082231918829061,-0.33109278096949735,-0.04449610044108998,0.3757505003335557,1.0,test,0.22091876737694963,-0.2208865038645818
skill_composite_20_5_60__q80,skill_composite_20_5_60,quantml_skill,2,0.8,258,53.82905417853776,-0.4617094582146224,0.49002877010340123,0.748062015503876,-0.1789571543467532,0.7767399762805908,-0.28181685718692495,-0.1012679253337978,0.13869625520110956,1.0,latest72h,0.22091876737694963,-0.2208865038645818
skill_composite_20_5_60__q80,skill_composite_20_5_60,quantml_skill,2,0.8,7227,0.05871115839231893,-0.9994128884160768,0.9995077346865405,0.7823439878234398,-0.013828876275301983,0.898745640415077,-0.3913507686374823,-0.03698777502234463,0.40193347533999674,1.0,full,0.22091876737694963,-0.2208865038645818
skill_composite_20_5_60__q85,skill_composite_20_5_60,quantml_skill,2,0.85,2509,8.984944902711774,-0.9101505509728822,0.9475954042042934,0.8146671980868873,-0.03627543048915432,0.8886120587119222,-0.33581663419382257,-0.020909813575822056,0.4152793802538322,1.0,train,0.2998896031666352,-0.30861404812714816
skill_composite_20_5_60__q85,skill_composite_20_5_60,quantml_skill,2,0.85,1480,35.57916242569282,-0.6442083757430718,0.744386574175953,0.8108108108108109,-0.04352759295561316,0.9164719676948234,-0.3201199800178255,-0.018932682188943173,0.44629753168779185,1.0,validation,0.2998896031666352,-0.30861404812714816
skill_composite_20_5_60__q85,skill_composite_20_5_60,quantml_skill,2,0.85,1411,15.592607479587592,-0.844073925204124,0.8479988061690333,0.8043940467753367,-0.059820972728853526,0.8646888149574712,-0.2913103735486169,-0.03319714222030873,0.3599066044029353,1.0,test,0.2998896031666352,-0.30861404812714816
skill_composite_20_5_60__q85,skill_composite_20_5_60,quantml_skill,2,0.85,193,62.25701667320996,-0.37742983326790036,0.45950823313385086,0.7772020725388601,-0.19555949910253959,0.7490503171424198,-0.2849094098052123,-0.07919673757680235,0.13314840499306518,1.0,latest72h,0.2998896031666352,-0.30861404812714816
skill_composite_20_5_60__q85,skill_composite_20_5_60,quantml_skill,2,0.85,5400,0.4984595082266469,-0.9950154049177335,0.9958277840581379,0.8109259259259259,-0.018426211202180243,0.8902157890623312,-0.33581663419382257,-0.024012188007864643,0.4102900213009995,1.0,full,0.2998896031666352,-0.30861404812714816
skill_composite_20_5_60__q90,skill_composite_20_5_60,quantml_skill,2,0.9,1667,41.18657083895972,-0.5881342916104029,0.7528376278181493,0.850629874025195,-0.03528100129636474,0.8992999263371625,-0.24785965351544448,-0.004920542172779818,0.48046810614801383,1.0,train,0.4029137738730074,-0.4096785608656803
skill_composite_20_5_60__q90,skill_composite_20_5_60,quantml_skill,2,0.9,969,43.55622421036141,-0.564437757896386,0.6554333699606145,0.8379772961816305,-0.05824951061882207,0.8695907580480733,-0.3249944784898203,-0.008222524798063069,0.4723148765843896,1.0,validation,0.4029137738730074,-0.4096785608656803
skill_composite_20_5_60__q90,skill_composite_20_5_60,quantml_skill,2,0.9,927,32.58130070175595,-0.6741869929824404,0.6905022464141399,0.8360302049622438,-0.0727278309581916,0.8171349762130342,-0.24837802637017992,-0.011132436274176594,0.428285523682455,1.0,test,0.4029137738730074,-0.4096785608656803
skill_composite_20_5_60__q90,skill_composite_20_5_60,quantml_skill,2,0.9,128,87.93939833712227,-0.12060601662877735,0.30461754567124716,0.828125,-0.09422345049123246,0.8706151649628537,-0.19934978486757782,-0.025453550925365165,0.34812760055478503,1.0,latest72h,0.4029137738730074,-0.4096785608656803
skill_composite_20_5_60__q90,skill_composite_20_5_60,quantml_skill,2,0.9,3563,5.844862209330768,-0.9415513779066923,0.9492476599608757,0.8433904013471794,-0.026425803477594417,0.8863475720316633,-0.3249944784898203,-0.0070230259624251,0.4671063411436998,1.0,full,0.4029137738730074,-0.4096785608656803
skill_composite_20_5_60__q95,skill_composite_20_5_60,quantml_skill,2,0.95,808,133.27598421156716,0.33275984211567167,0.25222388851990446,0.8960396039603961,0.04118314877669219,1.0852672523131266,-0.13326974700671523,0.0023645712506970007,0.5271138948409428,1.0,train,0.5254840808327734,-0.5278760887508684
skill_composite_20_5_60__q95,skill_composite_20_5_60,quantml_skill,2,0.95,460,81.50607436569499,-0.1849392563430502,0.404377111690613,0.8717391304347826,-0.040204186161532665,0.9210857615996275,-0.18793217770690307,0.0042121727248036755,0.5330220146764509,1.0,validation,0.5254840808327734,-0.5278760887508684
skill_composite_20_5_60__q95,skill_composite_20_5_60,quantml_skill,2,0.95,443,111.34856546442487,0.11348565464424865,0.26836711599523094,0.8893905191873589,0.025617529265068138,1.048029158209561,-0.12356695685726837,0.006873754871777216,0.5496997998665777,1.0,test,0.5254840808327734,-0.5278760887508684
skill_composite_20_5_60__q95,skill_composite_20_5_60,quantml_skill,2,0.95,66,99.0089712090704,-0.009910287909296045,0.185623276524171,0.8636363636363636,-0.015015587741358414,0.9756723176555392,-0.10759148601339474,-0.010925369935401275,0.4812760055478502,1.0,latest72h,0.5254840808327734,-0.5278760887508684
skill_composite_20_5_60__q95,skill_composite_20_5_60,quantml_skill,2,0.95,1711,120.95574508361106,0.20955745083611066,0.4274667923641498,0.8877849210987726,0.012247659312455651,1.0218456184735771,-0.18793217770690307,0.003796560975222407,0.5370719318368016,1.0,full,0.5254840808327734,-0.5278760887508684
expr_btc_1m__q70,expr_btc_1m,alphaforge_primitive,1,0.7,4501,3.9678708693421174,-0.9603212913065788,0.9786915736393095,0.7031770717618308,-0.021335731866398134,0.9313503408390884,-0.5868397996936054,-0.042741204009761,0.43118509971979563,1.0,train,0.30081999999986136,-0.3032200000000738
expr_btc_1m__q70,expr_btc_1m,alphaforge_primitive,1,0.7,2364,34.163014280770156,-0.6583698571922985,0.7871146360260216,0.7170050761421319,-0.027849824754327217,0.9531032688220812,-0.4921080759351011,-0.013754804002196475,0.47364909939959976,1.0,validation,0.30081999999986136,-0.3032200000000738
expr_btc_1m__q70,expr_btc_1m,alphaforge_primitive,1,0.7,1947,4.225957503473691,-0.9577404249652631,0.9674919970805388,0.7051874678993323,-0.049190571390101044,0.9022182980791887,-0.4291738636487036,-0.06799313734811052,0.2896931287525017,1.0,test,0.30081999999986136,-0.3032200000000738
expr_btc_1m__q70,expr_btc_1m,alphaforge_primitive,1,0.7,249,51.20443681946747,-0.4879556318053253,0.5541388633134294,0.6907630522088354,-0.1959661171908938,0.7626997887849803,-0.4147499721900506,-0.07577703217838527,0.2510402219140083,1.0,latest72h,0.30081999999986136,-0.3032200000000738
expr_btc_1m__q70,expr_btc_1m,alphaforge_primitive,1,0.7,8812,0.057284725709521485,-0.9994271527429048,0.9994818624148545,0.7073309123921925,-0.011341660834576784,0.9319123391871075,-0.5868397996936054,-0.04634002132314663,0.4070948713747337,1.0,full,0.30081999999986136,-0.3032200000000738
expr_btc_1m__q75,expr_btc_1m,alphaforge_primitive,1,0.75,3767,16.28935672151901,-0.8371064327848099,0.9604659294521432,0.7209981417573667,-0.02222209802985972,0.9787145873870264,-0.578876714403495,-0.014547323221397845,0.46382066919400033,1.0,train,0.3995500000000538,-0.39880000000004656
expr_btc_1m__q75,expr_btc_1m,alphaforge_primitive,1,0.75,1912,37.20217096122907,-0.6279782903877094,0.7553083633120189,0.7327405857740585,-0.03284405284454532,0.9427523503892675,-0.4970421128254183,-0.013461335002088404,0.47798532354903267,1.0,validation,0.3995500000000538,-0.39880000000004656
expr_btc_1m__q75,expr_btc_1m,alphaforge_primitive,1,0.75,1501,13.429500755245801,-0.865704992447542,0.9030729129502677,0.7275149900066622,-0.05767521601915686,0.9048558566781084,-0.39244106200909523,-0.03220185413663257,0.37458305537024683,1.0,test,0.3995500000000538,-0.39880000000004656
expr_btc_1m__q75,expr_btc_1m,alphaforge_primitive,1,0.75,186,69.08833468378769,-0.3091166531621231,0.38877587320660867,0.7204301075268817,-0.1661917490118949,0.8059009229394419,-0.3376936449902863,-0.013072640521001433,0.40083217753120665,1.0,latest72h,0.3995500000000538,-0.39880000000004656
expr_btc_1m__q75,expr_btc_1m,alphaforge_primitive,1,0.75,7180,0.8138269851241907,-0.9918617301487581,0.9974636015468432,0.7254874651810584,-0.013814230224913128,0.9761949137642999,-0.578876714403495,-0.021454347154782227,0.4448222185810257,1.0,full,0.3995500000000538,-0.39880000000004656
expr_btc_1m__q80,expr_btc_1m,alphaforge_primitive,1,0.8,3007,22.42910970160882,-0.7757089029839118,0.9621247153436434,0.7352843365480546,-0.02579677096720673,0.975061118601795,-0.5699037641306749,-0.0010318621061052857,0.49785726059007746,1.0,train,0.5134399999999439,-0.5107600000000386
expr_btc_1m__q80,expr_btc_1m,alphaforge_primitive,1,0.8,1497,112.96110315588133,0.12961103155881326,0.5320177125977833,0.7595190380761523,0.008658051540334973,1.0080201912766444,-0.36788015253454853,0.016414926562731802,0.5517011340893929,1.0,validation,0.5134399999999439,-0.5107600000000386
expr_btc_1m__q80,expr_btc_1m,alphaforge_primitive,1,0.8,1093,44.32793599319399,-0.5567206400680601,0.7572985007295038,0.7557182067703568,-0.05093509973175333,0.9457292191935227,-0.3271292121690894,-0.017678087259466735,0.4464643095396931,1.0,test,0.5134399999999439,-0.5107600000000386
expr_btc_1m__q80,expr_btc_1m,alphaforge_primitive,1,0.8,129,73.55228881539801,-0.26447711184601985,0.3602021639033941,0.7364341085271318,-0.2050210169348996,0.7489971215739089,-0.3271292121690894,-0.008376508338382438,0.4868238557558946,1.0,latest72h,0.5134399999999439,-0.5107600000000386
expr_btc_1m__q80,expr_btc_1m,alphaforge_primitive,1,0.8,5597,11.23100110856833,-0.8876899889143167,0.9708657767852716,0.7457566553510809,-0.015860103428878173,0.9762192627988249,-0.5699037641306749,-0.0005297067457469273,0.49803375389152876,1.0,full,0.5134399999999439,-0.5107600000000386
expr_btc_1m__q85,expr_btc_1m,alphaforge_primitive,1,0.85,2248,21.469014588815856,-0.7853098541118414,0.9060728900868148,0.748220640569395,-0.034933712371523165,0.9466172196137888,-0.540526644953243,-0.013653586270520934,0.4466787539146201,1.0,train,0.6581999999999316,-0.674620000000199
expr_btc_1m__q85,expr_btc_1m,alphaforge_primitive,1,0.85,1078,81.54764332557872,-0.18452356674421277,0.46226980714498767,0.7727272727272727,-0.017117213983693303,0.9807143738396856,-0.33249998829622196,0.002578504672925641,0.5090060040026685,1.0,validation,0.6581999999999316,-0.674620000000199
expr_btc_1m__q85,expr_btc_1m,alphaforge_primitive,1,0.85,720,84.60643379854584,-0.15393566201454167,0.4680718111130994,0.7861111111111111,-0.02137995305757581,0.9766361222021323,-0.2287445976536605,-0.002051849505103287,0.4764843228819213,0.9873248832555037,test,0.6581999999999316,-0.674620000000199
expr_btc_1m__q85,expr_btc_1m,alphaforge_primitive,1,0.85,78,79.85071460995611,-0.2014928539004388,0.27641227861221307,0.7564102564102564,-0.2583241716672305,0.7044215167941331,-0.2287445976536605,-0.0009777716514244306,0.4909847434119279,1.0,latest72h,0.6581999999999316,-0.674620000000199
expr_btc_1m__q85,expr_btc_1m,alphaforge_primitive,1,0.85,4046,14.812450619974191,-0.8518754938002581,0.9193874685782415,0.7614928324270884,-0.021054757632235736,0.9524584906792529,-0.540526644953243,-0.0068683839577334815,0.46755693921022445,0.9968867769949206,full,0.6581999999999316,-0.674620000000199
expr_btc_1m__q90,expr_btc_1m,alphaforge_primitive,1,0.9,1468,40.779603910967744,-0.5922039608903226,0.860095642493979,0.7683923705722071,-0.04034086927045778,0.9558827324263552,-0.5465591895628394,0.009778646220466536,0.5285149167628153,0.9953848689632437,train,0.8676000000000932,-0.9009400000000897
expr_btc_1m__q90,expr_btc_1m,alphaforge_primitive,1,0.9,677,108.60606832849611,0.08606068328496108,0.3731124445095716,0.7976366322008862,0.012712065477838102,1.0156787142760966,-0.23553197830606776,0.004313779297362874,0.5391927951967979,1.0,validation,0.8676000000000932,-0.9009400000000897
expr_btc_1m__q90,expr_btc_1m,alphaforge_primitive,1,0.9,431,80.65268280700595,-0.1934731719299405,0.43153616523771793,0.8051044083526682,-0.044889367037109794,0.9501878340749226,-0.1493261041368712,-0.0019059013109452572,0.43012008005336894,0.9399599733155437,test,0.8676000000000932,-0.9009400000000897
expr_btc_1m__q90,expr_btc_1m,alphaforge_primitive,1,0.9,40,90.94844406427259,-0.09051555935727407,0.13617108237147038,0.8,-0.22628889839318478,0.7132142007555304,-0.10416200022724909,-0.010425861422925786,0.42163661581137307,0.9403606102635229,latest72h,0.8676000000000932,-0.9009400000000897
expr_btc_1m__q90,expr_btc_1m,alphaforge_primitive,1,0.9,2576,35.720367091012754,-0.6427963290898724,0.860095642493979,0.78222049689441,-0.024953273644793068,0.963019463096532,-0.5465591895628394,0.0014965074658892519,0.5066770440766836,0.9829592003932492,full,0.8676000000000932,-0.9009400000000897
expr_btc_1m__q95,expr_btc_1m,alphaforge_primitive,1,0.95,705,59.730280061162134,-0.40269719938837867,0.7387244631658584,0.7843971631205674,-0.05712017012601133,0.9330564925104351,-0.42942328468383084,0.002580645161290418,0.5217570463161365,0.9029174221196637,train,1.2644699999997975,-1.2992699999999295
expr_btc_1m__q95,expr_btc_1m,alphaforge_primitive,1,0.95,286,66.5093108259312,-0.3349068917406881,0.4234686338160374,0.7972027972027972,-0.11710031179744283,0.8359683306470467,-0.13620729391189212,0.00039904762659359605,0.5040026684456305,0.9224482988659106,validation,1.2644699999997975,-1.2992699999999295
expr_btc_1m__q95,expr_btc_1m,alphaforge_primitive,1,0.95,146,108.49363998170345,0.08493639981703449,0.15262412734439235,0.863013698630137,0.05817561631303805,1.0983193468617605,-0.09001107307576373,0.003043478260869481,0.5101734489659773,0.7935290193462308,test,1.2644699999997975,-1.2992699999999295
expr_btc_1m__q95,expr_btc_1m,alphaforge_primitive,1,0.95,16,100.63397068430788,0.0063397068430788295,0.04054054054054058,0.875,0.039623167769242684,1.0775200637847884,-0.0366558024691358,0.0,0.39667128987517336,0.7323162274618585,latest72h,1.2644699999997975,-1.2992699999999295
expr_btc_1m__q95,expr_btc_1m,alphaforge_primitive,1,0.95,1137,43.100397827601775,-0.5689960217239822,0.7794288060898144,0.7977132805628848,-0.050043625481440826,0.9249166476280858,-0.42942328468383084,0.002580645161290418,0.5142962477470097,0.8819842700311322,full,1.2644699999997975,-1.2992699999999295
expr_btc_1m_tanh__q70,expr_btc_1m_tanh,alphaforge_unary,1,0.7,4501,3.9678708693421174,-0.9603212913065788,0.9786915736393095,0.7031770717618308,-0.021335731866398134,0.9313503408390884,-0.5868397996936054,-0.042741204009761,0.43118509971979563,1.0,train,0.2920628444172427,-0.29425658080469863
