strategy,trades,ending_bankroll,total_return,max_drawdown,win_rate,profit_factor,worst_144_return,median_144_return,positive_144_rate,active_144_rate,worst_864_return,median_864_return,positive_864_rate,active_864_rate,split,family
v1_active_fill_mix,456,77.27811304515703,-0.22721886954842974,0.7703189129565094,0.6885964912280702,0.9783874967477718,-0.3293474528461784,0.0,0.47980880171419155,0.9534366243612988,-0.5241456673615685,-0.03665355744925336,0.46661994042404065,1.0,train,previous_v1
v1_conservative_mix,366,66.5682593644156,-0.33431740635584406,0.7334462098269378,0.6775956284153005,0.9578550018766078,-0.3084788377841431,0.0,0.48763804186583154,0.9524476677105653,-0.500104660059528,-0.026617747381160628,0.46258980199754685,1.0,train,previous_v1
v1_balanced_mix,377,42.323671981223924,-0.5767632801877607,0.8727123170092412,0.6816976127320955,0.9431571659975155,-0.3732678016280264,0.0,0.4881325201911983,0.9507994066260096,-0.5949716739913757,-0.05503725810055027,0.4191343963553531,1.0,train,previous_v1
v1_adaptive_mix,366,43.881493232927035,-0.5611850676707297,0.8617116620181918,0.6775956284153005,0.9399719333750259,-0.34561719236008437,0.0,0.4778308884127246,0.9524476677105653,-0.5874990102636108,-0.056394565989101975,0.42281408796215175,1.0,train,previous_v1
v1_logit_overlay_mix,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,previous_v1
classic_milddrop_down,581,18.40875691680678,-0.8159124308319322,0.8898741809682325,0.6333907056798623,0.8243663521476867,-0.3138263417933914,-0.010972630263671457,0.4616779297840778,1.0,-0.4803898035962698,-0.15263859441627914,0.2534606623444892,1.0,train,classic_quant
classic_breakout_up,250,61.95484635014977,-0.3804515364985023,0.5872033793840284,0.752,0.8711428001747745,-0.1444582576495953,0.0,0.4648920388989616,0.8941816383715181,-0.30966715675894163,-0.02001795690705055,0.43893464166812685,1.0,train,classic_quant
classic_early_drop_down,814,88.01226342854406,-0.11987736571455943,0.7673483565625919,0.7346437346437347,0.9912078736296639,-0.2381412579678217,-0.00033323718382216594,0.49480797758364925,1.0,-0.39722710321120447,-0.027456632143137205,0.45873488698090065,1.0,train,classic_quant
classic_sharpdrop_reversal_up,694,4.543361483144968,-0.9545663851685503,0.983235331675184,0.22910662824207492,0.8703168449937536,-0.351677084393642,-0.06076665725317598,0.38305587605076646,1.0,-0.6368269890528272,-0.27856085228792316,0.26966882775538814,1.0,train,classic_quant
classic_extremeup_fade_down,664,0.00043782504331668057,-0.9999956217495668,0.9999973721137508,0.10993975903614457,0.7295670419453416,-0.3930423746898021,-0.16662961208391613,0.20108785231580684,0.9989286302950388,-0.9018213798820287,-0.5941866488463846,0.0714911512178027,1.0,train,classic_quant
micro_book_consensus_down,0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,microstructure
micro_book_consensus_up,221,59.073589072862234,-0.4092641092713777,0.6548388611319877,0.6199095022624435,0.8481589573133846,-0.18769384820891877,0.0,0.38371518048458875,0.8242129553321246,-0.291188708687123,-0.052806654742434955,0.3354652181531453,1.0,train,microstructure
game_pm_overshoot_fade_up,563,5.656223000280688,-0.9434377699971931,0.9721091858409714,0.31261101243339257,0.6442951655716481,-0.3086608254329507,-0.03461433218080079,0.37695731003791,0.9934069556617768,-0.573983048100559,-0.18764282874624583,0.2835990888382688,1.0,train,game_theory
game_pm_squeeze_fade_down,550,18.27790467225179,-0.8172209532774821,0.8559346606774634,0.3236363636363636,0.8840174540247927,-0.30932581177955654,-0.023658407547260785,0.3928630295038734,0.9767595187077633,-0.5894422522740852,-0.053527506020196736,0.40336428946907305,1.0,train,game_theory
timeseries_momentum_up,36,82.52666367323022,-0.17473336326769784,0.21175483602808068,0.5833333333333334,0.6956367329112102,-0.11715282141862593,0.0,0.1564199769243448,0.25894181638371516,-0.20491789814741623,0.0,0.39547923602593305,0.654196600665849,train,time_series
timeseries_momentum_down,44,90.77311081783988,-0.09226889182160125,0.28259241736517304,0.6590909090909091,0.826863007061536,-0.07965005128205127,0.0,0.1789187407285314,0.32998186912806987,-0.1170560279848415,0.0,0.4138776940599264,0.8377431224811634,train,time_series
