system,split,normal_edge,boundary_edge,min_depth,event_cap,kelly_shrink,exit_policy,max_trades_per_market,min_entry_gap_seconds,trades,ending_bankroll,total_return,win_rate,profit_factor,max_drawdown,avg_edge,avg_q,avg_entry_price,boundary_trades,markets_traded,multi_trade_markets,avg_trades_per_traded_market,max_trades_in_market,worst_48_return,median_48_return,positive_48_rate,active_48_rate,num_48_windows,worst_144_return,median_144_return,positive_144_rate,active_144_rate,num_144_windows,validation_score,config_search_mode
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,validation,0.02,0.06,50.0,0.01,0.25,settle,1,4,162,209.25122726973441,1.092512272697344,0.6666666666666666,2.2748189316164518,0.040251851343804546,0.07714784009245237,0.5528268524381313,0.465679012345679,0,162,0,1.0,1,-0.03793139616918961,0.17172093082788553,0.7979274611398963,0.844559585492228,193,0.2740219487473594,0.44917456513172405,1.0,1.0,97,1.202044454807812,fixed_selected
