system,split,first_quote_ts,first_quote_cst,market_id,candidate_id,slug,session_et,side,entry_minute,entry_second,trade_number_in_market,entry_price,market_p,q_model,edge,price_bucket,entry_size,stake_fraction,target_cost,event_cap_used_fraction,shares,exit_policy,max_trades_per_market,min_entry_gap_seconds,exit_reason,exit_ts,exit_price,pnl_usd,event_ret,bankroll_after,daily_halted_before,skipped_exit_liquidity_quotes,fold,fold_split
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-16T16:50:01+00:00,2026-05-17T00:50:01+08:00,25911485679_attempt1::btc-updown-5m-1778950200,25911485679_attempt1::btc-updown-5m-1778950200::4::buy_up,btc-updown-5m-1778950200,other,buy_up,0.06666666666666667,4.0,1,0.33,0.325,0.3882481043242587,0.048248104324258696,0.25-0.75,160.0,0.01,0.9942122186777554,0.01,3.0127642990235013,settle,1,4,settle,,,-1.0243398616679904,-0.010303030303030303,98.39688200610755,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-16T16:55:00+00:00,2026-05-17T00:55:00+08:00,25911485679_attempt1::btc-updown-5m-1778950500,25911485679_attempt1::btc-updown-5m-1778950500::268::buy_down,btc-updown-5m-1778950500,other,buy_down,4.466666666666667,268.0,1,0.53,0.525,0.5836641938240109,0.043664193824010884,0.25-0.75,593.01,0.01,0.9839688200610754,0.01,1.856544943511463,settle,1,4,settle,,,-1.00253426949619,-0.010188679245283019,97.39434773661135,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T00:00:02+00:00,2026-05-17T08:00:02+08:00,25957739510_attempt1::btc-updown-5m-1778976000,25957739510_attempt1::btc-updown-5m-1778976000::13::buy_up,btc-updown-5m-1778976000,asia,buy_up,0.21666666666666667,13.0,1,0.73,0.725,0.809603270002307,0.06960327000230705,0.25-0.75,255.26,0.01,0.9739434773661135,0.01,1.334169147076868,settle,1,4,settle,,,0.3468839782399857,0.0035616438356164386,97.74123171485134,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T00:05:01+00:00,2026-05-17T08:05:01+08:00,25957739510_attempt1::btc-updown-5m-1778976300,25957739510_attempt1::btc-updown-5m-1778976300::37::buy_down,btc-updown-5m-1778976300,asia,buy_down,0.6166666666666667,37.0,1,0.52,0.51,0.5728541775383378,0.042854177538337763,0.25-0.75,63.65,0.01,0.9774123171485134,0.01,1.8796390714394489,settle,1,4,settle,,,0.8834303635765409,0.009038461538461539,98.62466207842787,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T00:10:01+00:00,2026-05-17T08:10:01+08:00,25957739510_attempt1::btc-updown-5m-1778976600,25957739510_attempt1::btc-updown-5m-1778976600::4::buy_down,btc-updown-5m-1778976600,asia,buy_down,0.06666666666666667,4.0,1,0.49,0.485,0.5479289676433511,0.04792896764335109,0.25-0.75,223.02,0.01,0.9862466207842787,0.01,2.0127482056822017,settle,1,4,settle,,,1.0063741028411008,0.010204081632653062,99.63103618126898,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T00:15:01+00:00,2026-05-17T08:15:01+08:00,25957739510_attempt1::btc-updown-5m-1778976900,25957739510_attempt1::btc-updown-5m-1778976900::8::buy_up,btc-updown-5m-1778976900,asia,buy_up,0.13333333333333333,8.0,1,0.64,0.635,0.6716036220955278,0.021603622095527804,0.25-0.75,62.7,0.01,0.9963103618126898,0.01,1.5567349403323278,settle,1,4,settle,,,0.5448572291163147,0.00546875,100.1758934103853,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T00:20:02+00:00,2026-05-17T08:20:02+08:00,25957739510_attempt1::btc-updown-5m-1778977200,25957739510_attempt1::btc-updown-5m-1778977200::8::buy_down,btc-updown-5m-1778977200,asia,buy_down,0.13333333333333333,8.0,1,0.47,0.465,0.6313409955250046,0.15134099552500457,0.25-0.75,52.08,0.01,1.001758934103853,0.01,2.1314019874550065,settle,1,4,settle,,,1.1083290334766034,0.011063829787234043,101.2842224438619,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T00:25:01+00:00,2026-05-17T08:25:01+08:00,25957739510_attempt1::btc-updown-5m-1778977500,25957739510_attempt1::btc-updown-5m-1778977500::4::buy_down,btc-updown-5m-1778977500,asia,buy_down,0.06666666666666667,4.0,1,0.48,0.475,0.5955027611370757,0.1055027611370757,0.25-0.75,60.0,0.01,1.012842224438619,0.01,2.1100879675804562,settle,1,4,settle,,,-1.0339431041144236,-0.010208333333333333,100.25027933974748,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T00:30:00+00:00,2026-05-17T08:30:00+08:00,25957739510_attempt1::btc-updown-5m-1778977800,25957739510_attempt1::btc-updown-5m-1778977800::4::buy_down,btc-updown-5m-1778977800,asia,buy_down,0.06666666666666667,4.0,1,0.48,0.475,0.5171642644874157,0.02716426448741572,0.25-0.75,322.29,0.01,1.0025027933974748,0.01,2.0885474862447393,settle,1,4,settle,,,1.065159217984817,0.010625,101.31543855773229,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T00:35:02+00:00,2026-05-17T08:35:02+08:00,25957739510_attempt1::btc-updown-5m-1778978100,25957739510_attempt1::btc-updown-5m-1778978100::4::buy_up,btc-updown-5m-1778978100,asia,buy_up,0.06666666666666667,4.0,1,0.48,0.475,0.5617117347555312,0.07171173475553118,0.25-0.75,964.55,0.01,1.0131543855773228,0.009999999999999998,2.110738303286089,settle,1,4,settle,,,1.0764765346759055,0.010624999999999999,102.3919150924082,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T00:40:00+00:00,2026-05-17T08:40:00+08:00,25957739510_attempt1::btc-updown-5m-1778978400,25957739510_attempt1::btc-updown-5m-1778978400::155::buy_up,btc-updown-5m-1778978400,asia,buy_up,2.5833333333333335,155.0,1,0.13,0.125,0.1614141419432976,0.021414141943297584,0.10-0.25,68.5,0.006153489064165973,0.6300675297801447,0.006153489064165973,4.8466733060011125,settle,1,4,settle,,,-0.6785342628401558,-0.006626834376794125,101.71338082956804,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T00:50:01+00:00,2026-05-17T08:50:01+08:00,25957739510_attempt1::btc-updown-5m-1778979000,25957739510_attempt1::btc-updown-5m-1778979000::33::buy_up,btc-updown-5m-1778979000,asia,buy_up,0.55,33.0,1,0.67,0.665,0.7000075261556336,0.02000752615563351,0.25-0.75,132.77,0.01,1.0171338082956805,0.01,1.5181101616353438,settle,1,4,settle,,,0.48579525172330995,0.004776119402985074,102.19917608129134,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T00:55:02+00:00,2026-05-17T08:55:02+08:00,25957739510_attempt1::btc-updown-5m-1778979300,25957739510_attempt1::btc-updown-5m-1778979300::4::buy_down,btc-updown-5m-1778979300,asia,buy_down,0.06666666666666667,4.0,1,0.6,0.595,0.6496316896787304,0.03963168967873044,0.25-0.75,100.39,0.01,1.0219917608129134,0.01,1.7033196013548557,settle,1,4,settle,,,0.6642946445283937,0.0065,102.86347072581974,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T01:00:02+00:00,2026-05-17T09:00:02+08:00,25957739510_attempt1::btc-updown-5m-1778979600,25957739510_attempt1::btc-updown-5m-1778979600::17::buy_down,btc-updown-5m-1778979600,asia,buy_down,0.2833333333333333,17.0,1,0.33,0.325,0.5242421382709858,0.18424213827098573,0.25-0.75,60.02,0.01,1.0286347072581974,0.01,3.117074870479386,settle,1,4,settle,,,-1.0598054559629912,-0.010303030303030303,101.80366526985675,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T01:10:02+00:00,2026-05-17T09:10:02+08:00,25957739510_attempt1::btc-updown-5m-1778980200,25957739510_attempt1::btc-updown-5m-1778980200::9::buy_up,btc-updown-5m-1778980200,asia,buy_up,0.15,9.0,1,0.56,0.555,0.7163101275479342,0.14631012754793415,0.25-0.75,100.0,0.01,1.0180366526985676,0.01,1.817922594104585,settle,1,4,settle,,,0.7817067154649714,0.007678571428571428,102.58537198532173,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T01:15:01+00:00,2026-05-17T09:15:01+08:00,25957739510_attempt1::btc-updown-5m-1778980500,25957739510_attempt1::btc-updown-5m-1778980500::163::buy_down,btc-updown-5m-1778980500,asia,buy_down,2.716666666666667,163.0,1,0.27,0.265,0.30809588782593444,0.028095887825934425,0.25-0.75,115.11,0.009621879392443296,0.987064076671697,0.009621879392443296,3.655792876561841,settle,1,4,settle,,,2.6321708711245253,0.025658345046515457,105.21754285644626,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T01:25:00+00:00,2026-05-17T09:25:00+08:00,25957739510_attempt1::btc-updown-5m-1778981100,25957739510_attempt1::btc-updown-5m-1778981100::4::buy_down,btc-updown-5m-1778981100,asia,buy_down,0.06666666666666667,4.0,1,0.35,0.32,0.44122015633477135,0.08122015633477138,0.25-0.75,67.0,0.01,1.0521754285644627,0.01,3.0062155101841794,settle,1,4,settle,,,1.923977926517875,0.01828571428571429,107.14152078296414,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T01:30:02+00:00,2026-05-17T09:30:02+08:00,25957739510_attempt1::btc-updown-5m-1778981400,25957739510_attempt1::btc-updown-5m-1778981400::4::buy_down,btc-updown-5m-1778981400,asia,buy_down,0.06666666666666667,4.0,1,0.5,0.495,0.5771165848946715,0.06711658489467155,0.25-0.75,99.35,0.01,1.0714152078296413,0.009999999999999998,2.1428304156592826,settle,1,4,settle,,,-1.092843511986234,-0.010199999999999999,106.0486772709779,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T01:35:02+00:00,2026-05-17T09:35:02+08:00,25957739510_attempt1::btc-updown-5m-1778981700,25957739510_attempt1::btc-updown-5m-1778981700::4::buy_down,btc-updown-5m-1778981700,asia,buy_down,0.06666666666666667,4.0,1,0.5,0.495,0.6340800221754023,0.12408002217540227,0.25-0.75,373.89,0.01,1.060486772709779,0.01,2.120973545419558,settle,1,4,settle,,,1.0392770372555835,0.0098,107.08795430823349,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T01:40:01+00:00,2026-05-17T09:40:01+08:00,25957739510_attempt1::btc-updown-5m-1778982000,25957739510_attempt1::btc-updown-5m-1778982000::4::buy_down,btc-updown-5m-1778982000,asia,buy_down,0.06666666666666667,4.0,1,0.49,0.48,0.8459308390211391,0.3459308390211391,0.25-0.75,63.02,0.01,1.070879543082335,0.01,2.1854684552700716,settle,1,4,settle,,,1.0927342276350358,0.010204081632653062,108.18068853586853,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T01:50:01+00:00,2026-05-17T09:50:01+08:00,25957739510_attempt1::btc-updown-5m-1778982600,25957739510_attempt1::btc-updown-5m-1778982600::4::buy_up,btc-updown-5m-1778982600,asia,buy_up,0.06666666666666667,4.0,1,0.54,0.535,0.5706537083779202,0.02065370837792014,0.25-0.75,170.67,0.01,1.0818068853586853,0.01,2.0033460839975654,settle,1,4,settle,,,0.9015057377989043,0.008333333333333333,109.08219427366743,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T01:55:02+00:00,2026-05-17T09:55:02+08:00,25957739510_attempt1::btc-updown-5m-1778982900,25957739510_attempt1::btc-updown-5m-1778982900::155::buy_up,btc-updown-5m-1778982900,asia,buy_up,2.5833333333333335,155.0,1,0.19,0.185,0.22108469819106963,0.021084698191069624,0.10-0.25,144.66,0.006507622898478279,0.7098657852715743,0.006507622898478278,3.736135711955654,settle,1,4,settle,,,-0.7472271423911309,-0.006850129366819241,108.3349671312763,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T02:00:01+00:00,2026-05-17T10:00:01+08:00,25957739510_attempt1::btc-updown-5m-1778983200,25957739510_attempt1::btc-updown-5m-1778983200::16::buy_up,btc-updown-5m-1778983200,asia,buy_up,0.26666666666666666,16.0,1,0.64,0.635,0.7388184707841049,0.08881847078410489,0.25-0.75,399.89,0.01,1.083349671312763,0.01,1.6927338614261922,settle,1,4,settle,,,0.5924568514991673,0.00546875,108.92742398277547,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T02:10:02+00:00,2026-05-17T10:10:02+08:00,25957739510_attempt1::btc-updown-5m-1778983800,25957739510_attempt1::btc-updown-5m-1778983800::9::buy_up,btc-updown-5m-1778983800,asia,buy_up,0.15,9.0,1,0.51,0.505,0.556643393501891,0.03664339350189095,0.25-0.75,52.76,0.01,1.0892742398277546,0.01,2.1358318427995187,settle,1,4,settle,,,1.025199284543769,0.009411764705882352,109.95262326731924,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T02:15:02+00:00,2026-05-17T10:15:02+08:00,25957739510_attempt1::btc-updown-5m-1778984100,25957739510_attempt1::btc-updown-5m-1778984100::8::buy_down,btc-updown-5m-1778984100,asia,buy_down,0.13333333333333333,8.0,1,0.44,0.435,0.4890299007965082,0.039029900796508206,0.25-0.75,182.22,0.01,1.0995262326731925,0.01,2.4989232560754373,settle,1,4,settle,,,-1.1245154652339469,-0.010227272727272727,108.8281078020853,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T02:20:02+00:00,2026-05-17T10:20:02+08:00,25957739510_attempt1::btc-updown-5m-1778984400,25957739510_attempt1::btc-updown-5m-1778984400::9::buy_down,btc-updown-5m-1778984400,asia,buy_down,0.15,9.0,1,0.37,0.365,0.4031856903523214,0.023185690352321382,0.25-0.75,328.66,0.009200670774730708,1.001291590923889,0.009200670774730708,2.706193488983484,settle,1,4,settle,,,1.6778399631697603,0.015417340217116321,110.50594776525506,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T02:25:02+00:00,2026-05-17T10:25:02+08:00,25957739510_attempt1::btc-updown-5m-1778984700,25957739510_attempt1::btc-updown-5m-1778984700::218::buy_down,btc-updown-5m-1778984700,asia,buy_down,3.6333333333333333,218.0,1,0.12,0.115,0.15740439765604372,0.027404397656043723,0.10-0.25,98.59,0.00778534024319424,0.8603264022491608,0.00778534024319424,7.169386685409673,settle,1,4,settle,,,-0.9320202691032575,-0.00843411859679376,109.5739274961518,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T02:30:01+00:00,2026-05-17T10:30:01+08:00,25957739510_attempt1::btc-updown-5m-1778985000,25957739510_attempt1::btc-updown-5m-1778985000::4::buy_up,btc-updown-5m-1778985000,asia,buy_up,0.06666666666666667,4.0,1,0.51,0.505,0.5853083409536257,0.06530834095362571,0.25-0.75,99.94,0.01,1.095739274961518,0.01,2.148508382277486,settle,1,4,settle,,,-1.117224358784293,-0.01019607843137255,108.4567031373675,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T02:35:01+00:00,2026-05-17T10:35:01+08:00,25957739510_attempt1::btc-updown-5m-1778985300,25957739510_attempt1::btc-updown-5m-1778985300::4::buy_up,btc-updown-5m-1778985300,asia,buy_up,0.06666666666666667,4.0,1,0.42,0.415,0.5208975855404318,0.09089758554043177,0.25-0.75,121.19,0.01,1.084567031373675,0.01,2.5823024556516074,settle,1,4,settle,,,1.4719123997214163,0.013571428571428575,109.92861553708892,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T02:40:00+00:00,2026-05-17T10:40:00+08:00,25957739510_attempt1::btc-updown-5m-1778985600,25957739510_attempt1::btc-updown-5m-1778985600::33::buy_down,btc-updown-5m-1778985600,asia,buy_down,0.55,33.0,1,0.55,0.545,0.5854518928086123,0.02545189280861227,0.25-0.75,59.02,0.01,1.0992861553708893,0.01,1.998702100674344,settle,1,4,settle,,,-1.1192731763776327,-0.010181818181818183,108.80934236071128,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T02:45:01+00:00,2026-05-17T10:45:01+08:00,25957739510_attempt1::btc-updown-5m-1778985900,25957739510_attempt1::btc-updown-5m-1778985900::12::buy_up,btc-updown-5m-1778985900,asia,buy_up,0.2,12.0,1,0.56,0.555,0.5959060654524664,0.025906065452466327,0.25-0.75,74.41,0.01,1.088093423607113,0.01,1.9430239707269872,settle,1,4,settle,,,-1.1075236633143828,-0.01017857142857143,107.7018186973969,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T02:50:00+00:00,2026-05-17T10:50:00+08:00,25957739510_attempt1::btc-updown-5m-1778986200,25957739510_attempt1::btc-updown-5m-1778986200::4::buy_down,btc-updown-5m-1778986200,asia,buy_down,0.06666666666666667,4.0,1,0.5,0.495,0.5702426566407193,0.06024265664071927,0.25-0.75,527.78,0.01,1.077018186973969,0.01,2.154036373947938,settle,1,4,settle,,,-1.0985585507134483,-0.010199999999999999,106.60326014668345,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T02:55:01+00:00,2026-05-17T10:55:01+08:00,25957739510_attempt1::btc-updown-5m-1778986500,25957739510_attempt1::btc-updown-5m-1778986500::16::buy_up,btc-updown-5m-1778986500,asia,buy_up,0.26666666666666666,16.0,1,0.28,0.275,0.3188019363020486,0.028801936302048588,0.25-0.75,202.67,0.01,1.0660326014668347,0.010000000000000002,3.8072592909529805,settle,1,4,settle,,,-1.1041051943763645,-0.010357142857142858,105.4991549523071,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T03:00:00+00:00,2026-05-17T11:00:00+08:00,25957739510_attempt1::btc-updown-5m-1778986800,25957739510_attempt1::btc-updown-5m-1778986800::4::buy_up,btc-updown-5m-1778986800,asia,buy_up,0.06666666666666667,4.0,1,0.32,0.315,0.44641068036769443,0.11641068036769443,0.25-0.75,108.07,0.01,1.054991549523071,0.010000000000000002,3.296848592259597,settle,1,4,settle,,,2.20888855681393,0.0209375,107.70804350912103,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T03:10:00+00:00,2026-05-17T11:10:00+08:00,25957739510_attempt1::btc-updown-5m-1778987400,25957739510_attempt1::btc-updown-5m-1778987400::4::buy_down,btc-updown-5m-1778987400,asia,buy_down,0.06666666666666667,4.0,1,0.46,0.455,0.4992408690954015,0.029240869095401474,0.25-0.75,166.03,0.01,1.0770804350912102,0.01,2.341479206720022,settle,1,4,settle,,,-1.1004952271584105,-0.010217391304347826,106.60754828196262,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T03:15:02+00:00,2026-05-17T11:15:02+08:00,25957739510_attempt1::btc-updown-5m-1778987700,25957739510_attempt1::btc-updown-5m-1778987700::5::buy_up,btc-updown-5m-1778987700,asia,buy_up,0.08333333333333333,5.0,1,0.53,0.525,0.6033251522256938,0.0633251522256938,0.25-0.75,56.54,0.01,1.0660754828196262,0.01,2.01146317513137,settle,1,4,settle,,,0.92527306056043,0.008679245283018866,107.53282134252305,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T03:20:01+00:00,2026-05-17T11:20:01+08:00,25957739510_attempt1::btc-updown-5m-1778988000,25957739510_attempt1::btc-updown-5m-1778988000::5::buy_up,btc-updown-5m-1778988000,asia,buy_up,0.08333333333333333,5.0,1,0.36,0.355,0.39575525110688375,0.025755251106883766,0.25-0.75,54.98,0.01,1.0753282134252304,0.01,2.987022815070085,settle,1,4,settle,,,1.8818243734941535,0.0175,109.4146457160172,False,0,fold_1,test
q_edge_ne0.02_be0.06_d50_cap0.01_mt1_gap4s__settle,test,2026-05-17T03:25:02+00:00,2026-05-17T11:25:02+08:00,25957739510_attempt1::btc-updown-5m-1778988300,25957739510_attempt1::btc-updown-5m-1778988300::5::buy_down,btc-updown-5m-1778988300,asia,buy_down,0.08333333333333333,5.0,1,0.67,0.66,0.7000750831430506,0.020075083143050516,0.25-0.75,632.13,0.01,1.094146457160172,0.01,1.6330544136718985,settle,1,4,settle,,,-1.110477001296891,-0.010149253731343283,108.30416871472032,False,0,fold_1,test
