split,first_quote_cst,market_id,side,signal_entry_second,signal_price,q_model,edge,paper_delay_seconds,max_adverse_slippage,paper_check_ts,paper_price,paper_size,price_slippage,status,fill_cost,fill_ratio,paper_pnl_usd,original_backtest_pnl_usd,exit_reason,paper_bankroll_after
train,2026-05-04T08:40:01+08:00,25247789591_attempt1::btc-updown-5m-1777855200,buy_up,8.0,0.63,0.6860292969297799,0.04602929692977987,4,0.01,2026-05-04T00:40:13+00:00,0.59,12.01,-0.040000000000000036,full_fill,0.9949499152713545,1.023972262417741,0.6745423154382064,0.555232626501112,settle,100.16953384257364
train,2026-05-04T08:45:01+08:00,25247789591_attempt1::btc-updown-5m-1777855500,buy_down,202.0,0.11,0.15348473309983807,0.033484733099838064,4,0.01,2026-05-04T00:48:28+00:00,0.03,71.0,-0.08,full_fill,0.9421769959139817,1.0250569787974206,-1.2562359945519757,-1.002704699687828,settle,98.91329784802167
train,2026-05-04T08:50:01+08:00,25247789591_attempt1::btc-updown-5m-1777855800,buy_down,8.0,0.58,0.722299534927717,0.13229953492771707,4,0.01,2026-05-04T00:50:14+00:00,0.55,288.65,-0.029999999999999916,full_fill,0.9891329784802168,1.0226954123522956,0.7913063827841732,0.6836978862318662,settle,99.70460423080584
train,2026-05-04T08:55:01+08:00,25247789591_attempt1::btc-updown-5m-1777856100,buy_up,9.0,0.63,0.7752460346252297,0.13524603462522966,4,0.01,2026-05-04T00:55:14+00:00,0.56,40.0,-0.06999999999999995,full_fill,0.9970460423080585,1.0236408934731143,0.7655889253436876,0.5565824882899415,settle,100.47019315614953
train,2026-05-04T09:00:00+08:00,25247789591_attempt1::btc-updown-5m-1777856400,buy_down,4.0,0.45,0.711184480808527,0.251184480808527,4,0.01,2026-05-04T01:00:08+00:00,0.43,127.77,-0.020000000000000018,full_fill,1.0047019315614953,1.0256401920931788,1.3084490271498546,1.1755022152683565,settle,101.77864218329938
train,2026-05-04T09:10:01+08:00,25247789591_attempt1::btc-updown-5m-1777857000,buy_down,12.0,0.73,0.7767132201138081,0.03671322011380807,4,0.01,2026-05-04T01:10:17+00:00,0.73,249.86,0.0,full_fill,1.017786421832994,1.026677239810159,0.3624992735295595,0.35308007178243145,settle,102.14114145682895
train,2026-05-04T09:15:01+08:00,25247789591_attempt1::btc-updown-5m-1777857300,buy_up,21.0,0.48,0.5645457706462593,0.07454577064625935,4,0.01,2026-05-04T01:15:26+00:00,0.59,30.28,0.10999999999999999,price_moved,0.0,0.0,0.0,-1.0155974814745716,,102.14114145682895
train,2026-05-04T09:20:01+08:00,25247789591_attempt1::btc-updown-5m-1777857600,buy_up,218.0,0.3,0.33284468057381694,0.02284468057381695,4,0.01,2026-05-04T01:23:43+00:00,0.3,0.25,0.0,partial_fill,0.075,0.0933520026624229,-0.0775,-0.8301910809589539,settle,102.06364145682895
train,2026-05-04T09:25:00+08:00,25247789591_attempt1::btc-updown-5m-1777857900,buy_up,4.0,0.52,0.6856118846440902,0.15561188464409015,4,0.01,2026-05-04T01:25:08+00:00,0.54,150.85,0.020000000000000018,price_moved,0.0,0.0,0.0,0.8825272400368089,,102.06364145682895
train,2026-05-04T09:30:01+08:00,25247789591_attempt1::btc-updown-5m-1777858200,buy_up,13.0,0.8,0.9913305740988484,0.18133057409884834,4,0.01,2026-05-04T01:30:18+00:00,0.8,54.79,0.0,full_fill,1.0206364145682896,1.0359283863939333,0.2424011484599687,0.23399411739624887,settle,102.30604260528891
train,2026-05-04T09:35:02+08:00,25247789591_attempt1::btc-updown-5m-1777858500,buy_down,5.0,0.47,0.7884684185650267,0.3084684185650267,4,0.01,2026-05-04T01:35:11+00:00,0.59,81.8,0.12,price_moved,0.0,0.0,0.0,1.092639854701311,,102.30604260528891
train,2026-05-04T09:40:01+08:00,25247789591_attempt1::btc-updown-5m-1777858800,buy_up,45.0,0.44,0.49849159125716186,0.048491591257161855,4,0.01,2026-05-04T01:40:50+00:00,0.34,86.79,-0.09999999999999998,full_fill,1.023060426052889,1.0245924697078042,-1.0531504385838564,-1.0211980180477638,settle,101.25289216670505
train,2026-05-04T09:45:01+08:00,25247789591_attempt1::btc-updown-5m-1777859100,buy_up,17.0,0.48,0.6771960459449271,0.18719604594492711,4,0.01,2026-05-04T01:45:22+00:00,0.6,97.78,0.12,price_moved,0.0,0.0,0.0,1.0500610453634194,,101.25289216670505
train,2026-05-04T09:50:01+08:00,25247789591_attempt1::btc-updown-5m-1777859400,buy_up,8.0,0.46,0.9113332375276386,0.4413332375276386,4,0.01,2026-05-04T01:50:13+00:00,0.34,36.17,-0.12,full_fill,1.0125289216670506,1.0137521565515883,1.9357170561281845,1.1507836527965523,settle,103.18860922283324
train,2026-05-04T09:55:02+08:00,25247789591_attempt1::btc-updown-5m-1777859700,buy_up,13.0,0.55,0.8266403188267903,0.2666403188267903,4,0.01,2026-05-04T01:55:19+00:00,0.52,21.17,-0.030000000000000027,full_fill,1.0318860922283324,1.0213648135469695,0.9326662756679157,0.8082409564471481,settle,104.12127549850115
train,2026-05-04T10:00:01+08:00,25247789591_attempt1::btc-updown-5m-1777860000,buy_down,4.0,0.4,0.5989317645398342,0.18893176453983418,4,0.01,2026-05-04T02:00:09+00:00,0.41,12.76,0.009999999999999953,full_fill,1.0412127549850114,1.0224170437807059,1.472935116808065,1.502115817557025,settle,105.59421061530921
train,2026-05-04T10:05:02+08:00,25247789591_attempt1::btc-updown-5m-1777860300,buy_up,4.0,0.53,0.7293257999364314,0.1893257999364314,4,0.01,2026-05-04T02:05:11+00:00,0.54,93.35,0.010000000000000009,full_fill,1.055942106153092,1.0218088242424663,0.8799517551275765,0.8969173417311875,settle,106.47416237043679
train,2026-05-04T10:20:00+08:00,25247789591_attempt1::btc-updown-5m-1777861200,buy_down,85.0,0.63,0.6871876816946756,0.04718768169467558,4,0.01,2026-05-04T02:21:29+00:00,0.73,174.38,0.09999999999999998,price_moved,0.0,0.0,0.0,0.595642249552165,,106.47416237043679
train,2026-05-04T10:25:01+08:00,25247789591_attempt1::btc-updown-5m-1777861500,buy_up,19.0,0.32,0.3958075322741499,0.06580753227414989,4,0.01,2026-05-04T02:25:25+00:00,0.34,21.96,0.020000000000000018,price_moved,0.0,0.0,0.0,-1.0810906829371798,,106.47416237043679
train,2026-05-04T10:35:02+08:00,25247789591_attempt1::btc-updown-5m-1777862100,buy_up,10.0,0.54,0.7827626229590664,0.23276262295906636,4,0.01,2026-05-04T02:35:16+00:00,0.58,141.93,0.039999999999999925,price_moved,0.0,0.0,0.0,0.8645995436520323,,106.47416237043679
train,2026-05-04T10:40:01+08:00,25247789591_attempt1::btc-updown-5m-1777862400,buy_up,9.0,0.5,0.9414191910919433,0.43141919109194327,4,0.01,2026-05-04T02:40:15+00:00,0.48,225.92,-0.020000000000000018,full_fill,1.0647416237043679,1.0177564417981269,1.1312879751858909,1.02524213886258,settle,107.60545034562267
train,2026-05-04T10:45:02+08:00,25247789591_attempt1::btc-updown-5m-1777862700,buy_down,4.0,0.5,0.8086549428098905,0.29865494280989047,4,0.01,2026-05-04T02:45:11+00:00,0.56,609.1,0.06000000000000005,price_moved,0.0,0.0,0.0,1.0352895118234335,,107.60545034562267
train,2026-05-04T10:55:01+08:00,25247789591_attempt1::btc-updown-5m-1777863300,buy_up,4.0,0.51,0.7996028098090617,0.2796028098090617,4,0.01,2026-05-04T02:55:10+00:00,0.57,10.02,0.05999999999999994,price_moved,0.0,0.0,0.0,-1.0876878381361297,,107.60545034562267
train,2026-05-04T11:00:00+08:00,25247789591_attempt1::btc-updown-5m-1777863600,buy_down,14.0,0.34,0.5588721989390336,0.20887219893903358,4,0.01,2026-05-04T03:00:19+00:00,0.37,9.36,0.02999999999999997,price_moved,0.0,0.0,0.0,2.018620664305581,,107.60545034562267
train,2026-05-04T11:05:02+08:00,25247789591_attempt1::btc-updown-5m-1777863900,buy_up,10.0,0.63,0.8793515018436495,0.2393515018436495,4,0.01,2026-05-04T03:05:16+00:00,0.66,92.21,0.030000000000000027,price_moved,0.0,0.0,0.0,0.614902910050008,,107.60545034562267
train,2026-05-04T11:25:01+08:00,25247789591_attempt1::btc-updown-5m-1777865100,buy_down,14.0,0.44,0.5189481750936791,0.06894817509367908,4,0.01,2026-05-04T03:25:20+00:00,0.41,35.0,-0.030000000000000027,full_fill,1.0760545034562268,0.9942945369810818,1.5222234439136868,1.3527864021100175,settle,109.12767378953636
train,2026-05-04T11:30:02+08:00,25247789591_attempt1::btc-updown-5m-1777865400,buy_down,28.0,0.71,0.7879575628482249,0.06795756284822498,4,0.01,2026-05-04T03:30:34+00:00,0.7,353.43,-0.010000000000000009,full_fill,1.0912767378953636,0.995911276065604,0.45210036284236504,0.43212951549091827,settle,109.57977415237872
train,2026-05-04T11:35:01+08:00,25247789591_attempt1::btc-updown-5m-1777865700,buy_down,5.0,0.5,0.5689610763962845,0.05896107639628446,4,0.01,2026-05-04T03:35:10+00:00,0.47,132.66,-0.030000000000000027,full_fill,1.0957977415237872,0.9961088775092677,1.2123719693454669,1.0780767152467428,settle,110.79214612172419
train,2026-05-04T11:40:01+08:00,25247789591_attempt1::btc-updown-5m-1777866000,buy_down,10.0,0.49,0.6723277397139812,0.1723277397139812,4,0.01,2026-05-04T03:40:16+00:00,0.49,227.73,0.0,full_fill,1.1079214612172419,0.9973555719742356,-1.1305321032828999,-1.1335296408331537,settle,109.66161401844128
train,2026-05-04T11:45:01+08:00,25247789591_attempt1::btc-updown-5m-1777866300,buy_up,5.0,0.58,0.7221676688226849,0.13216766882268494,4,0.01,2026-05-04T03:45:11+00:00,0.6,224.02,0.020000000000000018,price_moved,0.0,0.0,0.0,0.7772495485505952,,109.66161401844128
train,2026-05-04T11:55:02+08:00,25247789591_attempt1::btc-updown-5m-1777866900,buy_up,5.0,0.47,0.7147063588067644,0.23470635880676438,4,0.01,2026-05-04T03:55:12+00:00,0.5,10.0,0.030000000000000027,price_moved,0.0,0.0,0.0,1.225093720188736,,109.66161401844128
train,2026-05-04T12:00:01+08:00,25247789591_attempt1::btc-updown-5m-1777867200,buy_up,5.0,0.53,0.7263832591295429,0.1863832591295429,4,0.01,2026-05-04T04:00:10+00:00,0.62,222.68,0.08999999999999997,price_moved,0.0,0.0,0.0,0.9716824618414228,,109.66161401844128
train,2026-05-04T12:10:01+08:00,25247789591_attempt1::btc-updown-5m-1777867800,buy_up,60.0,0.47,0.5055763235881973,0.025576323588197288,4,0.01,2026-05-04T04:11:06+00:00,0.46,39.51,-0.009999999999999953,partial_fill,1.0966161401844128,0.971089250634179,-1.1204556214927697,-1.1532909027206468,settle,108.54115839694852
train,2026-05-04T12:15:01+08:00,25247789591_attempt1::btc-updown-5m-1777868100,buy_down,5.0,0.46,0.5467917601427544,0.07679176014275442,4,0.01,2026-05-04T04:15:11+00:00,0.41,74.33,-0.050000000000000044,partial_fill,1.0854115839694851,0.9710847126642987,-1.1118850372370335,-1.1420296020582115,settle,107.42927335971149
train,2026-05-04T12:20:01+08:00,25247789591_attempt1::btc-updown-5m-1777868400,buy_down,10.0,0.53,0.8792240970728026,0.33922409707280254,4,0.01,2026-05-04T04:20:15+00:00,0.45,55.0,-0.08000000000000002,partial_fill,1.0742927335971149,0.9710587023491309,1.289151280316538,0.9601942826008337,settle,108.71842464002802
train,2026-05-04T12:25:02+08:00,25247789591_attempt1::btc-updown-5m-1777868700,buy_up,5.0,0.49,0.6173212033024932,0.1173212033024932,4,0.01,2026-05-04T04:25:11+00:00,0.57,46.15,0.07999999999999996,price_moved,0.0,0.0,0.0,1.138686476216517,,108.71842464002802
train,2026-05-04T12:30:01+08:00,25247789591_attempt1::btc-updown-5m-1777869000,buy_up,5.0,0.58,0.6386987433553935,0.04869874335539349,4,0.01,2026-05-04T04:30:10+00:00,0.59,15.45,0.010000000000000009,partial_fill,1.08718424640028,0.9644146377356434,0.7370740653561222,0.7968842080970417,settle,109.45549870538414
train,2026-05-04T12:45:01+08:00,25247789591_attempt1::btc-updown-5m-1777869900,buy_up,9.0,0.51,0.5666129399128652,0.0466129399128652,4,0.01,2026-05-04T04:45:15+00:00,0.55,161.27,0.040000000000000036,price_moved,0.0,0.0,0.0,-1.1575286192909167,,109.45549870538414
train,2026-05-04T12:50:02+08:00,25247789591_attempt1::btc-updown-5m-1777870200,buy_up,9.0,0.49,0.5865402284365181,0.08654022843651811,4,0.01,2026-05-04T04:50:16+00:00,0.53,124.81,0.040000000000000036,price_moved,0.0,0.0,0.0,-1.1466256809616457,,109.45549870538414
train,2026-05-04T12:55:01+08:00,25247789591_attempt1::btc-updown-5m-1777870500,buy_down,56.0,0.57,0.6057853305606612,0.025785330560661242,4,0.01,2026-05-04T04:56:01+00:00,0.74,39.37,0.17000000000000004,price_moved,0.0,0.0,0.0,-1.1317396633491612,,109.45549870538414
train,2026-05-04T13:05:01+08:00,25247789591_attempt1::btc-updown-5m-1777871100,buy_up,158.0,0.32,0.363793632945667,0.033793632945667014,4,0.01,2026-05-04T05:07:44+00:00,0.27,129.07,-0.04999999999999999,full_fill,1.0945549870538416,0.9942279299386231,-1.1350940606484283,-1.1353129362086583,settle,108.32040464473572
train,2026-05-04T13:10:01+08:00,25247789591_attempt1::btc-updown-5m-1777871400,buy_down,14.0,0.66,0.7031357051826983,0.03313570518269827,4,0.01,2026-05-04T05:10:20+00:00,0.67,102.89,0.010000000000000009,full_fill,1.0832040464473571,0.9941697940739807,0.5173511863629168,0.544778192268609,settle,108.83775583109863
train,2026-05-04T13:15:01+08:00,25247789591_attempt1::btc-updown-5m-1777871700,buy_down,5.0,0.49,0.7178550037151892,0.21785500371518918,4,0.01,2026-05-04T05:15:11+00:00,0.51,130.6,0.020000000000000018,price_moved,0.0,0.0,0.0,1.1173511902652087,,108.83775583109863
train,2026-05-04T13:20:02+08:00,25247789591_attempt1::btc-updown-5m-1777872000,buy_up,5.0,0.52,0.5653286207083458,0.035328620708345755,4,0.01,2026-05-04T05:20:11+00:00,0.52,149.8,0.0,partial_fill,1.0883775583109863,0.983908444005199,0.9837258700118529,0.9998144400584643,settle,109.82148170111049
train,2026-05-04T13:25:01+08:00,25247789591_attempt1::btc-updown-5m-1777872300,buy_down,5.0,0.48,0.5927477828651525,0.10274778286515253,4,0.01,2026-05-04T05:25:10+00:00,0.5,306.98,0.020000000000000018,price_moved,0.0,0.0,0.0,1.1859368116858375,,109.82148170111049
train,2026-05-04T13:30:01+08:00,25247789591_attempt1::btc-updown-5m-1777872600,buy_up,4.0,0.5,0.5870999208038327,0.07709992080383267,4,0.01,2026-05-04T05:30:10+00:00,0.49,168.5,-0.010000000000000009,partial_fill,1.0982148170111048,0.9735643230725531,-1.1206273642970457,-1.1505958946975994,settle,108.70085433681344
train,2026-05-04T13:40:02+08:00,25247789591_attempt1::btc-updown-5m-1777873200,buy_down,5.0,0.38,0.5412550980353908,0.15125509803539083,4,0.01,2026-05-04T05:40:11+00:00,0.43,163.27,0.04999999999999999,price_moved,0.0,0.0,0.0,1.79232324073459,,108.70085433681344
train,2026-05-04T13:50:01+08:00,25247789591_attempt1::btc-updown-5m-1777873800,buy_up,4.0,0.62,0.7157624278082355,0.08576242780823552,4,0.01,2026-05-04T05:50:10+00:00,0.59,27.5,-0.030000000000000027,partial_fill,1.0870085433681345,0.9581790136973071,-1.1054324169845435,-1.152750084732956,settle,107.5954219198289
train,2026-05-04T13:55:02+08:00,25247789591_attempt1::btc-updown-5m-1777874100,buy_up,9.0,0.51,0.5976578153332078,0.07765781533320783,4,0.01,2026-05-04T05:55:16+00:00,0.52,216.78,0.010000000000000009,partial_fill,1.075954219198289,0.9581710748074915,0.9724970827369149,1.0568705538758019,settle,108.56791900256582
train,2026-05-04T14:00:02+08:00,25247789591_attempt1::btc-updown-5m-1777874400,buy_up,83.0,0.23,0.2705907823827421,0.030590782382742078,4,0.01,2026-05-04T06:01:29+00:00,0.24,17.93,0.009999999999999981,partial_fill,1.0783044103748893,0.9578167215993528,-1.1232337608071765,-1.1747416655528262,settle,107.44468524175863
train,2026-05-04T14:05:01+08:00,25274678535_attempt1::btc-updown-5m-1777874700,buy_down,4.0,0.5,0.6209210691255136,0.1109210691255136,4,0.01,2026-05-04T06:05:10+00:00,0.62,113.0,0.12,price_moved,0.0,0.0,0.0,1.099311327328744,,107.44468524175863
train,2026-05-04T14:10:02+08:00,25274678535_attempt1::btc-updown-5m-1777875000,buy_up,4.0,0.47,0.5686666874628193,0.08866668746281937,4,0.01,2026-05-04T06:10:11+00:00,0.44,168.0,-0.02999999999999997,partial_fill,1.0744468524175863,0.9485384590668452,-1.0988660990634405,-1.1568402032165688,settle,106.34581914269519
train,2026-05-04T14:20:00+08:00,25274678535_attempt1::btc-updown-5m-1777875600,buy_down,5.0,0.5,0.5701902479509262,0.06019024795092621,4,0.01,2026-05-04T06:20:09+00:00,0.65,31.82,0.15000000000000002,price_moved,0.0,0.0,0.0,1.0987475443450432,,106.34581914269519
train,2026-05-04T14:25:00+08:00,25274678535_attempt1::btc-updown-5m-1777875900,buy_down,5.0,0.58,0.9444651049740842,0.35446510497408423,4,0.01,2026-05-04T06:25:10+00:00,0.58,54.08,0.0,partial_fill,1.0634581914269519,0.9393192284192321,0.7517549284225006,0.8003188965774914,settle,107.09757407111769
train,2026-05-04T14:30:01+08:00,25274678535_attempt1::btc-updown-5m-1777876200,buy_up,5.0,0.48,0.5360772299296979,0.04607722992969788,4,0.01,2026-05-04T06:30:10+00:00,0.46,229.35,-0.019999999999999962,partial_fill,1.0709757407111768,0.9393192284192321,1.2339503099498343,1.21142172977828,settle,108.33152438106752
train,2026-05-04T14:40:02+08:00,25274678535_attempt1::btc-updown-5m-1777876800,buy_up,4.0,0.53,0.561740533234473,0.02174053323447301,4,0.01,2026-05-04T06:40:11+00:00,0.53,755.06,0.0,partial_fill,1.0833152438106752,0.9401526971223547,0.9402358719866237,1.000088469526837,settle,109.27176025305415
train,2026-05-04T14:45:01+08:00,25274678535_attempt1::btc-updown-5m-1777877100,buy_up,9.0,0.54,0.7604732933949131,0.21047329339491305,4,0.01,2026-05-04T06:45:15+00:00,0.63,222.86,0.08999999999999997,price_moved,0.0,0.0,0.0,0.9685639416830562,,109.27176025305415
train,2026-05-04T14:50:01+08:00,25274678535_attempt1::btc-updown-5m-1777877400,buy_up,10.0,0.5,0.6130402497239038,0.10304024972390381,4,0.01,2026-05-04T06:50:15+00:00,0.65,72.5,0.15000000000000002,price_moved,0.0,0.0,0.0,1.1485231220477683,,109.27176025305415
train,2026-05-04T15:00:01+08:00,25274678535_attempt1::btc-updown-5m-1777878000,buy_up,10.0,0.34,0.4087334236012398,0.058733423601239794,4,0.01,2026-05-04T07:00:15+00:00,0.28,4.13,-0.06,partial_fill,1.0927176025305416,0.9233341653013901,2.770819634988159,2.2624733541971596,settle,112.04257988804231
train,2026-05-04T15:05:01+08:00,25274678535_attempt1::btc-updown-5m-1777878300,buy_up,171.0,0.58,0.6278969565899069,0.03789695658990689,4,0.01,2026-05-04T07:07:57+00:00,0.77,38.0,0.19000000000000006,price_moved,0.0,0.0,0.0,-1.2268666847885845,,112.04257988804231
train,2026-05-04T15:10:01+08:00,25274678535_attempt1::btc-updown-5m-1777878600,buy_down,13.0,0.44,0.4904639725347509,0.040463972534750876,4,0.01,2026-05-04T07:10:19+00:00,0.43,161.0,-0.010000000000000009,partial_fill,1.1204257988804232,0.9385343918121336,-1.1464822128078749,-1.2209355688817676,settle,110.89609767523444
train,2026-05-04T15:20:02+08:00,25274678535_attempt1::btc-updown-5m-1777879200,buy_up,97.0,0.33,0.362250904078841,0.022250904078840957,4,0.01,2026-05-04T07:21:43+00:00,0.33,25.0,0.0,partial_fill,0.9207232955557535,0.9385293800139236,-0.9486240014816855,-1.0107557863213745,settle,109.94747367375275
train,2026-05-04T15:25:01+08:00,25274678535_attempt1::btc-updown-5m-1777879500,buy_up,13.0,0.5,0.5349796692160592,0.024979669216059215,4,0.01,2026-05-04T07:25:19+00:00,0.51,204.86,0.010000000000000009,partial_fill,1.0994747367375275,0.9385293800139234,-1.1210330649088516,-1.1949164888750108,settle,108.8264406088439
train,2026-05-04T15:30:02+08:00,25274678535_attempt1::btc-updown-5m-1777879800,buy_down,152.0,0.25,0.33322179384813566,0.07322179384813567,4,0.01,2026-05-04T07:32:38+00:00,0.65,41.89,0.4,price_moved,0.0,0.0,0.0,3.432231263174429,,108.8264406088439
train,2026-05-04T15:35:01+08:00,25274678535_attempt1::btc-updown-5m-1777880100,buy_down,5.0,0.58,0.6615214471038847,0.07152144710388476,4,0.01,2026-05-04T07:35:11+00:00,0.59,85.94,0.010000000000000009,partial_fill,1.088264406088439,0.9115511834201022,0.7378063770091112,0.8439354476417759,settle,109.564246985853
train,2026-05-04T15:40:02+08:00,25274678535_attempt1::btc-updown-5m-1777880400,buy_up,170.0,0.43,0.465917172236438,0.02591717223643803,4,0.01,2026-05-04T07:42:57+00:00,0.43,5861.14,0.0,partial_fill,1.09564246985853,0.911289318673357,1.4268832165599463,1.5657850776054132,settle,110.99113020241295
train,2026-05-04T15:45:01+08:00,25274678535_attempt1::btc-updown-5m-1777880700,buy_down,107.0,0.31,0.3406983839219961,0.020698383921996084,4,0.01,2026-05-04T07:46:52+00:00,0.39,200.69,0.08000000000000002,price_moved,0.0,0.0,0.0,2.0035794509034743,,110.99113020241295
train,2026-05-04T15:50:01+08:00,25274678535_attempt1::btc-updown-5m-1777881000,buy_down,5.0,0.6,0.7118376374684441,0.10183763746844411,4,0.01,2026-05-04T07:50:10+00:00,0.62,80.5,0.020000000000000018,price_moved,0.0,0.0,0.0,0.8046953858472952,,110.99113020241295
train,2026-05-04T15:55:00+08:00,25274678535_attempt1::btc-updown-5m-1777881300,buy_down,10.0,0.49,0.5683833108279036,0.06838331082790362,4,0.01,2026-05-04T07:55:14+00:00,0.49,102.75,0.0,partial_fill,1.1099113020241296,0.8907510441388126,1.1325625530858465,1.2714692399612284,settle,112.1236927554988
train,2026-05-04T16:00:02+08:00,25274678535_attempt1::btc-updown-5m-1777881600,buy_up,4.0,0.39,0.5530273642486413,0.15302736424864127,4,0.01,2026-05-04T08:00:11+00:00,0.38,32.0,-0.010000000000000009,partial_fill,1.121236927554988,0.8907510441388125,-1.1507431624906457,-1.2910303051914012,settle,110.97294959300815
train,2026-05-04T16:05:02+08:00,25274678535_attempt1::btc-updown-5m-1777881900,buy_down,13.0,0.71,0.8004556154595486,0.08045561545954862,4,0.01,2026-05-04T08:05:20+00:00,0.69,169.64,-0.020000000000000018,partial_fill,1.1097294959300816,0.890744971388307,-1.1258125321029813,-1.2633913465450501,settle,109.84713706090517
train,2026-05-04T16:20:00+08:00,25274678535_attempt1::btc-updown-5m-1777882800,buy_down,9.0,0.48,0.5990538041385057,0.10905380413850575,4,0.01,2026-05-04T08:20:14+00:00,0.56,105.18,0.08000000000000007,price_moved,0.0,0.0,0.0,1.3102859767345176,,109.84713706090517
train,2026-05-04T16:25:02+08:00,25274678535_attempt1::btc-updown-5m-1777883100,buy_up,9.0,0.44,0.4984648378601284,0.0484648378601284,4,0.01,2026-05-04T08:25:16+00:00,0.45,125.92,0.010000000000000009,partial_fill,1.0984713706090516,0.8813766705732522,1.318165644730862,1.5578914885144963,settle,111.16530270563604
train,2026-05-04T16:30:01+08:00,25274678535_attempt1::btc-updown-5m-1777883400,buy_up,4.0,0.63,0.6614753604007233,0.021475360400723294,4,0.01,2026-05-04T08:30:10+00:00,0.51,18.42,-0.12,partial_fill,1.1116530270563605,0.8809414228346977,-1.133450145233936,-1.2819221391204996,settle,110.0318525604021
