split,first_quote_cst,slug,side,entry_second,entry_price,market_p,q_model,raw_logit,calibrated_logit,edge,pnl_usd,exit_reason,dominant_group,market_prior_contrib,btc_contrib,interaction_contrib,liquidity_micro_contrib,market_path_contrib,timing_contrib,boundary_contrib,intercept_contrib
train,2026-05-04T08:25:00+08:00,btc-updown-5m-1777854300,buy_down,4.0,0.69,0.685,0.7237285071857826,0.9532172833102582,0.9630322801365143,0.023728507185782684,-0.9888516681043257,settle,market_prior,0.49245378261829786,0.3987704417297516,0.2487005418538792,-0.016614552652129477,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T08:35:01+08:00,btc-updown-5m-1777854900,buy_down,5.0,0.58,0.575,0.6401260950138441,0.5684473305213907,0.5759114742402023,0.05012609501384414,0.6820397355154048,settle,btc,0.24322602031374418,0.30122174303513405,0.18821796981658248,0.0058745275954707795,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T08:40:01+08:00,btc-updown-5m-1777855200,buy_up,8.0,0.63,0.625,0.6860292969297799,0.7729073088087554,0.7816206544775139,0.04602929692977987,0.555232626501112,settle,btc,0.35274759476482526,0.38170945735198886,0.21811268838028558,-0.009569501448803596,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T08:45:01+08:00,btc-updown-5m-1777855500,buy_down,202.0,0.11,0.1,0.15348473309983807,-1.7011247302708425,-1.7075271332847233,0.033484733099838064,-1.002704699687828,settle,market_prior,-1.0694407797926593,-0.36612299086807165,-0.12134183784733821,0.025873808476767218,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T08:50:01+08:00,btc-updown-5m-1777855800,buy_down,8.0,0.58,0.575,0.722299534927717,0.9461251863424982,0.9558968521392024,0.13229953492771707,0.6836978862318662,settle,btc,0.24322602031374418,0.5721650950241233,0.30877436248552304,-0.007947361241351435,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T08:55:01+08:00,btc-updown-5m-1777856100,buy_up,9.0,0.63,0.625,0.7752460346252297,1.2266882865543278,1.2381741263170256,0.13524603462522966,0.5565824882899415,settle,btc,0.35274759476482526,0.715680486642598,0.3321942328544019,-0.0038410974679568472,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T09:00:00+08:00,btc-updown-5m-1777856400,buy_down,4.0,0.45,0.445,0.711184480808527,0.8917045518053218,0.9011437204387639,0.251184480808527,1.1755022152683565,settle,btc,-0.031529957552086714,0.793613254115374,0.31457976150521016,-0.014865576023634804,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T09:10:01+08:00,btc-updown-5m-1777857000,buy_down,12.0,0.73,0.725,0.7767132201138081,1.2350771487183576,1.2466142424382403,0.03671322011380807,0.35308007178243145,settle,market_prior,0.5935776720325792,0.5126989813207093,0.27811663943265374,0.0207767861719562,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T09:15:01+08:00,btc-updown-5m-1777857300,buy_up,21.0,0.48,0.475,0.5645457706462593,0.2540882858020751,0.2596317703535707,0.07454577064625935,-1.0155974814745716,settle,btc,0.03191609967744088,0.3768416888873526,0.06813688684846719,-0.052713459371644775,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T09:20:01+08:00,btc-updown-5m-1777857600,buy_up,218.0,0.3,0.295,0.33284468057381694,-0.6950911484916436,-0.6953469250478785,0.02284468057381695,-0.8301910809589539,settle,market_prior,-0.3730634325834561,0.009609429945229998,-0.1623401682142685,0.0007959526003917707,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T09:25:00+08:00,btc-updown-5m-1777857900,buy_up,4.0,0.52,0.515,0.6856118846440902,0.7709818613436683,0.7796834429853149,0.15561188464409015,0.8825272400368089,settle,btc,0.11599668535097349,0.5693713353429735,0.23551798044209601,0.02018879044716609,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T09:30:01+08:00,btc-updown-5m-1777858200,buy_up,13.0,0.8,0.795,0.9913305740988484,4.706498826677815,4.739245483098035,0.18133057409884834,0.23399411739624887,settle,btc,0.7962575942323418,3.272267180795318,0.784880040273898,0.023186941615798356,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T09:35:02+08:00,btc-updown-5m-1777858500,buy_down,5.0,0.47,0.465,0.7884684185650267,1.3037613068794593,1.3157180445072794,0.3084684185650267,1.092639854701311,settle,btc,0.010832661965491977,1.0495041250877968,0.43101752960140816,-0.01750007953569696,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T09:40:01+08:00,btc-updown-5m-1777858800,buy_up,45.0,0.44,0.435,0.49849159125716186,-0.009963841984909464,-0.006033653275867508,0.048491591257161855,-1.0211980180477638,settle,btc,-0.052844462835857135,0.2838135472966631,-0.04367545918122554,-0.027164537024949097,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T09:45:01+08:00,btc-updown-5m-1777859100,buy_up,17.0,0.48,0.475,0.6771960459449271,0.7324494679890058,0.7409156258508106,0.18719604594492711,1.0500610453634194,settle,btc,0.03191609967744088,0.6817924546199392,0.15967300136037588,0.029160842570790612,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T09:50:01+08:00,btc-updown-5m-1777859400,buy_up,8.0,0.46,0.455,0.9113332375276386,2.3119072527317712,2.3300235228604698,0.4413332375276386,1.1507836527965523,settle,btc,-0.010310199668486515,1.7193722025722304,0.7725477203879887,0.0003904596795794482,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T09:55:02+08:00,btc-updown-5m-1777859700,buy_up,13.0,0.55,0.545,0.8266403188267903,1.548548828175996,1.5620011594720133,0.2666403188267903,0.8082409564471481,settle,btc,0.17926418087756993,1.0278742936645162,0.5066472481599813,0.004856035713468974,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T10:00:01+08:00,btc-updown-5m-1777860000,buy_down,4.0,0.4,0.375,0.5989317645398342,0.3946140363860304,0.40101609992749593,0.18893176453983418,1.502115817557025,settle,btc,-0.18379361355574203,0.4975833611331284,0.25493457400808167,-0.004017354959896759,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T10:05:02+08:00,btc-updown-5m-1777860300,buy_up,4.0,0.53,0.525,0.7293257999364314,0.9812185836852246,0.9912046618121952,0.1893257999364314,0.8969173417311875,settle,btc,0.1370378815316424,0.7401814550145697,0.24326148563145567,0.030830691747097773,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T10:20:00+08:00,btc-updown-5m-1777861200,buy_down,85.0,0.63,0.625,0.6871876816946756,0.7782580192453145,0.7870040564851422,0.04718768169467558,0.595642249552165,settle,btc,0.35274759476482526,0.38247099706299953,0.1724862649245751,0.040646092732455404,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T10:25:01+08:00,btc-updown-5m-1777861500,buy_up,19.0,0.32,0.315,0.3958075322741499,-0.4243630467600572,-0.42296473885721414,0.06580753227414989,-1.0810906829371798,settle,market_prior,-0.3234998014092145,0.07374989553067497,-0.0009244667781556162,-0.0035957438638213072,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T10:35:02+08:00,btc-updown-5m-1777862100,buy_up,10.0,0.54,0.535,0.7827626229590664,1.270087826767925,1.2818388274228216,0.23276262295906636,0.8645995436520323,settle,btc,0.1581213192435915,0.8783257013785515,0.37027146341368034,0.033462272971642164,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T10:40:01+08:00,btc-updown-5m-1777862400,buy_up,9.0,0.5,0.495,0.9414191910919433,2.756150871322632,2.776981364544005,0.43141919109194327,1.02524213886258,settle,btc,0.07397322828062054,1.9369159724861018,0.8964510878546825,0.018903512940767246,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T10:45:02+08:00,btc-updown-5m-1777862700,buy_down,4.0,0.5,0.495,0.8086549428098905,1.4285746054176098,1.4412939226818908,0.29865494280989047,1.0352895118234335,settle,btc,0.07397322828062054,1.0150464164656496,0.5291523586509271,-0.019504467740046726,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T10:55:01+08:00,btc-updown-5m-1777863300,buy_up,4.0,0.51,0.485,0.7996028098090617,1.3714435087089636,1.3838137685292946,0.2796028098090617,-1.0876878381361297,settle,btc,0.052957295858109765,1.0112028631150274,0.4660422671617127,0.01133401281365416,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T11:00:00+08:00,btc-updown-5m-1777863600,buy_down,14.0,0.34,0.335,0.5588721989390336,0.2311826542128324,0.23658619079071608,0.20887219893903358,2.018620664305581,settle,btc,-0.2756096560174177,0.6127629714655504,0.06814392899394019,-0.004021659989699755,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T11:05:02+08:00,btc-updown-5m-1777863900,buy_up,10.0,0.63,0.625,0.8793515018436495,1.9702743876359667,1.9863033620267978,0.2393515018436495,0.614902910050008,settle,btc,0.35274759476482526,1.312652643865227,0.43245785796307046,0.04250922128238451,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T11:25:01+08:00,btc-updown-5m-1777865100,buy_down,14.0,0.44,0.435,0.5189481750936791,0.07140170160668914,0.07582901447941592,0.06894817509367908,1.3527864021100175,settle,btc,-0.052844462835857135,0.2592102372047535,0.03378676161085028,0.001342095866483202,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T11:30:02+08:00,btc-updown-5m-1777865400,buy_down,28.0,0.71,0.705,0.7879575628482249,1.3007196504415666,1.3126578042703219,0.06795756284822498,0.43212951549091827,settle,btc,0.5420174137925392,0.6181717530530407,0.330603036457898,-0.019979622622371015,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T11:35:01+08:00,btc-updown-5m-1777865700,buy_down,5.0,0.5,0.495,0.5689610763962845,0.27196094647150304,0.27761362873859075,0.05896107639628446,1.0780767152467428,settle,btc,0.07397322828062054,0.2238630590709183,0.14306880378441622,0.0011487855750886473,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T11:40:01+08:00,btc-updown-5m-1777866000,buy_down,10.0,0.49,0.485,0.6723277397139812,0.7104005827354809,0.7187320271404832,0.1723277397139812,-1.1335296408331537,settle,btc,0.052957295858109765,0.5600090878911363,0.24917283441547464,0.018354294810300945,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T11:45:01+08:00,btc-updown-5m-1777866300,buy_up,5.0,0.58,0.575,0.7221676688226849,0.9454718596168609,0.9552395337423029,0.13216766882268494,0.7772495485505952,settle,btc,0.24322602031374418,0.6101796599488246,0.2751938083631095,-0.013034698769276522,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T11:55:02+08:00,btc-updown-5m-1777866900,buy_up,5.0,0.47,0.465,0.7147063588067644,0.908809127990776,0.9183528015258758,0.23470635880676438,1.225093720188736,settle,btc,0.010832661965491977,0.7530357587677037,0.30433491900043996,0.010698718496681097,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T12:00:01+08:00,btc-updown-5m-1777867200,buy_up,5.0,0.53,0.525,0.7263832591295429,0.9664535421734574,0.9763494094004658,0.1863832591295429,0.9716824618414228,settle,btc,0.1370378815316424,0.6726789867165723,0.30123630315797445,0.025593301006808962,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T12:10:01+08:00,btc-updown-5m-1777867800,buy_up,60.0,0.47,0.465,0.5055763235881973,0.01820393208622167,0.02230621921075827,0.025576323588197288,-1.1532909027206468,settle,btc,0.010832661965491977,0.12278105413723855,0.026063848244858565,0.028619297978173332,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T12:15:01+08:00,btc-updown-5m-1777868100,buy_down,5.0,0.46,0.455,0.5467917601427544,0.18260955852094785,0.18771632501032068,0.07679176014275442,-1.1420296020582115,settle,btc,-0.010310199668486515,0.29562665913319364,0.05323421541889041,0.014151813876891035,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T12:20:01+08:00,btc-updown-5m-1777868400,buy_down,10.0,0.53,0.525,0.8792240970728026,1.9690813389980342,1.9851030241447922,0.33922409707280254,0.9601942826008337,settle,btc,0.1370378815316424,1.394698097988582,0.6342794518246546,-0.026841162107304153,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T12:25:02+08:00,btc-updown-5m-1777868700,buy_up,5.0,0.49,0.485,0.6173212033024932,0.4713227552598934,0.478193490871061,0.1173212033024932,1.138686476216517,settle,btc,0.052957295858109765,0.4046337973725083,0.17571328644247491,0.008111305826341219,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T12:30:01+08:00,btc-updown-5m-1777869000,buy_up,5.0,0.58,0.575,0.6386987433553935,0.562294227077912,0.5697207767947864,0.04869874335539349,0.7968842080970417,settle,btc,0.24322602031374418,0.30422987221527786,0.1622056247650101,0.02272564002342054,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T12:45:01+08:00,btc-updown-5m-1777869900,buy_up,9.0,0.51,0.505,0.5666129399128652,0.26245061664170527,0.26804519305028934,0.0466129399128652,-1.1575286192909167,settle,btc,0.0949807529284627,0.2143789370410557,0.10267465050351711,0.020509206408210457,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T12:50:02+08:00,btc-updown-5m-1777870200,buy_up,9.0,0.49,0.485,0.5865402284365181,0.3435907111964076,0.34968103432855907,0.08654022843651811,-1.1466256809616457,settle,btc,0.052957295858109765,0.3338683566830619,0.08979398593043807,0.037064002964338434,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T12:55:01+08:00,btc-updown-5m-1777870500,buy_down,56.0,0.57,0.565,0.6057853305606612,0.4230542496012908,0.4296300760967731,0.025785330560661242,-1.1317396633491612,settle,btc,0.2217984440449403,0.2925843269621993,0.1510541531114313,-0.07228974427773936,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T13:05:01+08:00,btc-updown-5m-1777871100,buy_up,158.0,0.32,0.315,0.363793632945667,-0.5595088220874403,-0.5589362228023923,0.033793632945667014,-1.1353129362086583,settle,market_prior,-0.3234998014092145,0.041635719132428965,-0.1620137679792622,0.05446195840814816,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T13:10:01+08:00,btc-updown-5m-1777871400,buy_down,14.0,0.66,0.655,0.7031357051826983,0.8530716649872538,0.8622747958496394,0.03313570518269827,0.544778192268609,settle,market_prior,0.42115904652909675,0.3766418151657274,0.18489908478496522,0.04046464874700518,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T13:15:01+08:00,btc-updown-5m-1777871700,buy_down,5.0,0.49,0.485,0.7178550037151892,0.924208732483868,0.9338464939481672,0.21785500371518918,1.1173511902652087,settle,btc,0.052957295858109765,0.6904576621399791,0.34320952120311266,0.007677183522207154,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T13:20:02+08:00,btc-updown-5m-1777872000,buy_up,5.0,0.52,0.515,0.5653286207083458,0.2572540692125374,0.26281689594944546,0.035328620708345755,0.9998144400584643,settle,btc,0.11599668535097349,0.21757821789399906,0.08869911658297532,0.005072979624130262,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T13:25:01+08:00,btc-updown-5m-1777872300,buy_down,5.0,0.48,0.475,0.5927477828651525,0.3690901740884711,0.37533629288799075,0.10274778286515253,1.1859368116858375,settle,btc,0.03191609967744088,0.3542204994660746,0.15271112603947778,0.0003353791450186365,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T13:30:01+08:00,btc-updown-5m-1777872600,buy_up,4.0,0.5,0.495,0.5870999208038327,0.345885062405956,0.3519894034795591,0.07709992080383267,-1.1505958946975994,settle,btc,0.07397322828062054,0.31494159252086507,0.09842394369907098,0.02863922814494017,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T13:40:02+08:00,btc-updown-5m-1777873200,buy_down,5.0,0.38,0.375,0.5412550980353908,0.16042518661077845,0.165396411852027,0.15125509803539083,1.79232324073459,settle,btc,-0.18379361355574203,0.36121619784422865,0.14253733942347566,0.010558193138356877,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T13:50:01+08:00,btc-updown-5m-1777873800,buy_up,4.0,0.62,0.615,0.7157624278082355,0.9139627360330295,0.9235378968903406,0.08576242780823552,-1.152750084732956,settle,btc,0.33045584057817046,0.4788831352394684,0.24514258334608446,0.029574107108846937,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T13:55:02+08:00,btc-updown-5m-1777874100,buy_up,9.0,0.51,0.505,0.5976578153332078,0.3893455683713798,0.39571544282345844,0.07765781533320783,1.0568705538758019,settle,btc,0.0949807529284627,0.3137356972693931,0.1195089109800836,0.031213137432981108,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T14:00:02+08:00,btc-updown-5m-1777874400,buy_up,83.0,0.23,0.225,0.2705907823827421,-0.9895722776478008,-0.9916272640241964,0.030590782382742078,-1.1747416655528262,settle,market_prior,-0.5650343920509493,-0.16779766848965072,-0.12096900901659927,0.034321722148939235,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T14:05:01+08:00,btc-updown-5m-1777874700,buy_down,4.0,0.5,0.495,0.6209210691255136,0.4864960856567383,0.49345952671607085,0.1109210691255136,1.099311327328744,settle,btc,0.07397322828062054,0.3929804099893406,0.18517785099645825,0.004457526629859737,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T14:10:02+08:00,btc-updown-5m-1777875000,buy_up,4.0,0.47,0.465,0.5686666874628193,0.2707679444665164,0.2764133377744474,0.08866668746281937,-1.1568402032165688,settle,btc,0.010832661965491977,0.3279090496330817,0.06381326109929994,0.03830590200818352,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T14:20:00+08:00,btc-updown-5m-1777875600,buy_down,5.0,0.5,0.495,0.5701902479509262,0.27694427059208865,0.28262739978703383,0.06019024795092621,1.0987475443450432,settle,btc,0.07397322828062054,0.21372884292932953,0.12170121239747207,0.037633917224207204,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T14:25:00+08:00,btc-updown-5m-1777875900,buy_down,5.0,0.58,0.575,0.9444651049740842,2.81243281582658,2.833607178373432,0.35446510497408423,0.8003188965774914,settle,btc,0.24322602031374418,1.8733307636027117,0.847425342564318,0.018543619585346286,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T14:30:01+08:00,btc-updown-5m-1777876200,buy_up,5.0,0.48,0.475,0.5360772299296979,0.13971544816855846,0.14456014182224833,0.04607722992969788,1.21142172977828,settle,btc,0.03191609967744088,0.266657375462687,0.0028590517169285335,0.008375851551042866,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T14:40:02+08:00,btc-updown-5m-1777876800,buy_up,4.0,0.53,0.525,0.561740533234473,0.24275469479007583,0.2482289337898958,0.02174053323447301,1.000088469526837,settle,btc,0.1370378815316424,0.18305678094156308,0.09682071074124202,-0.004067748184830945,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T14:45:01+08:00,btc-updown-5m-1777877100,buy_up,9.0,0.54,0.535,0.7604732933949131,1.1442936453916606,1.1552760734487142,0.21047329339491305,0.9685639416830562,settle,btc,0.1581213192435915,0.7742914624690054,0.35544428944762546,0.026529504470978696,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T14:50:01+08:00,btc-updown-5m-1777877400,buy_up,10.0,0.5,0.495,0.6130402497239038,0.45334899067437473,0.46010991084901437,0.10304024972390381,1.1485231220477683,settle,btc,0.07397322828062054,0.35974291641807266,0.15683477924448613,0.03289099697073614,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T15:00:01+08:00,btc-updown-5m-1777878000,buy_up,10.0,0.34,0.335,0.4087334236012398,-0.370928587864121,-0.36920380809716885,0.058733423601239794,2.2624733541971596,settle,market_prior,-0.2756096560174177,0.09401413100636821,-0.020175122115770945,0.0009349895022402908,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T15:05:01+08:00,btc-updown-5m-1777878300,buy_up,171.0,0.58,0.575,0.6278969565899069,0.5160611800413287,0.5232052568116936,0.03789695658990689,-1.2268666847885845,settle,btc,0.24322602031374418,0.3182896704632821,0.1600086876727653,-0.03537026816892213,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T15:10:01+08:00,btc-updown-5m-1777878600,buy_down,13.0,0.44,0.435,0.4904639725347509,-0.04188390048457878,-0.03814873575849043,0.040463972534750876,-1.2209355688817676,settle,btc,-0.052844462835857135,0.12415655408756628,0.03431226597868199,0.022584672524570824,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T15:20:02+08:00,btc-updown-5m-1777879200,buy_up,97.0,0.33,0.325,0.362250904078841,-0.5661399471688204,-0.5656078624844849,0.022250904078840957,-1.0107557863213745,settle,market_prior,-0.2993636477025956,-0.010884079043540077,-0.13828562561617536,0.05248633543303132,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T15:25:01+08:00,btc-updown-5m-1777879500,buy_up,13.0,0.5,0.495,0.5349796692160592,0.13532972006535643,0.14014761796104833,0.024979669216059215,-1.1949164888750108,settle,btc,0.07397322828062054,0.14644420501407843,0.044454266857619607,0.0405509501525786,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T15:30:02+08:00,btc-updown-5m-1777879800,buy_down,152.0,0.25,0.245,0.33322179384813566,-0.6934036836991739,-0.6936491502459543,0.07322179384813567,3.432231263174429,settle,market_prior,-0.5065812812578528,0.08645934554158403,-0.13468866407372682,0.031499846330362416,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T15:35:01+08:00,btc-updown-5m-1777880100,buy_down,5.0,0.58,0.575,0.6615214471038847,0.6620456665122446,0.6700816738535166,0.07152144710388476,0.8439354476417759,settle,btc,0.24322602031374418,0.38599869732850955,0.1861139428279132,0.01679993628161842,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T15:40:02+08:00,btc-updown-5m-1777880400,buy_up,170.0,0.43,0.425,0.465917172236438,-0.1396807081955508,-0.1365430587578552,0.02591717223643803,1.5657850776054132,settle,btc,-0.07427203910466089,0.1684759562443391,-0.0450574725464132,-0.018734222549275058,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T15:45:01+08:00,btc-updown-5m-1777880700,buy_down,107.0,0.31,0.305,0.3406983839219961,-0.6601412948243784,-0.6601835360681418,0.020698383921996084,2.0035794509034743,settle,market_prior,-0.3480535595599974,-0.08870778211479843,-0.09606498495410894,0.0427779620440671,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T15:50:01+08:00,btc-updown-5m-1777881000,buy_down,5.0,0.6,0.595,0.7118376374684441,0.8948672759428976,0.9043257680703207,0.10183763746844411,0.8046953858472952,settle,btc,0.28649664736570424,0.49856700777252155,0.27559385354771243,0.0043026974965001095,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T15:55:00+08:00,btc-updown-5m-1777881300,buy_down,10.0,0.49,0.485,0.5683833108279036,0.26961975519687936,0.27525813334083277,0.06838331082790362,1.2714692399612284,settle,btc,0.052957295858109765,0.27034464883541426,0.11014930949596467,0.006261431246931338,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
train,2026-05-04T16:00:02+08:00,btc-updown-5m-1777881600,buy_up,4.0,0.39,0.385,0.5530273642486413,0.20765034861268952,0.2129101083874615,0.15302736424864127,-1.2910303051914012,settle,btc,-0.16150185936908718,0.45949268129111626,0.052731443493517285,0.027021013436683918,0.0,0.0,-0.0009950525542607826,-0.16909787768527995
