slug,market_url,window_text,first_quote_ts,last_quote_ts,close_ts_utc,quote_count,source_files,target_price,final_price_first,final_price_last,mid_up_open,mid_up_last,mid_up_low,mid_up_high,spread_up_median,spread_down_median,overround_median,can_resolve_outcome,outcome_up,price_move_usd,mid_up_range
btc-updown-5m-1777063800,https://polymarket.com/zh/event/btc-updown-5m-1777063800,04:50-04:55,2026-04-24 20:50:03+00:00,2026-04-24 20:54:59+00:00,2026-04-24 20:50:00+00:00,120,part4_chunk7_btc-updown-5m_quotes.csv,,77672.61,77689.69,49.5,98.5,39.5,98.5,1.0,1.0,0.0,False,,,59.0
btc-updown-5m-1777064100,https://polymarket.com/zh/event/btc-updown-5m-1777064100,04:55-05:00,2026-04-24 20:55:02+00:00,2026-04-24 20:59:59+00:00,2026-04-24 20:55:00+00:00,120,part4_chunk7_btc-updown-5m_quotes.csv,77689.69,77689.69,77748.68,49.5,98.5,44.5,98.5,1.0,1.0,0.0,True,1.0,58.98999999999069,54.0
btc-updown-5m-1777064400,https://polymarket.com/zh/event/btc-updown-5m-1777064400,05:00-05:05,2026-04-24 21:00:02+00:00,2026-04-24 21:04:58+00:00,2026-04-24 21:00:00+00:00,119,part4_chunk7_btc-updown-5m_quotes.csv,77748.69,77748.69,77768.94,48.0,57.5,8.5,57.5,1.0,1.0,0.0,True,1.0,20.25,49.0
btc-updown-5m-1777064700,https://polymarket.com/zh/event/btc-updown-5m-1777064700,05:05-05:10,2026-04-24 21:05:01+00:00,2026-04-24 21:09:57+00:00,2026-04-24 21:05:00+00:00,120,part4_chunk7_btc-updown-5m_quotes.csv,77768.94,77768.94,77735.44,41.5,1.5,1.5,53.5,1.0,1.0,0.0,True,0.0,-33.5,52.0
btc-updown-5m-1777065000,https://polymarket.com/zh/event/btc-updown-5m-1777065000,05:10-05:15,2026-04-24 21:10:00+00:00,2026-04-24 21:14:58+00:00,2026-04-24 21:10:00+00:00,122,part4_chunk7_btc-updown-5m_quotes.csv,77735.45,77735.45,77611.36,47.5,1.5,1.5,81.5,1.0,1.0,0.0,True,0.0,-124.08999999999651,80.0
btc-updown-5m-1777065300,https://polymarket.com/zh/event/btc-updown-5m-1777065300,05:15-05:20,2026-04-24 21:15:01+00:00,2026-04-24 21:20:00+00:00,2026-04-24 21:15:00+00:00,120,"part4_chunk7_btc-updown-5m_quotes.csv, part4_chunk8_btc-updown-5m_quotes.csv",77611.37,77611.37,77657.28,52.5,98.5,40.5,98.5,1.0,1.0,0.0,True,1.0,45.91000000000349,58.0
btc-updown-5m-1777065600,https://polymarket.com/zh/event/btc-updown-5m-1777065600,05:20-05:25,2026-04-24 21:20:02+00:00,2026-04-24 21:24:59+00:00,2026-04-24 21:20:00+00:00,120,part4_chunk8_btc-updown-5m_quotes.csv,,77657.28,77667.11,55.5,98.5,14.5,98.5,1.0,1.0,0.0,False,,,84.0
btc-updown-5m-1777065900,https://polymarket.com/zh/event/btc-updown-5m-1777065900,05:25-05:30,2026-04-24 21:25:02+00:00,2026-04-24 21:29:58+00:00,2026-04-24 21:25:00+00:00,120,part4_chunk8_btc-updown-5m_quotes.csv,77667.11,77667.11,77650.73,54.5,1.5,1.5,64.5,1.0,1.0,0.0,True,0.0,-16.380000000004657,63.0
btc-updown-5m-1777066200,https://polymarket.com/zh/event/btc-updown-5m-1777066200,05:30-05:35,2026-04-24 21:30:01+00:00,2026-04-24 21:34:58+00:00,2026-04-24 21:30:00+00:00,121,part4_chunk8_btc-updown-5m_quotes.csv,77650.59,77650.59,77632.14,45.5,1.5,1.5,45.5,1.0,1.0,0.0,True,0.0,-18.44999999999709,44.0
btc-updown-5m-1777066500,https://polymarket.com/zh/event/btc-updown-5m-1777066500,05:35-05:40,2026-04-24 21:35:01+00:00,2026-04-24 21:39:59+00:00,2026-04-24 21:35:00+00:00,121,part4_chunk8_btc-updown-5m_quotes.csv,77632.15,77632.15,77615.17,51.0,1.5,1.5,59.5,1.0,1.0,0.0,True,0.0,-16.979999999995925,58.0
btc-updown-5m-1777066800,https://polymarket.com/zh/event/btc-updown-5m-1777066800,05:40-05:45,2026-04-24 21:40:02+00:00,2026-04-24 21:44:59+00:00,2026-04-24 21:40:00+00:00,121,part4_chunk8_btc-updown-5m_quotes.csv,,77616.23,77577.35,39.0,1.5,1.5,62.5,1.0,1.0,0.0,False,,,61.0
btc-updown-5m-1777067100,https://polymarket.com/zh/event/btc-updown-5m-1777067100,05:45-05:50,2026-04-24 21:45:02+00:00,2026-04-24 21:49:58+00:00,2026-04-24 21:45:00+00:00,119,"part4_chunk8_btc-updown-5m_quotes.csv, part4_chunk9_btc-updown-5m_quotes.csv",77577.34,77577.34,77610.51,52.5,97.5,52.5,97.5,1.0,1.0,0.0,True,1.0,33.169999999998254,45.0
btc-updown-5m-1777067400,https://polymarket.com/zh/event/btc-updown-5m-1777067400,05:50-05:55,2026-04-24 21:50:01+00:00,2026-04-24 21:54:59+00:00,2026-04-24 21:50:00+00:00,120,part4_chunk9_btc-updown-5m_quotes.csv,77611.36,77611.36,77598.29,54.5,2.5,2.5,79.5,1.0,1.0,0.0,True,0.0,-13.070000000006985,77.0
btc-updown-5m-1777067700,https://polymarket.com/zh/event/btc-updown-5m-1777067700,05:55-06:00,2026-04-24 21:55:02+00:00,2026-04-24 21:59:58+00:00,2026-04-24 21:55:00+00:00,120,part4_chunk9_btc-updown-5m_quotes.csv,77598.78,77598.78,77565.44,52.5,1.5,1.5,79.5,1.0,1.0,0.0,True,0.0,-33.33999999999651,78.0
btc-updown-5m-1777068000,https://polymarket.com/zh/event/btc-updown-5m-1777068000,06:00-06:05,2026-04-24 22:00:01+00:00,2026-04-24 22:04:58+00:00,2026-04-24 22:00:00+00:00,119,part4_chunk9_btc-updown-5m_quotes.csv,77565.45,77572.04,77591.68,52.5,98.5,34.0,98.5,1.0,1.0,0.0,True,1.0,26.229999999995925,64.5
btc-updown-5m-1777068300,https://polymarket.com/zh/event/btc-updown-5m-1777068300,06:05-06:10,2026-04-24 22:05:00+00:00,2026-04-24 22:09:59+00:00,2026-04-24 22:05:00+00:00,121,part4_chunk9_btc-updown-5m_quotes.csv,77591.69,77598.23,77573.54,51.5,1.5,1.5,82.5,1.0,1.0,0.0,True,0.0,-18.15000000000873,81.0
btc-updown-5m-1777068600,https://polymarket.com/zh/event/btc-updown-5m-1777068600,06:10-06:15,2026-04-24 22:10:02+00:00,2026-04-24 22:14:58+00:00,2026-04-24 22:10:00+00:00,120,part4_chunk9_btc-updown-5m_quotes.csv,77573.53,77570.01,77635.03,60.5,98.5,57.5,98.5,1.0,1.0,0.0,True,1.0,61.5,41.0
btc-updown-5m-1777068900,https://polymarket.com/zh/event/btc-updown-5m-1777068900,06:15-06:20,2026-04-24 22:15:01+00:00,2026-04-24 22:19:58+00:00,2026-04-24 22:15:00+00:00,120,"part4_chunk10_btc-updown-5m_quotes.csv, part4_chunk9_btc-updown-5m_quotes.csv",77635.03,77635.03,77626.36,61.0,48.5,29.5,85.0,1.0,1.0,0.0,True,0.0,-8.669999999998254,55.5
btc-updown-5m-1777069200,https://polymarket.com/zh/event/btc-updown-5m-1777069200,06:20-06:25,2026-04-24 22:20:01+00:00,2026-04-24 22:24:59+00:00,2026-04-24 22:20:00+00:00,121,part4_chunk10_btc-updown-5m_quotes.csv,77637.56,77637.56,77609.55,51.5,2.5,2.5,72.5,1.0,1.0,0.0,True,0.0,-28.00999999999476,70.0
btc-updown-5m-1777069500,https://polymarket.com/zh/event/btc-updown-5m-1777069500,06:25-06:30,2026-04-24 22:25:01+00:00,2026-04-24 22:29:59+00:00,2026-04-24 22:25:00+00:00,121,part4_chunk10_btc-updown-5m_quotes.csv,77608.37,77608.37,77572.65,50.5,1.5,1.5,51.5,1.0,1.0,0.0,True,0.0,-35.720000000001164,50.0
btc-updown-5m-1777069800,https://polymarket.com/zh/event/btc-updown-5m-1777069800,06:30-06:35,2026-04-24 22:30:01+00:00,2026-04-24 22:34:59+00:00,2026-04-24 22:30:00+00:00,121,part4_chunk10_btc-updown-5m_quotes.csv,77572.65,77572.65,77494.35,52.5,1.5,1.5,52.5,1.0,1.0,0.0,True,0.0,-78.29999999998836,51.0
btc-updown-5m-1777070100,https://polymarket.com/zh/event/btc-updown-5m-1777070100,06:35-06:40,2026-04-24 22:35:02+00:00,2026-04-24 22:39:58+00:00,2026-04-24 22:35:00+00:00,119,part4_chunk10_btc-updown-5m_quotes.csv,77494.36,77494.35,77339.12,54.5,1.5,1.5,81.5,1.0,1.0,0.0,True,0.0,-155.24000000000524,80.0
btc-updown-5m-1777070400,https://polymarket.com/zh/event/btc-updown-5m-1777070400,06:40-06:45,2026-04-24 22:40:01+00:00,2026-04-24 22:44:58+00:00,2026-04-24 22:40:00+00:00,120,part4_chunk10_btc-updown-5m_quotes.csv,77342.4,77342.39,77316.83,62.0,1.5,1.5,78.5,1.0,1.0,0.0,True,0.0,-25.569999999992433,77.0
btc-updown-5m-1777070700,https://polymarket.com/zh/event/btc-updown-5m-1777070700,06:45-06:50,2026-04-24 22:45:01+00:00,2026-04-24 22:49:44+00:00,2026-04-24 22:45:00+00:00,114,part4_chunk10_btc-updown-5m_quotes.csv,77316.83,77329.27,77342.41,54.5,87.5,54.5,93.5,1.0,1.0,0.0,True,1.0,25.580000000001746,39.0
btc-updown-5m-1777071000,https://polymarket.com/zh/event/btc-updown-5m-1777071000,06:50-06:55,2026-04-24 22:50:02+00:00,2026-04-24 22:54:59+00:00,2026-04-24 22:50:00+00:00,120,part5_chunk1_btc-updown-5m_quotes.csv,77353.91,77353.91,77344.84,51.5,1.5,1.5,84.5,1.0,1.0,0.0,True,0.0,-9.070000000006985,83.0
btc-updown-5m-1777071300,https://polymarket.com/zh/event/btc-updown-5m-1777071300,06:55-07:00,2026-04-24 22:55:01+00:00,2026-04-24 22:59:58+00:00,2026-04-24 22:55:00+00:00,120,part5_chunk1_btc-updown-5m_quotes.csv,77344.84,77344.84,77360.78,56.5,98.5,55.5,98.5,1.0,1.0,0.0,True,1.0,15.940000000002328,43.0
btc-updown-5m-1777071600,https://polymarket.com/zh/event/btc-updown-5m-1777071600,07:00-07:05,2026-04-24 23:00:01+00:00,2026-04-24 23:04:59+00:00,2026-04-24 23:00:00+00:00,119,part5_chunk1_btc-updown-5m_quotes.csv,77361.95,77361.95,77387.99,62.5,98.5,55.5,98.5,1.0,1.0,0.0,True,1.0,26.04000000000815,43.0
btc-updown-5m-1777071900,https://polymarket.com/zh/event/btc-updown-5m-1777071900,07:05-07:10,2026-04-24 23:05:02+00:00,2026-04-24 23:10:00+00:00,2026-04-24 23:05:00+00:00,121,part5_chunk1_btc-updown-5m_quotes.csv,77388.0,77388.0,77397.2,53.5,98.5,45.5,98.5,1.0,1.0,0.0,True,1.0,9.19999999999709,53.0
btc-updown-5m-1777072200,https://polymarket.com/zh/event/btc-updown-5m-1777072200,07:10-07:15,2026-04-24 23:10:03+00:00,2026-04-24 23:14:59+00:00,2026-04-24 23:10:00+00:00,118,part5_chunk1_btc-updown-5m_quotes.csv,,77397.2,77410.32,49.5,98.5,38.5,98.5,1.0,1.0,0.0,False,,,60.0
btc-updown-5m-1777072500,https://polymarket.com/zh/event/btc-updown-5m-1777072500,07:15-07:20,2026-04-24 23:15:02+00:00,2026-04-24 23:20:00+00:00,2026-04-24 23:15:00+00:00,121,part5_chunk1_btc-updown-5m_quotes.csv,77406.06,77406.07,77416.09,43.5,87.0,21.5,94.5,1.0,1.0,0.0,True,1.0,10.029999999998836,73.0
btc-updown-5m-1777072800,https://polymarket.com/zh/event/btc-updown-5m-1777072800,07:20-07:25,2026-04-24 23:20:05+00:00,2026-04-24 23:24:53+00:00,2026-04-24 23:20:00+00:00,119,part5_chunk2_btc-updown-5m_quotes.csv,,77416.09,77397.58,37.5,1.5,1.5,39.5,1.0,1.0,0.0,False,,,38.0
btc-updown-5m-1777073100,https://polymarket.com/zh/event/btc-updown-5m-1777073100,07:25-07:30,2026-04-24 23:25:00+00:00,2026-04-24 23:30:00+00:00,2026-04-24 23:25:00+00:00,122,part5_chunk2_btc-updown-5m_quotes.csv,77397.59,77397.59,77432.1,47.5,98.5,26.0,98.5,1.0,1.0,0.0,True,1.0,34.51000000000931,72.5
btc-updown-5m-1777073400,https://polymarket.com/zh/event/btc-updown-5m-1777073400,07:30-07:35,2026-04-24 23:30:07+00:00,2026-04-24 23:35:00+00:00,2026-04-24 23:30:00+00:00,121,part5_chunk2_btc-updown-5m_quotes.csv,,77432.1,77466.02,53.5,98.5,34.5,98.5,1.0,1.0,0.0,False,,,64.0
btc-updown-5m-1777073700,https://polymarket.com/zh/event/btc-updown-5m-1777073700,07:35-07:40,2026-04-24 23:35:03+00:00,2026-04-24 23:39:57+00:00,2026-04-24 23:35:00+00:00,122,part5_chunk2_btc-updown-5m_quotes.csv,,77466.01,77443.1,44.5,8.5,8.5,89.5,1.0,1.0,0.0,False,,,81.0
btc-updown-5m-1777074000,https://polymarket.com/zh/event/btc-updown-5m-1777074000,07:40-07:45,2026-04-24 23:40:00+00:00,2026-04-24 23:44:58+00:00,2026-04-24 23:40:00+00:00,120,part5_chunk2_btc-updown-5m_quotes.csv,77443.1,77443.1,77463.76,54.5,98.5,54.5,98.5,1.0,1.0,0.0,True,1.0,20.65999999998894,44.0
btc-updown-5m-1777074300,https://polymarket.com/zh/event/btc-updown-5m-1777074300,07:45-07:50,2026-04-24 23:45:00+00:00,2026-04-24 23:50:00+00:00,2026-04-24 23:45:00+00:00,121,part5_chunk2_btc-updown-5m_quotes.csv,77463.76,77463.75,77447.38,46.5,1.5,1.5,58.5,1.0,1.0,0.0,True,0.0,-16.379999999990105,57.0
btc-updown-5m-1777074600,https://polymarket.com/zh/event/btc-updown-5m-1777074600,07:50-07:55,2026-04-24 23:50:03+00:00,2026-04-24 23:54:58+00:00,2026-04-24 23:50:00+00:00,120,"part5_chunk2_btc-updown-5m_quotes.csv, part5_chunk3_btc-updown-5m_quotes.csv",,77447.39,77467.93,52.5,98.5,52.5,98.5,1.0,1.0,0.0,False,,,46.0
btc-updown-5m-1777074900,https://polymarket.com/zh/event/btc-updown-5m-1777074900,07:55-08:00,2026-04-24 23:55:01+00:00,2026-04-25 00:00:00+00:00,2026-04-24 23:55:00+00:00,122,part5_chunk3_btc-updown-5m_quotes.csv,77467.94,77467.94,77461.79,50.5,5.0,5.0,82.0,1.0,1.0,0.0,True,0.0,-6.150000000008731,77.0
btc-updown-5m-1777075200,https://polymarket.com/zh/event/btc-updown-5m-1777075200,08:00-08:05,2026-04-25 00:00:03+00:00,2026-04-25 00:04:58+00:00,2026-04-25 00:00:00+00:00,120,part5_chunk3_btc-updown-5m_quotes.csv,,77466.03,77445.58,39.5,6.5,6.5,90.5,1.0,1.0,0.0,False,,,84.0
btc-updown-5m-1777075500,https://polymarket.com/zh/event/btc-updown-5m-1777075500,08:05-08:10,2026-04-25 00:05:01+00:00,2026-04-25 00:09:59+00:00,2026-04-25 00:05:00+00:00,123,part5_chunk3_btc-updown-5m_quotes.csv,77445.58,77445.58,77484.0,35.5,98.5,35.5,98.5,1.0,1.0,0.0,True,1.0,38.419999999998254,63.0
btc-updown-5m-1777075800,https://polymarket.com/zh/event/btc-updown-5m-1777075800,08:10-08:15,2026-04-25 00:10:01+00:00,2026-04-25 00:14:58+00:00,2026-04-25 00:10:00+00:00,123,part5_chunk3_btc-updown-5m_quotes.csv,77483.44,77464.89,77450.63,37.5,1.5,1.5,38.5,1.0,1.0,0.0,True,0.0,-32.80999999999767,37.0
btc-updown-5m-1777076100,https://polymarket.com/zh/event/btc-updown-5m-1777076100,08:15-08:20,2026-04-25 00:15:00+00:00,2026-04-25 00:19:59+00:00,2026-04-25 00:15:00+00:00,122,part5_chunk3_btc-updown-5m_quotes.csv,77450.64,77450.64,77388.31,50.5,1.5,1.5,66.5,1.0,1.0,0.0,True,0.0,-62.330000000001746,65.0
btc-updown-5m-1777076400,https://polymarket.com/zh/event/btc-updown-5m-1777076400,08:20-08:25,2026-04-25 00:20:02+00:00,2026-04-25 00:24:59+00:00,2026-04-25 00:20:00+00:00,122,"part5_chunk3_btc-updown-5m_quotes.csv, part5_chunk4_btc-updown-5m_quotes.csv",77402.19,77402.19,77390.01,61.5,24.0,23.5,91.5,1.0,1.0,0.0,True,0.0,-12.180000000007567,68.0
btc-updown-5m-1777076700,https://polymarket.com/zh/event/btc-updown-5m-1777076700,08:25-08:30,2026-04-25 00:25:02+00:00,2026-04-25 00:30:00+00:00,2026-04-25 00:25:00+00:00,124,part5_chunk4_btc-updown-5m_quotes.csv,77390.01,77390.01,77341.81,52.5,1.5,1.5,63.5,1.0,1.0,0.0,True,0.0,-48.19999999999709,62.0
btc-updown-5m-1777077000,https://polymarket.com/zh/event/btc-updown-5m-1777077000,08:30-08:35,2026-04-25 00:30:03+00:00,2026-04-25 00:34:58+00:00,2026-04-25 00:30:00+00:00,120,part5_chunk4_btc-updown-5m_quotes.csv,,77341.8,77371.93,55.5,98.5,51.5,98.5,1.0,1.0,0.0,False,,,47.0
btc-updown-5m-1777077300,https://polymarket.com/zh/event/btc-updown-5m-1777077300,08:35-08:40,2026-04-25 00:35:00+00:00,2026-04-25 00:39:58+00:00,2026-04-25 00:35:00+00:00,122,part5_chunk4_btc-updown-5m_quotes.csv,77371.93,77371.92,77418.55,45.5,98.5,34.5,98.5,1.0,1.0,0.0,True,1.0,46.620000000009895,64.0
btc-updown-5m-1777077600,https://polymarket.com/zh/event/btc-updown-5m-1777077600,08:40-08:45,2026-04-25 00:40:01+00:00,2026-04-25 00:44:59+00:00,2026-04-25 00:40:00+00:00,122,part5_chunk4_btc-updown-5m_quotes.csv,77418.55,77418.55,77392.26,51.5,9.5,9.5,94.5,1.0,1.0,0.0,True,0.0,-26.29000000000815,85.0
btc-updown-5m-1777077900,https://polymarket.com/zh/event/btc-updown-5m-1777077900,08:45-08:50,2026-04-25 00:45:02+00:00,2026-04-25 00:50:00+00:00,2026-04-25 00:45:00+00:00,121,part5_chunk4_btc-updown-5m_quotes.csv,77392.26,77392.26,77436.01,73.5,98.5,63.5,98.5,1.0,1.0,0.0,True,1.0,43.75,35.0
btc-updown-5m-1777078200,https://polymarket.com/zh/event/btc-updown-5m-1777078200,08:50-08:55,2026-04-25 00:50:02+00:00,2026-04-25 00:54:59+00:00,2026-04-25 00:50:00+00:00,120,"part5_chunk4_btc-updown-5m_quotes.csv, part5_chunk5_btc-updown-5m_quotes.csv",,77441.54,77440.22,62.5,94.5,57.5,94.5,1.0,1.0,0.0,False,,,37.0
btc-updown-5m-1777078500,https://polymarket.com/zh/event/btc-updown-5m-1777078500,08:55-09:00,2026-04-25 00:55:02+00:00,2026-04-25 00:59:59+00:00,2026-04-25 00:55:00+00:00,121,part5_chunk5_btc-updown-5m_quotes.csv,77440.23,77440.23,77483.43,61.5,98.5,60.5,98.5,1.0,1.0,0.0,True,1.0,43.19999999999709,38.0
btc-updown-5m-1777078800,https://polymarket.com/zh/event/btc-updown-5m-1777078800,09:00-09:05,2026-04-25 01:00:02+00:00,2026-04-25 01:04:59+00:00,2026-04-25 01:00:00+00:00,116,part5_chunk5_btc-updown-5m_quotes.csv,77498.01,77498.01,77477.44,54.5,5.5,5.5,91.5,1.0,1.0,0.0,True,0.0,-20.569999999992433,86.0
btc-updown-5m-1777079100,https://polymarket.com/zh/event/btc-updown-5m-1777079100,09:05-09:10,2026-04-25 01:05:02+00:00,2026-04-25 01:09:58+00:00,2026-04-25 01:05:00+00:00,115,part5_chunk5_btc-updown-5m_quotes.csv,77477.35,77477.35,77476.88,48.5,65.5,25.5,65.5,1.0,1.0,0.0,True,0.0,-0.47000000000116415,40.0
btc-updown-5m-1777079400,https://polymarket.com/zh/event/btc-updown-5m-1777079400,09:10-09:15,2026-04-25 01:10:01+00:00,2026-04-25 01:14:58+00:00,2026-04-25 01:10:00+00:00,114,part5_chunk5_btc-updown-5m_quotes.csv,77476.88,77476.88,77532.01,49.5,98.5,49.5,98.5,1.0,1.0,0.0,True,1.0,55.129999999990105,49.0
btc-updown-5m-1777079700,https://polymarket.com/zh/event/btc-updown-5m-1777079700,09:15-09:20,2026-04-25 01:15:03+00:00,2026-04-25 01:19:58+00:00,2026-04-25 01:15:00+00:00,112,part5_chunk5_btc-updown-5m_quotes.csv,,77532.01,77544.65,45.5,97.0,38.0,97.0,1.0,1.0,0.0,False,,,59.0
btc-updown-5m-1777080000,https://polymarket.com/zh/event/btc-updown-5m-1777080000,09:20-09:25,2026-04-25 01:20:02+00:00,2026-04-25 01:24:58+00:00,2026-04-25 01:20:00+00:00,118,"part5_chunk5_btc-updown-5m_quotes.csv, part5_chunk6_btc-updown-5m_quotes.csv",77544.64,77544.64,77515.12,42.5,3.5,2.5,50.5,1.0,1.0,0.0,True,0.0,-29.520000000004075,48.0
btc-updown-5m-1777080300,https://polymarket.com/zh/event/btc-updown-5m-1777080300,09:25-09:30,2026-04-25 01:25:01+00:00,2026-04-25 01:29:59+00:00,2026-04-25 01:25:00+00:00,122,part5_chunk6_btc-updown-5m_quotes.csv,77515.12,77515.12,77509.68,48.5,1.5,1.5,58.5,1.0,1.0,0.0,True,0.0,-5.440000000002328,57.0
btc-updown-5m-1777080600,https://polymarket.com/zh/event/btc-updown-5m-1777080600,09:30-09:35,2026-04-25 01:30:02+00:00,2026-04-25 01:34:58+00:00,2026-04-25 01:30:00+00:00,121,part5_chunk6_btc-updown-5m_quotes.csv,77509.67,77509.67,77568.36,47.5,98.5,44.5,98.5,1.0,1.0,0.0,True,1.0,58.69000000000233,54.0
btc-updown-5m-1777080900,https://polymarket.com/zh/event/btc-updown-5m-1777080900,09:35-09:40,2026-04-25 01:35:00+00:00,2026-04-25 01:39:59+00:00,2026-04-25 01:35:00+00:00,119,part5_chunk6_btc-updown-5m_quotes.csv,77568.36,77568.36,77568.06,46.5,70.0,3.5,70.0,1.0,1.0,0.0,True,0.0,-0.3000000000029104,66.5
btc-updown-5m-1777081200,https://polymarket.com/zh/event/btc-updown-5m-1777081200,09:40-09:45,2026-04-25 01:40:01+00:00,2026-04-25 01:44:59+00:00,2026-04-25 01:40:00+00:00,121,part5_chunk6_btc-updown-5m_quotes.csv,77568.06,77568.06,77582.75,47.5,96.5,34.5,96.5,1.0,1.0,0.0,True,1.0,14.690000000002328,62.0
btc-updown-5m-1777081500,https://polymarket.com/zh/event/btc-updown-5m-1777081500,09:45-09:50,2026-04-25 01:45:02+00:00,2026-04-25 01:49:58+00:00,2026-04-25 01:45:00+00:00,120,part5_chunk6_btc-updown-5m_quotes.csv,77582.75,77582.75,77611.83,63.5,98.5,52.5,98.5,1.0,1.0,0.0,True,1.0,29.080000000001746,46.0
btc-updown-5m-1777081800,https://polymarket.com/zh/event/btc-updown-5m-1777081800,09:50-09:55,2026-04-25 01:50:01+00:00,2026-04-25 01:54:59+00:00,2026-04-25 01:50:00+00:00,121,"part5_chunk6_btc-updown-5m_quotes.csv, part5_chunk7_btc-updown-5m_quotes.csv",77611.82,77611.82,77583.0,41.5,1.5,1.5,54.5,1.0,1.0,0.0,True,0.0,-28.820000000006985,53.0
btc-updown-5m-1777082100,https://polymarket.com/zh/event/btc-updown-5m-1777082100,09:55-10:00,2026-04-25 01:55:02+00:00,2026-04-25 01:59:59+00:00,2026-04-25 01:55:00+00:00,121,part5_chunk7_btc-updown-5m_quotes.csv,,77584.61,77559.96,48.5,11.5,11.5,49.5,1.0,1.0,0.0,False,,,38.0
btc-updown-5m-1777082400,https://polymarket.com/zh/event/btc-updown-5m-1777082400,10:00-10:05,2026-04-25 02:00:02+00:00,2026-04-25 02:04:58+00:00,2026-04-25 02:00:00+00:00,122,part5_chunk7_btc-updown-5m_quotes.csv,,77564.82,77526.08,50.5,1.5,1.5,90.5,1.0,1.0,0.0,False,,,89.0
btc-updown-5m-1777082700,https://polymarket.com/zh/event/btc-updown-5m-1777082700,10:05-10:10,2026-04-25 02:05:01+00:00,2026-04-25 02:09:58+00:00,2026-04-25 02:05:00+00:00,122,part5_chunk7_btc-updown-5m_quotes.csv,77532.63,77532.63,77586.03,56.5,98.5,49.5,98.5,1.0,1.0,0.0,True,1.0,53.39999999999418,49.0
btc-updown-5m-1777083000,https://polymarket.com/zh/event/btc-updown-5m-1777083000,10:10-10:15,2026-04-25 02:10:00+00:00,2026-04-25 02:14:57+00:00,2026-04-25 02:10:00+00:00,123,part5_chunk7_btc-updown-5m_quotes.csv,77586.02,77580.67,77563.93,47.5,4.5,4.5,96.5,1.0,1.0,0.0,True,0.0,-22.09000000001106,92.0
btc-updown-5m-1777083300,https://polymarket.com/zh/event/btc-updown-5m-1777083300,10:15-10:20,2026-04-25 02:15:00+00:00,2026-04-25 02:19:58+00:00,2026-04-25 02:15:00+00:00,121,part5_chunk7_btc-updown-5m_quotes.csv,77566.97,77566.97,77593.21,64.5,98.5,60.5,98.5,1.0,1.0,0.0,True,1.0,26.24000000000524,38.0
btc-updown-5m-1777083600,https://polymarket.com/zh/event/btc-updown-5m-1777083600,10:20-10:25,2026-04-25 02:20:01+00:00,2026-04-25 02:24:58+00:00,2026-04-25 02:20:00+00:00,121,"part5_chunk7_btc-updown-5m_quotes.csv, part5_chunk8_btc-updown-5m_quotes.csv",77593.21,77593.21,77614.29,65.5,98.5,55.5,98.5,1.0,1.0,0.0,True,1.0,21.079999999987194,43.0
btc-updown-5m-1777083900,https://polymarket.com/zh/event/btc-updown-5m-1777083900,10:25-10:30,2026-04-25 02:25:01+00:00,2026-04-25 02:29:58+00:00,2026-04-25 02:25:00+00:00,123,part5_chunk8_btc-updown-5m_quotes.csv,77614.29,77614.29,77658.49,61.5,98.5,48.5,98.5,1.0,1.0,0.0,True,1.0,44.20000000001164,50.0
btc-updown-5m-1777084200,https://polymarket.com/zh/event/btc-updown-5m-1777084200,10:30-10:35,2026-04-25 02:30:01+00:00,2026-04-25 02:34:58+00:00,2026-04-25 02:30:00+00:00,121,part5_chunk8_btc-updown-5m_quotes.csv,77658.49,77658.49,77650.73,39.5,6.5,6.5,83.0,1.0,1.0,0.0,True,0.0,-7.760000000009313,76.5
btc-updown-5m-1777084500,https://polymarket.com/zh/event/btc-updown-5m-1777084500,10:35-10:40,2026-04-25 02:35:00+00:00,2026-04-25 02:39:59+00:00,2026-04-25 02:35:00+00:00,125,part5_chunk8_btc-updown-5m_quotes.csv,77650.72,77650.72,77653.83,46.5,3.5,3.5,52.5,1.0,1.0,0.0,True,1.0,3.110000000000582,49.0
btc-updown-5m-1777084800,https://polymarket.com/zh/event/btc-updown-5m-1777084800,10:40-10:45,2026-04-25 02:40:07+00:00,2026-04-25 02:44:58+00:00,2026-04-25 02:40:00+00:00,121,part5_chunk8_btc-updown-5m_quotes.csv,,77653.82,77650.71,47.5,3.5,3.5,47.5,1.0,1.0,0.0,False,,,44.0
btc-updown-5m-1777085100,https://polymarket.com/zh/event/btc-updown-5m-1777085100,10:45-10:50,2026-04-25 02:45:01+00:00,2026-04-25 02:49:58+00:00,2026-04-25 02:45:00+00:00,122,part5_chunk8_btc-updown-5m_quotes.csv,77650.71,77650.72,77650.68,48.0,6.5,6.5,68.5,1.0,1.0,0.0,True,0.0,-0.030000000013387762,62.0
btc-updown-5m-1777085400,https://polymarket.com/zh/event/btc-updown-5m-1777085400,10:50-10:55,2026-04-25 02:50:00+00:00,2026-04-25 02:54:59+00:00,2026-04-25 02:50:00+00:00,123,"part5_chunk8_btc-updown-5m_quotes.csv, part5_chunk9_btc-updown-5m_quotes.csv",77650.68,77650.68,77656.19,48.5,96.5,45.5,96.5,1.0,1.0,0.0,True,1.0,5.510000000009313,51.0
