strategy,entry_name,family,prior_label,mode,exit_policy,exit_mode,trades,ending_bankroll,total_return,win_rate,profit_factor,max_drawdown,avg_cost,first_trade_ts,last_trade_ts,take_profit_exits,stop_exits,trail_exits,settle_exits,worst_48_return,median_48_return,positive_48_rate,active_48_rate,num_48_windows,worst_144_return,median_144_return,positive_144_rate,active_144_rate,num_144_windows,worst_864_return,median_864_return,positive_864_rate,active_864_rate,num_864_windows,research_score
v1_balanced_mix__tp12_sl06_buf5s,v1_balanced_mix,previous_v1_mix,prior_mixed_candidate,full_refresh,tp12_sl06_buf5s,intraday,117,62.31281192501756,-0.37687188074982436,0.4188034188034188,0.6251330760501733,0.463987345580595,6.296877664221954,2026-05-04T02:05:02+00:00,2026-06-02T12:55:02+00:00,43,68,0,6,-0.11323254390390391,0.0,0.2234937731403568,0.5595759003702457,5942,-0.14454137620334817,-0.00927536231884063,0.30619226821758466,0.8622990078686281,5846,-0.2854971489689796,-0.05977277559044658,0.369879047990636,1.0,5126,0.43943216099591403
v1_balanced_mix__trail08_gap03_buf5s,v1_balanced_mix,previous_v1_mix,prior_mixed_candidate,full_refresh,trail08_gap03_buf5s,intraday,116,59.16633356093448,-0.4083366643906552,0.3879310344827586,0.5177659983868247,0.4481343764177029,6.432905727054447,2026-05-04T02:05:02+00:00,2026-06-02T12:45:01+00:00,0,64,40,12,-0.09422630763618789,0.0,0.18108381016492764,0.5624368899360485,5942,-0.10932541186513012,-0.009859154929577452,0.25880944235374614,0.8607594936708861,5846,-0.22422342730602762,-0.08936185689762488,0.29145532579008976,1.0,5126,0.4208446939321037
v1_balanced_mix__settle,v1_balanced_mix,previous_v1_mix,prior_mixed_candidate,full_refresh,settle,settle,116,51.734953067544424,-0.4826504693245558,0.6551724137931034,0.8137909306626677,0.6151938625952716,6.205296618317471,2026-05-04T02:05:02+00:00,2026-06-02T12:55:02+00:00,0,0,0,116,-0.22476392396726042,0.0,0.29485021878155504,0.5479636486031639,5942,-0.33349589193183804,0.0,0.3994184057475197,0.8265480670543962,5846,-0.5414783234025489,-0.015787374989234215,0.4744440109246976,1.0,5126,0.38341696261503805
v1_adaptive_mix__tp06_sl03_buf3s,v1_adaptive_mix,previous_v1_mix,prior_mixed_candidate,full_refresh,tp06_sl03_buf3s,intraday,115,72.71646351318199,-0.27283536486818005,0.4,0.6169819513001409,0.3092125916435301,7.477273562285709,2026-05-04T02:05:02+00:00,2026-06-02T12:45:01+00:00,45,69,0,1,-0.05148227651515336,0.0,0.22231571861326152,0.5861662739818243,5942,-0.09020518938976974,-0.008872200379082984,0.2841258980499487,0.9180636332535067,5846,-0.1840181284433594,-0.028731899187599774,0.1982052282481467,1.0,5126,0.5573532668881506
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,prior_mixed_candidate,full_refresh,tp08_sl04_buf5s,intraday,115,72.49240402354658,-0.27507595976453414,0.41739130434782606,0.69538708361521,0.34287580861376593,7.492360565046284,2026-05-04T02:05:02+00:00,2026-06-02T12:45:01+00:00,47,67,0,1,-0.08893391954485941,0.0,0.23460114439582633,0.5747223157186132,5942,-0.1054809898330703,-0.007817587399991277,0.3268901813205611,0.8992473486144372,5846,-0.1709647789654467,-0.05696394278364858,0.3731954740538432,1.0,5126,0.5554431588192614
v1_adaptive_mix__tp05_sl03_buf5s,v1_adaptive_mix,previous_v1_mix,prior_mixed_candidate,full_refresh,tp05_sl03_buf5s,intraday,115,68.45602224433217,-0.3154397775566783,0.4434782608695652,0.5910321911738216,0.35541575991660956,7.3282941256855,2026-05-04T02:05:02+00:00,2026-06-02T12:45:01+00:00,50,64,0,1,-0.07235346969697232,0.0,0.23106698081454055,0.584988219454729,5942,-0.11022432322134312,-0.007007521619968982,0.3308244953814574,0.9168662333219295,5846,-0.18651887238065434,-0.03665949616986175,0.14494732735076082,1.0,5126,0.5106090808416389
v1_adaptive_mix__tp04_sl02_buf3s,v1_adaptive_mix,previous_v1_mix,prior_mixed_candidate,full_refresh,tp04_sl02_buf3s,intraday,114,67.72650249426871,-0.32273497505731286,0.37719298245614036,0.49914789341618426,0.3420705454562608,7.069139990346423,2026-05-04T02:05:02+00:00,2026-06-02T12:45:01+00:00,42,71,0,1,-0.05148227651515336,0.0,0.20380343318747896,0.5851565129585998,5942,-0.07724774122280076,-0.008784477833312154,0.27677044132740336,0.9168662333219295,5846,-0.17829432270462697,-0.03887024821879459,0.10690596956691377,1.0,5126,0.5187551074960859
v1_adaptive_mix__tp12_sl06_buf5s,v1_adaptive_mix,previous_v1_mix,prior_mixed_candidate,full_refresh,tp12_sl06_buf5s,intraday,117,57.769085835770916,-0.42230914164229083,0.4017094017094017,0.5761225455852272,0.4931753495732698,5.906399627361814,2026-05-04T02:05:02+00:00,2026-06-02T12:55:02+00:00,41,70,0,6,-0.10569570743008105,0.0,0.1979131605520027,0.5659710535173342,5942,-0.13470439967921133,-0.011961800794382804,0.2724940130003421,0.8889839206294903,5846,-0.2837020014930344,-0.08376624834958368,0.369879047990636,1.0,5126,0.41826173292091495
v1_adaptive_mix__trail08_gap03_buf5s,v1_adaptive_mix,previous_v1_mix,prior_mixed_candidate,full_refresh,trail08_gap03_buf5s,intraday,116,57.59224314667346,-0.4240775685332654,0.3706896551724138,0.4951285478144352,0.4627765805014372,6.32001590395812,2026-05-04T02:05:02+00:00,2026-06-02T12:45:01+00:00,0,66,40,10,-0.09659217441620649,0.0,0.17418377650622685,0.5696735106024907,5942,-0.10259109995058335,-0.012140482364200955,0.23400615805679098,0.8872733492986657,5846,-0.2328267990124645,-0.09545362678869196,0.28774873195474054,1.0,5126,0.4201760415473327
v1_adaptive_mix__settle,v1_adaptive_mix,previous_v1_mix,prior_mixed_candidate,full_refresh,settle,settle,116,40.657825766254824,-0.5934217423374517,0.6379310344827587,0.7526097909216561,0.7143484444734259,5.381690033980874,2026-05-04T02:05:02+00:00,2026-06-02T12:55:02+00:00,0,0,0,116,-0.22844124272192223,0.0,0.30090878492090206,0.5647929989902389,5942,-0.3209355081062901,0.0,0.40933971946630177,0.8862470065001711,5846,-0.520053132333559,-0.08481700414933402,0.4266484588373,1.0,5126,0.35169167907740484
v1_active_fill_mix__tp06_sl03_buf3s,v1_active_fill_mix,previous_v1_mix,prior_final_v1_mix;prior_mixed_candidate,full_refresh,tp06_sl03_buf3s,intraday,182,63.62405409995793,-0.3637594590004207,0.3901098901098901,0.5504223903622347,0.4017245390890362,5.017851284531549,2026-05-04T02:05:02+00:00,2026-06-02T12:55:02+00:00,70,111,0,1,-0.06152561372627374,0.0,0.2248401211713228,0.7029619656681252,5942,-0.07462910221668673,-0.008415132757266353,0.19945261717413615,0.9411563462196374,5846,-0.14357779658431113,-0.05771740228510236,0.05598907530238002,1.0,5126,0.5080692710123343
v1_active_fill_mix__tp08_sl04_buf5s,v1_active_fill_mix,previous_v1_mix,prior_final_v1_mix;prior_mixed_candidate,full_refresh,tp08_sl04_buf5s,intraday,181,63.10250557050844,-0.3689749442949156,0.3867403314917127,0.624095488237303,0.41765995023114333,5.159623031806757,2026-05-04T02:05:02+00:00,2026-06-02T12:55:02+00:00,69,111,0,1,-0.07129768270944736,0.0,0.22500841467519353,0.6857960282733087,5942,-0.10689660030590287,-0.00910305512120868,0.2966130687649675,0.9377352035579883,5846,-0.18285566749548843,-0.04636567973469907,0.13246195864221616,1.0,5126,0.48766181693206556
v1_active_fill_mix__tp04_sl02_buf3s,v1_active_fill_mix,previous_v1_mix,prior_final_v1_mix;prior_mixed_candidate,full_refresh,tp04_sl02_buf3s,intraday,180,60.942488160264716,-0.3905751183973528,0.39444444444444443,0.4572560457023409,0.4172065356756867,4.766348680630935,2026-05-04T02:05:02+00:00,2026-06-02T12:55:02+00:00,70,109,0,1,-0.06152561372627374,0.0,0.20615954224166946,0.6834399192191182,5942,-0.06779143313560787,-0.010015127812921576,0.22528224426958604,0.9401300034211426,5846,-0.15097558572509462,-0.07067744899697692,0.02243464689816621,1.0,5126,0.46529422996143127
v1_active_fill_mix__tp05_sl03_buf5s,v1_active_fill_mix,previous_v1_mix,prior_final_v1_mix;prior_mixed_candidate,full_refresh,tp05_sl03_buf5s,intraday,182,59.08208925256819,-0.40917910747431807,0.4175824175824176,0.5277595028261872,0.4488060252259707,4.94521438921997,2026-05-04T02:05:02+00:00,2026-06-02T12:55:02+00:00,75,106,0,1,-0.07129768270944736,0.0,0.213901043419724,0.6884887243352407,5942,-0.10623841177586713,-0.00909090909090915,0.2724940130003421,0.9411563462196374,5846,-0.17796928040554305,-0.06412015638281965,0.06515801794771751,1.0,5126,0.437069920189407
v1_active_fill_mix__tp12_sl06_buf5s,v1_active_fill_mix,previous_v1_mix,prior_final_v1_mix;prior_mixed_candidate,full_refresh,tp12_sl06_buf5s,intraday,182,50.93443597390479,-0.4906556402609521,0.36813186813186816,0.5447246510548935,0.5352771012964874,4.301140079554085,2026-05-04T02:05:02+00:00,2026-06-02T12:55:02+00:00,57,115,0,10,-0.09100329594967194,0.0,0.23325479636486032,0.6846179737462134,5942,-0.12922784099001838,-0.01642505702315955,0.27198084160109476,0.9389326034895655,5846,-0.23970105059092128,-0.08330299211787218,0.1035895435037066,1.0,5126,0.3988799786153435
v1_active_fill_mix__trail08_gap03_buf5s,v1_active_fill_mix,previous_v1_mix,prior_final_v1_mix;prior_mixed_candidate,full_refresh,trail08_gap03_buf5s,intraday,181,50.0897531879649,-0.499102468120351,0.34806629834254144,0.48164331738262983,0.5170782480677234,4.463949475477129,2026-05-04T02:05:02+00:00,2026-06-02T12:55:02+00:00,0,110,57,14,-0.07129768270944736,0.0,0.1979131605520027,0.6932009424436216,5942,-0.11085273404900375,-0.014371068919522223,0.2521382141635306,0.9411563462196374,5846,-0.18057691803892484,-0.08782978341984049,0.04389387436597737,1.0,5126,0.39266773589949217
v1_active_fill_mix__settle,v1_active_fill_mix,previous_v1_mix,prior_final_v1_mix;prior_mixed_candidate,full_refresh,settle,settle,182,43.24378132694179,-0.567562186730582,0.6373626373626373,0.7756915514782006,0.694824889664677,3.7309131073561965,2026-05-04T02:05:02+00:00,2026-06-02T12:55:02+00:00,0,0,0,182,-0.2102090248694275,0.0,0.3460114439582632,0.6756984180410636,5942,-0.3364249319083765,0.0,0.4721176873075607,0.9322613752993499,5846,-0.5396071638876572,-0.08270330456769703,0.41416309012875535,1.0,5126,0.36189101462557766
classic_breakout_up__tp06_sl03_buf3s,classic_breakout_up,classic_quant,prior_validation_selected,full_refresh,tp06_sl03_buf3s,intraday,98,91.97839762088024,-0.08021602379119752,0.5306122448979592,0.7767048957060784,0.15419341600580724,4.891554681237047,2026-05-04T09:25:02+00:00,2026-06-02T03:05:01+00:00,50,46,0,2,-0.03763890857547847,0.0,0.27128912823964996,0.5097610232245036,5942,-0.062370533320945554,0.0,0.45432774546698595,0.8966814916182004,5846,-0.06151669120433689,-0.0246247601970645,0.38392508778774875,1.0,5126,0.745998778019628
classic_breakout_up__tp04_sl02_buf3s,classic_breakout_up,classic_quant,prior_validation_selected,full_refresh,tp04_sl02_buf3s,intraday,98,89.56987237237833,-0.10430127627621677,0.5204081632653061,0.6845611815258679,0.16668662510140062,4.806467743240867,2026-05-04T09:25:02+00:00,2026-06-02T03:05:01+00:00,49,47,0,2,-0.03763890857547847,0.0,0.25395489734096266,0.5097610232245036,5942,-0.062370533320945554,0.0,0.4168662333219295,0.8966814916182004,5846,-0.06746128975731547,-0.02946871277352192,0.3669527896995708,1.0,5126,0.7190644212777332
classic_breakout_up__tp05_sl03_buf5s,classic_breakout_up,classic_quant,prior_validation_selected,full_refresh,tp05_sl03_buf5s,intraday,98,86.55544488527501,-0.13444555114724988,0.5408163265306123,0.6605486687622713,0.20409236284678703,4.78036171933487,2026-05-04T09:25:02+00:00,2026-06-02T03:05:01+00:00,51,45,0,2,-0.04098377358859917,0.0,0.25698418041063614,0.5097610232245036,5942,-0.061805355824454344,0.0,0.421997947314403,0.8966814916182004,5846,-0.0835309665656353,-0.03801203556692445,0.3468591494342567,1.0,5126,0.6908168175048688
classic_breakout_up__tp08_sl04_buf5s,classic_breakout_up,classic_quant,prior_validation_selected,full_refresh,tp08_sl04_buf5s,intraday,96,83.02359910108025,-0.16976400898919752,0.4895833333333333,0.6282408424829111,0.21054972972685992,4.599049037993175,2026-05-04T09:25:02+00:00,2026-06-02T03:05:01+00:00,44,49,0,3,-0.042553827751196205,0.0,0.24537192864355437,0.509424436216762,5942,-0.061805355824454344,-0.00019827586206899728,0.3924050632911392,0.896510434485118,5846,-0.09427411624541593,-0.027889921315696675,0.36012485368708547,1.0,5126,0.6637476610531943
classic_breakout_up__trail08_gap03_buf5s,classic_breakout_up,classic_quant,prior_validation_selected,full_refresh,trail08_gap03_buf5s,intraday,97,81.55262904022014,-0.18447370959779863,0.4536082474226804,0.6441363748922195,0.1899074804033721,4.501328379159225,2026-05-04T09:25:02+00:00,2026-06-02T03:05:01+00:00,0,50,24,23,-0.05929514536849223,0.0,0.21743520700100977,0.5112756647593403,5942,-0.061805355824454344,-0.0019230769230769162,0.32996920971604515,0.8985631200821074,5846,-0.09681278617960354,-0.010166758881068216,0.40831057354662503,1.0,5126,0.6665677626303127
classic_breakout_up__tp12_sl06_buf5s,classic_breakout_up,classic_quant,prior_validation_selected,full_refresh,tp12_sl06_buf5s,intraday,96,80.69775771380138,-0.19302242286198623,0.46875,0.6394180575999391,0.21582606128270038,4.476335088942489,2026-05-04T09:25:02+00:00,2026-06-02T03:05:01+00:00,33,51,0,12,-0.05303373015873014,0.0,0.23140356782228205,0.5131268933019185,5942,-0.061805355824454344,-0.00393258426966292,0.33817995210400276,0.9004447485460144,5846,-0.09175012585297315,-0.026094590401904594,0.2612173234490831,1.0,5126,0.6536017871462939
classic_breakout_up__settle,classic_breakout_up,classic_quant,prior_validation_selected,full_refresh,settle,settle,97,76.01873957776175,-0.23981260422238249,0.7319587628865979,0.7820703270454908,0.41959743476004363,4.245973010032875,2026-05-04T09:25:02+00:00,2026-06-02T03:35:01+00:00,0,0,0,97,-0.09973544973544979,0.0,0.33153820262537864,0.5112756647593403,5942,-0.09973544973544979,0.0,0.4834074580910024,0.8985631200821074,5846,-0.2652163962578892,-0.03694692088233131,0.24951229028482247,1.0,5126,0.5601939893840455
