strategy,entry_name,family,exit_policy,first_quote_ts,first_quote_cst,run_name,slug,market_id,session_et,component,side,entry_minute,entry_ts,exit_ts,exit_reason,fraction,target_cost,entry_price,exit_price,pnl_usd,event_ret,bankroll_after,skipped_exit_liquidity_quotes
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-08T09:15:01+00:00,2026-05-08T17:15:01+08:00,25487949887_attempt1,btc-updown-5m-1778231700,25487949887_attempt1::btc-updown-5m-1778231700,london,london_milddrop,buy_down,2,2026-05-08T09:16:59+00:00,2026-05-08T09:17:20+00:00,take_profit,0.0824238857854979,8.162297528071859,0.71,0.81,1.0346574331358707,0.010448098198161719,100.06296033690381,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-08T11:10:01+00:00,2026-05-08T19:10:01+08:00,25487949887_attempt1,btc-updown-5m-1778238600,25487949887_attempt1::btc-updown-5m-1778238600,london,london_milddrop,buy_down,2,2026-05-08T11:12:00+00:00,2026-05-08T11:12:05+00:00,stop,0.08072161797251069,8.07724405751404,0.64,0.51,-1.7668971375811964,-0.017657853931486715,98.29606319932262,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-08T11:15:00+00:00,2026-05-08T19:15:00+08:00,25487949887_attempt1,btc-updown-5m-1778238900,25487949887_attempt1::btc-updown-5m-1778238900,london,london_milddrop,buy_down,2,2026-05-08T11:16:59+00:00,2026-05-08T11:18:08+00:00,take_profit,0.07778530944383881,7.6459896930704465,0.74,0.85,1.0332418504149252,0.010511528303221461,99.32930504973754,1
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-08T12:05:01+00:00,2026-05-08T20:05:01+08:00,25487949887_attempt1,btc-updown-5m-1778241900,25487949887_attempt1::btc-updown-5m-1778241900,london,london_milddrop,buy_down,2,2026-05-08T12:07:01+00:00,2026-05-08T12:07:39+00:00,take_profit,0.0836692484210685,8.310808299698584,0.67,0.76,0.9923353193669947,0.009990358020426086,100.32164036910454,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-08T18:30:01+00:00,2026-05-09T02:30:01+08:00,25487949887_attempt1,btc-updown-5m-1778265000,25487949887_attempt1::btc-updown-5m-1778265000,us_afternoon,us_afternoon_milddrop,buy_down,2,2026-05-08T18:32:00+00:00,2026-05-08T18:32:18+00:00,stop,0.09126245685292214,9.155599375599776,0.6,0.51,-1.5259332292666288,-0.015210409475487019,98.79570713983792,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-09T06:10:02+00:00,2026-05-09T14:10:02+08:00,25487949887_attempt1,btc-updown-5m-1778307000,25487949887_attempt1::btc-updown-5m-1778307000,london,london_milddrop,buy_down,2,2026-05-09T06:12:02+00:00,2026-05-09T06:12:45+00:00,take_profit,0.08185423172275806,8.086846705438036,0.79,0.88,0.8189211853608136,0.0082890361238236,99.61462832519872,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-09T08:20:01+00:00,2026-05-09T16:20:01+08:00,25545252940_attempt1,btc-updown-5m-1778314800,25545252940_attempt1::btc-updown-5m-1778314800,london,london_milddrop,buy_down,2,2026-05-09T08:21:59+00:00,2026-05-09T08:23:12+00:00,take_profit,0.07733385865145358,7.703583586518001,0.84,0.92,0.6419652988765009,0.0064444882209544726,100.25659362407522,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-09T10:45:01+00:00,2026-05-09T18:45:01+08:00,25545252940_attempt1,btc-updown-5m-1778323500,25545252940_attempt1::btc-updown-5m-1778323500,london,london_milddrop,buy_down,2,2026-05-09T10:47:01+00:00,2026-05-09T10:47:06+00:00,stop,0.08505715302016643,8.52754042516361,0.54,0.49,-0.9475044916848462,-0.0094507947800185,99.30908913239037,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-09T11:00:01+00:00,2026-05-09T19:00:01+08:00,25545252940_attempt1,btc-updown-5m-1778324400,25545252940_attempt1::btc-updown-5m-1778324400,london,london_milddrop,buy_down,2,2026-05-09T11:02:01+00:00,2026-05-09T11:02:47+00:00,stop,0.08182111929006167,8.12558082848868,0.54,0.1,-6.7713173570739,-0.0681842660750514,92.53777177531647,2
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-09T12:05:01+00:00,2026-05-09T20:05:01+08:00,25545252940_attempt1,btc-updown-5m-1778328300,25545252940_attempt1::btc-updown-5m-1778328300,london,london_milddrop,buy_down,2,2026-05-09T12:07:01+00:00,2026-05-09T12:07:09+00:00,stop,0.08505682541163126,7.870969097874472,0.74,0.7,-0.5318222363428702,-0.005747082798083198,92.0059495389736,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-09T12:15:00+00:00,2026-05-09T20:15:00+08:00,25545252940_attempt1,btc-updown-5m-1778328900,25545252940_attempt1::btc-updown-5m-1778328900,london,london_milddrop,buy_down,2,2026-05-09T12:16:59+00:00,2026-05-09T12:18:00+00:00,take_profit,0.08505882784395483,7.82591822245515,0.58,0.66,0.9445073716756227,0.01026572060185663,92.95045691064922,3
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-09T13:15:02+00:00,2026-05-09T21:15:02+08:00,25545252940_attempt1,btc-updown-5m-1778332500,25545252940_attempt1::btc-updown-5m-1778332500,london,london_milddrop,buy_down,2,2026-05-09T13:17:02+00:00,2026-05-09T13:17:08+00:00,stop,0.08083536254364099,7.51368388296941,0.84,0.67,-1.6100751177791586,-0.017321863402208777,91.34038179287006,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-10T06:25:02+00:00,2026-05-10T14:25:02+08:00,25545252940_attempt1,btc-updown-5m-1778394300,25545252940_attempt1::btc-updown-5m-1778394300,london,london_milddrop,buy_down,2,2026-05-10T06:27:00+00:00,2026-05-10T06:27:33+00:00,stop,0.08014406532236457,7.3203895249774975,0.67,0.62,-0.6555572708935077,-0.007177080476629668,90.68482452197655,4
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-10T07:30:01+00:00,2026-05-10T15:30:01+08:00,25596809734_attempt1,btc-updown-5m-1778398200,25596809734_attempt1::btc-updown-5m-1778398200,london,london_milddrop,buy_down,2,2026-05-10T07:32:01+00:00,2026-05-10T07:32:09+00:00,take_profit,0.08451194228970496,7.663950656553304,0.62,0.78,1.8541816104564448,0.020446437650735075,92.539006132433,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-11T01:40:02+00:00,2026-05-11T09:40:02+08:00,25596809734_attempt1,btc-updown-5m-1778463600,25596809734_attempt1::btc-updown-5m-1778463600,asia,asia_breakout,buy_up,4,2026-05-11T01:44:01+00:00,2026-05-11T01:44:08+00:00,take_profit,0.097862499999992,9.056098487634484,0.85,0.94,0.8523386811891277,0.009210588235293362,93.39134481362213,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-11T06:05:02+00:00,2026-05-11T14:05:02+08:00,25596809734_attempt1,btc-updown-5m-1778479500,25596809734_attempt1::btc-updown-5m-1778479500,london,london_milddrop,buy_down,2,2026-05-11T06:07:02+00:00,2026-05-11T06:07:09+00:00,stop,0.08484384720542873,7.923680989676464,0.57,0.52,-0.8340716831238375,-0.008930931284781961,92.55727313049829,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-11T11:05:00+00:00,2026-05-11T19:05:00+08:00,25624592440_attempt1,btc-updown-5m-1778497500,25624592440_attempt1::btc-updown-5m-1778497500,london,london_milddrop,buy_down,2,2026-05-11T11:07:00+00:00,2026-05-11T11:07:12+00:00,take_profit,0.08318082878931815,7.698990689474135,0.6,0.71,1.2831651149123557,0.013863471464886357,93.84043824541064,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-11T17:30:01+00:00,2026-05-12T01:30:01+08:00,25624592440_attempt1,btc-updown-5m-1778520600,25624592440_attempt1::btc-updown-5m-1778520600,us_afternoon,us_afternoon_milddrop,buy_down,2,2026-05-11T17:32:00+00:00,2026-05-11T17:32:29+00:00,take_profit,0.09376006307132445,8.798485408530428,0.72,0.8,0.8554083036071259,0.009115561687489887,94.69584654901776,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-11T18:25:01+00:00,2026-05-12T02:25:01+08:00,25624592440_attempt1,btc-updown-5m-1778523900,25624592440_attempt1::btc-updown-5m-1778523900,us_afternoon,us_afternoon_milddrop,buy_down,2,2026-05-11T18:27:00+00:00,2026-05-11T18:27:06+00:00,stop,0.0946713398633875,8.96498267229325,0.71,0.54,-2.2728125084687103,-0.024001184754098227,92.42303404054906,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-12T00:15:00+00:00,2026-05-12T08:15:00+08:00,25624592440_attempt1,btc-updown-5m-1778544900,25624592440_attempt1::btc-updown-5m-1778544900,asia,asia_breakout,buy_up,4,2026-05-12T00:19:00+00:00,2026-05-12T00:19:05+00:00,stop,0.09183325000000328,8.487507590804555,0.66,0.15,-6.687127192755104,-0.07235346969697228,85.73590684779396,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-12T08:10:00+00:00,2026-05-12T16:10:00+08:00,25665168591_attempt1,btc-updown-5m-1778573400,25665168591_attempt1::btc-updown-5m-1778573400,london,london_milddrop,buy_down,2,2026-05-12T08:12:00+00:00,2026-05-12T08:12:10+00:00,take_profit,0.08155185917449492,6.991922601448907,0.76,0.88,1.0119887975781314,0.01180355856472953,86.74789564537208,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-12T08:55:02+00:00,2026-05-12T16:55:02+08:00,25665168591_attempt1,btc-updown-5m-1778576100,25665168591_attempt1::btc-updown-5m-1778576100,london,london_milddrop,buy_down,2,2026-05-12T08:57:02+00:00,2026-05-12T08:57:22+00:00,stop,0.08395830723938547,7.283206474964298,0.72,0.58,-1.517334682284229,-0.01749131400820531,85.23056096308785,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-12T09:00:01+00:00,2026-05-12T17:00:01+08:00,25665168591_attempt1,btc-updown-5m-1778576400,25665168591_attempt1::btc-updown-5m-1778576400,london,london_milddrop,buy_down,2,2026-05-12T09:02:00+00:00,2026-05-12T09:02:05+00:00,stop,0.08104961019854373,6.907903743061489,0.66,0.62,-0.5233260411410222,-0.006140121984738165,84.70723492194684,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-12T17:35:01+00:00,2026-05-13T01:35:01+08:00,25665168591_attempt1,btc-updown-5m-1778607300,25665168591_attempt1::btc-updown-5m-1778607300,us_afternoon,us_afternoon_milddrop,buy_down,2,2026-05-12T17:37:01+00:00,2026-05-12T17:37:06+00:00,stop,0.09443852622126052,7.999626426306751,0.7,0.64,-0.7999626426306744,-0.009443852622126044,83.90727227931616,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-12T18:45:00+00:00,2026-05-13T02:45:00+08:00,25665168591_attempt1,btc-updown-5m-1778611500,25665168591_attempt1::btc-updown-5m-1778611500,us_afternoon,us_afternoon_milddrop,buy_down,2,2026-05-12T18:46:59+00:00,2026-05-12T18:47:08+00:00,take_profit,0.09144047038384395,7.67252044584594,0.7,0.81,1.0960743494065641,0.013062924340549151,85.00334662872272,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-13T01:05:01+00:00,2026-05-13T09:05:01+08:00,25665168591_attempt1,btc-updown-5m-1778634300,25665168591_attempt1::btc-updown-5m-1778634300,asia,asia_breakout,buy_up,4,2026-05-13T01:09:01+00:00,2026-05-13T01:09:23+00:00,take_profit,0.09799374999999601,8.329796698698058,0.9,0.99,0.7404263732176048,0.008710555555555197,85.74377300194033,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-13T04:30:00+00:00,2026-05-13T12:30:00+08:00,25665168591_attempt1,btc-updown-5m-1778646600,25665168591_attempt1::btc-updown-5m-1778646600,asia,asia_breakout,buy_up,4,2026-05-13T04:33:59+00:00,2026-05-13T04:34:05+00:00,stop,0.09454375000000255,8.106537838752415,0.67,0.58,-1.2099310207093166,-0.01411100746268696,84.533841981231,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-13T06:15:01+00:00,2026-05-13T14:15:01+08:00,25665168591_attempt1,btc-updown-5m-1778652900,25665168591_attempt1::btc-updown-5m-1778652900,london,london_milddrop,buy_down,2,2026-05-13T06:17:00+00:00,2026-05-13T06:17:08+00:00,stop,0.07953098721834209,6.723059906126633,0.69,0.54,-1.5589704130148707,-0.01844196805063004,82.97487156821613,1
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-13T11:40:01+00:00,2026-05-13T19:40:01+08:00,25726497649_attempt1,btc-updown-5m-1778672400,25726497649_attempt1::btc-updown-5m-1778672400,london,london_milddrop,buy_down,2,2026-05-13T11:42:01+00:00,2026-05-13T11:42:14+00:00,stop,0.08415382589935864,6.982652895973303,0.57,0.52,-0.7350160943129787,-0.008858297463090374,82.23985547390315,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-13T16:15:01+00:00,2026-05-14T00:15:01+08:00,25726497649_attempt1,btc-updown-5m-1778688900,25726497649_attempt1::btc-updown-5m-1778688900,us_afternoon,us_afternoon_milddrop,buy_down,2,2026-05-13T16:17:00+00:00,2026-05-13T16:17:08+00:00,stop,0.08083670525920017,6.647998957503129,0.71,0.65,-0.6554365169369276,-0.007969816011470433,81.58441895696622,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-14T06:30:00+00:00,2026-05-14T14:30:00+08:00,25791429807_attempt1,btc-updown-5m-1778740200,25791429807_attempt1::btc-updown-5m-1778740200,london,london_milddrop,buy_down,2,2026-05-14T06:31:59+00:00,2026-05-14T06:32:05+00:00,stop,0.08082375330914146,6.5939589516474815,0.72,0.57,-1.4653242114772183,-0.017960834068698105,80.119094745489,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-14T07:10:02+00:00,2026-05-14T15:10:02+08:00,25791429807_attempt1,btc-updown-5m-1778742600,25791429807_attempt1::btc-updown-5m-1778742600,london,london_milddrop,buy_down,2,2026-05-14T07:12:02+00:00,2026-05-14T07:12:13+00:00,take_profit,0.08487864753603683,6.800400403808701,0.67,0.76,0.8119881079174565,0.010134763884899915,80.93108285340645,0
v1_adaptive_mix__tp08_sl04_buf5s,v1_adaptive_mix,previous_v1_mix,tp08_sl04_buf5s,2026-05-14T16:30:01+00:00,2026-05-15T00:30:01+08:00,25791429807_attempt1,btc-updown-5m-1778776200,25791429807_attempt1::btc-updown-5m-1778776200,us_afternoon,us_afternoon_milddrop,buy_down,2,2026-05-14T16:32:00+00:00,2026-05-14T16:32:06+00:00,stop,0.09085987289654741,7.353387901440458,0.61,0.55,-0.8438313985259535,-0.01042654279140707,80.0872514548805,0
