strategy,entry_name,family,prior_label,mode,exit_policy,exit_mode,trades,ending_bankroll,total_return,win_rate,profit_factor,max_drawdown,avg_cost,first_trade_ts,last_trade_ts,take_profit_exits,stop_exits,trail_exits,settle_exits,worst_48_return,median_48_return,positive_48_rate,active_48_rate,num_48_windows,worst_144_return,median_144_return,positive_144_rate,active_144_rate,num_144_windows,worst_864_return,median_864_return,positive_864_rate,active_864_rate,num_864_windows,research_score
session_breakout_us_open_fixed_12pct__tp08_sl04_buf5s,session_breakout_us_open_fixed_12pct,session_single,,robust,tp08_sl04_buf5s,intraday,21,95.5411286516663,-0.04458871348333704,0.5714285714285714,0.7851245330221007,0.11053288987853357,11.532592467304687,2026-05-04T13:55:01+00:00,2026-06-01T14:35:02+00:00,12,9,0,0,-0.05647058823529416,0.0,0.04880511612251767,0.10164927633793336,5942,-0.05647058823529416,0.0,0.13171399247348614,0.28395484091686624,5846,-0.09007474897457979,0.0,0.46742099102614126,0.9118220834959032,5126,0.7233547179898423
session_milddrop_us_afternoon_fixed_10pct__tp08_sl04_buf5s,session_milddrop_us_afternoon_fixed_10pct,session_single,,robust,tp08_sl04_buf5s,intraday,38,92.65200859681156,-0.07347991403188447,0.3684210526315789,0.7898966663973731,0.12614950606607922,9.450739490250768,2026-05-04T16:00:00+00:00,2026-06-01T17:15:01+00:00,13,24,0,1,-0.05230000000000001,0.0,0.05738808481992595,0.17250084146751934,5942,-0.05230000000000001,0.0,0.15685939103660623,0.43807731782415327,5846,-0.08788096306211257,-0.02146464646464652,0.21751853296917675,1.0,5126,0.72306717073357
session_breakout_us_afternoon_fixed_8pct__settle,session_breakout_us_afternoon_fixed_8pct,session_single,,robust,settle,settle,33,107.82153083049302,0.07821530830493018,0.8787878787878788,1.2545691247917539,0.2239396669078381,7.3658255447450385,2026-05-04T17:10:00+00:00,2026-06-01T17:35:01+00:00,0,0,0,33,-0.08111111111111113,0.0,0.11040053853921239,0.1427128912823965,5942,-0.08111111111111113,0.0,0.27642832706123843,0.3749572357167294,5846,-0.1852236078742776,0.03180024399448533,0.6810378462738977,1.0,5126,0.7222957956237828
session_breakout_us_open_fixed_12pct__tp04_sl02_buf3s,session_breakout_us_open_fixed_12pct,session_single,,robust,tp04_sl02_buf3s,intraday,21,95.75473260412471,-0.04245267395875285,0.6190476190476191,0.7505719386399644,0.10188856051547053,11.439760510311359,2026-05-04T13:55:01+00:00,2026-06-01T14:35:02+00:00,13,8,0,0,-0.057882352941176496,0.0,0.0575563783237967,0.10164927633793336,5942,-0.057882352941176496,0.0,0.15703044816968867,0.28395484091686624,5846,-0.057882352941176496,-0.004754434163383614,0.3778774873195474,0.9118220834959032,5126,0.7220968419444762
portfolio_conservative_v2__tp08_sl04_buf5s,portfolio_conservative_v2,portfolio_mix,,qrf,tp08_sl04_buf5s,intraday,61,89.52911635493378,-0.1047088364506622,0.3770491803278688,0.6069423836286687,0.11441606082326948,4.124385195725139,2026-05-04T16:00:00+00:00,2026-06-02T03:35:01+00:00,22,38,0,1,-0.031515151515151496,0.0,0.10164927633793336,0.3246381689666779,5942,-0.042564063166880106,0.0,0.19603147451248717,0.6743072186110161,5846,-0.056778985548214145,-0.01967467485652674,0.26102223956301207,1.0,5126,0.7212674227670218
session_breakout_us_open_fixed_8pct__trail08_gap03_buf5s,session_breakout_us_open_fixed_8pct,session_single,,robust,trail08_gap03_buf5s,intraday,21,93.60398536045818,-0.06396014639541814,0.42857142857142855,0.6127248601912514,0.08964495444387914,7.557878561082169,2026-05-04T13:55:01+00:00,2026-06-01T14:35:02+00:00,0,10,7,4,-0.03764705882352937,0.0,0.030629417704476608,0.10164927633793336,5942,-0.03764705882352937,0.0,0.08039685254875129,0.28395484091686624,5846,-0.06078654971170827,-0.0013357721452835758,0.27331252438548576,0.9118220834959032,5126,0.7212559667010348
classic_early_drop_down__tp12_sl06_buf5s,classic_early_drop_down,classic_quant,,full_refresh,tp12_sl06_buf5s,intraday,122,89.93563438893989,-0.10064365611060111,0.38524590163934425,0.7775494405139718,0.14157037966837682,3.8047202541048026,2026-05-04T06:05:01+00:00,2026-06-02T11:30:01+00:00,41,75,0,6,-0.04858900795739374,0.0,0.12622012790306295,0.3788286772130596,5942,-0.05740990124927425,0.0,0.24700650017105713,0.7027027027027027,5846,-0.08139398974672463,-0.030125337214673698,0.3503706593835349,1.0,5126,0.7207140947798526
timeseries_momentum_up__trail08_gap03_buf5s,timeseries_momentum_up,time_series,,full_refresh,trail08_gap03_buf5s,intraday,24,95.06423147009139,-0.04935768529908613,0.2916666666666667,0.6050931782434094,0.08434246591645357,3.989971193949965,2026-05-08T01:45:01+00:00,2026-05-31T20:35:01+00:00,0,17,6,1,-0.02378024691358016,0.0,0.041231908448333895,0.15415684954560754,5942,-0.04582979943118559,0.0,0.10246322271638728,0.3108108108108108,5846,-0.054841406881002364,-0.006644864461416766,0.2577058134998049,0.8113538821693328,5126,0.7206682705159048
session_milddrop_us_afternoon_fixed_8pct__tp05_sl03_buf5s,session_milddrop_us_afternoon_fixed_8pct,session_single,,robust,tp05_sl03_buf5s,intraday,38,90.78386298454988,-0.09216137015450121,0.34210526315789475,0.6435110902427916,0.10117697751184053,7.635878349511448,2026-05-04T16:00:00+00:00,2026-06-01T17:15:01+00:00,12,25,0,1,-0.04195199999999999,0.0,0.03197576573544261,0.17250084146751934,5942,-0.04195199999999999,0.0,0.08176530961341089,0.43807731782415327,5846,-0.07914241319139226,-0.019010233489827777,0.19742489270386265,1.0,5126,0.7202871653874059
session_milddrop_us_afternoon_fixed_10pct__tp06_sl03_buf3s,session_milddrop_us_afternoon_fixed_10pct,session_single,,robust,tp06_sl03_buf3s,intraday,38,90.80205921366627,-0.09197940786333736,0.34210526315789475,0.7065714064459789,0.12605310507008086,9.343314320859683,2026-05-04T16:00:00+00:00,2026-06-01T17:15:01+00:00,12,25,0,1,-0.04266740761322585,0.0,0.03635139683608213,0.17250084146751934,5942,-0.04266740761322585,0.0,0.06979131029763941,0.43807731782415327,5846,-0.08197316928502474,-0.02010815895372242,0.19742489270386265,1.0,5126,0.7199717417038988
classic_breakout_up__tp04_sl02_buf3s,classic_breakout_up,classic_quant,prior_validation_selected,full_refresh,tp04_sl02_buf3s,intraday,98,89.56987237237833,-0.10430127627621677,0.5204081632653061,0.6845611815258679,0.16668662510140062,4.806467743240867,2026-05-04T09:25:02+00:00,2026-06-02T03:05:01+00:00,49,47,0,2,-0.03763890857547847,0.0,0.25395489734096266,0.5097610232245036,5942,-0.062370533320945554,0.0,0.4168662333219295,0.8966814916182004,5846,-0.06746128975731547,-0.02946871277352192,0.3669527896995708,1.0,5126,0.7190644212777332
classic_milddrop_core__tp08_sl04_buf5s,classic_milddrop_core,classic_quant,,full_refresh,tp08_sl04_buf5s,intraday,107,86.14282946060283,-0.1385717053939718,0.4205607476635514,0.7202983435055543,0.1615375078813853,4.656472570561761,2026-05-04T07:10:01+00:00,2026-06-02T12:45:01+00:00,44,62,0,1,-0.04936565312929786,0.0,0.1893301918545944,0.47408280040390444,5942,-0.05626958831960449,-0.0033783783783783994,0.3484433800889497,0.8930892918234691,5846,-0.11791617901448559,-0.016190965479902952,0.32637534139680063,1.0,5126,0.7178611524802383
session_breakout_us_afternoon_fixed_12pct__tp12_sl06_buf5s,session_breakout_us_afternoon_fixed_12pct,session_single,,robust,tp12_sl06_buf5s,intraday,34,99.71080205841021,-0.002891979415897916,0.6470588235294118,0.9924541940904913,0.14134290680221795,12.187450202376066,2026-05-04T17:10:00+00:00,2026-06-01T17:35:01+00:00,15,12,0,7,-0.08094586345381527,0.0,0.09323460114439583,0.14321777179400874,5942,-0.08094586345381527,0.0,0.24255901471091346,0.37547040711597673,5846,-0.08094586345381527,-0.004599578903901613,0.4880998829496684,1.0,5126,0.7177358994921142
session_breakout_london_fixed_12pct__tp12_sl06_buf5s,session_breakout_london_fixed_12pct,session_single,,robust,tp12_sl06_buf5s,intraday,51,100.88098882276107,0.00880988822761064,0.49019607843137253,1.013054587206948,0.16407282182777846,11.261100586687672,2026-05-04T09:25:02+00:00,2026-06-02T08:30:01+00:00,21,26,0,4,-0.1126306560000001,0.0,0.14052507573207673,0.28189161898350723,5942,-0.1126306560000001,0.0,0.3049948682860075,0.6412931919261033,5846,-0.14537761759474144,0.0012773261307310602,0.5021459227467812,1.0,5126,0.716304273112613
micro_book_consensus_up__trail08_gap03_buf5s,micro_book_consensus_up,microstructure,,full_refresh,trail08_gap03_buf5s,intraday,90,86.97723892269757,-0.13022761077302436,0.34444444444444444,0.7251796507859783,0.16890341978435391,3.9052034582430153,2026-05-03T19:30:02+00:00,2026-06-02T14:55:01+00:00,0,57,30,3,-0.04075471698113209,0.0,0.15365196903399528,0.44429485021878157,5942,-0.05425520614954582,-0.004590163934426239,0.2596647280191584,0.8320218953130345,5846,-0.08697585313726064,-0.012835889221205155,0.38977760436987907,1.0,5126,0.7156360025967082
session_breakout_us_open_fixed_12pct__tp06_sl03_buf3s,session_breakout_us_open_fixed_12pct,session_single,,robust,tp06_sl03_buf3s,intraday,21,95.14447880945633,-0.04855521190543666,0.6190476190476191,0.7399455875530901,0.10928754455565985,11.433322768282135,2026-05-04T13:55:01+00:00,2026-06-01T14:35:02+00:00,13,8,0,0,-0.057882352941176496,0.0,0.052675866711544936,0.10164927633793336,5942,-0.057882352941176496,0.0,0.13564830653438248,0.28395484091686624,5846,-0.06330143097551377,-0.0073831199372877965,0.34880998829496684,0.9118220834959032,5126,0.7144014205521824
classic_early_drop_down__tp05_sl03_buf5s,classic_early_drop_down,classic_quant,,full_refresh,tp05_sl03_buf5s,intraday,123,88.66039908690183,-0.11339600913098169,0.34146341463414637,0.648316416701966,0.13047263200363318,3.819882892262064,2026-05-04T06:05:01+00:00,2026-06-02T11:30:01+00:00,39,81,0,3,-0.028342570813676082,0.0,0.11948838774823292,0.37478963312016156,5942,-0.04783622400874554,0.0,0.21108450222374273,0.688333903523777,5846,-0.06632670900184201,-0.021267497228960375,0.2705813499804916,1.0,5126,0.7143670523542215
session_milddrop_us_afternoon_fixed_4pct__trail08_gap03_buf5s,session_milddrop_us_afternoon_fixed_4pct,session_single,,robust,trail08_gap03_buf5s,intraday,39,92.31981362629226,-0.07680186373707742,0.28205128205128205,0.483802609625162,0.07680186373707741,3.8445470403816424,2026-05-04T16:00:00+00:00,2026-06-01T17:15:01+00:00,0,22,16,1,-0.022790525517665805,0.0,0.03096600471221811,0.17283742847526085,5942,-0.022790525517665805,0.0,0.08073896681491619,0.43841943209031814,5846,-0.043826770444613805,-0.012503745204050287,0.1685524775653531,1.0,5126,0.714019551685951
gate_breakout_fixed_4pct__tp06_sl03_buf3s,gate_breakout_fixed_4pct,gate_single,,robust,tp06_sl03_buf3s,intraday,88,88.62013351760218,-0.11379866482397816,0.4659090909090909,0.5732538366012518,0.1534562372902698,3.8782405532646353,2026-05-03T22:30:00+00:00,2026-06-02T02:50:01+00:00,40,47,0,1,-0.028891954022988497,0.0,0.23695725345001684,0.49074385728710873,5942,-0.04221696042542589,0.0,0.3994184057475197,0.8771809784468012,5846,-0.06180297620975206,-0.018075469511317777,0.26433866562621927,1.0,5126,0.712367205101768
classic_milddrop_core__tp06_sl03_buf3s,classic_milddrop_core,classic_quant,,full_refresh,tp06_sl03_buf3s,intraday,108,85.77848103043051,-0.1422151896956949,0.39814814814814814,0.6417747918513927,0.1575388691469035,4.575242575108434,2026-05-04T07:10:01+00:00,2026-06-02T12:45:01+00:00,42,65,0,1,-0.04469826388888898,0.0,0.16526422080107708,0.47408280040390444,5942,-0.05027085734953718,-0.0036231884057971175,0.26992815600410536,0.8930892918234691,5846,-0.08977945344057725,-0.015079573499343302,0.29964884900507216,1.0,5126,0.7123645320197043
session_breakout_asia_fixed_4pct__tp06_sl03_buf3s,session_breakout_asia_fixed_4pct,session_single,,robust,tp06_sl03_buf3s,intraday,61,91.23063921275529,-0.08769360787244707,0.45901639344262296,0.5523039320687749,0.1257888674513814,3.8289841109629856,2026-05-04T02:05:02+00:00,2026-06-02T03:50:00+00:00,28,33,0,0,-0.03519644354213258,0.0,0.0991248737798721,0.2778525748906092,5942,-0.03519644354213258,0.0,0.17482039001026342,0.6058843653780362,5846,-0.04683164289534181,-0.018060650607744977,0.12075692547795552,1.0,5126,0.7109726200022912
portfolio_conservative_v2__tp04_sl02_buf3s,portfolio_conservative_v2,portfolio_mix,,qrf,tp04_sl02_buf3s,intraday,61,89.42140339798476,-0.10578596602015233,0.39344262295081966,0.5157712191781526,0.1089895741110647,4.043274710215041,2026-05-04T16:00:00+00:00,2026-06-02T03:35:01+00:00,23,37,0,1,-0.022424242424242458,0.0,0.09104678559407607,0.3246381689666779,5942,-0.03357686726419129,-0.0003019054603570215,0.16284639069449197,0.6743072186110161,5846,-0.06064820259741788,-0.019301789386029222,0.1761607491221225,1.0,5126,0.7086829342803681
session_milddrop_us_afternoon_fixed_6pct__tp12_sl06_buf5s,session_milddrop_us_afternoon_fixed_6pct,session_single,,robust,tp12_sl06_buf5s,intraday,40,91.53451674878745,-0.08465483251212547,0.35,0.6991434386477381,0.1356248676402049,5.561037651119637,2026-05-04T16:00:00+00:00,2026-06-01T17:15:01+00:00,13,26,0,1,-0.049273269175031054,0.0,0.057892965331538204,0.17283742847526085,5942,-0.049273269175031054,0.0,0.15737256243585357,0.43841943209031814,5846,-0.08188870664490444,-0.015883777453509107,0.35427233710495515,1.0,5126,0.7085244587008821
classic_milddrop_core__tp12_sl06_buf5s,classic_milddrop_core,classic_quant,,full_refresh,tp12_sl06_buf5s,intraday,108,85.4640831667435,-0.1453591683325649,0.4351851851851852,0.7519967626205707,0.2090163441920041,4.446163854580645,2026-05-04T07:10:01+00:00,2026-06-02T12:55:02+00:00,46,61,0,1,-0.04876543209876538,0.0,0.1679569168630091,0.4713901043419724,5942,-0.04876543209876538,-0.005797101449275366,0.2848101265822785,0.8746151214505645,5846,-0.11099685583366281,-0.030021904477364636,0.33261802575107297,1.0,5126,0.708306411578264
session_breakout_us_open_fixed_10pct__tp12_sl06_buf5s,session_breakout_us_open_fixed_10pct,session_single,,robust,tp12_sl06_buf5s,intraday,21,92.9187412337025,-0.07081258766297494,0.47619047619047616,0.6558675133725129,0.10799061804051635,9.391471101218865,2026-05-04T13:55:01+00:00,2026-06-01T14:35:02+00:00,9,11,0,1,-0.04705882352941182,0.0,0.035341635812857625,0.10164927633793336,5942,-0.04705882352941182,0.0,0.08518645227505987,0.28395484091686624,5846,-0.07552135351971723,-0.0016984583224457506,0.2943815840811549,0.9118220834959032,5126,0.7081105128498874
session_milddrop_us_afternoon_fixed_8pct__tp04_sl02_buf3s,session_milddrop_us_afternoon_fixed_8pct,session_single,,robust,tp04_sl02_buf3s,intraday,38,89.95727971741064,-0.10042720282589357,0.34210526315789475,0.5989832266103611,0.11331946565875545,7.5138448320970275,2026-05-04T16:00:00+00:00,2026-06-01T17:15:01+00:00,12,25,0,1,-0.03419794387329811,0.0,0.027768428138673848,0.17250084146751934,5942,-0.03419794387329811,0.0,0.06106739651043448,0.43807731782415327,5846,-0.07418675021500987,-0.019010233489827777,0.1703082325399922,1.0,5126,0.7065582159086569
session_milddrop_us_afternoon_fixed_6pct__settle,session_milddrop_us_afternoon_fixed_6pct,session_single,,robust,settle,settle,42,121.42449743507972,0.21424497435079726,0.7142857142857143,1.3121588419017773,0.251598019328213,5.631966861128186,2026-05-04T16:00:00+00:00,2026-06-01T17:15:01+00:00,0,0,0,42,-0.11797699530516426,0.0,0.0997980477953551,0.17485695052170985,5942,-0.11797699530516426,0.0,0.23280875812521382,0.44047211768730754,5846,-0.17178039859154925,0.02485714285714291,0.5620366757705814,1.0,5126,0.7057929507007293
timeseries_momentum_up__tp08_sl04_buf5s,timeseries_momentum_up,time_series,,full_refresh,tp08_sl04_buf5s,intraday,24,94.67130788926761,-0.053286921107323915,0.2916666666666667,0.4571983949778393,0.06497781720924044,3.90722051947737,2026-05-08T01:45:01+00:00,2026-05-31T20:35:01+00:00,7,17,0,0,-0.019961566137566278,0.0,0.03954897340962639,0.15415684954560754,5942,-0.02955827993746607,0.0,0.08621279507355457,0.3108108108108108,5846,-0.04292706924138179,-0.006117994522149117,0.19352321498244246,0.8113538821693328,5126,0.7055542826593347
session_milddrop_us_open_fixed_4pct__settle,session_milddrop_us_open_fixed_4pct,session_single,,robust,settle,settle,20,101.22169217748389,0.012216921774838907,0.6,1.0405083495877419,0.1983155248532251,3.656930724065757,2026-05-05T13:40:00+00:00,2026-06-02T15:30:01+00:00,0,0,0,20,-0.07975354160222703,0.0,0.046617300572197914,0.09155166610568832,5942,-0.07975354160222703,0.0,0.1294902497434143,0.2572699281560041,5846,-0.11713855397463657,0.0,0.4016777214202107,0.8603199375731565,5126,0.7012739145377477
classic_breakout_core__tp12_sl06_buf5s,classic_breakout_core,classic_quant,,full_refresh,tp12_sl06_buf5s,intraday,21,93.49049063534721,-0.06509509364652788,0.47619047619047616,0.5320096164744337,0.10996763795724378,4.91000856861765,2026-05-05T13:40:00+00:00,2026-06-02T02:50:01+00:00,6,11,0,4,-0.039393939393939426,0.0,0.06698081454055874,0.15163244698754627,5942,-0.039393939393939426,0.0,0.16182004789599727,0.3867601778994184,5846,-0.06226200827358064,-0.01003856295319705,0.3979711275848615,0.9822473663675381,5126,0.6979860235994959
gate_breakout_fixed_4pct__tp08_sl04_buf5s,gate_breakout_fixed_4pct,gate_single,,robust,tp08_sl04_buf5s,intraday,88,86.49121392710893,-0.13508786072891066,0.4659090909090909,0.5925805617392169,0.1885659795018248,3.8511927107994604,2026-05-03T22:30:00+00:00,2026-06-02T02:50:01+00:00,39,47,0,2,-0.031515151515151496,0.0,0.23678895994614607,0.49074385728710873,5942,-0.04221696042542589,-0.0004405755623679286,0.369483407458091,0.8771809784468012,5846,-0.06420347646788538,-0.026014570794713587,0.24190401872805306,1.0,5126,0.6964600756100354
timeseries_momentum_up__tp04_sl02_buf3s,timeseries_momentum_up,time_series,,full_refresh,tp04_sl02_buf3s,intraday,24,95.72067525601538,-0.04279324743984614,0.375,0.3131132302006965,0.050967663713490194,3.887832589269845,2026-05-08T01:45:01+00:00,2026-05-31T20:35:01+00:00,9,15,0,0,-0.01982894149659875,0.0,0.06210030292830697,0.15415684954560754,5942,-0.025086772668447277,0.0,0.14180636332535065,0.3108108108108108,5846,-0.027747314108995447,-0.0012478701515692414,0.2834568864611783,0.8113538821693328,5126,0.6952170924504524
classic_milddrop_core__tp05_sl03_buf5s,classic_milddrop_core,classic_quant,,full_refresh,tp05_sl03_buf5s,intraday,108,84.63114705618023,-0.15368852943819777,0.4537037037037037,0.6308212174993238,0.17770834996802964,4.571468364957959,2026-05-04T07:10:01+00:00,2026-06-02T12:45:01+00:00,48,59,0,1,-0.04342875992063511,0.0,0.1736788959946146,0.47408280040390444,5942,-0.05170009146746346,-0.0033783783783783994,0.31235032500855286,0.8930892918234691,5846,-0.10704854142129672,-0.016883410351067663,0.31388997268825597,1.0,5126,0.6947546492534463
timeseries_momentum_down__settle,timeseries_momentum_down,time_series,,full_refresh,settle,settle,33,95.23014849903227,-0.04769851500967737,0.6666666666666666,0.8840635949034952,0.18767064012769608,3.5944247901067916,2026-05-03T18:20:01+00:00,2026-05-31T15:40:02+00:00,0,0,0,33,-0.07965005128205127,0.0,0.13884214069336923,0.2196230225513295,5942,-0.07965005128205127,0.0,0.2863496407800205,0.4921313718782073,5846,-0.1170560279848415,-0.0008148259310345463,0.49336714787358565,1.0,5126,0.6938259441707718
portfolio_conservative_v2__tp05_sl03_buf5s,portfolio_conservative_v2,portfolio_mix,,qrf,tp05_sl03_buf5s,intraday,61,88.78357643686451,-0.11216423563135491,0.39344262295081966,0.5327688754930479,0.11680670035472121,4.069484810064061,2026-05-04T16:00:00+00:00,2026-06-02T03:35:01+00:00,23,37,0,1,-0.031515151515151496,0.0,0.09121507909794682,0.3246381689666779,5942,-0.042564063166880106,-0.0005589978678040008,0.17413616147793362,0.6743072186110161,5846,-0.06281803129784214,-0.019818498733757406,0.17167381974248927,1.0,5126,0.6933909955321342
session_milddrop_us_afternoon_fixed_12pct__tp06_sl03_buf3s,session_milddrop_us_afternoon_fixed_12pct,session_single,,robust,tp06_sl03_buf3s,intraday,38,89.16604096788969,-0.10833959032110319,0.34210526315789475,0.7064854127438457,0.14836084895952129,11.014708483220822,2026-05-04T16:00:00+00:00,2026-06-01T17:15:01+00:00,12,25,0,1,-0.05110486246179491,0.0,0.03635139683608213,0.17250084146751934,5942,-0.05110486246179491,0.0,0.06979131029763941,0.43807731782415327,5846,-0.09776144817078103,-0.02418499406036212,0.19742489270386265,1.0,5126,0.6919230916103409
classic_breakout_up__tp05_sl03_buf5s,classic_breakout_up,classic_quant,prior_validation_selected,full_refresh,tp05_sl03_buf5s,intraday,98,86.55544488527501,-0.13444555114724988,0.5408163265306123,0.6605486687622713,0.20409236284678703,4.78036171933487,2026-05-04T09:25:02+00:00,2026-06-02T03:05:01+00:00,51,45,0,2,-0.04098377358859917,0.0,0.25698418041063614,0.5097610232245036,5942,-0.061805355824454344,0.0,0.421997947314403,0.8966814916182004,5846,-0.0835309665656353,-0.03801203556692445,0.3468591494342567,1.0,5126,0.6908168175048688
session_breakout_us_afternoon_fixed_10pct__settle,session_breakout_us_afternoon_fixed_10pct,session_single,,robust,settle,settle,33,108.46463065427437,0.08464630654274363,0.8787878787878788,1.2236847299549387,0.27414234711455643,8.873964306190286,2026-05-04T17:10:00+00:00,2026-06-01T17:35:01+00:00,0,0,0,33,-0.10138888888888886,0.0,0.11040053853921239,0.1427128912823965,5942,-0.10138888888888886,0.0,0.27642832706123843,0.3749572357167294,5846,-0.22875068544115706,0.03847187444069067,0.6810378462738977,1.0,5126,0.6900656814449917
v2_strict_session_mix__tp06_sl03_buf3s,v2_strict_session_mix,refreshed_v2_mix,,full_refresh,tp06_sl03_buf3s,intraday,50,89.31543764667607,-0.10684562353323923,0.38,0.5816435454634749,0.11049115160045053,5.193851265239083,2026-05-04T16:00:00+00:00,2026-06-02T02:50:01+00:00,18,31,0,1,-0.03557976060606205,0.0,0.08027600134634803,0.26169639851901716,5942,-0.047804805894154256,0.0,0.15241190557646253,0.5648306534382483,5846,-0.08145460064517562,-0.014991458333333263,0.30218493952399533,1.0,5126,0.6892385534807346
gate_breakout_fixed_4pct__trail08_gap03_buf5s,gate_breakout_fixed_4pct,gate_single,,robust,trail08_gap03_buf5s,intraday,88,84.78590874302303,-0.1521409125697697,0.45454545454545453,0.6209003030361976,0.20553288979416884,3.78321698481396,2026-05-03T22:30:00+00:00,2026-06-02T02:50:01+00:00,0,47,19,22,-0.033644040998908165,0.0,0.21440592393133626,0.49074385728710873,5942,-0.04283398481840617,-0.00280615662922179,0.3518645227505987,0.8771809784468012,5846,-0.0802907502195086,-0.024393774079437325,0.17206398751463128,1.0,5126,0.6891182647878719
session_milddrop_london_fixed_4pct__tp08_sl04_buf5s,session_milddrop_london_fixed_4pct,session_single,,robust,tp08_sl04_buf5s,intraday,134,82.87837339212182,-0.17121626607878182,0.40298507462686567,0.642684279377703,0.19597397366875718,3.72587470835216,2026-05-04T07:10:01+00:00,2026-06-02T12:55:02+00:00,52,80,0,2,-0.039633036897199325,0.0,0.17435207001009762,0.41400201952204646,5942,-0.040236326593019345,0.0,0.2849811837153609,0.7848101265822784,5846,-0.1194714812083163,-0.01645467971525938,0.29028482247366366,1.0,5126,0.6882292740672853
classic_early_drop_down__tp04_sl02_buf3s,classic_early_drop_down,classic_quant,,full_refresh,tp04_sl02_buf3s,intraday,123,87.60388126016447,-0.12396118739835527,0.3252032520325203,0.5445362112859327,0.12606704992864767,3.788027069677663,2026-05-04T06:05:01+00:00,2026-06-02T12:00:01+00:00,38,83,0,2,-0.025517985263715737,0.0,0.10535173342308987,0.3688993604846853,5942,-0.045572227793512,0.0,0.19568936024632227,0.6869654464591174,5846,-0.05227356814850315,-0.024637618087222646,0.28053062817011315,1.0,5126,0.6856096536449383
session_milddrop_london_fixed_4pct__tp06_sl03_buf3s,session_milddrop_london_fixed_4pct,session_single,,robust,tp06_sl03_buf3s,intraday,134,82.69451914918152,-0.1730548085081849,0.40298507462686567,0.5651564377950484,0.1876794606326215,3.689165910026458,2026-05-04T07:10:01+00:00,2026-06-02T12:55:02+00:00,54,80,0,0,-0.029655389306809443,0.0,0.15886906765398856,0.4145069000336587,5942,-0.031753431708308244,-0.0026489015186807463,0.2634279849469723,0.7853232979815258,5846,-0.08051709996042711,-0.024238439796440914,0.06730394069449863,1.0,5126,0.6817462863252759
classic_breakout_core__tp06_sl03_buf3s,classic_breakout_core,classic_quant,,full_refresh,tp06_sl03_buf3s,intraday,21,93.25647218118783,-0.06743527818812167,0.47619047619047616,0.4156887124162136,0.09276819947004775,4.919368980382313,2026-05-05T13:40:00+00:00,2026-06-02T02:50:01+00:00,10,11,0,0,-0.028030303030303072,0.0,0.06698081454055874,0.15163244698754627,5942,-0.028030303030303072,0.0,0.16182004789599727,0.3867601778994184,5846,-0.05221790495616552,-0.011586645468998569,0.22063987514631292,0.9822473663675381,5126,0.6815923931721846
session_breakout_us_open_fixed_10pct__trail08_gap03_buf5s,session_breakout_us_open_fixed_10pct,session_single,,robust,trail08_gap03_buf5s,intraday,21,91.77297423426451,-0.08227025765735485,0.42857142857142855,0.5901364396441175,0.11123982311830585,9.30092885114054,2026-05-04T13:55:01+00:00,2026-06-01T14:35:02+00:00,0,10,7,4,-0.04705882352941182,0.0,0.030629417704476608,0.10164927633793336,5942,-0.04705882352941182,0.0,0.08039685254875129,0.28395484091686624,5846,-0.07552135351971723,-0.0016984583224457506,0.27331252438548576,0.9118220834959032,5126,0.6806201550387597
classic_breakout_core__tp08_sl04_buf5s,classic_breakout_core,classic_quant,,full_refresh,tp08_sl04_buf5s,intraday,21,92.96496913641172,-0.07035030863588276,0.47619047619047616,0.4574457993672815,0.10153066751446273,4.922927462771077,2026-05-05T13:40:00+00:00,2026-06-02T02:50:01+00:00,10,11,0,0,-0.039393939393939426,0.0,0.07001009761023225,0.15163244698754627,5942,-0.039393939393939426,0.0,0.16489907629148134,0.3867601778994184,5846,-0.06278038195612701,-0.005476947535771104,0.36539211861100274,0.9822473663675381,5126,0.6760358192996524
session_milddrop_us_open_fixed_4pct__tp04_sl02_buf3s,session_milddrop_us_open_fixed_4pct,session_single,,robust,tp04_sl02_buf3s,intraday,17,94.44738368629211,-0.05552616313707892,0.11764705882352941,0.12989093293297704,0.059225544869503384,3.9327944940962873,2026-05-05T13:40:00+00:00,2026-06-02T15:30:01+00:00,2,15,0,0,-0.01361041297297294,0.0,0.016156176371592057,0.09138337260181757,5942,-0.01361041297297294,0.0,0.04926445432774547,0.25709887102292167,5846,-0.02133569813419367,-0.0075862068965517615,0.05833008193523215,0.8595396020288724,5126,0.675536334822622
session_milddrop_us_open_fixed_4pct__tp06_sl03_buf3s,session_milddrop_us_open_fixed_4pct,session_single,,robust,tp06_sl03_buf3s,intraday,18,94.43091946009753,-0.05569080539902471,0.16666666666666666,0.21868184566334506,0.0582100933991819,3.9308634353219665,2026-05-05T13:40:00+00:00,2026-06-02T15:30:01+00:00,3,15,0,0,-0.01910314029850735,0.0,0.024234264557388085,0.09138337260181757,5942,-0.01910314029850735,0.0,0.0738966814916182,0.25709887102292167,5846,-0.02133569813419367,-0.00686622737309428,0.10515021459227468,0.8595396020288724,5126,0.675455760491847
