session_et,component,trades_all,pnl_all,win_rate_all,trades_recent,pnl_recent,win_rate_recent,avg_pnl_all,avg_pnl_recent,avg_pnl_delta,win_rate_delta
us_open,us_open_breakout,2,2.1674860887225558,1.0,0.0,0.0,0.0,1.0837430443612779,0.0,-1.0837430443612779,-1.0
us_afternoon,us_afternoon_milddrop,11,-35.522000776191064,0.45454545454545453,0.0,0.0,0.0,-3.2292727978355513,0.0,3.2292727978355513,-0.45454545454545453
asia,asia_breakout,12,2.6918605442514516,0.8333333333333334,1.0,2.8242792195132513,1.0,0.2243217120209543,2.8242792195132513,2.599957507492297,0.16666666666666663
london,london_milddrop,46,21.132196227236925,0.782608695652174,14.0,4.0340927453577615,0.7857142857142857,0.45939557015732446,0.2881494818112687,-0.17124608834605576,0.0031055900621117516
