slug,window_text,first_quote_ts,close_ts_utc,quote_count_total,quote_count_first2m,target_price,price_after_2m,final_price_last,btc_move_2m,btc_return_bps_2m,mid_up_prob_open,mid_up_prob_2m,mid_up_prob_change_2m,spread_up_median_first2m,spread_down_median_first2m,overround_median_first2m,trade_count_sum_first2m,trade_volume_sum_first2m,outcome_up,realized_pnl_buy_up_from_2m,realized_pnl_buy_down_from_2m
btc-updown-5m-1777029900,19:25-19:30,2026-04-24 11:25:01+00:00,2026-04-24 11:25:00+00:00,123,49,78273.92,78283.77,78350.8,9.85000000000582,1.2584012657096795,0.44,0.535,0.09500000000000003,1.0,1.0,0.0,,,1.0,0.45499999999999996,-0.475
btc-updown-5m-1777030200,19:30-19:35,2026-04-24 11:30:01+00:00,2026-04-24 11:30:00+00:00,123,49,78350.27,78374.98,78388.79,24.70999999999185,3.1537861962686087,0.445,0.615,0.16999999999999998,1.0,1.0,0.0,,,1.0,0.375,-0.395
btc-updown-5m-1777030500,19:35-19:40,2026-04-24 11:35:01+00:00,2026-04-24 11:35:00+00:00,123,49,78378.88,78316.56,78303.44,-62.320000000006985,-7.951121526616223,0.415,0.145,-0.27,1.0,1.0,0.0,,,0.0,-0.155,0.135
btc-updown-5m-1777030800,19:40-19:45,2026-04-24 11:40:02+00:00,2026-04-24 11:40:00+00:00,124,50,78304.74,78319.84,78318.91,15.099999999991269,1.9283634681618596,0.49,0.585,0.09499999999999997,1.0,1.0,0.0,,,1.0,0.405,-0.42500000000000004
btc-updown-5m-1777031100,19:45-19:50,2026-04-24 11:45:01+00:00,2026-04-24 11:45:00+00:00,122,49,78316.23,78225.8,78240.02,-90.42999999999302,-11.546776447231057,0.47,0.095,-0.375,1.0,1.0,0.0,,,0.0,-0.105,0.08499999999999998
btc-updown-5m-1777031400,19:50-19:55,2026-04-24 11:50:02+00:00,2026-04-24 11:50:00+00:00,123,49,78253.82,78265.5,78232.64,11.679999999993015,1.492578892633358,0.495,0.605,0.10999999999999999,1.0,1.0,0.0,,,0.0,-0.615,0.595
btc-updown-5m-1777031700,19:55-20:00,2026-04-24 11:55:02+00:00,2026-04-24 11:55:00+00:00,122,48,78232.64,78254.23,78256.09,21.589999999996508,2.7597176830535832,0.485,0.655,0.17000000000000004,1.0,1.0,0.0,,,1.0,0.33499999999999996,-0.355
btc-updown-5m-1777032000,20:00-20:05,2026-04-24 12:00:03+00:00,2026-04-24 12:00:00+00:00,122,49,,78282.01,78244.79,,,0.525,0.595,0.06999999999999995,1.0,1.0,0.0,,,,,
btc-updown-5m-1777032300,20:05-20:10,2026-04-24 12:05:02+00:00,2026-04-24 12:05:00+00:00,122,48,78253.24,78279.83,78241.12,26.589999999996508,3.3979423727370914,0.475,0.725,0.25,1.0,1.0,0.0,,,0.0,-0.735,0.715
btc-updown-5m-1777032600,20:10-20:15,2026-04-24 12:10:01+00:00,2026-04-24 12:10:00+00:00,122,48,78241.14,78300.17,78340.69,59.029999999998836,7.544624221988437,0.485,0.825,0.33999999999999997,1.0,1.0,0.0,,,1.0,0.16500000000000004,-0.18500000000000005
btc-updown-5m-1777032900,20:15-20:20,2026-04-24 12:15:00+00:00,2026-04-24 12:15:00+00:00,115,47,78336.24,78353.73,78298.86,17.489999999990687,2.2326831106510454,0.47,0.615,0.14500000000000002,1.0,1.0,0.0,,,0.0,-0.625,0.605
btc-updown-5m-1777033200,20:20-20:25,2026-04-24 12:20:02+00:00,2026-04-24 12:20:00+00:00,122,48,,78289.07,78358.04,,,0.495,0.475,-0.020000000000000018,1.0,1.0,0.0,,,,,
btc-updown-5m-1777033500,20:25-20:30,2026-04-24 12:25:02+00:00,2026-04-24 12:25:00+00:00,123,51,,78327.28,78296.89,,,0.4,0.255,-0.14500000000000002,1.0,1.0,0.0,,,,,
btc-updown-5m-1777033800,20:30-20:35,2026-04-24 12:30:03+00:00,2026-04-24 12:30:00+00:00,122,51,,78275.06,78228.52,,,0.505,0.355,-0.15000000000000002,1.0,1.0,0.0,,,,,
btc-updown-5m-1777034100,20:35-20:40,2026-04-24 12:35:02+00:00,2026-04-24 12:35:00+00:00,124,51,78234.32,78254.24,78229.01,19.919999999998254,2.5461971165593633,0.53,0.675,0.14500000000000002,1.0,1.0,0.0,,,0.0,-0.685,0.665
btc-updown-5m-1777034400,20:40-20:45,2026-04-24 12:40:02+00:00,2026-04-24 12:40:00+00:00,122,50,78237.84,78277.54,78216.77,39.69999999999709,5.074270966580506,0.595,0.795,0.20000000000000007,1.0,1.0,0.0,,,0.0,-0.805,0.785
btc-updown-5m-1777034700,20:45-20:50,2026-04-24 12:45:01+00:00,2026-04-24 12:45:00+00:00,117,50,78217.51,78275.28,78158.61,57.770000000004075,7.385814250543654,0.55,0.835,0.2849999999999999,1.0,1.0,0.0,,,0.0,-0.845,0.825
btc-updown-5m-1777035000,20:50-20:55,2026-04-24 12:50:01+00:00,2026-04-24 12:50:00+00:00,128,52,78164.12,78132.26,78064.01,-31.860000000000582,-4.076038980545112,0.485,0.485,0.0,1.0,1.0,0.0,,,0.0,-0.495,0.475
btc-updown-5m-1777035300,20:55-21:00,2026-04-24 12:55:02+00:00,2026-04-24 12:55:00+00:00,126,51,78060.12,78137.61,78290.64,77.49000000000524,9.926963986220525,0.555,0.875,0.31999999999999995,1.0,1.0,0.0,,,1.0,0.115,-0.135
btc-updown-5m-1777035600,21:00-21:05,2026-04-24 13:00:02+00:00,2026-04-24 13:00:00+00:00,126,52,78306.71,78352.64,78385.23,45.929999999993015,5.865397741776281,0.525,0.735,0.20999999999999996,1.0,1.0,0.0,,,1.0,0.255,-0.275
btc-updown-5m-1777035900,21:05-21:10,2026-04-24 13:05:02+00:00,2026-04-24 13:05:00+00:00,127,53,78405.11,78408.4,78407.21,3.289999999993597,0.4196155072027317,0.495,0.625,0.13,1.0,1.0,0.0,,,1.0,0.365,-0.385
btc-updown-5m-1777036200,21:10-21:15,2026-04-24 13:10:00+00:00,2026-04-24 13:10:00+00:00,129,52,78407.21,78434.64,78382.11,27.429999999993015,3.498402761683908,0.495,0.57,0.07499999999999996,1.0,1.0,0.0,,,0.0,-0.58,0.5599999999999999
btc-updown-5m-1777036500,21:15-21:20,2026-04-24 13:15:01+00:00,2026-04-24 13:15:00+00:00,126,51,78388.28,78350.47,78427.11,-37.80999999999767,-4.823425134471336,0.485,0.325,-0.15999999999999998,1.0,1.0,0.0,,,1.0,0.665,-0.685
btc-updown-5m-1777036800,21:20-21:25,2026-04-24 13:20:00+00:00,2026-04-24 13:20:00+00:00,128,52,78430.67,78381.07,78280.77,-49.59999999999127,-6.32405664773631,0.495,0.235,-0.26,1.0,1.0,0.0,,,0.0,-0.245,0.22499999999999998
btc-updown-5m-1777037100,21:25-21:30,2026-04-24 13:25:01+00:00,2026-04-24 13:25:00+00:00,123,52,78265.99,78198.48,78185.36,-67.51000000000931,-8.625713416518376,0.405,0.135,-0.27,1.0,1.0,0.0,,,0.0,-0.14500000000000002,0.125
btc-updown-5m-1777037400,21:30-21:35,2026-04-24 13:30:01+00:00,2026-04-24 13:30:00+00:00,128,52,78208.32,78155.83,78285.13,-52.49000000000524,-6.711562145818403,0.615,0.335,-0.27999999999999997,1.0,1.0,0.0,,,1.0,0.655,-0.675
btc-updown-5m-1777037700,21:35-21:40,2026-04-24 13:35:01+00:00,2026-04-24 13:35:00+00:00,127,52,78277.2,78183.74,78268.88,-93.45999999999185,-11.939619710463822,0.495,0.175,-0.32,1.0,1.0,0.0,,,0.0,-0.185,0.16500000000000004
btc-updown-5m-1777038000,21:40-21:45,2026-04-24 13:40:00+00:00,2026-04-24 13:40:00+00:00,129,53,78268.93,78181.52,78198.49,-87.40999999998894,-11.167905323349757,0.495,0.205,-0.29000000000000004,1.0,1.0,0.0,,,0.0,-0.215,0.19499999999999995
btc-updown-5m-1777038300,21:45-21:50,2026-04-24 13:45:02+00:00,2026-04-24 13:45:00+00:00,125,53,78208.33,78231.28,78110.34,22.94999999999709,2.9344700238449137,0.535,0.645,0.10999999999999999,1.0,1.0,0.0,,,0.0,-0.655,0.635
btc-updown-5m-1777038600,21:50-21:55,2026-04-24 13:50:00+00:00,2026-04-24 13:50:00+00:00,129,52,78127.01,78077.02,78005.61,-49.98999999999069,-6.398555377966044,0.535,0.365,-0.17000000000000004,1.0,1.0,0.0,,,0.0,-0.375,0.355
btc-updown-5m-1777038900,21:55-22:00,2026-04-24 13:55:02+00:00,2026-04-24 13:55:00+00:00,127,52,78018.08,77995.07,78107.84,-23.00999999999476,-2.949316363590947,0.545,0.38,-0.16500000000000004,1.0,1.0,0.0,,,1.0,0.61,-0.63
btc-updown-5m-1777039200,22:00-22:05,2026-04-24 14:00:02+00:00,2026-04-24 14:00:00+00:00,128,52,78073.85,77975.44,77916.78,-98.41000000000349,-12.60473257050901,0.445,0.135,-0.31,1.0,1.0,0.0,,,0.0,-0.14500000000000002,0.125
btc-updown-5m-1777039500,22:05-22:10,2026-04-24 14:05:01+00:00,2026-04-24 14:05:00+00:00,128,52,77918.86,77939.36,77988.58,20.5,2.6309419824674025,0.535,0.565,0.029999999999999916,1.0,1.0,0.0,,,1.0,0.42500000000000004,-0.44500000000000006
btc-updown-5m-1777039800,22:10-22:15,2026-04-24 14:10:02+00:00,2026-04-24 14:10:00+00:00,126,52,77986.49,78017.21,77903.29,30.720000000001164,3.9391438183717673,0.505,0.585,0.07999999999999996,1.0,1.0,0.0,,,0.0,-0.595,0.575
btc-updown-5m-1777040100,22:15-22:20,2026-04-24 14:15:01+00:00,2026-04-24 14:15:00+00:00,126,52,77907.7,77931.62,77984.88,23.919999999998254,3.070299854827989,0.53,0.615,0.08499999999999996,1.0,1.0,0.0,,,1.0,0.375,-0.395
btc-updown-5m-1777040400,22:20-22:25,2026-04-24 14:20:02+00:00,2026-04-24 14:20:00+00:00,126,52,77979.64,77938.86,77895.07,-40.779999999998836,-5.229570180113532,0.505,0.325,-0.18,1.0,1.0,0.0,,,0.0,-0.335,0.31499999999999995
btc-updown-5m-1777040700,22:25-22:30,2026-04-24 14:25:02+00:00,2026-04-24 14:25:00+00:00,123,49,77895.07,77790.56,77728.19,-104.51000000000931,-13.4167669404507,0.505,0.155,-0.35,1.0,1.0,0.0,,,0.0,-0.165,0.14500000000000002
btc-updown-5m-1777041000,22:30-22:35,2026-04-24 14:30:02+00:00,2026-04-24 14:30:00+00:00,125,48,,77795.04,77873.27,,,0.575,0.775,0.20000000000000007,1.0,1.0,0.0,,,,,
btc-updown-5m-1777041300,22:35-22:40,2026-04-24 14:35:02+00:00,2026-04-24 14:35:00+00:00,125,51,77877.0,77904.19,78008.0,27.19000000000233,3.491403110032786,0.515,0.625,0.10999999999999999,1.0,1.0,0.0,,,1.0,0.365,-0.385
btc-updown-5m-1777041600,22:40-22:45,2026-04-24 14:40:02+00:00,2026-04-24 14:40:00+00:00,124,48,78010.01,77942.64,78008.36,-67.36999999999534,-8.636071191375997,0.485,0.215,-0.27,1.0,1.0,0.0,,,0.0,-0.225,0.20499999999999996
btc-updown-5m-1777041900,22:45-22:50,2026-04-24 14:45:01+00:00,2026-04-24 14:45:00+00:00,126,52,78004.01,78064.01,77962.34,60.0,7.6919122491266805,0.515,0.805,0.29000000000000004,1.0,1.0,0.0,,,0.0,-0.8150000000000001,0.795
btc-updown-5m-1777042200,22:50-22:55,2026-04-24 14:50:01+00:00,2026-04-24 14:50:00+00:00,124,49,77952.48,77996.01,78054.64,43.529999999998836,5.58417127973335,0.455,0.685,0.23000000000000004,1.0,1.0,0.0,,,1.0,0.30499999999999994,-0.32499999999999996
btc-updown-5m-1777042500,22:55-23:00,2026-04-24 14:55:01+00:00,2026-04-24 14:55:00+00:00,122,48,78052.1,78086.01,78074.16,33.90999999998894,4.344533971538105,0.505,0.695,0.18999999999999995,1.0,1.0,0.0,,,1.0,0.29500000000000004,-0.31500000000000006
btc-updown-5m-1777042800,23:00-23:05,2026-04-24 15:00:01+00:00,2026-04-24 15:00:00+00:00,125,51,78076.38,77908.45,77882.95,-167.93000000000757,-21.508425467472694,0.545,0.045,-0.5,1.0,1.0,0.0,,,0.0,-0.055,0.03500000000000004
btc-updown-5m-1777043100,23:05-23:10,2026-04-24 15:05:03+00:00,2026-04-24 15:05:00+00:00,125,52,,77676.95,77669.0,,,0.455,0.035,-0.42000000000000004,1.0,1.0,0.0,,,,,
btc-updown-5m-1777043400,23:10-23:15,2026-04-24 15:10:02+00:00,2026-04-24 15:10:00+00:00,121,47,77673.68,77753.89,77742.61,80.2100000000064,10.326535320588185,0.575,0.885,0.31000000000000005,1.0,1.0,0.0,,,1.0,0.105,-0.12499999999999999
btc-updown-5m-1777043700,23:15-23:20,2026-04-24 15:15:02+00:00,2026-04-24 15:15:00+00:00,122,50,,77778.66,77721.77,,,0.575,0.715,0.14,1.0,1.0,0.0,,,,,
btc-updown-5m-1777044000,23:20-23:25,2026-04-24 15:20:01+00:00,2026-04-24 15:20:00+00:00,125,49,77713.05,77756.35,77834.76,43.30000000000291,5.5717797718662325,0.52,0.715,0.19499999999999995,1.0,1.0,0.0,,,1.0,0.275,-0.29500000000000004
btc-updown-5m-1777044300,23:25-23:30,2026-04-24 15:25:01+00:00,2026-04-24 15:25:00+00:00,128,52,77834.85,77847.53,77843.99,12.679999999993015,1.629090311087259,0.505,0.605,0.09999999999999998,1.0,1.0,0.0,,,1.0,0.385,-0.405
btc-updown-5m-1777044600,23:30-23:35,2026-04-24 15:30:06+00:00,2026-04-24 15:30:00+00:00,123,50,,77871.99,77853.99,,,0.545,0.655,0.10999999999999999,1.0,1.0,0.0,,,,,
btc-updown-5m-1777044900,23:35-23:40,2026-04-24 15:35:01+00:00,2026-04-24 15:35:00+00:00,127,51,77852.39,77801.59,77762.23,-50.80000000000291,-6.525168976829473,0.465,0.195,-0.27,1.0,1.0,0.0,,,0.0,-0.20500000000000002,0.18500000000000005
btc-updown-5m-1777045200,23:40-23:45,2026-04-24 15:40:01+00:00,2026-04-24 15:40:00+00:00,125,48,77760.33,77766.69,78000.33,6.360000000000582,0.8178977635512326,0.49,0.565,0.07499999999999996,1.0,1.0,0.0,,,1.0,0.42500000000000004,-0.44500000000000006
btc-updown-5m-1777045500,23:45-23:50,2026-04-24 15:45:02+00:00,2026-04-24 15:45:00+00:00,125,51,78021.36,78112.34,77975.47,90.97999999999593,11.66090926894839,0.525,0.725,0.19999999999999996,1.0,1.0,0.0,,,0.0,-0.735,0.715
btc-updown-5m-1777045800,23:50-23:55,2026-04-24 15:50:01+00:00,2026-04-24 15:50:00+00:00,126,52,77968.88,78054.17,78018.01,85.2899999999936,10.938979757050966,0.505,0.805,0.30000000000000004,1.0,1.0,0.0,,,1.0,0.18499999999999994,-0.20499999999999996
btc-updown-5m-1777046100,23:55-00:00,2026-04-24 15:55:01+00:00,2026-04-24 15:55:00+00:00,127,51,78018.53,77995.12,78070.77,-23.410000000003492,-3.000569223747678,0.52,0.41,-0.11000000000000004,1.0,1.0,0.0,,,1.0,0.5800000000000001,-0.6000000000000001
btc-updown-5m-1777046400,00:00-00:05,2026-04-24 16:00:01+00:00,2026-04-24 16:00:00+00:00,125,50,78073.84,77974.23,77996.94,-99.61000000000058,-12.758434835535256,0.545,0.095,-0.45000000000000007,1.0,1.0,0.0,,,0.0,-0.105,0.08499999999999998
btc-updown-5m-1777046700,00:05-00:10,2026-04-24 16:05:00+00:00,2026-04-24 16:05:00+00:00,127,51,77996.94,78040.0,77898.28,43.05999999999767,5.520729402973716,0.505,0.725,0.21999999999999997,1.0,1.0,0.0,,,0.0,-0.735,0.715
btc-updown-5m-1777047000,00:10-00:15,2026-04-24 16:10:02+00:00,2026-04-24 16:10:00+00:00,127,53,,77963.35,77805.34,,,0.535,0.825,0.2899999999999999,1.0,1.0,0.0,,,,,
btc-updown-5m-1777047300,00:15-00:20,2026-04-24 16:15:02+00:00,2026-04-24 16:15:00+00:00,125,52,,77789.4,77736.53,,,0.505,0.395,-0.10999999999999999,1.0,1.0,0.0,,,,,
btc-updown-5m-1777047600,00:20-00:25,2026-04-24 16:20:01+00:00,2026-04-24 16:20:00+00:00,129,52,77740.01,77697.81,77755.64,-42.19999999999709,-5.428350215030471,0.55,0.285,-0.26500000000000007,1.0,1.0,0.0,,,1.0,0.7050000000000001,-0.7250000000000001
btc-updown-5m-1777047900,00:25-00:30,2026-04-24 16:25:01+00:00,2026-04-24 16:25:00+00:00,127,51,77770.88,77748.72,77737.19,-22.160000000003492,-2.849395557823634,0.515,0.465,-0.04999999999999999,1.0,1.0,0.0,,,0.0,-0.47500000000000003,0.45500000000000007
btc-updown-5m-1777048200,00:30-00:35,2026-04-24 16:30:03+00:00,2026-04-24 16:30:00+00:00,126,52,,77791.77,77896.71,,,0.525,0.795,0.27,1.0,1.0,0.0,,,,,
btc-updown-5m-1777048500,00:35-00:40,2026-04-24 16:35:01+00:00,2026-04-24 16:35:00+00:00,126,50,77886.88,77854.08,77794.93,-32.80000000000291,-4.211235576518524,0.455,0.275,-0.18,1.0,1.0,0.0,,,0.0,-0.28500000000000003,0.265
btc-updown-5m-1777048800,00:40-00:45,2026-04-24 16:40:01+00:00,2026-04-24 16:40:00+00:00,127,52,77798.97,77606.47,77735.84,-192.5,-24.743258169099153,0.51,0.025,-0.485,1.0,1.0,0.0,,,0.0,-0.035,0.015000000000000022
btc-updown-5m-1777049100,00:45-00:50,2026-04-24 16:45:02+00:00,2026-04-24 16:45:00+00:00,126,52,77735.99,77756.18,77659.81,20.189999999987776,2.597252572455535,0.54,0.705,0.16499999999999992,1.0,1.0,0.0,,,0.0,-0.715,0.695
btc-updown-5m-1777049400,00:50-00:55,2026-04-24 16:50:02+00:00,2026-04-24 16:50:00+00:00,127,51,77660.6,77665.41,77754.12,4.809999999997672,0.6193616840454068,0.625,0.595,-0.030000000000000027,1.0,1.0,0.0,,,1.0,0.395,-0.41500000000000004
btc-updown-5m-1777049700,00:55-01:00,2026-04-24 16:55:01+00:00,2026-04-24 16:55:00+00:00,119,48,77747.08,77719.6,77802.86,-27.479999999995925,-3.534537888753626,0.525,0.285,-0.24000000000000005,1.0,1.0,0.0,,,1.0,0.7050000000000001,-0.7250000000000001
btc-updown-5m-1777050000,01:00-01:05,2026-04-24 17:00:01+00:00,2026-04-24 17:00:00+00:00,127,52,77802.87,77732.33,77697.34,-70.5399999999936,-9.06650358784883,0.505,0.15,-0.355,1.0,1.0,0.0,,,0.0,-0.16,0.14
btc-updown-5m-1777050300,01:05-01:10,2026-04-24 17:05:02+00:00,2026-04-24 17:05:00+00:00,126,50,,77710.47,77679.01,,,0.455,0.585,0.12999999999999995,1.0,1.0,0.0,,,,,
btc-updown-5m-1777050600,01:10-01:15,2026-04-24 17:10:02+00:00,2026-04-24 17:10:00+00:00,128,52,,77771.01,77775.37,,,0.555,0.915,0.36,1.0,1.0,0.0,,,,,
btc-updown-5m-1777050900,01:15-01:20,2026-04-24 17:15:02+00:00,2026-04-24 17:15:00+00:00,126,53,77775.38,77750.08,77654.01,-25.30000000000291,-3.252957426887906,0.495,0.325,-0.16999999999999998,1.0,1.0,0.0,,,0.0,-0.335,0.31499999999999995
btc-updown-5m-1777051200,01:20-01:25,2026-04-24 17:20:02+00:00,2026-04-24 17:20:00+00:00,128,51,77649.24,77632.28,77644.99,-16.960000000006403,-2.1841810686114123,0.495,0.335,-0.15999999999999998,1.0,1.0,0.0,,,0.0,-0.34500000000000003,0.32499999999999996
btc-updown-5m-1777051500,01:25-01:30,2026-04-24 17:25:02+00:00,2026-04-24 17:25:00+00:00,125,52,,77652.83,77698.07,,,0.525,0.585,0.05999999999999994,1.0,1.0,0.0,,,,,
btc-updown-5m-1777051800,01:30-01:35,2026-04-24 17:30:01+00:00,2026-04-24 17:30:00+00:00,126,52,77700.06,77706.48,77517.11,6.419999999998254,0.8262541882204794,0.515,0.525,0.010000000000000009,1.0,1.0,0.0,,,0.0,-0.535,0.515
btc-updown-5m-1777052100,01:35-01:40,2026-04-24 17:35:00+00:00,2026-04-24 17:35:00+00:00,129,52,77517.12,77608.78,77535.74,91.66000000000349,11.824484707378641,0.535,0.915,0.38,1.0,1.0,0.0,,,1.0,0.07499999999999997,-0.09499999999999996
btc-updown-5m-1777052400,01:40-01:45,2026-04-24 17:40:02+00:00,2026-04-24 17:40:00+00:00,129,52,77544.72,77585.13,77614.99,40.41000000000349,5.211186525659451,0.565,0.795,0.2300000000000001,1.0,1.0,0.0,,,1.0,0.19499999999999995,-0.21499999999999997
btc-updown-5m-1777052700,01:45-01:50,2026-04-24 17:45:04+00:00,2026-04-24 17:45:00+00:00,121,53,,77588.41,77627.45,,,0.435,0.245,-0.19,1.0,1.0,0.0,,,,,
btc-updown-5m-1777053000,01:50-01:55,2026-04-24 17:50:01+00:00,2026-04-24 17:50:00+00:00,118,47,77627.45,77680.25,77770.0,52.80000000000291,6.801717691358265,0.505,0.825,0.31999999999999995,1.0,1.0,0.0,,,1.0,0.16500000000000004,-0.18500000000000005
btc-updown-5m-1777053300,01:55-02:00,2026-04-24 17:55:03+00:00,2026-04-24 17:55:00+00:00,113,45,,77806.72,77701.53,,,0.465,0.665,0.2,1.0,1.0,0.0,,,,,
btc-updown-5m-1777053600,02:00-02:05,2026-04-24 18:00:00+00:00,2026-04-24 18:00:00+00:00,116,47,77707.12,77671.19,77688.12,-35.929999999993015,-4.623771927204742,0.535,0.335,-0.2,1.0,1.0,0.0,,,0.0,-0.34500000000000003,0.32499999999999996
btc-updown-5m-1777053900,02:05-02:10,2026-04-24 18:05:01+00:00,2026-04-24 18:05:00+00:00,119,47,77686.8,77656.73,77644.83,-30.070000000006985,-3.8706704356476243,0.425,0.335,-0.08999999999999997,1.0,1.0,0.0,,,0.0,-0.34500000000000003,0.32499999999999996
btc-updown-5m-1777054200,02:10-02:15,2026-04-24 18:10:02+00:00,2026-04-24 18:10:00+00:00,119,48,,77672.29,77550.74,,,0.555,0.725,0.16999999999999993,1.0,1.0,0.0,,,,,
btc-updown-5m-1777054500,02:15-02:20,2026-04-24 18:15:02+00:00,2026-04-24 18:15:00+00:00,117,47,77550.66,77434.56,77437.0,-116.10000000000582,-14.97085904878254,0.575,0.055,-0.5199999999999999,1.0,1.0,0.0,,,0.0,-0.065,0.04500000000000005
btc-updown-5m-1777054800,02:20-02:25,2026-04-24 18:20:00+00:00,2026-04-24 18:20:00+00:00,119,47,77440.23,77490.47,77538.37,50.24000000000524,6.487584037393128,0.565,0.815,0.25,1.0,1.0,0.0,,,1.0,0.17500000000000004,-0.19500000000000006
btc-updown-5m-1777055100,02:25-02:30,2026-04-24 18:25:01+00:00,2026-04-24 18:25:00+00:00,120,48,77516.25,77556.59,77518.76,40.33999999999651,5.204070114330415,0.535,0.685,0.15000000000000002,1.0,1.0,0.0,,,1.0,0.30499999999999994,-0.32499999999999996
btc-updown-5m-1777055400,02:30-02:35,2026-04-24 18:30:01+00:00,2026-04-24 18:30:00+00:00,120,49,77529.35,77546.62,77607.85,17.269999999989523,2.2275435044908183,0.585,0.645,0.06000000000000005,1.0,1.0,0.0,,,1.0,0.345,-0.365
btc-updown-5m-1777055700,02:35-02:40,2026-04-24 18:35:01+00:00,2026-04-24 18:35:00+00:00,119,47,77605.54,77605.28,77560.69,-0.2599999999947613,-0.033502762817546446,0.525,0.495,-0.030000000000000027,1.0,1.0,0.0,,,0.0,-0.505,0.485
btc-updown-5m-1777056000,02:40-02:45,2026-04-24 18:40:02+00:00,2026-04-24 18:40:00+00:00,118,47,,77547.96,77600.07,,,0.515,0.355,-0.16000000000000003,1.0,1.0,0.0,,,,,
btc-updown-5m-1777056300,02:45-02:50,2026-04-24 18:45:02+00:00,2026-04-24 18:45:00+00:00,118,47,77600.07,77631.05,77578.56,30.979999999995925,3.9922644399671188,0.54,0.745,0.20499999999999996,1.0,1.0,0.0,,,0.0,-0.755,0.735
btc-updown-5m-1777056600,02:50-02:55,2026-04-24 18:50:03+00:00,2026-04-24 18:50:00+00:00,119,49,,77608.07,77608.1,,,0.495,0.725,0.22999999999999998,1.0,1.0,0.0,,,,,
btc-updown-5m-1777056900,02:55-03:00,2026-04-24 18:55:02+00:00,2026-04-24 18:55:00+00:00,119,49,77601.52,77611.37,77637.61,9.849999999991269,1.269305034230163,0.505,0.535,0.030000000000000027,1.0,1.0,0.0,,,1.0,0.45499999999999996,-0.475
btc-updown-5m-1777057200,03:00-03:05,2026-04-24 19:00:03+00:00,2026-04-24 19:00:00+00:00,115,47,,77736.29,77665.01,,,0.665,0.945,0.2799999999999999,1.0,1.0,0.0,,,,,
btc-updown-5m-1777057500,03:05-03:10,2026-04-24 19:05:02+00:00,2026-04-24 19:05:00+00:00,116,48,77664.98,77605.92,77617.84,-59.05999999999767,-7.604456989494837,0.515,0.125,-0.39,1.0,1.0,0.0,,,0.0,-0.135,0.115
btc-updown-5m-1777057800,03:10-03:15,2026-04-24 19:10:01+00:00,2026-04-24 19:10:00+00:00,119,49,77629.18,77627.09,77628.0,-2.0899999999965075,-0.26922865860447165,0.505,0.565,0.05999999999999994,1.0,1.0,0.0,,,0.0,-0.575,0.5549999999999999
btc-updown-5m-1777058100,03:15-03:20,2026-04-24 19:15:00+00:00,2026-04-24 19:15:00+00:00,118,49,77625.67,77682.65,77663.14,56.979999999995925,7.340355323180583,0.505,0.835,0.32999999999999996,1.0,1.0,0.0,,,1.0,0.15500000000000003,-0.17500000000000004
btc-updown-5m-1777058400,03:20-03:25,2026-04-24 19:20:01+00:00,2026-04-24 19:20:00+00:00,120,50,77663.17,77621.21,77588.76,-41.95999999999185,-5.402818350061149,0.495,0.17,-0.32499999999999996,1.0,1.0,0.0,,,0.0,-0.18000000000000002,0.16000000000000003
btc-updown-5m-1777058700,03:25-03:30,2026-04-24 19:25:01+00:00,2026-04-24 19:25:00+00:00,121,50,77589.99,77584.39,77602.14,-5.600000000005821,-0.7217425856100536,0.525,0.365,-0.16000000000000003,1.0,1.0,0.0,,,1.0,0.625,-0.645
btc-updown-5m-1777059000,03:30-03:35,2026-04-24 19:30:02+00:00,2026-04-24 19:30:00+00:00,120,49,77609.4,77643.56,77650.07,34.16000000000349,4.40152868080458,0.595,0.825,0.22999999999999998,1.0,1.0,0.0,,,1.0,0.16500000000000004,-0.18500000000000005
btc-updown-5m-1777059300,03:35-03:40,2026-04-24 19:35:02+00:00,2026-04-24 19:35:00+00:00,119,50,,77615.0,77652.22,,,0.415,0.285,-0.13,1.0,1.0,0.0,,,,,
btc-updown-5m-1777059600,03:40-03:45,2026-04-24 19:40:01+00:00,2026-04-24 19:40:00+00:00,119,49,77652.22,77662.17,77637.06,9.94999999999709,1.2813542227121246,0.51,0.565,0.05499999999999994,1.0,1.0,0.0,,,0.0,-0.575,0.5549999999999999
btc-updown-5m-1777059900,03:45-03:50,2026-04-24 19:45:01+00:00,2026-04-24 19:45:00+00:00,118,49,77637.05,77601.97,77592.87,-35.080000000001746,-4.518461224376988,0.44,0.225,-0.215,1.0,1.0,0.0,,,0.0,-0.23500000000000001,0.21499999999999997
btc-updown-5m-1777060200,03:50-03:55,2026-04-24 19:50:02+00:00,2026-04-24 19:50:00+00:00,120,49,77630.72,77619.14,77629.37,-11.580000000001746,-1.4916775214762592,0.65,0.635,-0.015000000000000013,1.0,1.0,0.0,,,0.0,-0.645,0.625
btc-updown-5m-1777060500,03:55-04:00,2026-04-24 19:55:01+00:00,2026-04-24 19:55:00+00:00,119,50,77638.34,77648.52,77662.0,10.180000000007567,1.3112078388084505,0.565,0.645,0.08000000000000007,1.0,1.0,0.0,,,1.0,0.345,-0.365
btc-updown-5m-1777060800,04:00-04:05,2026-04-24 20:00:02+00:00,2026-04-24 20:00:00+00:00,119,49,,77635.15,77599.99,,,0.475,0.375,-0.09999999999999998,1.0,1.0,0.0,,,,,
