strategy,sizing,trades,ending_bankroll,total_return,avg_trade_return_on_cost,max_drawdown
classic_trend_down_basic,fixed_25pct,79,604.1918764580342,5.041918764580342,0.1344030326080729,0.5777233851333221
classic_trend_down_midrange,fixed_25pct,54,550.752435134357,4.50752435134357,0.18009643609390816,0.6013652178718825
classic_trend_down_basic,fixed_20pct,79,526.1635812760605,4.2616358127606055,0.1344030326080729,0.4674185002552172
classic_trend_down_midrange,fixed_20pct,54,481.8266807679183,3.8182668076791826,0.18009643609390816,0.4950344756149282
classic_trend_down_price,fixed_25pct,47,471.2848460134428,3.7128484601344276,0.1850579225873263,0.6527046027654805
classic_trend_down_basic,fixed_15pct,79,410.15063727597413,3.101506372759741,0.1344030326080729,0.3468782763213019
classic_trend_down_price,fixed_20pct,47,409.37507868679523,3.093750786867952,0.18505792258732626,0.5489026372748951
classic_trend_down_midrange,fixed_15pct,54,373.7664626281651,2.7376646262816506,0.18009643609390816,0.37747666084214826
value_down_margin2,fixed_25pct,38,360.98464985636434,2.6098464985636434,0.17781287434904683,0.46285149957834254
classic_trend_down_score3,fixed_25pct,43,338.72121272480047,2.3872121272480045,0.1661222473315086,0.6555373957009925
classic_trend_down_price,fixed_15pct,47,324.72344487009536,2.2472344487009535,0.1850579225873263,0.43269258746305383
classic_trend_down_liq,fixed_25pct,39,323.29876950305726,2.2329876950305727,0.1592887879731655,0.5362050220595028
value_down_margin2,fixed_20pct,38,312.5470832688709,2.125470832688709,0.1778128743490468,0.3716198692520041
value_down_margin5,fixed_25pct,35,307.1741135280297,2.071741135280297,0.17114809885099538,0.4807564495923977
value_down_margin2,full_kelly_capped20,38,296.05270537560415,1.9605270537560413,0.1778128743490468,0.3716198692520041
classic_trend_down_score3,fixed_20pct,43,295.5598656366387,1.9555986563663867,0.1661222473315086,0.556630499398036
classic_trend_down_basic,fixed_10pct,79,277.55608562704373,1.7755608562704372,0.1344030326080729,0.23397059295361772
value_down_margin5,fixed_20pct,35,274.7714349570739,1.7477143495707388,0.17114809885099536,0.38848913450698375
