strategy,sizing,first_quote_ts,slug,side,target_cost,shares,entry_price,pnl_usd,bankroll_after,q_hat
rule_drop10_down,fixed_10pct,2026-04-24 08:55:01+00:00,btc-updown-5m-1777020900,buy_down,12.223592437985888,17.216327377444912,0.71,4.820571665684576,127.05649604554345,
rule_drop10_down,fixed_10pct,2026-04-24 09:20:01+00:00,btc-updown-5m-1777022400,buy_down,12.705649604554345,23.101181099189716,0.55,10.164519683643475,137.22101572918692,
rule_drop10_down,fixed_10pct,2026-04-24 09:45:01+00:00,btc-updown-5m-1777023900,buy_down,13.722101572918692,16.14364890931611,0.85,2.2601108473042557,139.48112657649116,
rule_drop10_down,fixed_10pct,2026-04-24 09:55:01+00:00,btc-updown-5m-1777024500,buy_down,13.948112657649117,16.804955009215806,0.83,2.6887928014745297,142.1699193779657,
rule_drop10_down,fixed_10pct,2026-04-24 10:00:01+00:00,btc-updown-5m-1777024800,buy_down,14.216991937796571,15.796657708662856,0.9,1.4216991937796568,143.59161857174536,
rule_drop10_down,fixed_10pct,2026-04-24 10:05:02+00:00,btc-updown-5m-1777025100,buy_down,14.359161857174536,17.511172996554315,0.82,-14.534273587140081,129.05734498460527,
rule_drop10_down,fixed_10pct,2026-04-24 10:10:01+00:00,btc-updown-5m-1777025400,buy_down,12.905734498460527,17.679088354055516,0.73,4.596562972054434,133.6539079566597,
rule_drop10_down,fixed_10pct,2026-04-24 11:15:00+00:00,btc-updown-5m-1777029300,buy_down,13.365390795665972,14.687242632599968,0.91,1.1749794106079972,134.8288873672677,
rule_drop10_down,fixed_10pct,2026-04-24 11:35:01+00:00,btc-updown-5m-1777030500,buy_down,13.482888736726771,15.677777600845083,0.86,2.038111088109861,136.86699845537757,
rule_drop10_down,fixed_10pct,2026-04-24 11:45:01+00:00,btc-updown-5m-1777031100,buy_down,13.686699845537758,15.040329500590943,0.91,1.203226360047275,138.07022481542484,
rule_drop10_down,fixed_10pct,2026-04-24 12:50:01+00:00,btc-updown-5m-1777035000,buy_down,13.807022481542484,26.55196631065862,0.52,12.47942416600955,150.5496489814344,
rule_drop10_down,fixed_10pct,2026-04-24 13:15:01+00:00,btc-updown-5m-1777036500,buy_down,15.054964898143439,22.139654261975643,0.68,-15.276361440763194,135.2732875406712,
rule_drop10_down,fixed_10pct,2026-04-24 13:20:00+00:00,btc-updown-5m-1777036800,buy_down,13.52732875406712,17.56795942086639,0.77,3.8649510725906056,139.1382386132618,
rule_drop10_down,fixed_10pct,2026-04-24 13:25:01+00:00,btc-updown-5m-1777037100,buy_down,13.913823861326179,15.99290099003009,0.87,1.919148118803611,141.0573867320654,
rule_drop10_down,fixed_10pct,2026-04-24 13:30:01+00:00,btc-updown-5m-1777037400,buy_down,14.10573867320654,21.05334130329334,0.67,-14.316272086239472,126.74111464582592,
rule_drop10_down,fixed_10pct,2026-04-24 13:35:01+00:00,btc-updown-5m-1777037700,buy_down,12.674111464582593,15.270013812750113,0.83,2.4432022100400186,129.18431685586594,
rule_drop10_down,fixed_10pct,2026-04-24 13:40:00+00:00,btc-updown-5m-1777038000,buy_down,12.918431685586595,16.148039606983243,0.8,3.0681275253268154,132.25244438119276,
rule_drop10_down,fixed_10pct,2026-04-24 13:50:00+00:00,btc-updown-5m-1777038600,buy_down,13.225244438119276,20.664444434561368,0.64,7.232555552096478,139.48499993328923,
rule_drop10_down,fixed_10pct,2026-04-24 13:55:02+00:00,btc-updown-5m-1777038900,buy_down,13.948499993328923,22.49758063440149,0.62,-14.17347579967294,125.31152413361629,
rule_drop10_down,fixed_10pct,2026-04-24 14:00:02+00:00,btc-updown-5m-1777039200,buy_down,12.53115241336163,14.403623463634057,0.87,1.728434815636087,127.03995894925238,
rule_drop10_down,fixed_10pct,2026-04-24 14:20:02+00:00,btc-updown-5m-1777040400,buy_down,12.703995894925239,18.68234690430182,0.68,5.791527540333563,132.83148648958596,
rule_drop10_down,fixed_10pct,2026-04-24 14:25:02+00:00,btc-updown-5m-1777040700,buy_down,13.283148648958596,15.445521684835576,0.86,2.007917819028625,134.83940430861458,
rule_drop10_down,fixed_10pct,2026-04-24 14:40:02+00:00,btc-updown-5m-1777041600,buy_down,13.483940430861459,17.06827902640691,0.79,3.413655805281381,138.25306011389597,
rule_drop10_down,fixed_10pct,2026-04-24 15:00:01+00:00,btc-updown-5m-1777042800,buy_down,13.825306011389598,14.252892795247009,0.97,0.28505785590494054,138.5381179698009,
rule_drop10_down,fixed_10pct,2026-04-24 15:35:01+00:00,btc-updown-5m-1777044900,buy_down,13.853811796980091,17.103471354296406,0.81,3.078624843773352,141.61674281357426,
rule_drop10_down,fixed_10pct,2026-04-24 15:55:01+00:00,btc-updown-5m-1777046100,buy_down,14.161674281357428,23.602790468929047,0.6,-14.397702186046718,127.21904062752755,
rule_drop10_down,fixed_10pct,2026-04-24 16:00:01+00:00,btc-updown-5m-1777046400,buy_down,12.721904062752756,13.980114354673358,0.91,1.1184091483738683,128.3374497759014,
rule_drop10_down,fixed_10pct,2026-04-24 16:20:01+00:00,btc-updown-5m-1777047600,buy_down,12.833744977590142,17.82464580220853,0.72,-13.011991435612225,115.32545834028917,
rule_drop10_down,fixed_10pct,2026-04-24 16:25:01+00:00,btc-updown-5m-1777047900,buy_down,11.532545834028918,21.356566359312808,0.54,9.610454861690762,124.93591320197993,
rule_drop10_down,fixed_10pct,2026-04-24 16:35:01+00:00,btc-updown-5m-1777048500,buy_down,12.493591320197993,17.11450865780547,0.73,4.449772251029422,129.38568545300936,
rule_drop10_down,fixed_10pct,2026-04-24 16:40:01+00:00,btc-updown-5m-1777048800,buy_down,12.938568545300937,13.202620964592793,0.98,0.13202620964592815,129.51771166265527,
rule_drop10_down,fixed_10pct,2026-04-24 16:55:01+00:00,btc-updown-5m-1777049700,buy_down,12.951771166265528,17.98857106425768,0.72,-13.131656876908107,116.38605478574716,
rule_drop10_down,fixed_10pct,2026-04-24 17:00:01+00:00,btc-updown-5m-1777050000,buy_down,11.638605478574718,13.533262184389207,0.86,1.759324083970597,118.14537886971776,
rule_drop10_down,fixed_10pct,2026-04-24 17:15:02+00:00,btc-updown-5m-1777050900,buy_down,11.814537886971777,17.37432042201732,0.68,5.386039330825368,123.53141820054313,
rule_drop10_down,fixed_10pct,2026-04-24 17:20:02+00:00,btc-updown-5m-1777051200,buy_down,12.353141820054313,18.437525104558674,0.67,5.900008033458775,129.4314262340019,
rule_drop10_down,fixed_10pct,2026-04-24 18:00:00+00:00,btc-updown-5m-1777053600,buy_down,12.94314262340019,19.318123318507745,0.67,6.181799461922477,135.61322569592437,
rule_drop10_down,fixed_10pct,2026-04-24 18:05:01+00:00,btc-updown-5m-1777053900,buy_down,13.561322569592438,20.240779954615576,0.67,6.477049585476983,142.09027528140135,
rule_drop10_down,fixed_10pct,2026-04-24 18:15:02+00:00,btc-updown-5m-1777054500,buy_down,14.209027528140135,14.956871082252775,0.95,0.5982748432901116,142.68855012469146,
rule_drop10_down,fixed_10pct,2026-04-24 19:05:02+00:00,btc-updown-5m-1777057500,buy_down,14.268855012469146,16.21460796871494,0.88,1.7836068765586435,144.4721570012501,
rule_drop10_down,fixed_10pct,2026-04-24 19:20:01+00:00,btc-updown-5m-1777058400,buy_down,14.447215700125012,17.199066309672634,0.84,2.5798599464508953,147.05201694770102,
rule_drop10_down,fixed_10pct,2026-04-24 19:45:01+00:00,btc-updown-5m-1777059900,buy_down,14.705201694770103,18.852822685602696,0.78,3.9590927639765656,151.0111097116776,
rule_drop10_down,fixed_10pct,2026-04-24 19:50:02+00:00,btc-updown-5m-1777060200,buy_down,15.10111097116776,40.81381343558854,0.37,25.304564330064895,176.31567404174248,
rule_drop10_down,fixed_10pct,2026-04-24 20:15:01+00:00,btc-updown-5m-1777061700,buy_down,17.63156740417425,27.12548831411423,0.65,9.222666026798837,185.53834006854132,
rule_drop10_down,fixed_10pct,2026-04-24 20:25:01+00:00,btc-updown-5m-1777062300,buy_down,18.55383400685413,22.905967909696457,0.81,-18.782893685951095,166.7554463825902,
rule_drop10_down,fixed_10pct,2026-04-24 20:40:01+00:00,btc-updown-5m-1777063200,buy_down,16.675544638259023,24.167455997476846,0.69,7.250236799243055,174.00568318183326,
rule_drop10_down,fixed_10pct,2026-04-24 21:00:02+00:00,btc-updown-5m-1777064400,buy_down,3.7,5.0,0.74,-3.75,170.25568318183326,
rule_drop10_down,fixed_10pct,2026-04-24 21:05:01+00:00,btc-updown-5m-1777064700,buy_down,17.02556831818333,19.569618756532563,0.87,2.348354250783908,172.60403743261716,
rule_drop10_down,fixed_10pct,2026-04-24 21:30:01+00:00,btc-updown-5m-1777066200,buy_down,17.260403743261715,25.015077888785097,0.69,7.50452336663553,180.1085607992527,
rule_drop10_down,fixed_10pct,2026-04-24 21:35:01+00:00,btc-updown-5m-1777066500,buy_down,18.010856079925272,22.798551999905406,0.79,4.55971039998108,184.66827119923377,
rule_drop10_down,fixed_10pct,2026-04-24 22:15:01+00:00,btc-updown-5m-1777068900,buy_down,18.466827119923376,34.843070037591275,0.53,16.027812217291984,200.69608341652577,
rule_drop10_down,fixed_10pct,2026-04-24 22:20:01+00:00,btc-updown-5m-1777069200,buy_down,20.06960834165258,32.90099728139767,0.61,12.502378966931115,213.19846238345687,
rule_drop10_down,fixed_10pct,2026-04-24 22:25:01+00:00,btc-updown-5m-1777069500,buy_down,21.31984623834569,31.352715056390718,0.68,9.719341667481121,222.917804050938,
rule_drop10_down,fixed_10pct,2026-04-24 22:30:01+00:00,btc-updown-5m-1777069800,buy_down,22.291780405093803,25.622736097808968,0.87,3.0747283317370764,225.99253238267508,
rule_drop10_down,fixed_10pct,2026-04-25 00:10:01+00:00,btc-updown-5m-1777075800,buy_down,22.599253238267508,27.560064924716475,0.82,4.685211037201801,230.6777434198769,
rule_drop10_down,fixed_10pct,2026-04-25 00:15:00+00:00,btc-updown-5m-1777076100,buy_down,23.06777434198769,39.77202472756498,0.58,16.306530138301643,246.98427355817853,
rule_drop10_down,fixed_10pct,2026-04-25 00:25:02+00:00,btc-updown-5m-1777076700,buy_down,24.698427355817856,35.79482225480849,0.69,10.738446676442548,257.7227202346211,
rule_drop10_down,fixed_10pct,2026-04-25 01:20:02+00:00,btc-updown-5m-1777080000,buy_down,18.72,26.0,0.72,7.0200000000000005,264.74272023462106,
rule_drop10_down,fixed_10pct,2026-04-25 01:35:00+00:00,btc-updown-5m-1777080900,buy_down,26.474272023462106,34.38217145904169,0.77,7.564077720989172,272.30679795561025,
rule_drop10_down,fixed_10pct,2026-04-25 01:50:01+00:00,btc-updown-5m-1777081800,buy_down,27.230679795561027,32.80804794645907,0.83,5.249287671433452,277.55608562704373,
rule_drop10_down,fixed_20pct,2026-04-24 02:50:02+00:00,btc-updown-5m-1776999000,buy_down,20.0,21.50537634408602,0.93,1.2903225806451601,101.29032258064515,
rule_drop10_down,fixed_20pct,2026-04-24 02:55:02+00:00,btc-updown-5m-1776999300,buy_down,20.258064516129032,28.136200716845877,0.72,7.596774193548387,108.88709677419354,
rule_drop10_down,fixed_20pct,2026-04-24 03:15:01+00:00,btc-updown-5m-1777000500,buy_down,21.77741935483871,24.197132616487455,0.9,2.1777419354838705,111.0648387096774,
rule_drop10_down,fixed_20pct,2026-04-24 03:20:01+00:00,btc-updown-5m-1777000800,buy_down,22.212967741935483,26.444009216589862,0.84,3.96660138248848,115.03144009216588,
rule_drop10_down,fixed_20pct,2026-04-24 03:30:01+00:00,btc-updown-5m-1777001400,buy_down,23.006288018433178,26.143509111855884,0.88,2.8757860023041473,117.90722609447003,
rule_drop10_down,fixed_20pct,2026-04-24 03:40:01+00:00,btc-updown-5m-1777002000,buy_down,23.581445218894007,27.7428767281106,0.85,3.8840027419354843,121.79122883640552,
rule_drop10_down,fixed_20pct,2026-04-24 04:00:02+00:00,btc-updown-5m-1777003200,buy_down,24.358245767281105,32.05032337800145,0.76,7.371574376940333,129.16280321334585,
rule_drop10_down,fixed_20pct,2026-04-24 04:25:01+00:00,btc-updown-5m-1777004700,buy_down,23.0,25.0,0.92,1.7499999999999991,130.91280321334585,
rule_drop10_down,fixed_20pct,2026-04-24 06:00:01+00:00,btc-updown-5m-1777010400,buy_down,26.182560642669173,35.86652142831394,0.73,9.325295571361623,140.2380987847075,
rule_drop10_down,fixed_20pct,2026-04-24 06:20:02+00:00,btc-updown-5m-1777011600,buy_down,28.0476197569415,35.95848686787372,0.78,7.551282242253479,147.78938102696097,
rule_drop10_down,fixed_20pct,2026-04-24 06:25:02+00:00,btc-updown-5m-1777011900,buy_down,29.557876205392194,33.588495687945674,0.88,3.6947345256740243,151.484115552635,
rule_drop10_down,fixed_20pct,2026-04-24 06:30:01+00:00,btc-updown-5m-1777012200,buy_down,30.296823110527,39.86424093490395,0.76,-30.69546551987604,120.78865003275895,
rule_drop10_down,fixed_20pct,2026-04-24 06:35:01+00:00,btc-updown-5m-1777012500,buy_down,24.15773000655179,29.10569880307445,0.83,4.6569118084919126,125.44556184125086,
rule_drop10_down,fixed_20pct,2026-04-24 06:45:01+00:00,btc-updown-5m-1777013100,buy_down,25.089112368250174,46.46131920046328,0.54,-25.553725560254804,99.89183628099606,
rule_drop10_down,fixed_20pct,2026-04-24 06:55:01+00:00,btc-updown-5m-1777013700,buy_down,19.978367256199213,28.540524651713163,0.7,8.276752148996819,108.16858842999288,
rule_drop10_down,fixed_20pct,2026-04-24 07:30:01+00:00,btc-updown-5m-1777015800,buy_down,21.633717685998576,28.095737254543604,0.77,6.181062195999592,114.34965062599247,
rule_drop10_down,fixed_20pct,2026-04-24 08:00:01+00:00,btc-updown-5m-1777017600,buy_down,22.869930125198493,29.701207954803237,0.77,6.534265750056711,120.88391637604917,
rule_drop10_down,fixed_20pct,2026-04-24 08:25:01+00:00,btc-updown-5m-1777019100,buy_down,24.176783275209836,30.995875993858764,0.78,6.509133958710339,127.39305033475951,
rule_drop10_down,fixed_20pct,2026-04-24 08:30:01+00:00,btc-updown-5m-1777019400,buy_down,25.4786100669519,34.430554144529594,0.74,8.607638536132399,136.0006888708919,
rule_drop10_down,fixed_20pct,2026-04-24 08:40:01+00:00,btc-updown-5m-1777020000,buy_down,27.200137774178383,35.32485425217972,0.77,7.771467935479537,143.77215680637144,
rule_drop10_down,fixed_20pct,2026-04-24 08:55:01+00:00,btc-updown-5m-1777020900,buy_down,28.75443136127429,40.49919910038633,0.71,11.339775748108172,155.1119325544796,
rule_drop10_down,fixed_20pct,2026-04-24 09:20:01+00:00,btc-updown-5m-1777022400,buy_down,24.750000000000004,45.0,0.55,19.799999999999997,174.91193255447962,
rule_drop10_down,fixed_20pct,2026-04-24 09:45:01+00:00,btc-updown-5m-1777023900,buy_down,34.98238651089593,41.15574883634815,0.85,5.761804837088742,180.67373739156835,
rule_drop10_down,fixed_20pct,2026-04-24 09:55:01+00:00,btc-updown-5m-1777024500,buy_down,36.13474747831367,43.53584033531768,0.83,6.96573445365083,187.6394718452192,
rule_drop10_down,fixed_20pct,2026-04-24 10:00:01+00:00,btc-updown-5m-1777024800,buy_down,37.52789436904384,41.69766041004871,0.9,3.7527894369043833,191.39226128212357,
rule_drop10_down,fixed_20pct,2026-04-24 10:05:02+00:00,btc-updown-5m-1777025100,buy_down,38.278452256424714,46.681039337103314,0.82,-38.74526264979575,152.64699863232784,
rule_drop10_down,fixed_20pct,2026-04-24 10:10:01+00:00,btc-updown-5m-1777025400,buy_down,30.52939972646557,41.82109551570626,0.73,10.873484834083628,163.52048346641146,
rule_drop10_down,fixed_20pct,2026-04-24 11:15:00+00:00,btc-updown-5m-1777029300,buy_down,32.704096693282295,35.93856779481571,0.91,2.875085423585256,166.39556888999672,
rule_drop10_down,fixed_20pct,2026-04-24 11:35:01+00:00,btc-updown-5m-1777030500,buy_down,33.27911377799935,38.69664392790622,0.86,5.030563710627809,171.42613260062453,
rule_drop10_down,fixed_20pct,2026-04-24 11:45:01+00:00,btc-updown-5m-1777031100,buy_down,34.28522652012491,37.67607309903836,0.91,3.014085847923068,174.4402184485476,
rule_drop10_down,fixed_20pct,2026-04-24 12:50:01+00:00,btc-updown-5m-1777035000,buy_down,34.88804368970952,67.09239171097984,0.52,31.533424104160524,205.97364255270813,
rule_drop10_down,fixed_20pct,2026-04-24 13:15:01+00:00,btc-updown-5m-1777036500,buy_down,41.19472851054163,60.580483103737684,0.68,-41.800533341579005,164.17310921112912,
rule_drop10_down,fixed_20pct,2026-04-24 13:20:00+00:00,btc-updown-5m-1777036800,buy_down,32.83462184222582,42.6423660288647,0.77,9.381320526350233,173.55442973747935,
rule_drop10_down,fixed_20pct,2026-04-24 13:25:01+00:00,btc-updown-5m-1777037100,buy_down,34.710885947495875,39.89757005459296,0.87,4.787708406551156,178.3421381440305,
rule_drop10_down,fixed_20pct,2026-04-24 13:30:01+00:00,btc-updown-5m-1777037400,buy_down,35.66842762880611,53.2364591474718,0.67,-36.200792220280825,142.1413459237497,
rule_drop10_down,fixed_20pct,2026-04-24 13:35:01+00:00,btc-updown-5m-1777037700,buy_down,28.42826918474994,34.25092672861439,0.83,5.480148276578303,147.621494200328,
rule_drop10_down,fixed_20pct,2026-04-24 13:40:00+00:00,btc-updown-5m-1777038000,buy_down,29.524298840065597,36.905373550082,0.8,7.012020974515577,154.63351517484355,
rule_drop10_down,fixed_20pct,2026-04-24 13:50:00+00:00,btc-updown-5m-1777038600,buy_down,30.92670303496871,48.32297349213861,0.64,16.91304072224851,171.54655589709205,
rule_drop10_down,fixed_20pct,2026-04-24 13:55:02+00:00,btc-updown-5m-1777038900,buy_down,34.30931117941841,55.337598676481306,0.62,-34.86268716618322,136.68386873090884,
rule_drop10_down,fixed_20pct,2026-04-24 14:00:02+00:00,btc-updown-5m-1777039200,buy_down,27.33677374618177,31.421579018599736,0.87,3.7705894822319688,140.4544582131408,
rule_drop10_down,fixed_20pct,2026-04-24 14:20:02+00:00,btc-updown-5m-1777040400,buy_down,28.090891642628165,41.310134768570826,0.68,12.806141778256954,153.26059999139775,
rule_drop10_down,fixed_20pct,2026-04-24 14:25:02+00:00,btc-updown-5m-1777040700,buy_down,30.652119998279552,35.64199999799948,0.86,4.633459999739932,157.89405999113768,
rule_drop10_down,fixed_20pct,2026-04-24 14:40:02+00:00,btc-updown-5m-1777041600,buy_down,31.578811998227536,39.97317974459182,0.79,7.994635948918361,165.88869594005604,
rule_drop10_down,fixed_20pct,2026-04-24 15:00:01+00:00,btc-updown-5m-1777042800,buy_down,33.17773918801121,34.203854833001245,0.97,0.6840770966600257,166.57277303671606,
rule_drop10_down,fixed_20pct,2026-04-24 15:35:01+00:00,btc-updown-5m-1777044900,buy_down,33.31455460734321,41.12907976215211,0.81,7.403234357187377,173.97600739390344,
rule_drop10_down,fixed_20pct,2026-04-24 15:55:01+00:00,btc-updown-5m-1777046100,buy_down,34.79520147878069,57.99200246463449,0.6,-35.37512150342704,138.6008858904764,
rule_drop10_down,fixed_20pct,2026-04-24 16:00:01+00:00,btc-updown-5m-1777046400,buy_down,27.720177178095284,30.461733162742068,0.91,2.4369386530193644,141.03782454349576,
rule_drop10_down,fixed_20pct,2026-04-24 16:20:01+00:00,btc-updown-5m-1777047600,buy_down,28.207564908699155,39.17717348430438,0.72,-28.5993366435422,112.43848789995356,
rule_drop10_down,fixed_20pct,2026-04-24 16:25:01+00:00,btc-updown-5m-1777047900,buy_down,18.900000000000002,35.0,0.54,15.749999999999998,128.18848789995354,
rule_drop10_down,fixed_20pct,2026-04-24 16:35:01+00:00,btc-updown-5m-1777048500,buy_down,25.63769757999071,35.12013367122015,0.73,9.13123475451724,137.31972265447078,
rule_drop10_down,fixed_20pct,2026-04-24 16:40:01+00:00,btc-updown-5m-1777048800,buy_down,27.463944530894157,28.024433194789957,0.98,0.28024433194790005,137.59996698641868,
rule_drop10_down,fixed_20pct,2026-04-24 16:55:01+00:00,btc-updown-5m-1777049700,buy_down,27.519993397283738,38.22221305178297,0.72,-27.90221552780157,109.6977514586171,
rule_drop10_down,fixed_20pct,2026-04-24 17:00:01+00:00,btc-updown-5m-1777050000,buy_down,21.93955029172342,25.511104990376072,0.86,3.3164436487488893,113.01419510736599,
rule_drop10_down,fixed_20pct,2026-04-24 17:15:02+00:00,btc-updown-5m-1777050900,buy_down,22.6028390214732,33.23946914922529,0.68,10.30423543625984,123.31843054362584,
rule_drop10_down,fixed_20pct,2026-04-24 17:20:02+00:00,btc-updown-5m-1777051200,buy_down,24.66368610872517,36.811471804067416,0.67,11.77967097730157,135.0981015209274,
rule_drop10_down,fixed_20pct,2026-04-24 18:00:00+00:00,btc-updown-5m-1777053600,buy_down,27.01962030418548,40.32779149878429,0.67,12.904893279610972,148.00299480053837,
rule_drop10_down,fixed_20pct,2026-04-24 18:05:01+00:00,btc-updown-5m-1777053900,buy_down,29.600598960107675,44.1799984479219,0.67,14.137599503335007,162.14059430387337,
rule_drop10_down,fixed_20pct,2026-04-24 18:15:02+00:00,btc-updown-5m-1777054500,buy_down,32.428118860774674,34.13486195871018,0.95,1.3653944783484087,163.50598878222178,
rule_drop10_down,fixed_20pct,2026-04-24 19:05:02+00:00,btc-updown-5m-1777057500,buy_down,32.70119775644436,37.1604519959595,0.88,4.087649719555545,167.59363850177732,
rule_drop10_down,fixed_20pct,2026-04-24 19:20:01+00:00,btc-updown-5m-1777058400,buy_down,33.51872770035546,39.90324726232793,0.84,5.98548708934919,173.5791255911265,
rule_drop10_down,fixed_20pct,2026-04-24 19:45:01+00:00,btc-updown-5m-1777059900,buy_down,34.715825118225304,44.50746810028885,0.78,9.346568301060657,182.92569389218716,
rule_drop10_down,fixed_20pct,2026-04-24 19:50:02+00:00,btc-updown-5m-1777060200,buy_down,36.58513877843743,98.8787534552363,0.37,61.30482714224651,244.23052103443365,
rule_drop10_down,fixed_20pct,2026-04-24 20:15:01+00:00,btc-updown-5m-1777061700,buy_down,48.846104206886736,75.1478526259796,0.65,25.55026989283306,269.7807909272667,
rule_drop10_down,fixed_20pct,2026-04-24 20:25:01+00:00,btc-updown-5m-1777062300,buy_down,53.95615818545335,66.61254096969549,0.81,-54.62228359515031,215.15850733211641,
rule_drop10_down,fixed_20pct,2026-04-24 20:40:01+00:00,btc-updown-5m-1777063200,buy_down,43.031701466423286,62.3647847339468,0.69,18.709435420184043,233.86794275230045,
rule_drop10_down,fixed_20pct,2026-04-24 21:00:02+00:00,btc-updown-5m-1777064400,buy_down,3.7,5.0,0.74,-3.75,230.11794275230045,
rule_drop10_down,fixed_20pct,2026-04-24 21:05:01+00:00,btc-updown-5m-1777064700,buy_down,36.54,42.0,0.87,5.04,235.15794275230044,
rule_drop10_down,fixed_20pct,2026-04-24 21:30:01+00:00,btc-updown-5m-1777066200,buy_down,25.923299999999998,37.57,0.69,11.271000000000003,246.42894275230046,
rule_drop10_down,fixed_20pct,2026-04-24 21:35:01+00:00,btc-updown-5m-1777066500,buy_down,49.2857885504601,62.38707411450645,0.79,12.477414822901286,258.90635757520175,
rule_drop10_down,fixed_20pct,2026-04-24 22:15:01+00:00,btc-updown-5m-1777068900,buy_down,51.78127151504035,97.70051229252896,0.53,44.94223565456332,303.8485932297651,
rule_drop10_down,fixed_20pct,2026-04-24 22:20:01+00:00,btc-updown-5m-1777069200,buy_down,60.76971864595302,99.62248958352954,0.61,37.856546041741225,341.7051392715063,
rule_drop10_down,fixed_20pct,2026-04-24 22:25:01+00:00,btc-updown-5m-1777069500,buy_down,68.34102785430126,100.50151155044303,0.68,31.155468580637333,372.86060785214363,
rule_drop10_down,fixed_20pct,2026-04-24 22:30:01+00:00,btc-updown-5m-1777069800,buy_down,74.57212157042873,85.71508226486061,0.87,10.285809871783274,383.1464177239269,
rule_drop10_down,fixed_20pct,2026-04-25 00:10:01+00:00,btc-updown-5m-1777075800,buy_down,76.1534,92.87,0.82,15.787900000000004,398.9343177239269,
rule_drop10_down,fixed_20pct,2026-04-25 00:15:00+00:00,btc-updown-5m-1777076100,buy_down,79.78686354478538,137.56355783583686,0.58,56.401058712693114,455.33537643662,
