strategy,sizing,trades,ending_bankroll,total_return,avg_trade_return_on_cost,max_drawdown
model_value_baseline,quarter_kelly,178,224.47058069183134,1.2447058069183132,0.1963948042228678,0.7532132081393895
model_value_baseline_edge2pct,quarter_kelly,164,213.37806954680235,1.1337806954680234,0.17148593941412332,0.7612807986753105
rule_drop10_down,full_kelly,4,133.1167924820262,0.3311679248202619,0.5462021365149834,0.043356081894821416
rule_interval_best,full_kelly,4,133.1167924820262,0.3311679248202619,0.5462021365149834,0.043356081894821416
rule_drop10_down,half_kelly,4,117.75307189616888,0.17753071896168882,0.5462021365149834,0.021678040947410646
rule_interval_best,half_kelly,4,117.75307189616888,0.17753071896168882,0.5462021365149834,0.021678040947410646
model_value_baseline,fixed_10pct,178,115.31115727641509,0.15311157276415077,0.1963948042228678,0.8472367081698994
rule_drop10_down,quarter_kelly,4,109.5465179631288,0.09546517963128798,0.5462021365149834,0.010839020473705382
rule_interval_best,quarter_kelly,4,109.5465179631288,0.09546517963128798,0.5462021365149834,0.010839020473705382
rule_drop20_down,full_kelly,1,101.5216,0.015216000000000118,0.9411764705882352,0.0
rule_drop20_down,half_kelly,1,101.5216,0.015216000000000118,0.9411764705882352,0.0
rule_drop20_down,quarter_kelly,1,101.5216,0.015216000000000118,0.9411764705882352,0.0
rule_rise30to50_up,full_kelly,0,100.0,0.0,,0.0
rule_rise30to50_up,half_kelly,0,100.0,0.0,,0.0
rule_rise30to50_up,quarter_kelly,0,100.0,0.0,,0.0
rule_drop30_down,quarter_kelly,0,100.0,0.0,,0.0
rule_drop30_down,full_kelly,0,100.0,0.0,,0.0
rule_drop30_down,half_kelly,0,100.0,0.0,,0.0
rule_rise30to50_up,fixed_10pct,20,99.17257303894705,-0.008274269610529461,0.034016271599727047,0.22604755851284175
rule_interval_best,fixed_10pct,70,93.19028885785046,-0.06809711142149544,0.03638653471161907,0.4702858001079262
rule_rise30to50_up,fixed_20pct,20,88.32451747344112,-0.11675482526558878,0.03401627159972704,0.4293696224333039
model_value_baseline,half_kelly,178,76.56252672033949,-0.23437473279660503,0.1963948042228678,0.9227397228488243
