strategy,sizing,trades,ending_bankroll,total_return,avg_trade_return_on_cost,max_drawdown,avg_entry_minute,avg_edge
selected_fairprob_switch,fixed_10pct,112,125.79769939456446,0.25797699394564466,0.15394578691933192,0.7946582627932215,2.0,0.1882655308377331
selected_fairprob_switch,fixed_15pct,112,76.92527347566548,-0.2307472652433452,0.15394578691933195,0.9194907012258737,2.0,0.1882655308377331
selected_fairprob_switch,fixed_20pct,112,39.36605697430768,-0.6063394302569232,0.15394578691933192,0.9716966769450919,2.0,0.1882655308377331
selected_fairprob_switch,fixed_25pct,112,19.6029146289597,-0.803970853710403,0.15394578691933192,0.990703322713711,2.0,0.1882655308377331
