strategy,sizing,trades,ending_bankroll,total_return,avg_trade_return_on_cost,max_drawdown,source_layer,avg_entry_minute,trades_from_logs,win_rate,loss_rate,profit_factor,median_trade_return_on_cost,p10_trade_return_on_cost,worst_trade_return_on_cost,max_consecutive_losses,downside_deviation,score_end,score_win,score_pf,score_dd,score_streak,score_tail,robustness_score
price_interval_down_65_80,fixed_20pct,42,94.7550942271164,-0.0524490577288361,0.0587628356022919,0.5976465904457503,extended_classic,,42.0,0.7857142857142857,0.21428571428571427,0.9732236001026258,0.2857142857142857,-1.0136986301369864,-1.0149253731343282,2.0,1.0137545603094058,0.7441860465116279,0.8662790697674418,0.7945736434108527,0.47674418604651164,0.7441860465116279,0.7984496124031008,0.7306201550387597
price_interval_down_60_80,fixed_10pct,48,93.49263597121995,-0.0650736402878002,0.0247488994993917,0.4371309207933434,extended_classic,,48.0,0.75,0.25,0.9491929337316166,0.2857142857142857,-1.0143478260869565,-1.0163934426229508,3.0,1.0143494056831301,0.7325581395348837,0.8313953488372093,0.7713178294573644,0.689922480620155,0.45930232558139533,0.6143410852713178,0.6987403100775195
classic_trend_down_price,fixed_10pct,57,104.34898576327808,0.0434898576327809,0.0602040653613856,0.4337852136903133,classic,,57.0,0.7368421052631579,0.2631578947368421,1.0266273836490831,0.32,-1.0153044302298033,-1.0188679245283019,3.0,1.0149981808542825,0.8217054263565892,0.7306201550387597,0.8333333333333334,0.6976744186046512,0.45930232558139533,0.5096899224806202,0.6954457364341086
classic_trend_up_basic,fixed_25pct,20,81.13635294478777,-0.1886364705521223,0.034016271599727,0.5251606841458522,classic,,20.0,0.8,0.2,0.8331740444818884,0.214769647696477,-1.0142385563380283,-1.017857142857143,2.0,1.0148701811659175,0.624031007751938,0.8856589147286822,0.6046511627906976,0.5736434108527132,0.7441860465116279,0.625968992248062,0.6806201550387597
price_interval_down_65_80,fixed_25pct,42,83.29094588198076,-0.1670905411801924,0.0587628356022919,0.7075844933326738,extended_classic,,42.0,0.7857142857142857,0.21428571428571427,0.9303427507611608,0.2857142857142857,-1.0136986301369866,-1.0149253731343284,2.0,1.0137545603094058,0.6434108527131783,0.8662790697674418,0.751937984496124,0.3372093023255814,0.7441860465116279,0.7674418604651163,0.6759689922480621
classic_trend_down_combo,fixed_10pct,15,90.8565756286276,-0.091434243713724,-0.0380323442803478,0.2442021240403432,classic,,15.0,0.6666666666666666,0.3333333333333333,0.8217956425487525,0.2857142857142857,-1.0141269841269838,-1.0188679245283019,2.0,1.0147145747234187,0.7054263565891473,0.4573643410852713,0.5775193798449613,0.8643410852713178,0.7441860465116279,0.689922480620155,0.6662790697674419
classic_trend_down_price,fixed_15pct,57,97.65056624850716,-0.0234943375149285,0.0602040653613856,0.5880033469552879,classic,,57.0,0.7368421052631579,0.2631578947368421,0.9903053023502729,0.32,-1.0153044302298033,-1.0188679245283019,3.0,1.0149981808542825,0.7596899224806202,0.7306201550387597,0.813953488372093,0.49612403100775193,0.45930232558139533,0.5096899224806202,0.6419573643410852
price_interval_down_55_75,fixed_10pct,37,92.61949692985672,-0.0738050307014327,0.0220125145259563,0.4401989944868461,extended_classic,,37.0,0.7027027027027027,0.2972972972972973,0.9391129541453618,0.3943661971830986,-1.0159754224270352,-1.016949152542373,3.0,1.015208355568735,0.7131782945736435,0.6686046511627907,0.7558139534883721,0.686046511627907,0.45930232558139533,0.42829457364341084,0.6407945736434107
classic_trend_down_combo,fixed_15pct,15,83.95328483845192,-0.1604671516154807,-0.0380323442803478,0.3523518349084563,classic,,15.0,0.6666666666666666,0.3333333333333333,0.7903060270834117,0.28571428571428564,-1.014126984126984,-1.0188679245283019,2.0,1.014714574723419,0.6511627906976745,0.4573643410852713,0.5542635658914729,0.7868217054263565,0.7441860465116279,0.6841085271317829,0.6374031007751938
value_up_margin2,fixed_10pct,9,93.02629813583222,-0.0697370186416778,-0.0382218663153152,0.2385884545554578,classic,,9.0,0.6666666666666666,0.3333333333333333,0.7713967142726125,0.35616438356164387,-1.0160714285714287,-1.017857142857143,2.0,1.0158567305995856,0.7248062015503876,0.4573643410852713,0.5271317829457365,0.874031007751938,0.7441860465116279,0.40310077519379844,0.6323643410852713
latest_m2_milddrop_down,fixed_10pct,50,92.82516066869933,-0.0717483933130067,0.0373346399563758,0.4281230818011278,latest_regime,2.0,50.0,0.72,0.28,0.9504473954942594,0.2857142857142857,-1.015898617511521,-1.0188679245283019,4.0,1.0147376023963357,0.7170542635658915,0.6841085271317829,0.7751937984496124,0.7248062015503876,0.25387596899224807,0.437984496124031,0.6262596899224807
rule_interval_best,fixed_10pct,70,93.19028885785046,-0.0680971114214954,0.036386534711619,0.4702858001079262,bankroll,,70.0,0.7428571428571429,0.2571428571428571,0.9647187505284686,0.27747252747252743,-1.0156498015873014,-1.0188679245283019,5.0,1.014767065842038,0.7286821705426356,0.8081395348837209,0.7829457364341085,0.6201550387596899,0.1686046511627907,0.48255813953488375,0.6250968992248063
price_interval_down_60_80,fixed_15pct,48,80.98083434861064,-0.1901916565138935,0.0247488994993917,0.6137741023085024,extended_classic,,48.0,0.75,0.25,0.8990807567924629,0.2857142857142857,-1.0143478260869565,-1.0163934426229508,3.0,1.0143494056831301,0.6201550387596899,0.8313953488372093,0.7093023255813954,0.46511627906976744,0.45930232558139533,0.6143410852713178,0.6245155038759691
value_down_margin5,fixed_10pct,28,92.96293734410064,-0.0703706265589936,0.0569394215651192,0.3046399564902471,extended_classic,,28.0,0.6785714285714286,0.32142857142857145,0.9274639473051992,0.3943661971830987,-1.0165601555987773,-1.0188679245283019,3.0,1.0158465898556925,0.7209302325581395,0.5155038759689923,0.7441860465116279,0.8294573643410853,0.45930232558139533,0.26356589147286824,0.6212209302325581
value_down_margin2,fixed_10pct,32,89.7929494848538,-0.1020705051514618,0.0383648146109737,0.4001231840237713,classic,,32.0,0.6875,0.3125,0.8941278390324496,0.2857142857142857,-1.0163670015864619,-1.0188679245283014,3.0,1.0152631660716276,0.6976744186046512,0.5736434108527132,0.6976744186046512,0.7441860465116279,0.45930232558139533,0.32170542635658916,0.6088178294573643
regime_neutral_value_up,fixed_20pct,3,102.11285283018869,0.0211285283018869,-0.036592338479131,0.2706224797843665,extended_classic,,3.0,0.3333333333333333,0.6666666666666666,1.0557670077590906,-1.0188679245283019,-1.0765008576329331,-1.0909090909090908,2.0,1.0555033141257086,0.7984496124031008,0.07170542635658915,0.8643410852713178,0.8488372093023255,0.7441860465116279,0.13372093023255813,0.6017441860465116
value_down_margin5,quarter_kelly_capped20,28,89.79390023110668,-0.1020609976889332,0.0569394215651192,0.3795840236526709,extended_classic,,28.0,0.6785714285714286,0.32142857142857145,0.903164657027783,0.3943661971830986,-1.0165601555987773,-1.018867924528302,3.0,1.0158465898556925,0.7015503875968992,0.5155038759689923,0.7170542635658915,0.7596899224806202,0.45930232558139533,0.26356589147286824,0.5989341085271318
regime_neutral_value_up,fixed_25pct,3,103.0323962264151,0.0303239622641511,-0.0365923384791309,0.313117358490566,extended_classic,,3.0,0.3333333333333333,0.6666666666666666,1.0645635711166628,-1.0188679245283019,-1.0765008576329331,-1.0909090909090908,2.0,1.0555033141257086,0.8023255813953488,0.07170542635658915,0.8682170542635659,0.8255813953488372,0.7441860465116279,0.13372093023255813,0.5984496124031008
regime_neutral_value_up,fixed_15pct,3,100.17444150943396,0.0017444150943395,-0.0365923384791309,0.2294273730043541,extended_classic,,3.0,0.3333333333333333,0.6666666666666666,1.0058487256655777,-1.0188679245283019,-1.0765008576329331,-1.0909090909090908,2.0,1.0555033141257086,0.7790697674418605,0.07170542635658915,0.8255813953488372,0.8798449612403101,0.7441860465116279,0.13372093023255813,0.5972868217054264
value_up_margin2,fixed_15pct,9,87.46475778491856,-0.1253524221508144,-0.0382218663153152,0.3453418708049074,classic,,9.0,0.6666666666666666,0.3333333333333333,0.7250608647475081,0.35616438356164387,-1.0160714285714285,-1.0178571428571428,2.0,1.0158567305995856,0.6821705426356589,0.4573643410852713,0.437984496124031,0.7965116279069767,0.7441860465116279,0.4166666666666667,0.5939922480620154
latest_switch_v1,fixed_25pct,110,1232.83636562042,11.328363656204198,0.3892198861977793,0.5561936145567425,latest_regime,1.7363636363636363,110.0,0.6727272727272727,0.32727272727272727,1.521826327467682,0.2774725274725274,-1.0769230769230769,-1.25,4.0,1.0659415216056816,1.0,0.4941860465116279,0.9418604651162791,0.5271317829457365,0.25387596899224807,0.12015503875968993,0.592732558139535
value_down_margin5,fixed_10pct,29,95.16540525359352,-0.0483459474640648,0.0592670860731926,0.4303164140776555,classic,,29.0,0.6896551724137931,0.3103448275862069,0.9431485573288472,0.35616438356164387,-1.0165045846068352,-1.0188679245283019,4.0,1.0153717137424092,0.748062015503876,0.6007751937984496,0.7596899224806202,0.7093023255813954,0.25387596899224807,0.2810077519379845,0.5923449612403102
price_interval_down_55_75,fixed_15pct,37,85.22785210014023,-0.1477214789985977,0.0220125145259563,0.593286780108268,extended_classic,,37.0,0.7027027027027027,0.2972972972972973,0.9192395224227291,0.3943661971830987,-1.0159754224270352,-1.016949152542373,3.0,1.015208355568735,0.6627906976744186,0.6686046511627907,0.7364341085271318,0.4844961240310077,0.45930232558139533,0.42829457364341084,0.5890503875968992
classic_trend_down_price,fixed_20pct,57,83.8371443376613,-0.161628556623387,0.0602040653613856,0.7067212231444686,classic,,57.0,0.7368421052631579,0.2631578947368421,0.9482689441660095,0.32,-1.0153044302298033,-1.0188679245283019,3.0,1.0149981808542825,0.6472868217054264,0.7306201550387597,0.7674418604651163,0.34108527131782945,0.45930232558139533,0.5096899224806202,0.5847868217054264
pressure_down_strong,fixed_10pct,35,80.43012041961504,-0.1956987958038496,-0.0386853428571028,0.4286998261554207,extended_classic,,35.0,0.6857142857142857,0.3142857142857143,0.8034951146695296,0.28571428571428575,-1.0146695095948828,-1.0188679245283019,3.0,1.0146367303642712,0.6124031007751938,0.5523255813953488,0.562015503875969,0.7209302325581395,0.45930232558139533,0.5658914728682171,0.5843992248062015
classic_trend_down_combo,fixed_20pct,15,75.81993449145686,-0.2418006550854313,-0.0380323442803478,0.4511590996370449,classic,,15.0,0.6666666666666666,0.3333333333333333,0.7597924185201366,0.2857142857142857,-1.014126984126984,-1.018867924528302,2.0,1.014714574723419,0.5310077519379846,0.4573643410852713,0.5116279069767442,0.6472868217054264,0.7441860465116279,0.6841085271317829,0.5829457364341085
rule_drop30_down,fixed_10pct,47,55.12969031888071,-0.4487030968111929,-0.1075899545902569,0.5078774862499923,bankroll,,47.0,0.7659574468085106,0.23404255319148937,0.47452665147883616,0.12499999999999988,-1.01225534477567,-1.0144927536231885,2.0,1.012437609509576,0.3488372093023256,0.8546511627906976,0.2054263565891473,0.5891472868217055,0.7441860465116279,0.8856589147286822,0.5823643410852714
latest_switch_v1,fixed_20pct,110,1133.1788222785262,10.331788222785262,0.3892198861977793,0.6107109386680353,latest_regime,1.7363636363636363,110.0,0.6727272727272727,0.32727272727272727,1.5419559352181889,0.2774725274725275,-1.0769230769230769,-1.25,4.0,1.0659415216056816,0.9961240310077519,0.4941860465116279,0.9496124031007752,0.4689922480620155,0.25387596899224807,0.12015503875968993,0.5820736434108528
value_down_margin5,fixed_15pct,28,85.59945691435347,-0.1440054308564653,0.0569394215651192,0.4317044400772395,extended_classic,,28.0,0.6785714285714286,0.32142857142857145,0.8999873904515528,0.39436619718309873,-1.0165601555987775,-1.0188679245283019,3.0,1.0158465898556925,0.6705426356589147,0.5155038759689923,0.7131782945736435,0.7054263565891473,0.45930232558139533,0.25193798449612403,0.5814922480620155
latest_switch_v1,fixed_10pct,110,602.3139589803355,5.023139589803355,0.3892198861977793,0.6142175277330105,latest_regime,1.7363636363636363,110.0,0.6727272727272727,0.32727272727272727,1.563999764042626,0.27747252747252743,-1.076923076923077,-1.25,4.0,1.0659415216056816,0.9844961240310077,0.4941860465116279,0.9534883720930233,0.46124031007751937,0.25387596899224807,0.1124031007751938,0.5787790697674419
value_up_margin2,fixed_10pct,8,91.18578914243854,-0.0881421085756146,-0.0875201475499351,0.2385884545554578,extended_classic,,8.0,0.625,0.375,0.7110634204932382,0.3734213547646382,-1.016294642857143,-1.017857142857143,2.0,1.0158567305995856,0.7093023255813954,0.3488372093023256,0.41472868217054265,0.874031007751938,0.7441860465116279,0.32751937984496127,0.578294573643411
classic_trend_down_score3,fixed_10pct,65,69.86619911295789,-0.3013380088704211,-0.022640138761644,0.5295253482513812,classic,,65.0,0.7230769230769231,0.27692307692307694,0.8059540589107059,0.23749999999999988,-1.0138127853881278,-1.0188679245283019,3.0,1.0138179039714472,0.47674418604651164,0.6996124031007752,0.5658914728682171,0.5697674418604651,0.45930232558139533,0.7015503875968992,0.5776162790697674
