strategy,sizing,trades,ending_bankroll,total_return,avg_trade_return_on_cost,max_drawdown
classic_trend_down_price,fixed_10pct,57,104.34898576327808,0.043489857632780904,0.0602040653613856,0.4337852136903133
classic_trend_up_score3,fixed_15pct,11,103.95336372982537,0.039533637298253765,0.04536433894290606,0.25176564192849404
classic_trend_up_score3,fixed_10pct,11,103.48147105148024,0.03481471051480245,0.04536433894290609,0.17059259402569257
classic_trend_up_score3,fixed_20pct,11,103.46553424475225,0.03465534244752244,0.04536433894290608,0.32991358406851373
classic_trend_up_score3,fixed_25pct,11,101.94448902667024,0.019444890266702375,0.04536433894290611,0.4048292156786874
classic_trend_down_score3,quarter_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_score3,half_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_score4,full_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_score3,full_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_basic,quarter_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_basic,half_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_basic,full_kelly_capped20,0,100.0,0.0,,0.0
rolling_rule_drop10_down,quarter_kelly_capped20,0,100.0,0.0,,0.0
rolling_rule_drop10_down_q,full_kelly_capped20,0,100.0,0.0,,0.0
rolling_rule_drop10_down_q,half_kelly_capped20,0,100.0,0.0,,0.0
rolling_rule_drop10_down_q,quarter_kelly_capped20,0,100.0,0.0,,0.0
value_up_margin2_q,half_kelly_capped20,0,100.0,0.0,,0.0
value_up_margin2_q,fixed_20pct,0,100.0,0.0,,0.0
value_up_margin2_q,fixed_25pct,0,100.0,0.0,,0.0
value_up_margin2_q,fixed_10pct,0,100.0,0.0,,0.0
classic_trend_down_liq,half_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_price,full_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_price,quarter_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_price,half_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_midrange,full_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_midrange,half_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_midrange,quarter_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_score4,half_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_up_score3,full_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_up_score3,half_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_up_score3,quarter_kelly_capped20,0,100.0,0.0,,0.0
classic_neutral_value_up,full_kelly_capped20,0,100.0,0.0,,0.0
classic_neutral_value_up,quarter_kelly_capped20,0,100.0,0.0,,0.0
classic_neutral_value_up,half_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_up_basic,quarter_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_up_basic,full_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_up_basic,half_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_combo,quarter_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_combo,full_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_combo,half_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_liq,quarter_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_liq,full_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_down_score4,quarter_kelly_capped20,0,100.0,0.0,,0.0
rolling_rule_drop10_down_q,fixed_25pct,0,100.0,0.0,,0.0
value_down_margin2_book_q,fixed_25pct,0,100.0,0.0,,0.0
value_down_margin2_book_q,full_kelly_capped20,0,100.0,0.0,,0.0
value_down_margin2_book_q,half_kelly_capped20,0,100.0,0.0,,0.0
value_down_margin2_book_q,quarter_kelly_capped20,0,100.0,0.0,,0.0
value_up_margin2_q,fixed_15pct,0,100.0,0.0,,0.0
value_down_margin2_q,quarter_kelly_capped20,0,100.0,0.0,,0.0
value_down_margin5_q,fixed_10pct,0,100.0,0.0,,0.0
value_down_margin5_q,fixed_15pct,0,100.0,0.0,,0.0
value_up_margin2_q,full_kelly_capped20,0,100.0,0.0,,0.0
rolling_rule_drop10_down_q,fixed_10pct,0,100.0,0.0,,0.0
rolling_rule_drop10_down_q,fixed_15pct,0,100.0,0.0,,0.0
rolling_rule_drop10_down_q,fixed_20pct,0,100.0,0.0,,0.0
rolling_rule_drop10_down,half_kelly_capped20,0,100.0,0.0,,0.0
rolling_rule_drop10_down,full_kelly_capped20,0,100.0,0.0,,0.0
value_up_margin2_q,quarter_kelly_capped20,0,100.0,0.0,,0.0
value_down_margin2_book_q,fixed_20pct,0,100.0,0.0,,0.0
value_down_margin2_q,fixed_15pct,0,100.0,0.0,,0.0
value_down_margin2_q,fixed_20pct,0,100.0,0.0,,0.0
value_down_margin2_q,fixed_25pct,0,100.0,0.0,,0.0
value_down_margin2_q,full_kelly_capped20,0,100.0,0.0,,0.0
value_down_margin2_q,half_kelly_capped20,0,100.0,0.0,,0.0
value_down_margin2_book_q,fixed_10pct,0,100.0,0.0,,0.0
value_down_margin2_book_q,fixed_15pct,0,100.0,0.0,,0.0
value_down_margin2_q,fixed_10pct,0,100.0,0.0,,0.0
value_down_margin5_q,fixed_20pct,0,100.0,0.0,,0.0
value_down_margin5_q,fixed_25pct,0,100.0,0.0,,0.0
value_down_margin5_q,full_kelly_capped20,0,100.0,0.0,,0.0
value_down_margin5_q,half_kelly_capped20,0,100.0,0.0,,0.0
value_down_margin5_q,quarter_kelly_capped20,0,100.0,0.0,,0.0
classic_trend_up_basic,fixed_10pct,20,99.17257303894705,-0.008274269610529461,0.034016271599727047,0.22604755851284175
classic_trend_down_price,fixed_15pct,57,97.65056624850715,-0.023494337514928576,0.06020406536138561,0.5880033469552879
value_down_margin5,fixed_10pct,29,95.16540525359352,-0.04834594746406484,0.05926708607319263,0.4303164140776555
classic_trend_up_basic,fixed_15pct,20,94.3879479582636,-0.05612052041736404,0.03401627159972707,0.3291679640836172
value_up_margin2,fixed_10pct,9,93.02629813583222,-0.0697370186416778,-0.038221866315315295,0.23858845455545782
classic_trend_down_combo,fixed_10pct,15,90.8565756286276,-0.091434243713724,-0.038032344280347866,0.24420212404034325
value_down_margin2,fixed_10pct,32,89.7929494848538,-0.10207050515146188,0.03836481461097374,0.4001231840237713
value_down_margin2_book,quarter_kelly_capped20,8,89.17425140201512,-0.10825748597984886,-0.21014802342553018,0.17581917684181766
classic_trend_up_basic,fixed_20pct,20,88.32451747344112,-0.11675482526558878,0.034016271599727047,0.4293696224333039
value_up_margin2,fixed_15pct,9,87.46475778491856,-0.12535242215081444,-0.03822186631531529,0.3453418708049074
value_down_margin5,fixed_15pct,29,86.901023230416,-0.13098976769584003,0.059267086073192664,0.5715912111275944
classic_trend_down_combo,fixed_15pct,15,83.95328483845192,-0.16046715161548075,-0.03803234428034785,0.35235183490845634
classic_trend_down_price,fixed_20pct,57,83.8371443376613,-0.16162855662338704,0.06020406536138563,0.7067212231444686
value_down_margin2_book,fixed_10pct,8,82.06844064077703,-0.1793155935922297,-0.21014802342553013,0.20211238265911227
value_up_margin2,full_kelly_capped20,9,81.19653348924143,-0.1880346651075857,-0.038221866315315337,0.4434709978621731
value_up_margin2,fixed_20pct,9,81.19653348924143,-0.1880346651075857,-0.038221866315315337,0.4434709978621731
classic_trend_up_basic,fixed_25pct,20,81.13635294478777,-0.1886364705521223,0.03401627159972702,0.5251606841458522
value_up_margin2,quarter_kelly_capped20,9,80.51519173641243,-0.19484808263587572,-0.038221866315315274,0.36507628417947247
classic_trend_down_score4,fixed_10pct,24,80.12243242913601,-0.19877567570863985,-0.0676463856769282,0.38482303137625434
value_up_margin2,half_kelly_capped20,9,79.67573744391883,-0.20324262556081163,-0.03822186631531532,0.4434709978621731
value_down_margin2,fixed_15pct,32,79.59559052690481,-0.20404409473095186,0.0383648146109737,0.5349189416848372
value_down_margin5,half_kelly_capped20,29,78.29569686599785,-0.21704303134002145,0.05926708607319265,0.6198514792305536
value_down_margin5,fixed_20pct,29,78.07081709475324,-0.21929182905246758,0.059267086073192664,0.6763189504232571
value_down_margin5,full_kelly_capped20,29,77.86934401837966,-0.2213065598162034,0.05926708607319266,0.6763189504232571
value_down_margin2,half_kelly_capped20,32,77.82862210848315,-0.22171377891516852,0.0383648146109737,0.6065475887687061
value_down_margin2_book,half_kelly_capped20,8,77.14058069953137,-0.2285941930046863,-0.21014802342553013,0.3216082525062738
value_down_margin2,full_kelly_capped20,32,76.7741176293424,-0.23225882370657602,0.038364814610973685,0.6533590326492533
value_down_margin5,quarter_kelly_capped20,29,75.91721725973984,-0.24082782740260156,0.05926708607319265,0.44178774255878567
classic_trend_down_combo,fixed_20pct,15,75.81993449145686,-0.24180065508543136,-0.038032344280347845,0.4511590996370449
value_down_margin2,quarter_kelly_capped20,32,75.7499914214833,-0.24250008578516702,0.0383648146109737,0.4321322345271013
rolling_rule_drop10_down,fixed_10pct,13,74.89464817916505,-0.25105351820834954,-0.1964575330150344,0.3262033566532291
value_up_margin2,fixed_25pct,9,74.3420725715471,-0.256579274284529,-0.03822186631531535,0.532876304457605
value_down_margin2_book,full_kelly_capped20,8,73.23088227780639,-0.26769117722193614,-0.21014802342553013,0.3642360379346681
value_down_margin2_book,fixed_15pct,8,72.60600711208518,-0.2739399288791482,-0.21014802342553007,0.3037780139937037
classic_trend_down_score3,fixed_10pct,65,69.86619911295789,-0.30133800887042117,-0.022640138761644005,0.5295253482513812
value_down_margin2,fixed_20pct,32,68.92290593874948,-0.3107709406125052,0.0383648146109737,0.63894255457143
classic_trend_down_score4,fixed_15pct,24,68.1720790019101,-0.318279209980899,-0.0676463856769282,0.5317796483679017
value_down_margin5,fixed_25pct,29,67.20471595163968,-0.3279528404836032,0.05926708607319265,0.7610804473790019
classic_trend_down_combo,fixed_25pct,15,66.78447103317599,-0.33215528966824015,-0.03803234428034784,0.5406736190494486
classic_trend_down_price,fixed_25pct,57,66.15796262338567,-0.3384203737661433,0.060204065361385596,0.7967676773114541
value_down_margin2_book,fixed_20pct,8,63.11764716232444,-0.3688235283767556,-0.21014802342553013,0.4029411754915255
rolling_rule_drop10_down,fixed_15pct,13,62.82768230235553,-0.37172317697644475,-0.1964575330150344,0.4591535118827069
value_down_margin2,fixed_25pct,32,56.91759508942177,-0.4308240491057823,0.0383648146109737,0.7261476409038052
classic_trend_down_liq,fixed_10pct,36,56.74630630277977,-0.4325369369722023,-0.1369245908799326,0.47589201013896043
classic_trend_down_score4,fixed_20pct,24,55.91019484873317,-0.44089805151266825,-0.06764638567692817,0.6517232318160938
classic_neutral_value_up,fixed_10pct,22,54.67654715152332,-0.45323452848476675,-0.21179608724834542,0.45323452848476675
classic_trend_down_midrange,fixed_10pct,73,54.47737052682869,-0.45522629473171305,-0.040045266233535645,0.5715433543738878
classic_trend_down_score3,fixed_15pct,65,54.30095324857726,-0.45699046751422745,-0.022640138761643995,0.6891382611350398
value_down_margin2_book,fixed_25pct,8,53.82335293063744,-0.46176647069362564,-0.21014802342553018,0.4976487059807172
classic_trend_down_basic,fixed_10pct,97,51.90810679979129,-0.48091893200208713,-0.032886555339415334,0.6393931307628136
rolling_rule_drop10_down,fixed_20pct,13,51.570084889821274,-0.48429915110178723,-0.1964575330150344,0.5726037980616189
classic_trend_down_score4,fixed_25pct,24,44.308761339914724,-0.5569123866008527,-0.0676463856769282,0.7475233763294049
rolling_rule_drop10_down,fixed_25pct,13,41.39167689153012,-0.5860832310846988,-0.19645753301503438,0.6675978764235941
classic_trend_down_liq,fixed_15pct,36,40.25770070507999,-0.5974229929492001,-0.1369245908799326,0.6423953171931146
classic_trend_down_score3,fixed_20pct,65,39.53976317042296,-0.6046023682957704,-0.02264013876164399,0.8076452992907385
classic_neutral_value_up,fixed_15pct,22,36.40063899973721,-0.6359936100026279,-0.21179608724834545,0.6359936100026279
classic_trend_down_midrange,fixed_15pct,73,35.76804582471265,-0.6423195417528735,-0.04004526623353565,0.744089950116591
classic_trend_down_basic,fixed_15pct,97,33.06185625730593,-0.6693814374269407,-0.03288655533941531,0.8034323797276061
classic_trend_down_liq,fixed_20pct,36,27.29991274962949,-0.7270008725037052,-0.1369245908799326,0.7666561726729718
classic_trend_down_score3,fixed_25pct,65,26.486045118714202,-0.735139548812858,-0.02264013876164398,0.8891035022724452
classic_neutral_value_up,fixed_20pct,22,22.762087753407805,-0.772379122465922,-0.21179608724834542,0.772379122465922
classic_trend_down_midrange,fixed_20pct,73,21.694962099821517,-0.7830503790017849,-0.04004526623353565,0.8566453740028949
classic_trend_down_basic,fixed_20pct,97,19.320332325550165,-0.8067966767444983,-0.03288655533941532,0.9001333407972654
classic_trend_down_liq,fixed_25pct,36,17.60955281946451,-0.8239044718053549,-0.1369245908799326,0.8551004296072416
classic_neutral_value_up,fixed_25pct,22,13.191978831565592,-0.868080211684344,-0.2117960872483455,0.8680802116843441
classic_trend_down_midrange,fixed_25pct,73,12.001843209950785,-0.8799815679004921,-0.04004526623353565,0.9255517616742533
classic_trend_down_basic,fixed_25pct,97,10.248404071013763,-0.8975159592898624,-0.032886555339415306,0.9531570271254115
