strategy,sizing,first_quote_ts,slug,entry_minute,side,target_cost,shares,entry_price,pnl_usd,bankroll_after
latest_m1_drop20_down,fixed_10pct,2026-04-26 20:55:02+00:00,btc-updown-5m-1777236900,1,buy_down,11.583733464479252,15.241754558525331,0.76,3.505603548460826,119.34293819325335
latest_m1_drop20_down,fixed_10pct,2026-04-26 21:45:02+00:00,btc-updown-5m-1777239900,1,buy_down,10.05,15.0,0.67,4.799999999999999,124.14293819325334
latest_m1_drop20_down,fixed_10pct,2026-04-26 21:55:01+00:00,btc-updown-5m-1777240500,1,buy_down,2.3499999999999996,4.999999999999999,0.47,2.5999999999999996,126.74293819325334
latest_m1_drop20_down,fixed_10pct,2026-04-26 22:20:02+00:00,btc-updown-5m-1777242000,1,buy_down,12.674293819325335,23.4709144802321,0.54,10.561911516104445,137.30484970935777
latest_m1_drop20_down,fixed_10pct,2026-04-26 22:50:01+00:00,btc-updown-5m-1777243800,1,buy_down,13.399199999999999,18.61,0.72,5.0247,142.32954970935776
latest_m1_drop20_down,fixed_10pct,2026-04-26 22:55:00+00:00,btc-updown-5m-1777244100,1,buy_down,14.232954970935777,20.33279281562254,0.7,5.896509916530537,148.2260596258883
latest_m1_drop20_down,fixed_10pct,2026-04-26 23:00:01+00:00,btc-updown-5m-1777244400,1,buy_down,13.5696,20.56,0.66,-13.7752,134.45085962588828
latest_m1_drop20_down,fixed_10pct,2026-04-26 23:30:00+00:00,btc-updown-5m-1777246200,1,buy_down,13.445085962588829,17.690902582353722,0.76,-13.621994988412366,120.82886463747592
latest_m1_drop20_down,fixed_10pct,2026-04-26 23:50:02+00:00,btc-updown-5m-1777247400,1,buy_down,12.082886463747592,16.78178675520499,0.72,4.531082423905348,125.35994706138126
latest_m1_drop20_down,fixed_10pct,2026-04-27 00:05:02+00:00,btc-updown-5m-1777248300,1,buy_down,11.6,20.0,0.58,8.200000000000001,133.55994706138125
latest_m1_drop20_down,fixed_10pct,2026-04-27 00:25:00+00:00,btc-updown-5m-1777249500,1,buy_down,13.355994706138127,16.488882353256944,0.81,2.9679988235862487,136.5279458849675
latest_m1_drop20_down,fixed_10pct,2026-04-27 00:30:01+00:00,btc-updown-5m-1777249800,1,buy_down,13.65279458849675,21.33249154452617,0.64,-13.866119503942011,122.66182638102548
latest_m1_drop20_down,fixed_10pct,2026-04-27 01:15:01+00:00,btc-updown-5m-1777252500,1,buy_down,12.26618263810255,15.526813465952593,0.79,3.105362693190518,125.76718907421599
latest_m1_drop20_down,fixed_10pct,2026-04-27 01:25:02+00:00,btc-updown-5m-1777253100,1,buy_down,6.697,9.05,0.74,2.2625,128.02968907421598
latest_m1_drop20_down,fixed_10pct,2026-04-27 01:50:01+00:00,btc-updown-5m-1777254600,1,buy_down,12.802968907421599,17.301309334353512,0.74,4.325327333588378,132.35501640780436
latest_m1_drop20_down,fixed_10pct,2026-04-27 01:55:02+00:00,btc-updown-5m-1777254900,1,buy_down,13.235501640780436,17.88581302808167,0.74,-13.414359771061253,118.9406566367431
latest_m1_drop20_down,fixed_10pct,2026-04-27 02:00:00+00:00,btc-updown-5m-1777255200,1,buy_down,3.55,5.0,0.71,1.4000000000000001,120.3406566367431
latest_m1_drop20_down,fixed_10pct,2026-04-27 02:05:00+00:00,btc-updown-5m-1777255500,1,buy_down,12.034065663674312,16.949388258696214,0.71,4.74582871243494,125.08648534917805
latest_m1_drop20_down,fixed_10pct,2026-04-27 02:10:01+00:00,btc-updown-5m-1777255800,1,buy_down,12.508648534917805,18.952497780178494,0.66,-12.698173512719592,112.38831183645846
latest_m1_drop20_down,fixed_10pct,2026-04-27 02:55:01+00:00,btc-updown-5m-1777258500,1,buy_down,11.238831183645846,17.290509513301302,0.65,5.878773234522442,118.2670850709809
latest_m1_drop20_down,fixed_10pct,2026-04-27 03:25:02+00:00,btc-updown-5m-1777260300,1,buy_down,11.82670850709809,16.895297867282988,0.7,4.899636381512067,123.16672145249296
latest_m1_drop20_down,fixed_10pct,2026-04-27 03:35:00+00:00,btc-updown-5m-1777260900,1,buy_down,12.316672145249298,18.383092754103426,0.67,5.882589681313095,129.04931113380607
latest_m1_drop20_down,fixed_10pct,2026-04-27 04:05:02+00:00,btc-updown-5m-1777262700,1,buy_down,12.904931113380607,16.335355839722286,0.79,3.2670711679444566,132.31638230175054
latest_m1_drop20_down,fixed_10pct,2026-04-27 04:10:01+00:00,btc-updown-5m-1777263000,1,buy_down,13.231638230175054,19.748713776380676,0.67,6.319588408441815,138.63597071019234
latest_m1_drop20_down,fixed_10pct,2026-04-27 04:55:02+00:00,btc-updown-5m-1777265700,1,buy_down,13.863597071019235,14.907093624751866,0.93,0.8944256174851112,139.53039632767744
latest_m1_drop20_down,fixed_10pct,2026-04-27 05:00:01+00:00,btc-updown-5m-1777266000,1,buy_down,13.953039632767744,18.12083069190616,0.77,3.9865827522193547,143.5169790798968
latest_m1_drop20_down,fixed_10pct,2026-04-27 05:05:01+00:00,btc-updown-5m-1777266300,1,buy_down,14.351697907989681,23.14789985159626,0.62,8.564722945090617,152.0817020249874
latest_m1_drop20_down,fixed_10pct,2026-04-27 05:15:01+00:00,btc-updown-5m-1777266900,1,buy_down,15.208170202498742,16.712274947800815,0.91,1.3369819958240647,153.41868402081147
latest_m1_drop20_down,fixed_10pct,2026-04-27 05:25:02+00:00,btc-updown-5m-1777267500,1,buy_down,15.341868402081147,20.18666895010677,0.76,4.642933858524557,158.06161787933604
latest_m1_drop20_down,fixed_10pct,2026-04-27 05:30:01+00:00,btc-updown-5m-1777267800,1,buy_down,15.806161787933604,23.244355570490594,0.68,-16.038605343638512,142.02301253569752
latest_m1_drop20_down,fixed_10pct,2026-04-27 05:35:01+00:00,btc-updown-5m-1777268100,1,buy_down,14.202301253569752,17.319879577524087,0.82,2.9443795281790957,144.96739206387662
latest_m1_drop20_down,fixed_15pct,2026-04-26 06:05:01+00:00,btc-updown-5m-1777183500,1,buy_down,15.0,22.058823529411764,0.68,6.838235294117646,106.83823529411765
latest_m1_drop20_down,fixed_15pct,2026-04-26 08:00:02+00:00,btc-updown-5m-1777190400,1,buy_down,16.02573529411765,25.437675070028014,0.63,9.157563025210084,115.99579831932773
latest_m1_drop20_down,fixed_15pct,2026-04-26 08:40:01+00:00,btc-updown-5m-1777192800,1,buy_down,17.399369747899158,22.596584088180723,0.77,4.971248499399758,120.9670468187275
latest_m1_drop20_down,fixed_15pct,2026-04-26 10:00:01+00:00,btc-updown-5m-1777197600,1,buy_down,18.145057022809123,20.38770452001025,0.89,2.0387704520010246,123.00581727072853
latest_m1_drop20_down,fixed_15pct,2026-04-26 11:45:01+00:00,btc-updown-5m-1777203900,1,buy_down,18.45087259060928,22.77885505013491,0.81,-18.678661141110627,104.3271561296179
latest_m1_drop20_down,fixed_15pct,2026-04-26 12:45:01+00:00,btc-updown-5m-1777207500,1,buy_down,15.649073419442685,18.19659699935196,0.86,2.365557609915755,106.69271373953366
latest_m1_drop20_down,fixed_15pct,2026-04-26 12:55:00+00:00,btc-updown-5m-1777208100,1,buy_down,16.003907060930047,21.92316035743842,0.73,5.700021692933989,112.39273543246765
latest_m1_drop20_down,fixed_15pct,2026-04-26 13:35:01+00:00,btc-updown-5m-1777210500,1,buy_down,3.7224,5.64,0.66,-3.7788,108.61393543246764
latest_m1_drop20_down,fixed_15pct,2026-04-26 13:40:01+00:00,btc-updown-5m-1777210800,1,buy_down,16.292090314870144,22.31793193817828,0.73,5.802662303926353,114.416597736394
latest_m1_drop20_down,fixed_15pct,2026-04-26 13:45:01+00:00,btc-updown-5m-1777211100,1,buy_down,17.162489660459098,21.188258840072958,0.81,3.813886591213131,118.23048432760713
latest_m1_drop20_down,fixed_15pct,2026-04-26 14:00:02+00:00,btc-updown-5m-1777212000,1,buy_down,17.734572649141068,21.36695499896514,0.83,3.4187127998344233,121.64919712744155
latest_m1_drop20_down,fixed_15pct,2026-04-26 14:35:01+00:00,btc-updown-5m-1777214100,1,buy_down,18.247379569116234,23.394076370661836,0.78,-18.48132033282285,103.1678767946187
latest_m1_drop20_down,fixed_15pct,2026-04-26 14:45:01+00:00,btc-updown-5m-1777214700,1,buy_down,15.475181519192805,20.63357535892374,0.75,4.952058086141697,108.11993488076041
latest_m1_drop20_down,fixed_15pct,2026-04-26 15:30:02+00:00,btc-updown-5m-1777217400,1,buy_down,16.21799023211406,23.849985635461852,0.68,7.393495546993173,115.51343042775359
latest_m1_drop20_down,fixed_15pct,2026-04-26 15:45:02+00:00,btc-updown-5m-1777218300,1,buy_down,17.327014564163036,23.414884546166267,0.74,5.853721136541567,121.36715156429516
latest_m1_drop20_down,fixed_15pct,2026-04-26 17:30:02+00:00,btc-updown-5m-1777224600,1,buy_down,18.205072734644272,23.33983683928753,0.78,4.90136573625038,126.26851730054554
latest_m1_drop20_down,fixed_15pct,2026-04-26 18:10:02+00:00,btc-updown-5m-1777227000,1,buy_down,18.94027759508183,24.282407173181834,0.78,-19.18310166681365,107.08541563373188
latest_m1_drop20_down,fixed_15pct,2026-04-26 18:25:01+00:00,btc-updown-5m-1777227900,1,buy_down,7.9074,11.46,0.69,3.4380000000000006,110.52341563373189
latest_m1_drop20_down,fixed_15pct,2026-04-26 19:00:02+00:00,btc-updown-5m-1777230000,1,buy_down,12.2259,14.73,0.83,2.3568000000000007,112.8802156337319
latest_m1_drop20_down,fixed_15pct,2026-04-26 19:20:02+00:00,btc-updown-5m-1777231200,1,buy_down,16.932032345059785,24.900047566264387,0.68,7.719014745541958,120.59923037927385
latest_m1_drop20_down,fixed_15pct,2026-04-26 19:25:02+00:00,btc-updown-5m-1777231500,1,buy_down,18.089884556891075,19.244558039245824,0.94,0.9622279019622922,121.56145828123614
latest_m1_drop20_down,fixed_15pct,2026-04-26 20:55:02+00:00,btc-updown-5m-1777236900,1,buy_down,18.23421874218542,23.992393081822918,0.76,5.518250408819271,127.07970869005541
latest_m1_drop20_down,fixed_15pct,2026-04-26 21:45:02+00:00,btc-updown-5m-1777239900,1,buy_down,10.05,15.0,0.67,4.799999999999999,131.87970869005542
latest_m1_drop20_down,fixed_15pct,2026-04-26 21:55:01+00:00,btc-updown-5m-1777240500,1,buy_down,2.3499999999999996,4.999999999999999,0.47,2.5999999999999996,134.47970869005542
latest_m1_drop20_down,fixed_15pct,2026-04-26 22:20:02+00:00,btc-updown-5m-1777242000,1,buy_down,16.1082,29.83,0.54,13.423499999999997,147.9032086900554
latest_m1_drop20_down,fixed_15pct,2026-04-26 22:50:01+00:00,btc-updown-5m-1777243800,1,buy_down,13.399199999999999,18.61,0.72,5.0247,152.9279086900554
latest_m1_drop20_down,fixed_15pct,2026-04-26 22:55:00+00:00,btc-updown-5m-1777244100,1,buy_down,19.95,28.5,0.7,8.265,161.1929086900554
latest_m1_drop20_down,fixed_15pct,2026-04-26 23:00:01+00:00,btc-updown-5m-1777244400,1,buy_down,13.5696,20.56,0.66,-13.7752,147.41770869005538
latest_m1_drop20_down,fixed_15pct,2026-04-26 23:30:00+00:00,btc-updown-5m-1777246200,1,buy_down,22.112656303508306,29.095600399353035,0.76,-22.403612307501838,125.01409638255353
latest_m1_drop20_down,fixed_15pct,2026-04-26 23:50:02+00:00,btc-updown-5m-1777247400,1,buy_down,18.75211445738303,26.044603413031986,0.72,7.032042921518637,132.04613930407217
latest_m1_drop20_down,fixed_15pct,2026-04-27 00:05:02+00:00,btc-updown-5m-1777248300,1,buy_down,11.6,20.0,0.58,8.200000000000001,140.24613930407216
latest_m1_drop20_down,fixed_15pct,2026-04-27 00:25:00+00:00,btc-updown-5m-1777249500,1,buy_down,21.036920895610823,25.971507278531877,0.81,4.674871310135736,144.9210106142079
latest_m1_drop20_down,fixed_15pct,2026-04-27 00:30:01+00:00,btc-updown-5m-1777249800,1,buy_down,21.73815159213118,33.96586186270497,0.64,-22.07781021075823,122.84320040344966
latest_m1_drop20_down,fixed_15pct,2026-04-27 01:15:01+00:00,btc-updown-5m-1777252500,1,buy_down,18.42648006051745,23.324658304452466,0.79,4.664931660890492,127.50813206434015
latest_m1_drop20_down,fixed_15pct,2026-04-27 01:25:02+00:00,btc-updown-5m-1777253100,1,buy_down,6.697,9.05,0.74,2.2625,129.77063206434013
latest_m1_drop20_down,fixed_15pct,2026-04-27 01:50:01+00:00,btc-updown-5m-1777254600,1,buy_down,18.5,25.0,0.74,6.25,136.02063206434013
latest_m1_drop20_down,fixed_15pct,2026-04-27 01:55:02+00:00,btc-updown-5m-1777254900,1,buy_down,20.40309480965102,27.571749742771647,0.74,-20.678812307078736,115.34181975726139
latest_m1_drop20_down,fixed_15pct,2026-04-27 02:00:00+00:00,btc-updown-5m-1777255200,1,buy_down,3.55,5.0,0.71,1.4000000000000001,116.7418197572614
latest_m1_drop20_down,fixed_15pct,2026-04-27 02:05:00+00:00,btc-updown-5m-1777255500,1,buy_down,17.51127296358921,24.663764737449593,0.71,6.905854126485886,123.64767388374729
latest_m1_drop20_down,fixed_15pct,2026-04-27 02:10:01+00:00,btc-updown-5m-1777255800,1,buy_down,18.54715108256209,28.101744064488017,0.66,-18.828168523206973,104.81950536054032
latest_m1_drop20_down,fixed_15pct,2026-04-27 02:55:01+00:00,btc-updown-5m-1777258500,1,buy_down,15.722925804081047,24.18911662166315,0.65,8.22429965136547,113.04380501190579
latest_m1_drop20_down,fixed_15pct,2026-04-27 03:25:02+00:00,btc-updown-5m-1777260300,1,buy_down,16.95657075178587,24.223672502551242,0.7,7.024865025739861,120.06867003764565
latest_m1_drop20_down,fixed_15pct,2026-04-27 03:35:00+00:00,btc-updown-5m-1777260900,1,buy_down,18.010300505646846,26.881045530816188,0.67,8.601934569861179,128.67060460750682
latest_m1_drop20_down,fixed_15pct,2026-04-27 04:05:02+00:00,btc-updown-5m-1777262700,1,buy_down,19.300590691126022,24.431127457121544,0.79,4.886225491424308,133.55683009893113
latest_m1_drop20_down,fixed_15pct,2026-04-27 04:10:01+00:00,btc-updown-5m-1777263000,1,buy_down,20.03352451483967,29.900782857969656,0.67,9.568250514550288,143.12508061348143
latest_m1_drop20_down,fixed_15pct,2026-04-27 04:55:02+00:00,btc-updown-5m-1777265700,1,buy_down,21.468762092022214,23.08469042152926,0.93,1.3850814252917545,144.5101620387732
latest_m1_drop20_down,fixed_15pct,2026-04-27 05:00:01+00:00,btc-updown-5m-1777266000,1,buy_down,18.48,24.0,0.77,5.279999999999999,149.7901620387732
latest_m1_drop20_down,fixed_15pct,2026-04-27 05:05:01+00:00,btc-updown-5m-1777266300,1,buy_down,22.46852430581598,36.239555331961256,0.62,13.408635472825665,163.19879751159885
latest_m1_drop20_down,fixed_15pct,2026-04-27 05:15:01+00:00,btc-updown-5m-1777266900,1,buy_down,24.47981962673983,26.900900688725084,0.91,2.152072055098006,165.35086956669687
latest_m1_drop20_down,fixed_15pct,2026-04-27 05:25:02+00:00,btc-updown-5m-1777267500,1,buy_down,24.80263043500453,32.63504004605859,0.76,7.506059210593476,172.85692877729034
latest_m1_drop20_down,fixed_15pct,2026-04-27 05:30:01+00:00,btc-updown-5m-1777267800,1,buy_down,25.92853931659355,38.13020487734345,0.68,-26.309841365366985,146.54708741192334
latest_m1_drop20_down,fixed_15pct,2026-04-27 05:35:01+00:00,btc-updown-5m-1777268100,1,buy_down,21.982063111788502,26.807394038766468,0.82,4.557256986590301,151.10434439851363
latest_m1_drop20_down,fixed_20pct,2026-04-26 06:05:01+00:00,btc-updown-5m-1777183500,1,buy_down,20.0,29.41176470588235,0.68,9.117647058823527,109.11764705882352
latest_m1_drop20_down,fixed_20pct,2026-04-26 08:00:02+00:00,btc-updown-5m-1777190400,1,buy_down,21.823529411764707,34.64052287581699,0.63,12.470588235294116,121.58823529411764
latest_m1_drop20_down,fixed_20pct,2026-04-26 08:40:01+00:00,btc-updown-5m-1777192800,1,buy_down,24.31764705882353,31.581359816653933,0.77,6.947899159663864,128.5361344537815
latest_m1_drop20_down,fixed_20pct,2026-04-26 10:00:01+00:00,btc-updown-5m-1777197600,1,buy_down,25.707226890756303,28.884524596355394,0.89,2.888452459635539,131.42458691341704
latest_m1_drop20_down,fixed_20pct,2026-04-26 11:45:01+00:00,btc-updown-5m-1777203900,1,buy_down,26.28491738268341,32.45051528726347,0.81,-26.60942253555605,104.815164377861
latest_m1_drop20_down,fixed_20pct,2026-04-26 12:45:01+00:00,btc-updown-5m-1777207500,1,buy_down,20.9630328755722,24.37561962275837,0.86,3.1688305509585883,107.98399492881958
latest_m1_drop20_down,fixed_20pct,2026-04-26 12:55:00+00:00,btc-updown-5m-1777208100,1,buy_down,21.596798985763918,29.584656144882082,0.73,7.692010597669341,115.67600552648892
latest_m1_drop20_down,fixed_20pct,2026-04-26 13:35:01+00:00,btc-updown-5m-1777210500,1,buy_down,3.7224,5.64,0.66,-3.7788,111.89720552648892
latest_m1_drop20_down,fixed_20pct,2026-04-26 13:40:01+00:00,btc-updown-5m-1777210800,1,buy_down,22.379441105297786,30.65676863739423,0.73,7.9707598457225,119.86796537221142
latest_m1_drop20_down,fixed_20pct,2026-04-26 13:45:01+00:00,btc-updown-5m-1777211100,1,buy_down,23.973593074442284,29.597028486965783,0.81,5.327465127653839,125.19543049986525
latest_m1_drop20_down,fixed_20pct,2026-04-26 14:00:02+00:00,btc-updown-5m-1777212000,1,buy_down,25.03908609997305,30.167573614425365,0.83,4.826811778308059,130.0222422781733
latest_m1_drop20_down,fixed_20pct,2026-04-26 14:35:01+00:00,btc-updown-5m-1777214100,1,buy_down,22.783800000000003,29.210000000000004,0.78,-23.075900000000004,106.9463422781733
latest_m1_drop20_down,fixed_20pct,2026-04-26 14:45:01+00:00,btc-updown-5m-1777214700,1,buy_down,21.389268455634664,28.519024607512886,0.75,6.844565905803092,113.7909081839764
latest_m1_drop20_down,fixed_20pct,2026-04-26 15:30:02+00:00,btc-updown-5m-1777217400,1,buy_down,22.758181636795282,33.46791417175776,0.68,10.375053393244904,124.16596157722131
latest_m1_drop20_down,fixed_20pct,2026-04-26 15:45:02+00:00,btc-updown-5m-1777218300,1,buy_down,22.125999999999998,29.9,0.74,7.475,131.6409615772213
latest_m1_drop20_down,fixed_20pct,2026-04-26 17:30:02+00:00,btc-updown-5m-1777224600,1,buy_down,26.328192315444262,33.754092712108026,0.78,7.088359469542684,138.729321046764
latest_m1_drop20_down,fixed_20pct,2026-04-26 18:10:02+00:00,btc-updown-5m-1777227000,1,buy_down,27.745864209352803,35.57162078122154,0.78,-28.101580417165017,110.62774062959897
latest_m1_drop20_down,fixed_20pct,2026-04-26 18:25:01+00:00,btc-updown-5m-1777227900,1,buy_down,7.9074,11.46,0.69,3.4380000000000006,114.06574062959898
latest_m1_drop20_down,fixed_20pct,2026-04-26 19:00:02+00:00,btc-updown-5m-1777230000,1,buy_down,12.2259,14.73,0.83,2.3568000000000007,116.42254062959898
latest_m1_drop20_down,fixed_20pct,2026-04-26 19:20:02+00:00,btc-updown-5m-1777231200,1,buy_down,23.2845081259198,34.24192371458794,0.68,10.61499635152226,127.03753698112125
latest_m1_drop20_down,fixed_20pct,2026-04-26 19:25:02+00:00,btc-updown-5m-1777231500,1,buy_down,25.40750739622425,27.02926318747261,0.94,1.3514631593736317,128.3890001404949
latest_m1_drop20_down,fixed_20pct,2026-04-26 20:55:02+00:00,btc-updown-5m-1777236900,1,buy_down,25.67780002809898,33.786578984340764,0.76,7.770913166398375,136.15991330689326
latest_m1_drop20_down,fixed_20pct,2026-04-26 21:45:02+00:00,btc-updown-5m-1777239900,1,buy_down,10.05,15.0,0.67,4.799999999999999,140.95991330689327
latest_m1_drop20_down,fixed_20pct,2026-04-26 21:55:01+00:00,btc-updown-5m-1777240500,1,buy_down,2.3499999999999996,4.999999999999999,0.47,2.5999999999999996,143.55991330689326
latest_m1_drop20_down,fixed_20pct,2026-04-26 22:20:02+00:00,btc-updown-5m-1777242000,1,buy_down,16.1082,29.83,0.54,13.423499999999997,156.98341330689325
latest_m1_drop20_down,fixed_20pct,2026-04-26 22:50:01+00:00,btc-updown-5m-1777243800,1,buy_down,13.399199999999999,18.61,0.72,5.0247,162.00811330689325
latest_m1_drop20_down,fixed_20pct,2026-04-26 22:55:00+00:00,btc-updown-5m-1777244100,1,buy_down,19.95,28.5,0.7,8.265,170.27311330689326
latest_m1_drop20_down,fixed_20pct,2026-04-26 23:00:01+00:00,btc-updown-5m-1777244400,1,buy_down,13.5696,20.56,0.66,-13.7752,156.49791330689325
latest_m1_drop20_down,fixed_20pct,2026-04-26 23:30:00+00:00,btc-updown-5m-1777246200,1,buy_down,31.29958266137865,41.18366139655085,0.76,-31.71141927534416,124.7864940315491
latest_m1_drop20_down,fixed_20pct,2026-04-26 23:50:02+00:00,btc-updown-5m-1777247400,1,buy_down,24.957298806309822,34.66291500876364,0.72,9.358987052366183,134.14548108391529
latest_m1_drop20_down,fixed_20pct,2026-04-27 00:05:02+00:00,btc-updown-5m-1777248300,1,buy_down,11.6,20.0,0.58,8.200000000000001,142.34548108391527
latest_m1_drop20_down,fixed_20pct,2026-04-27 00:25:00+00:00,btc-updown-5m-1777249500,1,buy_down,28.469096216783058,35.14703236639883,0.81,6.326465825951788,148.67194690986707
latest_m1_drop20_down,fixed_20pct,2026-04-27 00:30:01+00:00,btc-updown-5m-1777249800,1,buy_down,29.734389381973415,46.45998340933346,0.64,-30.19898921606675,118.47295769380032
latest_m1_drop20_down,fixed_20pct,2026-04-27 01:15:01+00:00,btc-updown-5m-1777252500,1,buy_down,23.694591538760065,29.993153846531726,0.79,5.998630769306344,124.47158846310667
latest_m1_drop20_down,fixed_20pct,2026-04-27 01:25:02+00:00,btc-updown-5m-1777253100,1,buy_down,6.697,9.05,0.74,2.2625,126.73408846310667
latest_m1_drop20_down,fixed_20pct,2026-04-27 01:50:01+00:00,btc-updown-5m-1777254600,1,buy_down,18.5,25.0,0.74,6.25,132.98408846310667
latest_m1_drop20_down,fixed_20pct,2026-04-27 01:55:02+00:00,btc-updown-5m-1777254900,1,buy_down,26.596817692621336,35.941645530569375,0.74,-26.95623414792703,106.02785431517964
latest_m1_drop20_down,fixed_20pct,2026-04-27 02:00:00+00:00,btc-updown-5m-1777255200,1,buy_down,3.55,5.0,0.71,1.4000000000000001,107.42785431517964
latest_m1_drop20_down,fixed_20pct,2026-04-27 02:05:00+00:00,btc-updown-5m-1777255500,1,buy_down,21.48557086303593,30.261367412726667,0.71,8.473182875563468,115.90103719074311
latest_m1_drop20_down,fixed_20pct,2026-04-27 02:10:01+00:00,btc-updown-5m-1777255800,1,buy_down,22.908600000000003,34.71,0.66,-23.2557,92.6453371907431
latest_m1_drop20_down,fixed_20pct,2026-04-27 02:55:01+00:00,btc-updown-5m-1777258500,1,buy_down,18.529067438148623,28.506257597151727,0.65,9.692127583031587,102.3374647737747
latest_m1_drop20_down,fixed_20pct,2026-04-27 03:25:02+00:00,btc-updown-5m-1777260300,1,buy_down,18.346999999999998,26.209999999999997,0.7,7.6009,109.9383647737747
latest_m1_drop20_down,fixed_20pct,2026-04-27 03:35:00+00:00,btc-updown-5m-1777260900,1,buy_down,21.98767295475494,32.817422320529765,0.67,10.501575142569523,120.43993991634422
latest_m1_drop20_down,fixed_20pct,2026-04-27 04:05:02+00:00,btc-updown-5m-1777262700,1,buy_down,24.087987983268846,30.491124029454234,0.79,6.098224805890846,126.53816472223507
latest_m1_drop20_down,fixed_20pct,2026-04-27 04:10:01+00:00,btc-updown-5m-1777263000,1,buy_down,25.307632944447015,37.772586484249274,0.67,12.087227674959767,138.62539239719484
latest_m1_drop20_down,fixed_20pct,2026-04-27 04:55:02+00:00,btc-updown-5m-1777265700,1,buy_down,27.72507847943897,29.811912343482764,0.93,1.7887147406089643,140.4141071378038
