strategy,sizing,first_quote_ts,slug,side,entry_price,qhat_for_side,target_cost,shares,best_price_max_cost,outcome_up,pnl_usd,bankroll_after
rule_drop10_down,fixed_10pct,2026-04-26 06:15:00+00:00,btc-updown-5m-1777184100,buy_down,0.7,0.55,9.5472036949576,13.638862421368001,233.226,0.0,3.955270102196721,99.42730705177273
rule_drop10_down,fixed_10pct,2026-04-26 06:50:01+00:00,btc-updown-5m-1777186200,buy_down,0.76,0.55,9.942730705177274,13.082540401549045,168.44639999999998,1.0,-10.073556109192765,89.35375094257996
rule_drop10_down,fixed_10pct,2026-04-26 07:25:02+00:00,btc-updown-5m-1777188300,buy_down,0.73,0.55,8.935375094257997,12.240239855147943,138.1306,0.0,3.1824623623384656,92.53621330491843
rule_drop10_down,fixed_10pct,2026-04-26 07:30:01+00:00,btc-updown-5m-1777188600,buy_down,0.78,0.55,9.253621330491844,11.86361709037416,63.0942,0.0,2.491359588978573,95.027572893897
rule_drop10_down,fixed_10pct,2026-04-26 08:15:01+00:00,btc-updown-5m-1777191300,buy_down,0.84,0.55,9.5027572893897,11.312806296892502,293.9244,0.0,1.6969209445338762,96.72449383843087
rule_drop10_down,fixed_10pct,2026-04-26 08:40:01+00:00,btc-updown-5m-1777192800,buy_down,0.92,0.55,9.672449383843087,10.513531938959877,396.26240000000007,0.0,0.7359472357271912,97.46044107415807
rule_drop10_down,fixed_10pct,2026-04-26 08:45:01+00:00,btc-updown-5m-1777193100,buy_down,0.7,0.55,9.746044107415807,13.922920153451154,168.91,0.0,4.037646844500835,101.49808791865891
rule_drop10_down,fixed_10pct,2026-04-26 08:55:01+00:00,btc-updown-5m-1777193700,buy_down,0.7,0.55,10.149808791865892,14.499726845522703,39.921,0.0,4.204920785201584,105.70300870386049
rule_drop10_down,fixed_10pct,2026-04-26 09:30:00+00:00,btc-updown-5m-1777195800,buy_down,0.88,0.55,10.570300870386049,12.011705534529602,39.6,0.0,1.321287608798257,107.02429631265875
rule_drop10_down,fixed_10pct,2026-04-26 09:45:01+00:00,btc-updown-5m-1777196700,buy_down,0.75,0.55,10.702429631265876,14.269906175021168,51.0,0.0,3.424777482005081,110.44907379466383
rule_drop10_down,fixed_10pct,2026-04-26 10:00:01+00:00,btc-updown-5m-1777197600,buy_down,0.88,0.55,11.044907379466384,12.551031113029982,50.952,0.0,1.3806134224332982,111.82968721709713
rule_drop10_down,fixed_10pct,2026-04-26 10:25:00+00:00,btc-updown-5m-1777199100,buy_down,0.81,0.55,11.182968721709713,13.806134224332979,69.741,0.0,2.485104160379936,114.31479137747706
rule_drop10_down,fixed_10pct,2026-04-26 10:30:01+00:00,btc-updown-5m-1777199400,buy_down,0.82,0.55,11.431479137747708,13.940828216765498,277.734,1.0,-11.570887419915362,102.7439039575617
rule_drop10_down,fixed_10pct,2026-04-26 10:40:02+00:00,btc-updown-5m-1777200000,buy_down,0.72,0.55,10.274390395756171,14.26998666077246,192.3768,0.0,3.8528963984085642,106.59680035597026
rule_drop10_down,fixed_10pct,2026-04-26 11:15:01+00:00,btc-updown-5m-1777202100,buy_down,0.77,0.55,10.659680035597027,13.843740305970165,231.8547,0.0,3.045622867313436,109.6424232232837
rule_drop10_down,fixed_10pct,2026-04-26 11:30:01+00:00,btc-updown-5m-1777203000,buy_down,0.71,0.55,4.2529,5.990000000000001,4.2529,0.0,1.6772000000000007,111.3196232232837
rule_drop10_down,fixed_10pct,2026-04-26 11:35:02+00:00,btc-updown-5m-1777203300,buy_down,0.81,0.55,11.13196232232837,13.74316336089922,147.5415,0.0,2.4737694049618586,113.79339262824556
rule_drop10_down,fixed_10pct,2026-04-26 11:45:01+00:00,btc-updown-5m-1777203900,buy_down,0.78,0.55,11.379339262824557,14.588896490800714,322.3428,1.0,-11.525228227732564,102.26816440051299
rule_drop10_down,fixed_10pct,2026-04-26 12:10:01+00:00,btc-updown-5m-1777205400,buy_down,0.88,0.55,10.2268164400513,11.621382318240114,247.0776,0.0,1.2783520550064131,103.5465164555194
rule_drop10_down,fixed_10pct,2026-04-26 12:40:01+00:00,btc-updown-5m-1777207200,buy_down,0.8,0.55,10.35465164555194,12.943314556939924,168.12800000000001,0.0,2.4592297658185855,106.00574622133799
rule_drop10_down,fixed_10pct,2026-04-26 13:20:01+00:00,btc-updown-5m-1777209600,buy_down,0.65,0.55,10.600574622133799,16.308576341744306,66.95,0.0,5.544915956193065,111.55066217753105
rule_drop10_down,fixed_10pct,2026-04-26 13:35:01+00:00,btc-updown-5m-1777210500,buy_down,0.73,0.55,11.155066217753106,15.280912627059049,277.9986,1.0,-11.307875344023696,100.24278683350735
rule_drop10_down,fixed_10pct,2026-04-26 13:40:01+00:00,btc-updown-5m-1777210800,buy_down,0.77,0.55,10.024278683350737,13.018543744611346,56.441,0.0,2.864079623814496,103.10686645732184
rule_drop10_down,fixed_10pct,2026-04-26 13:45:01+00:00,btc-updown-5m-1777211100,buy_down,0.86,0.55,10.310686645732185,11.989170518293237,28.2768,0.0,1.5585921673781202,104.66545862469997
rule_drop10_down,fixed_10pct,2026-04-26 13:55:00+00:00,btc-updown-5m-1777211700,buy_down,0.59,0.55,10.466545862469998,17.739908241474573,11.3929,1.0,-10.643944944884744,94.02151367981523
rule_drop10_down,fixed_10pct,2026-04-26 14:00:02+00:00,btc-updown-5m-1777212000,buy_down,0.92,0.55,9.402151367981523,10.219729747806003,407.5876,0.0,0.7153810823464204,94.73689476216165
rule_drop10_down,fixed_10pct,2026-04-26 14:05:01+00:00,btc-updown-5m-1777212300,buy_down,0.93,0.55,9.473689476216165,10.186762877651791,344.2395,1.0,-9.575557104992683,85.16133765716897
rule_drop10_down,fixed_10pct,2026-04-26 14:10:01+00:00,btc-updown-5m-1777212600,buy_down,0.73,0.55,8.516133765716898,11.665936665365614,2925.5771999999997,1.0,-8.632793132370553,76.52854452479842
rule_drop10_down,fixed_10pct,2026-04-26 14:15:01+00:00,btc-updown-5m-1777212900,buy_down,0.78,0.55,7.6528544524798425,9.811351862153645,135.3066,1.0,-7.750967971101379,68.77757655369705
rule_drop10_down,fixed_10pct,2026-04-26 14:30:01+00:00,btc-updown-5m-1777213800,buy_down,0.7,0.55,6.877757655369705,9.82536807909958,218.351,0.0,2.8493567429388786,71.62693329663593
rule_drop10_down,fixed_10pct,2026-04-26 14:35:01+00:00,btc-updown-5m-1777214100,buy_down,0.72,0.55,7.162693329663593,9.948185180088325,213.99119999999996,1.0,-7.262175181464476,64.36475811517145
rule_drop10_down,fixed_10pct,2026-04-26 14:45:01+00:00,btc-updown-5m-1777214700,buy_down,0.78,0.55,6.436475811517146,8.251892066047622,72.5712,0.0,1.7328973338700004,66.09765544904145
rule_drop10_down,fixed_10pct,2026-04-26 15:05:00+00:00,btc-updown-5m-1777215900,buy_down,0.92,0.55,6.609765544904146,7.1845277662001585,296.1848,0.0,0.5029169436340108,66.60057239267546
rule_drop10_down,fixed_10pct,2026-04-26 15:20:01+00:00,btc-updown-5m-1777216800,buy_down,0.87,0.55,3.8280000000000003,4.4,3.8280000000000003,0.0,0.528,67.12857239267547
rule_drop10_down,fixed_10pct,2026-04-26 15:30:02+00:00,btc-updown-5m-1777217400,buy_down,0.7,0.55,6.712857239267547,9.589796056096496,356.286,0.0,2.7810408562679845,69.90961324894344
rule_drop10_down,fixed_10pct,2026-04-26 15:45:02+00:00,btc-updown-5m-1777218300,buy_down,0.84,0.55,6.990961324894345,8.322573005826602,90.68639999999999,0.0,1.248385950873991,71.15799919981744
rule_drop10_down,fixed_10pct,2026-04-26 15:55:02+00:00,btc-updown-5m-1777218900,buy_down,0.86,0.55,7.115799919981744,8.274185953467144,27.958599999999997,1.0,-7.1985417795164155,63.95945742030102
rule_drop10_down,fixed_10pct,2026-04-26 16:05:01+00:00,btc-updown-5m-1777219500,buy_down,0.77,0.55,6.3959457420301025,8.306423041597535,16.108400000000003,0.0,1.827413069151457,65.78687048945248
rule_drop10_down,fixed_10pct,2026-04-26 16:30:02+00:00,btc-updown-5m-1777221000,buy_down,0.59,0.55,6.578687048945248,11.15031703211059,51.448,1.0,-6.690190219266354,59.09668027018613
rule_drop10_down,fixed_10pct,2026-04-26 16:40:02+00:00,btc-updown-5m-1777221600,buy_down,0.45,0.55,5.909668027018613,13.132595615596918,53.208,0.0,7.091601632422336,66.18828190260847
