strategy,sizing,first_quote_ts,slug,entry_minute,regime,micro_strategy,side,market_price,fair_prob,edge,support,bucket,target_cost,shares,pnl_usd,bankroll_after
selected_fairprob_switch,fixed_10pct,2026-04-26 12:15:00+00:00,btc-updown-5m-1777205700,2,neutral,neutral_down_value,buy_down,0.44,0.6954253243993355,0.25542532439933546,14,down_level_1,2.4816,5.64,-2.538,72.98643444436108
selected_fairprob_switch,fixed_10pct,2026-04-26 12:25:00+00:00,btc-updown-5m-1777206300,2,neutral,neutral_down_value,buy_down,0.4,0.5077241358561754,0.10772413585617535,42,down_level_3,7.298643444436109,18.24660861109027,10.76549908054326,83.75193352490435
selected_fairprob_switch,fixed_10pct,2026-04-26 12:30:02+00:00,btc-updown-5m-1777206600,2,neutral,neutral_down_value,buy_down,0.48,0.6369918084028279,0.1569918084028279,15,down_level_1,8.375193352490435,17.44831948435507,8.898642937021087,92.65057646192543
selected_fairprob_switch,fixed_10pct,2026-04-26 12:40:01+00:00,btc-updown-5m-1777207200,2,mild_drop,mild_drop_continuation,buy_down,0.8,0.9118605907403118,0.11186059074031174,10,down_level_1,9.265057646192544,11.581322057740678,2.2004511909707283,94.85102765289615
selected_fairprob_switch,fixed_10pct,2026-04-26 13:00:01+00:00,btc-updown-5m-1777208400,2,neutral,neutral_down_value,buy_down,0.42,0.6660423610682338,0.2460423610682338,16,down_level_1,9.485102765289616,22.583578012594323,-9.710938545415559,85.14008910748059
selected_fairprob_switch,fixed_10pct,2026-04-26 13:05:02+00:00,btc-updown-5m-1777208700,2,late_breakout,neutral_down_value,buy_down,0.52,0.6118206470695945,0.09182064706959447,82,down_level_4,8.514008910748059,16.37309405913088,-8.677739851339368,76.46234925614122
selected_fairprob_switch,fixed_10pct,2026-04-26 13:15:01+00:00,btc-updown-5m-1777209300,2,neutral,neutral_down_value,buy_down,0.56,0.6150830841839708,0.05508308418397079,17,down_level_1,7.646234925614123,13.653990938596646,5.871216103596557,82.33356535973778
selected_fairprob_switch,fixed_10pct,2026-04-26 13:20:01+00:00,btc-updown-5m-1777209600,2,mild_drop,mild_drop_continuation,buy_down,0.65,0.9213323336317758,0.2713323336317758,11,down_level_1,8.233356535973778,12.666702363036581,4.306678803432437,86.64024416317021
selected_fairprob_switch,fixed_10pct,2026-04-26 13:30:02+00:00,btc-updown-5m-1777210200,2,neutral,neutral_down_value,buy_down,0.52,0.6433341256753004,0.12333412567530033,18,down_level_1,8.664024416317021,16.66158541599427,-8.830640270476964,77.80960389269325
selected_fairprob_switch,fixed_10pct,2026-04-26 13:35:01+00:00,btc-updown-5m-1777210500,2,early_drop,sharp_drop_reversal,buy_up,0.28,0.44316945401192015,0.16316945401192012,88,up_level_5,7.780960389269325,27.789144247390443,19.730292415647213,97.53989630834046
selected_fairprob_switch,fixed_10pct,2026-04-26 13:45:01+00:00,btc-updown-5m-1777211100,2,early_drop,sharp_drop_reversal,buy_up,0.15,0.44654420306895304,0.296544203068953,90,up_level_5,9.753989630834047,65.02659753889365,-10.404255606222986,87.13564070211747
selected_fairprob_switch,fixed_10pct,2026-04-26 13:55:00+00:00,btc-updown-5m-1777211700,2,mild_drop,mild_drop_continuation,buy_down,0.59,0.8923606571000691,0.3023606571000691,17,down_level_3,8.713564070211747,14.768752661375844,-8.861251596825506,78.27438910529196
selected_fairprob_switch,fixed_10pct,2026-04-26 14:00:02+00:00,btc-updown-5m-1777212000,2,early_drop,sharp_drop_reversal,buy_up,0.09,0.2063091391062306,0.11630913910623061,10,up_level_4,7.827438910529196,86.9715434503244,-8.69715434503244,69.57723476025951
selected_fairprob_switch,fixed_10pct,2026-04-26 14:10:01+00:00,btc-updown-5m-1777212600,2,mild_drop,mild_drop_continuation,buy_down,0.73,0.9292081327890026,0.19920813278900262,12,down_level_1,6.957723476025952,9.531128049350619,-7.053034756519458,62.524200003740056
selected_fairprob_switch,fixed_10pct,2026-04-26 14:15:01+00:00,btc-updown-5m-1777212900,2,mild_drop,mild_drop_continuation,buy_down,0.78,0.8419444926071427,0.06194449260714263,13,down_level_1,6.252420000374006,8.01592307740257,-6.332579231148031,56.191620772592024
selected_fairprob_switch,fixed_10pct,2026-04-26 14:20:02+00:00,btc-updown-5m-1777213200,2,extreme_up,extreme_up_fade,buy_down,0.09,0.49041493312338336,0.4004149331233834,97,down_level_4,5.619162077259203,62.435134191768924,-6.2435134191768915,49.94810735341513
selected_fairprob_switch,fixed_10pct,2026-04-26 14:30:01+00:00,btc-updown-5m-1777213800,2,sharp_drop_reversal,sharp_drop_reversal,buy_up,0.31,0.5435247039727388,0.23352470397273878,99,up_level_5,4.994810735341513,16.112292694650044,-5.155933662288014,44.79217369112712
selected_fairprob_switch,fixed_10pct,2026-04-26 14:35:01+00:00,btc-updown-5m-1777214100,2,early_drop,mild_drop_continuation,buy_down,0.72,0.8158615009988789,0.09586150099887891,11,down_level_3,4.479217369112712,6.221135234878767,-4.5414287214615,40.25074496966562
selected_fairprob_switch,fixed_10pct,2026-04-26 14:50:00+00:00,btc-updown-5m-1777215000,2,extreme_up,extreme_up_fade,buy_down,0.1,0.4961696898269146,0.3961696898269146,103,down_level_4,4.025074496966562,40.25074496966562,-4.427581946663218,35.8231630230024
selected_fairprob_switch,fixed_10pct,2026-04-26 15:10:00+00:00,btc-updown-5m-1777216200,2,neutral,neutral_down_value,buy_down,0.5,0.5571698019977834,0.05716980199778343,20,down_level_1,3.5823163023002405,7.164632604600481,-3.653962628346245,32.16920039465616
selected_fairprob_switch,fixed_10pct,2026-04-26 15:20:01+00:00,btc-updown-5m-1777216800,2,sharp_drop_reversal,sharp_drop_reversal,buy_up,0.14,0.5206895364860211,0.3806895364860211,108,up_level_5,3.216920039465616,22.978000281897256,-3.446700042284589,28.72250035237157
selected_fairprob_switch,fixed_10pct,2026-04-26 15:25:01+00:00,btc-updown-5m-1777217100,2,extreme_up,extreme_up_fade,buy_down,0.13,0.4974623083735818,0.3674623083735818,109,down_level_4,2.872250035237157,22.094231040285823,-3.0931923456400154,25.629308006731552
selected_fairprob_switch,fixed_10pct,2026-04-26 15:30:02+00:00,btc-updown-5m-1777217400,1,early_drop,early_drop_continuation,buy_down,0.68,0.7591451612418854,0.07914516124188531,13,down_level_3,2.5629308006731555,3.7690158833428753,1.1683949238362912,26.797702930567844
selected_fairprob_switch,fixed_10pct,2026-04-26 15:45:02+00:00,btc-updown-5m-1777218300,1,early_drop,early_drop_continuation,buy_down,0.74,0.7804870104700586,0.04048701047005865,14,down_level_3,2.6797702930567846,3.621311206833493,0.9053278017083732,27.70303073227622
selected_fairprob_switch,fixed_10pct,2026-04-26 16:30:02+00:00,btc-updown-5m-1777221000,2,mild_drop,mild_drop_continuation,buy_down,0.59,0.6900786605621413,0.10007866056214132,22,down_level_3,2.770303073227622,4.6954289376739355,-2.8172573626043613,24.885773369671856
selected_fairprob_switch,fixed_10pct,2026-04-26 16:40:02+00:00,btc-updown-5m-1777221600,2,mild_drop,mild_drop_continuation,buy_down,0.45,0.6472907244411799,0.19729072444117984,23,down_level_3,2.488577336967186,5.53017185992708,2.986292804360623,27.87206617403248
selected_fairprob_switch,fixed_10pct,2026-04-26 17:00:00+00:00,btc-updown-5m-1777222800,2,sharp_drop_reversal,sharp_drop_reversal,buy_up,0.19,0.54733303320653,0.35733303320653004,122,up_level_5,2.787206617403248,14.669508512648672,11.735606810118938,39.60767298415142
selected_fairprob_switch,fixed_10pct,2026-04-26 17:15:00+00:00,btc-updown-5m-1777223700,2,neutral,neutral_down_value,buy_down,0.41,0.5510809093799224,0.1410809093799224,22,down_level_1,3.960767298415142,9.66040804491498,-4.057371378864292,35.55030160528713
selected_fairprob_switch,fixed_10pct,2026-04-26 17:20:02+00:00,btc-updown-5m-1777224000,2,neutral,neutral_down_value,buy_down,0.37,0.4884152562754976,0.1184152562754976,24,down_level_2,3.5550301605287133,9.608189623050576,5.957077566291357,41.50737917157849
selected_fairprob_switch,fixed_10pct,2026-04-26 17:25:01+00:00,btc-updown-5m-1777224300,2,neutral,neutral_down_value,buy_down,0.36,0.5562495909841454,0.1962495909841454,11,down_level_2,4.15073791715785,11.529827547660693,-4.2660361926344565,37.24134297894403
selected_fairprob_switch,fixed_10pct,2026-04-26 17:30:02+00:00,btc-updown-5m-1777224600,2,early_drop,sharp_drop_reversal,buy_up,0.15,0.201068283340649,0.051068283340649,15,up_level_4,3.7241342978944036,24.827561985962692,-3.972409917754031,33.268933061190005
selected_fairprob_switch,fixed_10pct,2026-04-26 17:55:01+00:00,btc-updown-5m-1777226100,2,mild_drop,mild_drop_continuation,buy_down,0.64,0.7868901543173304,0.14689015431733043,15,down_level_1,3.3268933061190005,5.1982707908109385,1.8193947767838283,35.088327837973836
selected_fairprob_switch,fixed_10pct,2026-04-26 18:10:02+00:00,btc-updown-5m-1777227000,1,early_drop,early_drop_continuation,buy_down,0.78,0.8150226614086424,0.03502266140864241,16,down_level_3,3.508832783797384,4.498503568971005,-3.553817819487094,31.534510018486742
selected_fairprob_switch,fixed_10pct,2026-04-26 18:25:01+00:00,btc-updown-5m-1777227900,1,early_drop,early_drop_continuation,buy_down,0.69,0.7526648176777133,0.06266481767771337,17,down_level_3,3.1534510018486746,4.570218843258949,1.3710656529776848,32.905575671464426
selected_fairprob_switch,fixed_10pct,2026-04-26 18:40:01+00:00,btc-updown-5m-1777228800,2,neutral,neutral_down_value,buy_down,0.51,0.5460509031576264,0.03605090315762638,24,down_level_1,3.290557567146443,6.452073661071457,-3.3550783037571574,29.55049736770727
selected_fairprob_switch,fixed_10pct,2026-04-26 19:15:02+00:00,btc-updown-5m-1777230900,2,extreme_up,extreme_up_fade,buy_down,0.14,0.3876706286647547,0.2476706286647547,145,down_level_4,2.955049736770727,21.107498119790904,17.94137340182227,47.49187076952954
selected_fairprob_switch,fixed_10pct,2026-04-26 19:20:02+00:00,btc-updown-5m-1777231200,2,early_drop,neutral_down_value,buy_down,0.58,0.7870023216353254,0.2070023216353254,19,down_level_3,4.749187076952954,8.18825358095337,3.357183968190882,50.84905473772042
selected_fairprob_switch,fixed_10pct,2026-04-26 19:55:01+00:00,btc-updown-5m-1777233300,2,mild_drop,mild_drop_continuation,buy_down,0.69,0.8039447523645035,0.11394475236450352,16,down_level_1,5.084905473772043,7.3694282228580335,2.2108284668574103,53.05988320457783
selected_fairprob_switch,fixed_10pct,2026-04-26 20:00:02+00:00,btc-updown-5m-1777233600,2,sharp_drop_reversal,sharp_drop_reversal,buy_up,0.2,0.5591800343839991,0.3591800343839991,153,up_level_5,5.305988320457783,26.529941602288915,20.958653865808245,74.01853707038607
selected_fairprob_switch,fixed_10pct,2026-04-26 20:10:00+00:00,btc-updown-5m-1777234200,2,mild_drop,mild_drop_continuation,buy_down,0.48,0.8160824324856126,0.33608243248561265,11,down_level_2,7.401853707038608,15.420528556330433,7.864469563728521,81.8830066341146
selected_fairprob_switch,fixed_10pct,2026-04-26 20:25:01+00:00,btc-updown-5m-1777235100,4,late_breakout,late_breakout_up,buy_up,0.9,1.0000000000000002,0.1000000000000002,11,up_level_2,8.188300663411459,9.098111848234954,0.8188300663411456,82.70183670045574
selected_fairprob_switch,fixed_10pct,2026-04-26 20:30:01+00:00,btc-updown-5m-1777235400,2,extreme_up,extreme_up_fade,buy_down,0.14,0.4301446340156416,0.2901446340156416,156,down_level_4,8.270183670045574,59.07274050032552,-8.86091107504883,73.84092562540691
selected_fairprob_switch,fixed_10pct,2026-04-26 20:35:01+00:00,btc-updown-5m-1777235700,2,mild_drop,mild_drop_continuation,buy_down,0.73,0.8189450499924895,0.08894504999248953,17,down_level_1,7.384092562540691,10.115195291151633,2.6299507756994247,76.47087640110634
selected_fairprob_switch,fixed_10pct,2026-04-26 20:45:02+00:00,btc-updown-5m-1777236300,2,extreme_up,extreme_up_fade,buy_down,0.1,0.4354249122367432,0.3354249122367432,158,down_level_4,7.647087640110634,76.47087640110634,68.05907999698464,144.52995639809097
selected_fairprob_switch,fixed_10pct,2026-04-26 20:55:02+00:00,btc-updown-5m-1777236900,2,early_drop,mild_drop_continuation,buy_down,0.67,0.814590211489065,0.14459021148906492,21,down_level_3,1.2663,1.89,0.6047999999999999,145.13475639809099
selected_fairprob_switch,fixed_10pct,2026-04-26 21:00:01+00:00,btc-updown-5m-1777237200,4,late_breakout,late_breakout_up,buy_up,0.88,1.0000000000000002,0.12000000000000022,12,up_level_2,14.5134756398091,16.492585954328522,1.8141844549761375,146.9489408530671
selected_fairprob_switch,fixed_10pct,2026-04-26 21:35:01+00:00,btc-updown-5m-1777239300,2,mild_drop,mild_drop_continuation,buy_down,0.51,0.8500381557730116,0.34003815577301155,13,down_level_2,1.6167,3.17,1.5215999999999998,148.47054085306712
selected_fairprob_switch,fixed_10pct,2026-04-26 21:40:01+00:00,btc-updown-5m-1777239600,2,mild_drop,mild_drop_continuation,buy_down,0.69,0.8322336083662595,0.14223360836625953,18,down_level_1,14.847054085306713,21.51746968885031,6.455240906655093,154.9257817597222
selected_fairprob_switch,fixed_10pct,2026-04-26 21:45:02+00:00,btc-updown-5m-1777239900,1,early_drop,early_drop_continuation,buy_down,0.67,0.8264288869117425,0.1564288869117425,22,down_level_3,10.05,15.0,4.799999999999999,159.72578175972222
selected_fairprob_switch,fixed_10pct,2026-04-26 21:50:02+00:00,btc-updown-5m-1777240200,2,mild_drop,mild_drop_continuation,buy_down,0.67,0.8440808798572726,0.1740808798572726,19,down_level_1,15.972578175972224,23.839668919361525,-16.210974865165838,143.5148068945564
selected_fairprob_switch,fixed_10pct,2026-04-26 21:55:01+00:00,btc-updown-5m-1777240500,2,early_drop,neutral_down_value,buy_down,0.28,0.8371910653758826,0.5571910653758826,23,down_level_3,7.702800000000001,27.51,19.5321,163.0469068945564
selected_fairprob_switch,fixed_10pct,2026-04-26 22:00:02+00:00,btc-updown-5m-1777240800,2,extreme_up,extreme_up_fade,buy_down,0.23,0.5423068725976813,0.3123068725976813,170,down_level_4,16.30469068945564,70.88995951937234,-17.013590284649364,146.03331660990705
selected_fairprob_switch,fixed_10pct,2026-04-26 22:20:02+00:00,btc-updown-5m-1777242000,1,early_drop,early_drop_continuation,buy_down,0.54,0.8470115492628234,0.30701154926282337,24,down_level_3,14.603331660990705,27.043206779612415,12.169443050825585,158.20275966073262
selected_fairprob_switch,fixed_10pct,2026-04-26 22:50:01+00:00,btc-updown-5m-1777243800,1,early_drop,early_drop_continuation,buy_down,0.72,0.8560035812654667,0.13600358126546674,25,down_level_3,13.399199999999999,18.61,5.0247,163.22745966073262
selected_fairprob_switch,fixed_10pct,2026-04-26 22:55:00+00:00,btc-updown-5m-1777244100,2,early_drop,mild_drop_continuation,buy_down,0.6,0.8642629902993821,0.26426299029938216,26,down_level_3,16.322745966073263,27.204576610122107,10.609784877947622,173.83724453868024
selected_fairprob_switch,fixed_10pct,2026-04-26 23:00:01+00:00,btc-updown-5m-1777244400,2,early_drop,neutral_down_value,buy_down,0.5,0.8718714160953022,0.37187141609530217,27,down_level_3,17.383724453868023,34.767448907736046,-17.731398942945383,156.10584559573485
selected_fairprob_switch,fixed_10pct,2026-04-26 23:10:02+00:00,btc-updown-5m-1777245000,4,late_breakout,late_breakout_up,buy_up,0.89,1.0,0.10999999999999999,13,up_level_2,15.610584559573486,17.539982651206163,1.753998265120616,157.85984386085548
selected_fairprob_switch,fixed_10pct,2026-04-26 23:20:00+00:00,btc-updown-5m-1777245600,2,extreme_up,extreme_up_fade,buy_down,0.11,0.1938188587617791,0.0838188587617791,11,down_level_3,7.15,65.0,-7.8,150.05984386085547
selected_fairprob_switch,fixed_10pct,2026-04-26 23:30:00+00:00,btc-updown-5m-1777246200,2,early_drop,extreme_up_fade,buy_down,0.18,0.8240521685209916,0.6440521685209917,28,down_level_3,15.005984386085547,83.36657992269748,-15.839650185312522,134.22019367554293
selected_fairprob_switch,fixed_10pct,2026-04-26 23:40:01+00:00,btc-updown-5m-1777246800,2,extreme_up,extreme_up_fade,buy_down,0.1,0.21715503336133565,0.11715503336133565,10,down_level_1,5.8100000000000005,58.1,-6.391,127.82919367554292
selected_fairprob_switch,fixed_10pct,2026-04-26 23:50:02+00:00,btc-updown-5m-1777247400,2,early_drop,neutral_down_value,buy_down,0.54,0.779775842665045,0.23977584266504492,29,down_level_3,12.782919367554292,23.672072902878316,10.652432806295241,138.48162648183816
selected_fairprob_switch,fixed_10pct,2026-04-27 00:00:02+00:00,btc-updown-5m-1777248000,2,extreme_up,extreme_up_fade,buy_down,0.12,0.1938188587617791,0.0738188587617791,11,down_level_1,1.338,11.15,-1.4495,137.03212648183816
selected_fairprob_switch,fixed_10pct,2026-04-27 00:05:02+00:00,btc-updown-5m-1777248300,2,early_drop,mild_drop_continuation,buy_down,0.57,0.7913802708561768,0.22138027085617684,30,down_level_3,13.703212648183817,24.040723944182137,10.097104056556498,147.12923053839467
selected_fairprob_switch,fixed_10pct,2026-04-27 00:20:01+00:00,btc-updown-5m-1777249200,2,neutral,neutral_down_value,buy_down,0.47,0.5403534154397525,0.07035341543975249,32,down_level_1,14.712923053839468,31.304091603913765,16.278127634035158,163.40735817242984
selected_fairprob_switch,fixed_10pct,2026-04-27 00:30:01+00:00,btc-updown-5m-1777249800,2,early_drop,mild_drop_continuation,buy_down,0.62,0.8122281431156195,0.19222814311561953,32,down_level_3,16.340735817242983,26.35602551168223,-16.604296072359805,146.80306210007004
selected_fairprob_switch,fixed_10pct,2026-04-27 00:40:02+00:00,btc-updown-5m-1777250400,2,extreme_up,extreme_up_fade,buy_down,0.05,0.17441471885319693,0.12441471885319692,12,down_level_1,14.680306210007004,293.6061242001401,-17.616367452008404,129.18669464806163
selected_fairprob_switch,fixed_10pct,2026-04-27 00:45:01+00:00,btc-updown-5m-1777250700,4,late_breakout,late_breakout_up,buy_up,0.8,1.0,0.19999999999999996,14,up_level_4,12.918669464806165,16.148336831007704,3.068183997891463,132.25487864595308
selected_fairprob_switch,fixed_10pct,2026-04-27 00:55:00+00:00,btc-updown-5m-1777251300,2,extreme_up,extreme_up_fade,buy_down,0.04,0.1580351126795587,0.11803511267955868,13,down_level_1,13.225487864595308,330.6371966148827,-16.531859830744136,115.72301881520895
selected_fairprob_switch,fixed_10pct,2026-04-27 01:20:02+00:00,btc-updown-5m-1777252800,2,mild_drop,mild_drop_continuation,buy_down,0.61,0.7865758929527024,0.17657589295270237,20,down_level_1,11.572301881520895,18.97098669101786,-11.762011748431073,103.96100706677787
selected_fairprob_switch,fixed_10pct,2026-04-27 01:25:02+00:00,btc-updown-5m-1777253100,1,early_drop,early_drop_continuation,buy_down,0.74,1.0000000000000002,0.26000000000000023,10,down_level_2,6.697,9.05,2.2625,106.22350706677787
selected_fairprob_switch,fixed_10pct,2026-04-27 01:55:02+00:00,btc-updown-5m-1777254900,1,early_drop,early_drop_continuation,buy_down,0.74,0.803259694304339,0.06325969430433898,36,down_level_3,10.622350706677787,14.35452798199701,-10.765895986497759,95.45761108028012
selected_fairprob_switch,fixed_10pct,2026-04-27 02:00:00+00:00,btc-updown-5m-1777255200,1,early_drop,early_drop_continuation,buy_down,0.71,1.0000000000000002,0.29000000000000026,11,down_level_2,3.55,5.0,1.4000000000000001,96.85761108028012
selected_fairprob_switch,fixed_10pct,2026-04-27 02:05:00+00:00,btc-updown-5m-1777255500,2,early_drop,neutral_down_value,buy_down,0.55,0.7763106486358254,0.2263106486358254,38,down_level_3,9.685761108028013,17.610474741869112,7.748608886422408,104.60621996670253
selected_fairprob_switch,fixed_10pct,2026-04-27 02:10:01+00:00,btc-updown-5m-1777255800,1,early_drop,early_drop_continuation,buy_down,0.66,0.7865910686965029,0.12659106869650283,39,down_level_3,10.460621996670254,15.849427267682202,-10.619116269347076,93.98710369735545
selected_fairprob_switch,fixed_10pct,2026-04-27 02:15:02+00:00,btc-updown-5m-1777256100,4,late_breakout,late_breakout_up,buy_up,0.8,1.0,0.19999999999999996,15,up_level_4,9.398710369735545,11.74838796216943,2.232193712812191,96.21929741016764
selected_fairprob_switch,fixed_10pct,2026-04-27 02:25:01+00:00,btc-updown-5m-1777256700,2,sharp_drop_reversal,sharp_drop_reversal,buy_up,0.31,0.4908246823886693,0.18082468238866928,212,up_level_5,9.621929741016764,31.03848303553795,21.106168464165805,117.32546587433345
selected_fairprob_switch,fixed_10pct,2026-04-27 02:30:01+00:00,btc-updown-5m-1777257000,4,extreme_up,late_breakout_up,buy_up,0.77,0.8680705400071422,0.09807054000714222,15,up_level_1,11.732546587433346,15.237073490173175,-11.884917322335077,105.44054855199838
selected_fairprob_switch,fixed_10pct,2026-04-27 02:40:00+00:00,btc-updown-5m-1777257600,2,neutral,neutral_down_value,buy_down,0.48,0.5633328296571056,0.08333282965710564,33,down_level_1,10.544054855199839,21.966780948333,11.20305828364983,116.6436068356482
selected_fairprob_switch,fixed_10pct,2026-04-27 02:55:01+00:00,btc-updown-5m-1777258500,2,early_drop,mild_drop_continuation,buy_down,0.59,0.7508654961168603,0.1608654961168603,40,down_level_3,11.664360683564821,19.770102853499697,7.908041141399879,124.55164797704808
selected_fairprob_switch,fixed_10pct,2026-04-27 03:00:00+00:00,btc-updown-5m-1777258800,2,sharp_drop_reversal,sharp_drop_reversal,buy_up,0.32,0.4752817805051396,0.15528178050513958,217,up_level_5,12.455164797704809,38.922389992827526,26.07800129519444,150.62964927224252
selected_fairprob_switch,fixed_10pct,2026-04-27 03:05:01+00:00,btc-updown-5m-1777259100,4,late_breakout,late_breakout_up,buy_up,0.78,1.0,0.21999999999999997,16,up_level_4,1.8330000000000002,2.35,0.49349999999999994,151.12314927224253
selected_fairprob_switch,fixed_10pct,2026-04-27 03:10:01+00:00,btc-updown-5m-1777259400,2,mild_drop,mild_drop_continuation,buy_down,0.63,0.7347538180792502,0.10475381807925022,21,down_level_1,15.112314927224254,23.98780147178453,-15.352192941942098,135.77095633030044
selected_fairprob_switch,fixed_10pct,2026-04-27 03:20:01+00:00,btc-updown-5m-1777260000,2,mild_drop,mild_drop_continuation,buy_down,0.53,0.6539782592002189,0.12397825920021888,33,down_level_3,13.577095633030044,25.6171615717548,-13.833267248747593,121.93768908155285
selected_fairprob_switch,fixed_10pct,2026-04-27 03:25:02+00:00,btc-updown-5m-1777260300,1,early_drop,early_drop_continuation,buy_down,0.7,0.762053706667155,0.06205370666715504,41,down_level_3,12.193768908155285,17.419669868793264,5.051704261950047,126.9893933435029
selected_fairprob_switch,fixed_10pct,2026-04-27 03:35:00+00:00,btc-updown-5m-1777260900,2,early_drop,mild_drop_continuation,buy_down,0.63,0.772624833447816,0.14262483344781596,42,down_level_3,12.69893933435029,20.157046562460778,7.256536762485879,134.24593010598878
