strategy,sizing,trades,ending_bankroll,total_return,avg_trade_return_on_cost,max_drawdown
pressure_up_confirm,fixed_10pct,6,98.98785821971624,-0.010121417802837596,-0.005744557144106886,0.10140845070422537
pressure_up_confirm,fixed_15pct,6,97.94562423117894,-0.020543757688210595,-0.005744557144106867,0.15211267605633805
regime_neutral_value_up,fixed_10pct,3,97.21716226415094,-0.02782837735849053,-0.03659233847913105,0.18985698113207547
pressure_up_confirm,fixed_20pct,6,96.5131743802247,-0.03486825619775302,-0.005744557144106886,0.20281690140845077
price_interval_down_65_80,fixed_20pct,42,94.75509422711639,-0.052449057728836124,0.05876283560229199,0.5976465904457503
pressure_up_confirm,fixed_25pct,6,94.6648160674283,-0.053351839325716965,-0.005744557144106867,0.2535211267605634
price_interval_down_60_80,fixed_10pct,48,93.49263597121997,-0.06507364028780027,0.024748899499391745,0.4371309207933434
value_down_margin5,fixed_10pct,28,92.96293734410064,-0.07037062655899362,0.05693942156511927,0.30463995649024717
price_interval_down_55_75,fixed_10pct,37,92.61949692985672,-0.07380503070143274,0.02201251452595634,0.4401989944868461
value_up_margin2,fixed_10pct,8,91.18578914243854,-0.08814210857561466,-0.08752014754993519,0.23858845455545782
value_down_margin5,quarter_kelly_capped20,28,89.79390023110668,-0.10206099768893329,0.05693942156511927,0.37958402365267097
price_interval_up_45_65,fixed_10pct,3,85.72608679742389,-0.14273913202576116,-0.47017710772833726,0.1930106026785714
value_down_margin5,fixed_15pct,28,85.59945691435347,-0.14400543085646533,0.05693942156511928,0.4317044400772395
value_up_margin2,fixed_15pct,8,85.52710434327433,-0.1447289565672567,-0.08752014754993517,0.3453418708049074
price_interval_down_55_75,fixed_15pct,37,85.22785210014023,-0.14772147899859778,0.022012514525956352,0.593286780108268
value_down_margin2,quarter_kelly_capped20,35,85.13342107110971,-0.14866578928890295,0.007260997538314744,0.416094524613582
price_interval_down_65_80,fixed_25pct,42,83.29094588198076,-0.1670905411801924,0.058762835602291986,0.7075844933326738
value_down_margin2_book,quarter_kelly_capped20,10,82.1639437442561,-0.17836056255743893,-0.22807873620074154,0.2878302774699313
price_interval_down_60_80,fixed_15pct,48,80.98083434861064,-0.19019165651389358,0.024748899499391745,0.6137741023085024
pressure_down_strong,fixed_10pct,35,80.43012041961504,-0.19569879580384963,-0.0386853428571028,0.4286998261554207
value_down_margin2,fixed_10pct,35,80.25072773402191,-0.1974927226597809,0.0072609975383147694,0.39263758322608755
value_up_margin2,quarter_kelly_capped20,8,79.9376456388138,-0.20062354361186197,-0.08752014754993517,0.35870331998534444
value_up_margin2,fixed_20pct,8,79.15927563164419,-0.20840724368355812,-0.08752014754993524,0.4434709978621731
value_up_margin2,full_kelly_capped20,8,79.15927563164419,-0.20840724368355812,-0.08752014754993524,0.4434709978621731
price_interval_up_45_65,fixed_15pct,3,78.53512823386271,-0.21464871766137295,-0.4701771077283374,0.2817626953125
value_down_margin5,half_kelly_capped20,28,77.92918413819379,-0.22070815861806214,0.05693942156511923,0.47721512734699156
rolling_sharpe_filter_down,fixed_10pct,6,76.95977628535506,-0.23040223714644936,-0.407163380339969,0.2624688105986806
value_down_margin2_book,fixed_10pct,10,76.80287086895004,-0.23197129131049965,-0.22807873620074154,0.274268157514733
value_up_margin2,half_kelly_capped20,8,76.44023850318541,-0.2355976149681459,-0.08752014754993521,0.4434709978621731
price_interval_down_55_75,fixed_20pct,37,74.51757049054136,-0.2548242950945864,0.022012514525956352,0.717961211092147
value_down_margin5,fixed_20pct,28,74.48960471062492,-0.2551039528937509,0.05693942156511927,0.5426336238130857
value_down_margin5,full_kelly_capped20,28,74.297373472662,-0.25702626527338,0.05693942156511927,0.5426336238130858
value_up_margin2,fixed_25pct,8,72.20275033029435,-0.2779724966970565,-0.08752014754993526,0.532876304457605
price_interval_up_45_65,fixed_20pct,3,71.37256659836065,-0.28627433401639346,-0.47017710772833726,0.36534598214285724
value_down_margin2,half_kelly_capped20,35,71.23460159611702,-0.2876539840388298,0.0072609975383147425,0.5385765856099488
value_down_margin2_book,half_kelly_capped20,10,70.44981858474071,-0.2955018141525929,-0.22807873620074157,0.41569522417326615
rolling_pnl_filter_down,fixed_10pct,16,69.66983311930022,-0.3033016688069978,-0.2011825518077778,0.3268615157555534
value_down_margin2,fixed_15pct,35,67.85112351944872,-0.3214887648055128,0.0072609975383147824,0.518166550265488
pressure_down_strong,fixed_15pct,35,67.37382563732774,-0.32626174362672256,-0.0386853428571028,0.5922016246357218
price_interval_down_60_80,fixed_20pct,48,66.67255179916927,-0.33327448200830734,0.02474889949939175,0.7459286864702761
rolling_sharpe_filter_down,fixed_15pct,6,66.40189865033085,-0.3359810134966915,-0.407163380339969,0.37663523716015934
regime_trend_down_price,fixed_10pct,8,65.88151006852712,-0.34118489931472884,-0.48395801326099824,0.3753456823132243
value_down_margin2_book,fixed_15pct,10,65.38959666413389,-0.34610403335866113,-0.22807873620074154,0.39024382573761857
price_interval_up_45_65,fixed_25pct,3,64.28670056809865,-0.35713299431901346,-0.47017710772833726,0.44376046316964285
value_down_margin2_book,full_kelly_capped20,10,63.259664425074675,-0.3674033557492532,-0.22807873620074154,0.46715441041186406
vol_filter_down_midrange,fixed_10pct,20,62.10293551087662,-0.3789706448912338,-0.21166252423424883,0.4353969904765688
price_interval_down_55_75,fixed_25pct,37,61.174032069537894,-0.388259679304621,0.022012514525956334,0.8155582735680187
value_down_margin5,fixed_25pct,28,61.0385039422361,-0.389614960577639,0.056939421565119254,0.6381927852442725
value_down_margin2,full_kelly_capped20,35,60.48506390007202,-0.3951493609992798,0.007260997538314771,0.5965529728954709
vol_filter_down_clean,fixed_10pct,19,58.83829420924093,-0.41161705790759073,-0.25712267675270917,0.4735685388837028
pressure_down_confirm,fixed_10pct,36,56.74630630277977,-0.4325369369722023,-0.1369245908799326,0.47589201013896043
rolling_sharpe_filter_down,fixed_20pct,6,56.5216356585193,-0.434783643414807,-0.407163380339969,0.48000095194162246
rolling_pnl_filter_down,fixed_15pct,16,56.19647736200058,-0.43803522637999426,-0.2011825518077778,0.466172389990891
regime_trend_down,fixed_10pct,25,56.05763872503406,-0.43942361274965935,-0.20883407344810467,0.5099193197759008
value_down_margin2,fixed_20pct,35,54.874156584144416,-0.4512584341585558,0.007260997538314775,0.6354136601252883
value_down_margin2_book,fixed_20pct,10,54.48806218085329,-0.4551193781914671,-0.22807873620074162,0.4931548413534715
pressure_down_strong,fixed_20pct,35,53.66256133078901,-0.46337438669210984,-0.0386853428571028,0.7211009638051252
regime_trend_down_price,fixed_15pct,8,52.53157049402809,-0.4746842950597191,-0.48395801326099824,0.5145096734125923
tiered_down_score_signal,fixed_10pct,97,51.90810679979129,-0.48091893200208713,-0.032886555339415334,0.6393931307628136
baseline_rule_drop10_down,fixed_10pct,97,51.90810679979129,-0.48091893200208713,-0.032886555339415334,0.6393931307628136
price_interval_down_60_80,fixed_25pct,48,51.49653863071365,-0.4850346136928635,0.024748899499391727,0.8418064773862775
rolling_sharpe_filter_down,fixed_25pct,6,47.526787770903866,-0.5247321222909613,-0.407163380339969,0.5713270122624358
vol_filter_down_midrange,fixed_15pct,20,46.982312721364174,-0.5301768727863583,-0.21166252423424886,0.59177822582112
value_down_margin2_book,fixed_25pct,10,44.34219310450024,-0.5565780689549976,-0.22807873620074154,0.5861395310246644
rolling_pnl_filter_down,fixed_20pct,16,44.15209711053133,-0.5584790288946867,-0.20118255180777778,0.5875777125119025
rolling_win_filter_down,fixed_10pct,84,43.70573474573543,-0.5629426525426457,-0.062472732163679684,0.6949854560010469
vol_filter_down_clean,fixed_15pct,19,43.59640147476924,-0.5640359852523076,-0.25712267675270917,0.6305589350243719
regime_trend_down_price,fixed_20pct,8,42.68631147877093,-0.5731368852122907,-0.48395801326099824,0.6152219810364311
value_down_margin2,fixed_25pct,35,41.9643997849621,-0.5803560021503791,0.0072609975383147425,0.740058088225668
pressure_down_strong,fixed_25pct,35,40.723103708020254,-0.5927689629197974,-0.03868534285710281,0.8168159403302435
pressure_down_confirm,fixed_15pct,36,40.25770070507999,-0.5974229929492001,-0.1369245908799326,0.6423953171931146
regime_trend_down,fixed_15pct,25,40.15866053975895,-0.5984133946024105,-0.20883407344810465,0.6712341187776201
vol_filter_down_midrange,fixed_20pct,20,34.66669953500012,-0.6533330046499988,-0.21166252423424883,0.7124207914196038
regime_trend_down_price,fixed_25pct,8,33.96234099284962,-0.6603765900715037,-0.48395801326099824,0.7012247665233847
rolling_pnl_filter_down,fixed_25pct,16,33.78974984907528,-0.6621025015092472,-0.2011825518077778,0.6895869870324185
baseline_rule_drop10_down,fixed_15pct,97,33.06185625730593,-0.6693814374269407,-0.03288655533941531,0.8034323797276061
tiered_down_score_signal,fixed_15pct,97,33.06185625730593,-0.6693814374269407,-0.03288655533941531,0.8034323797276061
vol_filter_down_clean,fixed_20pct,19,32.06145869173931,-0.6793854130826069,-0.25712267675270917,0.7424566567482256
regime_trend_down,fixed_20pct,25,28.004475700224056,-0.7199552429977594,-0.20883407344810465,0.7858122898005426
pressure_down_confirm,fixed_20pct,36,27.29991274962949,-0.7270008725037052,-0.1369245908799326,0.7666561726729718
rolling_win_filter_down,fixed_15pct,84,26.409356661123677,-0.7359064333887633,-0.062472732163679684,0.8445335017872193
vol_filter_down_midrange,fixed_25pct,20,25.051131212945638,-0.7494886878705436,-0.21166252423424886,0.8019990388707794
vol_filter_down_clean,fixed_25pct,19,23.088746745480393,-0.7691125325451961,-0.25712267675270917,0.82405173650964
baseline_rule_drop10_down,fixed_20pct,97,19.320332325550165,-0.8067966767444983,-0.03288655533941532,0.9001333407972654
tiered_down_score_signal,fixed_20pct,97,19.320332325550165,-0.8067966767444983,-0.03288655533941532,0.9001333407972654
regime_trend_down,fixed_25pct,25,18.900732818827706,-0.810992671811723,-0.20883407344810467,0.8649868563751844
pressure_down_confirm,fixed_25pct,36,17.60955281946451,-0.8239044718053549,-0.1369245908799326,0.8551004296072416
tiered_down_score_signal,tiered_score,97,16.665502204043154,-0.8333449779595685,-0.03288655533941532,0.8845039208202742
rolling_win_filter_down,fixed_20pct,84,14.776086188895158,-0.8522391381110485,-0.062472732163679684,0.9261260729373781
baseline_rule_drop10_down,fixed_25pct,97,10.248404071013763,-0.8975159592898624,-0.032886555339415306,0.9531570271254115
tiered_down_score_signal,fixed_25pct,97,10.248404071013763,-0.8975159592898624,-0.032886555339415306,0.9531570271254115
rolling_win_filter_down,fixed_25pct,84,7.553027808452893,-0.924469721915471,-0.06247273216367969,0.9676987941934911
