model,test_rows,accuracy,brier,log_loss,trades,trade_ratio,avg_pnl,cum_pnl,win_rate
random_forest,75,0.7733333333333333,0.19622489423282305,0.5822562977258758,68,0.9066666666666666,0.025588235294117637,1.7399999999999993,0.4264705882352941
baseline_train_up_rate,75,0.5466666666666666,0.24886007996703308,0.6908667635685735,71,0.9466666666666667,-0.020845070422535222,-1.4800000000000009,0.2676056338028169
logistic_regression,75,0.6933333333333334,0.20287715051406932,0.6268768065552041,63,0.84,-0.044285714285714296,-2.7900000000000005,0.5873015873015873
