strategy,sizing,entry_minute,remaining_minutes,first_quote_ts,slug,side,target_cost,shares,entry_price,pnl_usd,bankroll_after
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 14:30:01+00:00,btc-updown-5m-1777213800,buy_down,11.377478126734426,17.238603222324887,0.66,5.688739063367212,62.576129697039335
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 14:35:01+00:00,btc-updown-5m-1777214100,buy_down,12.515225939407868,16.04516146077932,0.78,-12.675677554015662,49.90045214302367
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 14:45:01+00:00,btc-updown-5m-1777214700,buy_down,9.980090428604734,13.306787238139647,0.75,3.193628937153515,53.09408108017718
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 15:05:00+00:00,btc-updown-5m-1777215900,buy_down,10.618816216035437,15.615906200052112,0.68,4.840930922016154,57.93501200219334
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 15:20:01+00:00,btc-updown-5m-1777216800,buy_down,11.587002400438669,16.093058889498153,0.72,4.3451259001645015,62.28013790235784
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 15:30:02+00:00,btc-updown-5m-1777217400,buy_down,12.45602758047157,18.317687618340543,0.68,5.678483161685567,67.95862106404341
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 15:45:02+00:00,btc-updown-5m-1777218300,buy_down,13.591724212808684,18.367194882173898,0.74,4.5917987205434745,72.5504197845869
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 16:30:02+00:00,btc-updown-5m-1777221000,buy_down,14.510083956917379,19.876827338242986,0.73,-14.70885223029981,57.84156755428708
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 17:00:00+00:00,btc-updown-5m-1777222800,buy_down,11.568313510857417,17.527747743723356,0.66,-11.743590988294649,46.09797656599243
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 17:30:02+00:00,btc-updown-5m-1777224600,buy_down,9.219595313198488,11.819993991280112,0.78,2.4821987381688233,48.58017530416126
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 17:55:01+00:00,btc-updown-5m-1777226100,buy_down,9.716035060832253,14.721265243685231,0.66,4.8580175304161255,53.438192834577386
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 18:10:02+00:00,btc-updown-5m-1777227000,buy_down,10.687638566915478,13.702100726814715,0.78,-10.824659574183626,42.61353326039376
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 18:25:01+00:00,btc-updown-5m-1777227900,buy_down,7.9074,11.46,0.69,3.4380000000000006,46.05153326039376
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 18:45:01+00:00,btc-updown-5m-1777229100,buy_down,9.210306652078753,13.746726346386197,0.67,-9.347773915542614,36.70375934485115
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 19:00:02+00:00,btc-updown-5m-1777230000,buy_down,7.34075186897023,8.844279360205096,0.83,1.4150846976328157,38.118844042483964
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 19:20:02+00:00,btc-updown-5m-1777231200,buy_down,7.623768808496793,11.211424718377636,0.68,3.4755416626970663,41.59438570518103
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 19:25:02+00:00,btc-updown-5m-1777231500,buy_down,8.318877141036207,8.849869298974689,0.94,0.44249346494873487,42.036879170129765
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 20:10:00+00:00,btc-updown-5m-1777234200,buy_down,8.407375834025954,16.168030450049912,0.52,7.598974311523458,49.63585348165322
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 20:35:01+00:00,btc-updown-5m-1777235700,buy_down,9.927170696330645,15.041167721713098,0.66,4.963585348165322,54.599438829818546
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 20:55:02+00:00,btc-updown-5m-1777236900,buy_down,10.91988776596371,14.36827337626804,0.76,3.304702876541649,57.90414170636019
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 21:30:01+00:00,btc-updown-5m-1777239000,buy_down,11.580828341272039,17.030629913635348,0.68,5.279495273226957,63.18363697958715
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 21:45:02+00:00,btc-updown-5m-1777239900,buy_down,10.05,15.0,0.67,4.799999999999999,67.98363697958715
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 21:55:01+00:00,btc-updown-5m-1777240500,buy_down,2.3499999999999996,4.999999999999999,0.47,2.5999999999999996,70.58363697958714
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 22:20:02+00:00,btc-updown-5m-1777242000,buy_down,14.11672739591743,26.14208777021746,0.54,11.763939496597857,82.347576476185
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 22:25:00+00:00,btc-updown-5m-1777242300,buy_down,16.469515295237,29.40984874149464,0.56,12.646234958842692,94.9938114350277
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 22:50:01+00:00,btc-updown-5m-1777243800,buy_down,13.399199999999999,18.61,0.72,5.0247,100.01851143502769
rule_drop10_down,fixed_20pct,1,4.0,2026-04-26 22:55:00+00:00,btc-updown-5m-1777244100,buy_down,19.95,28.5,0.7,8.265,108.28351143502769
